OG_ID,analysis_absrel,analysis_relax_selection,analysis_paml,analysis_cafe,gene_symbol.x,analysis_relax_relaxed,analysis_cafe_contracted,gene_symbol.y,condition,gene_symbol
OG0006366,NA,NA,NA,NA,NCAPD3,relaxed,NA,NA,NA,NCAPD3
OG0006367,NA,intensified,NA,NA,NA,NA,NA,NA,NA,LYSMD2
OG0006368,NA,NA,paml_selected,NA,TIPARP,relaxed,NA,NA,NA,TIPARP
OG0006369,NA,NA,NA,NA,BAZ1B,relaxed,NA,NA,NA,BAZ1B
OG0006370,NA,NA,NA,NA,SPHKAP,relaxed,NA,NA,NA,SPHKAP
OG0006375,NA,NA,NA,NA,PRR16,relaxed,NA,NA,NA,PRR16
OG0006376,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,CCSER1
OG0006377,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,FANCC
OG0006382,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,CENPH
OG0006383,NA,intensified,paml_selected,NA,NA,NA,NA,NA,NA,SLC2A6
OG0006385,NA,NA,NA,NA,PRRC2B,relaxed,NA,NA,NA,PRRC2B
OG0006387,NA,NA,NA,NA,GOLGA2,relaxed,NA,NA,NA,GOLGA2
OG0006388,NA,intensified,NA,NA,NA,NA,NA,NA,NA,YTHDC1
OG0006389,NA,NA,paml_selected,NA,SREK1,relaxed,NA,NA,NA,SREK1
OG0006391,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,RNF43
OG0006392,NA,NA,NA,NA,MAPKAP1,relaxed,NA,NA,NA,MAPKAP1
OG0006396,NA,NA,NA,NA,FOXR1,relaxed,NA,NA,NA,FOXR1
OG0006402,NA,NA,NA,NA,HEY1,relaxed,NA,NA,NA,HEY1
OG0006406,NA,intensified,NA,NA,NA,NA,NA,NA,NA,INTS1
OG0006407,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,NUP153
OG0006408,NA,NA,NA,NA,TRPS1,relaxed,NA,NA,NA,TRPS1
OG0006409,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,DNAH10
OG0006410,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,CDCA2
OG0006412,NA,NA,NA,NA,MRPL1,relaxed,NA,NA,NA,MRPL1
OG0006413,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,KANK1
OG0006417,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,CARD9
OG0006418,NA,intensified,NA,NA,NA,NA,NA,NA,NA,RANBP1
OG0006420,NA,NA,NA,NA,PCNP,relaxed,NA,NA,NA,PCNP
OG0006421,NA,intensified,paml_selected,NA,NA,NA,NA,NA,NA,SON
OG0006422,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,KIAA1468
OG0006424,NA,intensified,NA,NA,NA,NA,NA,NA,NA,GARS
OG0006431,NA,intensified,NA,NA,NA,NA,NA,NA,NA,PROC
OG0006432,NA,NA,paml_selected,NA,NES,relaxed,NA,NA,NA,NES
OG0006437,NA,NA,NA,NA,NDUFV2,relaxed,NA,NA,NA,NDUFV2
OG0006439,NA,NA,NA,NA,YEATS2,relaxed,NA,NA,NA,YEATS2
OG0006440,NA,NA,NA,NA,NCAPD2,relaxed,NA,NA,NA,NCAPD2
OG0006442,NA,NA,NA,NA,MRPS22,relaxed,NA,NA,NA,MRPS22
OG0006444,NA,NA,NA,NA,MFSD1,relaxed,NA,NA,NA,MFSD1
OG0006445,NA,NA,paml_selected,NA,ZNF407,relaxed,NA,NA,NA,ZNF407
OG0006450,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,PWWP2A
OG0006454,NA,NA,NA,NA,ELMOD1,relaxed,NA,ELMOD1,eyeloss,ELMOD1
OG0006456,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,SMPD4
OG0006457,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,C6
OG0006464,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,BAZ2A
OG0006465,NA,NA,NA,NA,PLEKHG1,relaxed,NA,NA,NA,PLEKHG1
OG0006467,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,SYDE2
OG0006472,NA,NA,NA,NA,ESPL1,relaxed,NA,NA,NA,ESPL1
OG0006473,NA,NA,NA,NA,RALGAPB,relaxed,NA,NA,NA,RALGAPB
OG0006475,NA,NA,paml_selected,NA,NA,NA,NA,PDE6D,eyeloss,PDE6D
OG0006476,NA,NA,NA,NA,NME7,relaxed,NA,NA,NA,NME7
OG0006477,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,LEPR
OG0006481,NA,NA,NA,NA,RAB21,relaxed,NA,NA,NA,RAB21
OG0006484,NA,NA,paml_selected,NA,CPM,relaxed,NA,NA,NA,CPM
OG0006486,NA,NA,NA,NA,KDM5A,relaxed,NA,NA,NA,KDM5A
OG0006488,NA,intensified,NA,NA,NA,NA,NA,NA,NA,LEMD3
OG0006489,NA,NA,NA,NA,TMTC1,relaxed,NA,NA,NA,TMTC1
OG0006492,NA,intensified,NA,NA,NA,NA,NA,NA,NA,EIF3D
OG0006495,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,COL16A1
OG0006497,NA,intensified,NA,NA,NA,NA,NA,NA,NA,NELFE
OG0006499,NA,intensified,NA,NA,NA,NA,NA,NA,NA,HSPBP1
OG0006500,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,CEP83
OG0006501,NA,NA,paml_selected,NA,ANKS1B,relaxed,NA,NA,NA,ANKS1B
OG0006503,NA,NA,NA,NA,TUBGCP6,relaxed,NA,NA,NA,TUBGCP6
OG0006505,NA,NA,paml_selected,NA,TICRR,relaxed,NA,NA,NA,TICRR
OG0006510,NA,NA,NA,NA,SLC46A2,relaxed,NA,NA,NA,SLC46A2
OG0006511,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,PAM
OG0006512,NA,NA,paml_selected,NA,USPL1,relaxed,NA,NA,NA,USPL1
OG0006514,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,DEPDC1B
OG0006515,NA,NA,NA,NA,DENR,relaxed,NA,NA,NA,DENR
OG0006517,NA,intensified,paml_selected,NA,NA,NA,NA,NA,NA,PRDM15
OG0006521,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,ITGA2
OG0006522,NA,intensified,NA,NA,NA,NA,NA,NA,NA,STK33
OG0006529,NA,NA,NA,NA,-,relaxed,NA,NA,NA,-
OG0006531,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,KIF14
OG0006533,NA,NA,paml_selected,NA,ASPM,relaxed,NA,NA,NA,ASPM
OG0006541,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,CTAGE5
OG0006542,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,C14orf80
OG0006543,NA,NA,NA,NA,KIF26B,relaxed,NA,NA,NA,KIF26B
OG0006544,NA,intensified,NA,NA,NA,NA,NA,NA,NA,DYNC1H1
OG0006545,NA,NA,NA,NA,TECPR2,relaxed,NA,NA,NA,TECPR2
OG0006548,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,PSMA3
OG0006553,NA,NA,NA,NA,GHITM,relaxed,NA,NA,NA,GHITM
OG0006555,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,CCDC57
OG0006556,NA,NA,paml_selected,NA,VTI1A,relaxed,NA,NA,NA,VTI1A
OG0006558,NA,NA,NA,NA,PHF5A,relaxed,NA,NA,NA,PHF5A
OG0006559,NA,NA,paml_selected,NA,RSL1D1,relaxed,NA,NA,NA,RSL1D1
OG0006563,NA,NA,NA,NA,OGT,relaxed,NA,NA,NA,OGT
OG0006565,NA,NA,NA,NA,PSMD2,relaxed,NA,NA,NA,PSMD2
OG0006566,NA,intensified,NA,NA,NA,NA,NA,NA,NA,NOX4
OG0006568,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,LSR
OG0006569,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,SCARF1
OG0006571,NA,NA,NA,NA,TSKU,relaxed,NA,NA,NA,TSKU
OG0006573,NA,NA,NA,NA,FKBP7,relaxed,NA,NA,NA,FKBP7
OG0006574,NA,intensified,paml_selected,NA,NA,NA,NA,NA,NA,SSFA2
OG0006575,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,LRCH1
OG0006577,NA,NA,NA,NA,PGAP1,relaxed,NA,NA,NA,PGAP1
OG0006579,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,CARKD
OG0006582,NA,NA,paml_selected,NA,RIF1,relaxed,NA,NA,NA,RIF1
OG0006583,NA,NA,paml_selected,NA,GPR39,relaxed,NA,NA,NA,GPR39
OG0006593,NA,intensified,NA,NA,NA,NA,NA,NA,NA,SF3B1
OG0006598,NA,NA,NA,NA,ENKUR,relaxed,NA,NA,NA,ENKUR
OG0006599,NA,NA,NA,NA,IFT140,relaxed,NA,NA,NA,IFT140
OG0006600,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,FARS2
OG0006601,NA,intensified,paml_selected,NA,NA,NA,NA,NA,NA,MAP4
OG0006602,NA,intensified,paml_selected,NA,NA,NA,NA,NA,NA,PI4KB
OG0006603,NA,NA,NA,NA,DECR1,relaxed,NA,NA,NA,DECR1
OG0006606,NA,NA,NA,NA,TRDMT1,relaxed,NA,NA,NA,TRDMT1
OG0006607,NA,NA,NA,NA,SCNM1,relaxed,NA,NA,NA,SCNM1
OG0006608,NA,NA,NA,NA,RRNAD1,relaxed,NA,NA,NA,RRNAD1
OG0006613,NA,NA,paml_selected,NA,SHE,relaxed,NA,NA,NA,SHE
OG0006614,NA,NA,NA,NA,UBE3C,relaxed,NA,NA,NA,UBE3C
OG0006615,NA,NA,paml_selected,NA,NOM1,relaxed,NA,NA,NA,NOM1
OG0006617,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,RIPK1
OG0006619,NA,NA,NA,NA,POP7,relaxed,NA,NA,NA,POP7
OG0006621,NA,NA,paml_selected,NA,CMPK1,relaxed,NA,NA,NA,CMPK1
OG0006622,NA,NA,paml_selected,NA,RBM33,relaxed,NA,NA,NA,RBM33
OG0006627,NA,NA,NA,NA,ZFYVE21,relaxed,NA,NA,NA,ZFYVE21
OG0006628,NA,NA,NA,NA,MCPH1,relaxed,NA,MCPH1,eyeloss,MCPH1
OG0006629,NA,NA,NA,NA,GPATCH11,relaxed,NA,NA,NA,GPATCH11
OG0006635,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,CFAP43
OG0006636,NA,NA,NA,NA,KNDC1,relaxed,NA,NA,NA,KNDC1
OG0006639,NA,NA,NA,NA,BBOX1,relaxed,NA,NA,NA,BBOX1
OG0006642,NA,NA,paml_selected,NA,GTSE1,relaxed,NA,NA,NA,GTSE1
OG0006643,NA,NA,paml_selected,NA,BEND4,relaxed,NA,NA,NA,BEND4
OG0006644,NA,NA,NA,NA,ARAP3,relaxed,NA,ARAP3,eyeloss,ARAP3
OG0006646,NA,intensified,paml_selected,NA,NA,NA,NA,NA,NA,MRPL11
OG0006647,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,HMMR
OG0006650,NA,intensified,NA,NA,NA,NA,NA,NA,NA,NUDT21
OG0006654,NA,NA,NA,NA,NUP93,relaxed,NA,NA,NA,NUP93
OG0006657,NA,intensified,paml_selected,NA,NA,NA,NA,NA,NA,DDX11
OG0006663,NA,NA,NA,NA,MIA3,relaxed,NA,NA,NA,MIA3
OG0006670,NA,intensified,NA,NA,NA,NA,NA,NA,NA,LMTK2
OG0006676,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,SRRM2
OG0006677,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,SCAF1
OG0006680,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,LAMB3
OG0006681,NA,intensified,NA,NA,NA,NA,NA,NA,NA,TADA3
OG0006684,NA,NA,NA,NA,SLC25A26,relaxed,NA,NA,NA,SLC25A26
OG0006685,NA,NA,NA,NA,THOC7,relaxed,NA,NA,NA,THOC7
OG0006687,NA,intensified,NA,NA,NA,NA,NA,NA,NA,WNT4
OG0006688,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,KIF17
OG0006689,NA,NA,NA,NA,FAM212B,relaxed,NA,NA,NA,FAM212B
OG0006690,NA,NA,paml_selected,NA,DRAXIN,relaxed,NA,NA,NA,DRAXIN
OG0006693,NA,NA,NA,NA,MET,relaxed,NA,NA,NA,MET
OG0006694,NA,NA,paml_selected,NA,TMTC3,relaxed,NA,NA,NA,TMTC3
OG0006695,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,OVCH2
OG0006732,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,SORBS3
OG0006733,NA,intensified,NA,NA,NA,NA,NA,NA,NA,RER1
OG0006735,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,MFSD2B
OG0006736,NA,intensified,NA,NA,NA,NA,NA,NA,NA,VAMP4
OG0006739,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,KIAA1211
OG0006743,NA,NA,NA,NA,METTL11B,relaxed,NA,NA,NA,METTL11B
OG0006744,NA,NA,NA,NA,ELP3,relaxed,NA,NA,NA,ELP3
OG0006745,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,XRN2
OG0006747,NA,NA,NA,NA,PLG,relaxed,NA,NA,NA,PLG
OG0006749,NA,intensified,NA,NA,NA,NA,NA,NA,NA,INO80
OG0006752,NA,NA,NA,NA,CCDC86,relaxed,NA,NA,NA,CCDC86
OG0006753,NA,NA,NA,NA,ACER2,relaxed,NA,NA,NA,ACER2
OG0006759,NA,NA,NA,NA,FBXO10,relaxed,NA,NA,NA,FBXO10
OG0006761,NA,NA,NA,NA,TMA16,relaxed,NA,NA,NA,TMA16
OG0006762,NA,NA,paml_selected,NA,WDR19,relaxed,NA,NA,NA,WDR19
OG0006773,NA,NA,NA,NA,GCN1L1,relaxed,NA,NA,NA,GCN1L1
OG0006775,NA,NA,NA,NA,CDO1,relaxed,NA,NA,NA,CDO1
OG0006779,NA,NA,NA,NA,KLHL12,relaxed,NA,NA,NA,KLHL12
OG0006780,NA,NA,NA,NA,DIMT1,relaxed,NA,NA,NA,DIMT1
OG0006781,NA,NA,NA,NA,CDK20,relaxed,NA,NA,NA,CDK20
OG0006782,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,ITGB4
OG0006783,NA,NA,paml_selected,NA,H1FOO,relaxed,NA,NA,NA,H1FOO
OG0006784,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,ARHGAP31
OG0006785,NA,NA,NA,NA,DNAJC25,relaxed,NA,NA,NA,DNAJC25
OG0006791,NA,NA,NA,NA,C2CD2L,relaxed,NA,NA,NA,C2CD2L
OG0006794,NA,NA,NA,NA,FER,relaxed,NA,NA,NA,FER
OG0006797,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,AATF
OG0006801,NA,NA,NA,NA,NCCRP1,relaxed,NA,NA,NA,NCCRP1
OG0006804,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,CCHCR1
OG0006805,NA,intensified,NA,NA,NA,NA,NA,NA,NA,FBXL19
OG0006808,NA,intensified,NA,NA,NA,NA,NA,NA,NA,EIF3G
OG0006809,NA,intensified,NA,NA,NA,NA,NA,NA,NA,BET1
OG0006815,NA,NA,NA,NA,ZCCHC17,relaxed,NA,NA,NA,ZCCHC17
OG0006816,NA,NA,paml_selected,NA,GATAD1,relaxed,NA,NA,NA,GATAD1
OG0006818,NA,intensified,NA,NA,NA,NA,NA,NA,NA,NCDN
OG0006819,NA,NA,NA,NA,BRI3BP,relaxed,NA,NA,NA,BRI3BP
OG0006821,NA,NA,paml_selected,NA,ABCA2,relaxed,NA,NA,NA,ABCA2
OG0006823,NA,NA,NA,NA,NPR3,relaxed,NA,NA,NA,NPR3
OG0006824,NA,NA,NA,NA,PDZD2,relaxed,NA,NA,NA,PDZD2
OG0006826,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,SART3
OG0006827,NA,NA,NA,NA,HECTD4,relaxed,NA,NA,NA,HECTD4
OG0006828,NA,NA,NA,NA,C9orf41,relaxed,NA,NA,NA,C9orf41
OG0006829,NA,intensified,NA,NA,NA,NA,NA,NA,NA,C9orf85
OG0006831,NA,intensified,NA,NA,NA,NA,NA,NA,NA,RCHY1
OG0006832,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,MYBBP1A
OG0006833,NA,NA,NA,NA,WDR31,relaxed,NA,NA,NA,WDR31
OG0006834,NA,NA,NA,NA,GOLGA3,relaxed,NA,NA,NA,GOLGA3
OG0006835,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,FGA
OG0006836,NA,NA,NA,NA,RBM46,relaxed,NA,NA,NA,RBM46
OG0006838,NA,NA,NA,NA,TLR2,relaxed,NA,NA,NA,TLR2
OG0006839,NA,intensified,NA,NA,NA,NA,NA,NA,NA,NHEJ1
OG0006840,NA,NA,NA,NA,NFKBIZ,relaxed,NA,NA,NA,NFKBIZ
OG0006841,NA,NA,NA,NA,SETD4,relaxed,NA,NA,NA,SETD4
OG0006845,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,ZC3H13
OG0006846,NA,NA,NA,NA,BORA,relaxed,NA,NA,NA,BORA
OG0006853,NA,NA,NA,NA,POLA1,relaxed,NA,NA,NA,POLA1
OG0006854,NA,NA,NA,NA,KIAA1524,relaxed,NA,NA,NA,KIAA1524
OG0006856,NA,NA,NA,NA,DLEC1,relaxed,NA,DLEC1,eyeloss,DLEC1
OG0006857,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,NKTR
OG0006858,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,CCDC58
OG0006861,NA,intensified,NA,NA,NA,NA,NA,TMEM108,eyeloss,TMEM108
OG0006863,NA,NA,paml_selected,NA,RGL2,relaxed,NA,NA,NA,RGL2
OG0006864,NA,NA,NA,NA,KDF1,relaxed,NA,NA,NA,KDF1
OG0006865,NA,intensified,NA,NA,NA,NA,NA,NA,NA,PSMC4
OG0006871,NA,NA,paml_selected,NA,PASK,relaxed,NA,NA,NA,PASK
OG0006872,NA,NA,NA,NA,IFT57,relaxed,NA,NA,NA,IFT57
OG0006876,NA,NA,paml_selected,NA,NA,NA,NA,RWDD1,eyeloss,RWDD1
OG0006878,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,C18orf54
OG0006879,NA,NA,paml_selected,NA,AKNA,relaxed,NA,NA,NA,AKNA
OG0006882,NA,NA,NA,NA,ADD1,relaxed,NA,NA,NA,ADD1
OG0006885,NA,NA,NA,NA,APBB3,relaxed,NA,NA,NA,APBB3
OG0006887,NA,NA,NA,NA,WBSCR27,relaxed,NA,NA,NA,WBSCR27
OG0006889,NA,intensified,NA,NA,NA,NA,NA,NA,NA,ANAPC13
OG0006890,NA,NA,NA,NA,DLAT,relaxed,NA,NA,NA,DLAT
OG0006896,NA,intensified,paml_selected,NA,NA,NA,NA,NA,NA,DKC1
OG0006897,NA,NA,paml_selected,NA,NA,NA,NA,BRCC3,eyeloss,BRCC3
OG0006898,absrel,NA,paml_selected,NA,WIPF3,relaxed,NA,NA,NA,WIPF3
OG0006899,NA,NA,NA,NA,GGT7,relaxed,NA,NA,NA,GGT7
OG0006902,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,KTI12
OG0006905,NA,NA,paml_selected,NA,POFUT1,relaxed,NA,NA,NA,POFUT1
OG0006908,NA,NA,NA,NA,IKBKG,relaxed,NA,NA,NA,IKBKG
OG0006910,NA,intensified,NA,NA,NA,NA,NA,NA,NA,SOGA1
OG0006913,NA,NA,NA,NA,MAP7,relaxed,NA,NA,NA,MAP7
OG0006915,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,NCKAP5L
OG0006918,NA,intensified,paml_selected,NA,NA,NA,NA,NA,NA,PTGER3
OG0006919,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,TATDN2
OG0006920,NA,NA,paml_selected,NA,SSB,relaxed,NA,NA,NA,SSB
OG0006921,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,FAM183A
OG0006922,NA,NA,NA,NA,IL12RB2,relaxed,NA,NA,NA,IL12RB2
OG0006924,NA,NA,NA,NA,GLI1,relaxed,NA,NA,NA,GLI1
OG0006928,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,WDR78
OG0006929,NA,NA,NA,NA,PARS2,relaxed,NA,NA,NA,PARS2
OG0006937,NA,NA,NA,NA,CCT2,relaxed,NA,NA,NA,CCT2
OG0006938,absrel,intensified,paml_selected,NA,NA,NA,NA,NA,NA,CFAP54
OG0006939,NA,NA,NA,NA,NET1,relaxed,NA,NA,NA,NET1
OG0006940,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,FBXO18
OG0006941,NA,NA,NA,NA,DMTF1,relaxed,NA,NA,NA,DMTF1
OG0006942,NA,NA,NA,NA,CDC123,relaxed,NA,NA,NA,CDC123
OG0006944,NA,NA,NA,NA,PARPBP,relaxed,NA,NA,NA,PARPBP
OG0006948,NA,NA,paml_selected,NA,STX16,relaxed,NA,NA,NA,STX16
OG0006953,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,TBC1D5
OG0006959,NA,NA,NA,NA,RBX1,relaxed,NA,NA,NA,RBX1
OG0006964,NA,NA,NA,NA,EHF,relaxed,NA,NA,NA,EHF
OG0006968,NA,NA,NA,NA,DBNDD1,relaxed,NA,NA,NA,DBNDD1
OG0006969,NA,NA,paml_selected,NA,INCENP,relaxed,NA,NA,NA,INCENP
OG0006973,NA,NA,paml_selected,NA,DNAJC8,relaxed,NA,NA,NA,DNAJC8
OG0006978,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,ROR2
OG0006979,absrel,NA,NA,NA,ENOPH1,relaxed,NA,NA,NA,ENOPH1
OG0006981,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,DMPK
OG0006983,NA,NA,paml_selected,NA,LTN1,relaxed,NA,NA,NA,LTN1
OG0006987,NA,NA,NA,NA,PTRH2,relaxed,NA,NA,NA,PTRH2
OG0006989,NA,NA,paml_selected,NA,MPHOSPH9,relaxed,NA,NA,NA,MPHOSPH9
OG0006993,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,HTATSF1
OG0006996,NA,NA,paml_selected,NA,APC,relaxed,NA,APC,eyeloss,APC
OG0006997,NA,NA,NA,NA,ASH2L,relaxed,NA,NA,NA,ASH2L
OG0006999,NA,NA,paml_selected,NA,ATF6,relaxed,NA,NA,NA,ATF6
OG0007001,NA,NA,NA,NA,PDIA6,relaxed,NA,NA,NA,PDIA6
OG0007002,NA,NA,NA,NA,NFKBIE,relaxed,NA,NA,NA,NFKBIE
OG0007009,NA,NA,paml_selected,NA,OGFOD1,relaxed,NA,NA,NA,OGFOD1
OG0007014,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,SASS6
OG0007015,NA,NA,NA,NA,S1PR1,relaxed,NA,NA,NA,S1PR1
OG0007017,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,STIL
OG0007018,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,POLRMT
OG0007020,NA,NA,NA,NA,ECT2,relaxed,NA,NA,NA,ECT2
OG0007025,NA,NA,NA,NA,TMEM259,relaxed,NA,NA,NA,TMEM259
OG0007026,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,PTPRC
OG0007027,NA,intensified,NA,NA,NA,NA,NA,NA,NA,SHC2
OG0007035,NA,NA,NA,NA,TFB2M,relaxed,NA,NA,NA,TFB2M
OG0007036,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,DLK1
OG0007037,NA,NA,NA,NA,FANCM,relaxed,NA,NA,NA,FANCM
OG0007039,NA,intensified,paml_selected,NA,NA,NA,NA,NA,NA,MIS18BP1
OG0007042,NA,NA,NA,NA,SRP14,relaxed,NA,NA,NA,SRP14
OG0007047,NA,NA,NA,NA,ATG2B,relaxed,NA,NA,NA,ATG2B
OG0007051,NA,NA,paml_selected,NA,TONSL,relaxed,NA,NA,NA,TONSL
OG0007052,NA,NA,NA,NA,DACT1,relaxed,NA,NA,NA,DACT1
OG0007058,NA,NA,paml_selected,NA,ARMC4,relaxed,NA,NA,NA,ARMC4
OG0007062,NA,NA,NA,NA,ANAPC16,relaxed,NA,NA,NA,ANAPC16
OG0007063,NA,NA,NA,NA,BMS1,relaxed,NA,BMS1,eyeloss,BMS1
OG0007064,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,CALCOCO2
OG0007066,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,KIF22
OG0007068,NA,NA,NA,NA,SPDL1,relaxed,NA,NA,NA,SPDL1
OG0007069,NA,NA,paml_selected,NA,FRMPD3,relaxed,NA,NA,NA,FRMPD3
OG0007071,NA,NA,NA,NA,JPH3,relaxed,NA,NA,NA,JPH3
OG0007072,NA,intensified,NA,NA,NA,NA,NA,NA,NA,LAMTOR1
OG0007075,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,MRPL28
OG0007076,NA,NA,paml_selected,NA,BRIP1,relaxed,NA,NA,NA,BRIP1
OG0007077,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,NUDT8
OG0007081,NA,NA,NA,NA,TEKT1,relaxed,NA,NA,NA,TEKT1
OG0007082,NA,NA,paml_selected,NA,NDC1,relaxed,NA,NA,NA,NDC1
OG0007087,NA,intensified,NA,NA,NA,NA,NA,NA,NA,KANSL1L
OG0007088,NA,NA,NA,NA,ESD,relaxed,NA,NA,NA,ESD
OG0007091,NA,NA,NA,NA,GTDC1,relaxed,NA,NA,NA,GTDC1
OG0007095,NA,intensified,paml_selected,NA,NA,NA,NA,NA,NA,DLX1
OG0007097,NA,NA,NA,NA,SPC25,relaxed,NA,NA,NA,SPC25
OG0007099,NA,NA,NA,NA,TTF2,relaxed,NA,NA,NA,TTF2
OG0007101,NA,intensified,paml_selected,NA,NA,NA,NA,NA,NA,SKA3
OG0007102,NA,intensified,paml_selected,NA,NA,NA,NA,NA,NA,CCDC178
OG0007104,NA,intensified,NA,NA,NA,NA,NA,NA,NA,PRPF31
OG0007106,NA,NA,NA,NA,PDCD6,relaxed,NA,NA,NA,PDCD6
OG0007107,NA,NA,NA,NA,KIAA0556,relaxed,NA,NA,NA,KIAA0556
OG0007109,NA,NA,paml_selected,NA,ALDH5A1,relaxed,NA,NA,NA,ALDH5A1
OG0007110,NA,intensified,NA,NA,NA,NA,NA,NA,NA,CNIH4
OG0007113,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,THEMIS2
OG0007116,NA,NA,NA,NA,ENTPD3,relaxed,NA,NA,NA,ENTPD3
OG0007119,NA,NA,NA,NA,MRPL13,relaxed,NA,NA,NA,MRPL13
OG0007121,NA,intensified,NA,NA,NA,NA,NA,NA,NA,GNL1
OG0007130,NA,NA,NA,NA,C1orf123,relaxed,NA,NA,NA,C1orf123
OG0007131,NA,NA,NA,NA,RIPK2,relaxed,NA,NA,NA,RIPK2
OG0007133,NA,intensified,NA,NA,NA,NA,NA,NA,NA,FAM134B
OG0007136,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,DIEXF
OG0007137,NA,NA,NA,NA,TMEM39B,relaxed,NA,NA,NA,TMEM39B
OG0007138,NA,NA,paml_selected,NA,TRIP11,relaxed,NA,NA,NA,TRIP11
OG0007139,NA,NA,NA,NA,RAB11FIP2,relaxed,NA,NA,NA,RAB11FIP2
OG0007146,NA,NA,NA,NA,LYST,relaxed,NA,LYST,eyeloss,LYST
OG0007151,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,C10orf11
OG0007154,NA,NA,NA,NA,FANCL,relaxed,NA,FANCL,eyeloss,FANCL
