Ammel,Ammex,Asmec,Asmes,Chlan,Darer,Gamor,Hegla,Hosap,Leocu,Luden,Mymur,Ornil,Plwal,Prang,Scvul,Sians,Sigra,Sirhi,Tagut,Thmac,Trros,Trtib,Xetro,Zoviv,nSp,og,selectionF,selectionB,allF,allB
1,1,1,1,NA,1,1,NA,NA,NA,1,0.409890581246037,1,1,1,NA,1,1,NA,1,1,1,0.0638997363326055,1,1,hits_per_19_species,OG0013303,0,0,6,13
1,1,1,NA,1,1,1,1,1,1,NA,1,NA,1,1,NA,1,1,1,1,1,1,1,NA,NA,hits_per_19_species,OG0013309,0,0,7,12
1,1,8.0250384313918e-05,1,1,1,1,NA,1,1,NA,1,0.578663740445885,1,NA,NA,1,0.0132512840341016,NA,NA,0.1003091261256,1,1,1,1,hits_per_19_species,OG0013310,1,1,4,15
1,NA,1,1,NA,NA,NA,0.353503027395165,1,1,0.405198602646429,1,1,1,1,1,NA,NA,4.42817008236562e-05,0.0225660949754971,1,1,1,1,1,hits_per_19_species,OG0013322,1,1,6,13
1,NA,1,1,NA,1,0.968649091078161,NA,1,1,0.119015863488779,1,1,1,NA,1,1,0.00586920412046416,1,NA,1,1,1,1,NA,hits_per_19_species,OG0013323,0,1,5,14
1,1,1,1,0.683246905060322,0.259192388141111,1,1,1,1,NA,1,1,NA,NA,1,1,NA,1,NA,0.000202476774926741,1,1,NA,1,hits_per_19_species,OG0013329,0,1,6,13
1,1,1,1,1,1,1,0.023505093706551,1,1,NA,NA,NA,NA,NA,1,1,3.45834472170736e-13,1,0.378942247148887,NA,1,1,1,1,hits_per_19_species,OG0013351,1,1,6,13
1,1,1,1,NA,1,NA,NA,NA,0.0917523746293602,0.00183095841044245,1,1,1,1,NA,1,0.10215874924219,NA,1,1,1,1,1,0.000532786645084382,hits_per_19_species,OG0013356,1,1,6,13
1,1,1,1,NA,0.188001662460336,NA,NA,NA,1,1,0.670178136457803,1,NA,1,NA,1,3.98486799113584e-12,1,1,1,1,1,1,1,hits_per_19_species,OG0013357,0,1,7,12
1,1,0,1,NA,0.00547960872800457,3.31043631748296e-05,NA,NA,1,0.00157397598048947,0.288623066380704,NA,NA,1,NA,9.43689570931383e-15,3.85824705517734e-12,0,1,1,1,1,1,1,hits_per_19_species,OG0013366,4,3,7,12
1,1,1,1,1,0.000211509073817784,NA,1,0.0418209559016447,1,NA,NA,NA,1,1,1,NA,1,1,1,NA,1,1,1,1,hits_per_19_species,OG0013376,0,2,6,13
1,0.721832599035034,3.88578058618805e-15,1,1,NA,1,NA,6.49330824664673e-08,NA,1,NA,1,1,1,1,1,2.577300085016e-07,NA,1,1,1,1,NA,0.225603693933663,hits_per_19_species,OG0013380,1,2,6,13
1,1,1,1,1,NA,6.77056096035078e-05,1,1,1,1,1,0.366890032808884,1,1,1,1,1,NA,NA,1,NA,NA,1,NA,hits_per_19_species,OG0013382,0,1,6,13
NA,NA,1,1,0.301188692246735,0.296208140882586,1,1,1,1,NA,1,NA,1,1,1,1,1,1,1,1,NA,NA,1,1,hits_per_19_species,OG0013396,0,0,5,14
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,1,hits_per_19_species,OG0013408,0,0,5,14
NA,1,1,1,1,0.673713124645396,1,1,1,1,NA,NA,1,NA,1,1,1,1,NA,NA,1,1,0,1,1,hits_per_19_species,OG0013409,0,1,6,13
NA,1,1,1,NA,1,1,NA,NA,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,hits_per_19_species,OG0013417,0,0,6,13
NA,1,NA,NA,1,1,1,NA,1,1,NA,1,1,1,1,1,1,1,1,1,5.43718423617889e-07,NA,0.646942842761435,0.151372739839012,1,hits_per_19_species,OG0013421,0,1,4,15
NA,1,NA,NA,1,1,NA,1,1,1,NA,1,1,1,NA,1,1,1,1,0.438550189100614,1,1,1,1,1,hits_per_19_species,OG0013428,0,0,5,14
NA,NA,1,1,0.0111679647163506,1,1,1,1,NA,0.660174014015269,1,1,1,1,0.427567803878623,NA,0.121826511373856,2.5671844455788e-07,NA,9.71256409854071e-07,0.405374474444264,0.714000121235794,NA,1,hits_per_19_species,OG0013443,1,2,6,13
NA,NA,NA,1,1,1,1,1,1,0.762210108655102,1,1,1,NA,1,1,NA,1,1,1,1,1,NA,1,1,hits_per_19_species,OG0013444,0,0,5,14
1,1,1,1,NA,1,1,NA,NA,1,1,1,1,1,1,NA,1,1,1,NA,1,1,1,1,NA,hits_per_19_species,OG0013655,0,0,7,12
1,1,1,1,1,NA,1,1,1,1,1,1,1,0.983993994756049,1,1,NA,NA,NA,1,1,NA,NA,1,1,hits_per_19_species,OG0013687,0,0,5,14
1,1,NA,1,1,NA,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,NA,1,1,hits_per_19_species,OG0013692,0,0,5,14
1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,NA,NA,NA,NA,2.23459349080191e-07,1,1,NA,1,hits_per_19_species,OG0013720,0,1,6,13
1,1,1,1,NA,1,1,NA,NA,1,1,1,NA,1,1,0.229128971992375,1,1,1,1,NA,1,1,1,NA,hits_per_19_species,OG0013724,0,0,7,12
1,1,1,1,1,1,NA,1,1,1,NA,1,NA,NA,1,1,1,1,1,1,NA,1,4.12572753738516e-11,NA,1,hits_per_19_species,OG0013729,0,1,7,12
1,1,1,1,1,NA,0.761119649506873,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,1,hits_per_19_species,OG0013745,0,0,5,14
1,1,1,1,0.556540301185118,1,0.0153104926294795,1,NA,1,NA,0.0104415500975205,NA,0.576349298578715,0.193390385554057,NA,1,0.0116293069619662,1,NA,1,0.207341299208397,NA,1,0.188985200516578,hits_per_19_species,OG0013748,0,3,7,12
NA,0.0540528614490934,1,1,1,NA,0.0449279360640286,1,1,1,NA,0.00507459766499962,0.468112780553943,1,0.233794433752892,1,NA,1,NA,1,1,1,0.00974114011846927,NA,0.00297908141922681,hits_per_19_species,OG0013789,0,4,5,14
NA,1,1,1,1,NA,NA,1,1,1,NA,0.00026355274980383,1,0.397442807174636,1,1,1,1,1.1509790587283e-06,1,1,NA,NA,1,1,hits_per_19_species,OG0013802,1,1,6,13
NA,1,1,1,NA,NA,0.0860345327549753,NA,1,1,1,1,1,1,1,1,NA,1,1,NA,1,0.00312983715369308,1,1,1,hits_per_19_species,OG0013807,1,0,6,13
1,1,1,1,NA,0.0300441597680881,0.570547827696303,1,1,0.490616199267518,1,0.725942978311943,1,1,1,1,NA,NA,NA,1,1,1,1,NA,1,hits_per_20_species,OG0004336,0,1,6,14
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,NA,1,1,1,1,1,1,hits_per_20_species,OG0004780,0,0,6,14
1,NA,1,1,1,1,1,1,1,1,1,1,1,0.000399077353429589,NA,1,NA,NA,NA,0.882760508638265,1,1.93698335149151e-10,1,1,1,hits_per_20_species,OG0005227,1,1,4,16
5.03054717593265e-05,NA,1,1,1,1,0.30611777736362,0.719140277632643,0,0.014188019712492,NA,0.881499935755919,1,1,1,1,NA,NA,NA,1,1,1,0,1,1,hits_per_20_species,OG0005307,0,4,4,16
1,0.204058661230179,1,1,1,0.051104533280924,1,1,1,1.6802906884883e-05,0.272437511824831,1,0.146215341020043,1,1,1,NA,NA,NA,0.302217957945252,1,NA,NA,0.148971478938786,0.158620033728877,hits_per_20_species,OG0005329,0,1,5,15
1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,1,1,1,NA,1,1,hits_per_20_species,OG0005336,0,0,5,15
0.814385943078678,NA,1,1,1,1,0.0048658521573337,1,1,0.0063169735039087,1,1,1,0.837133600597394,NA,1,NA,NA,NA,0.00381258964801934,1,0.00494791553554341,1,0.0571919767314055,1,hits_per_20_species,OG0005360,1,3,4,16
0.323079765687675,1,1,1,0.628008339030793,0.00497837118100758,1.34206941060366e-07,7.19410891969474e-08,1,0.117215841693646,NA,9.3053100744811e-06,1,NA,1,1,NA,NA,NA,0.503773045582935,1,1,0,1,0.311118276482313,hits_per_20_species,OG0005371,1,4,5,15
0.000275438470010048,1,1,1,1,NA,0.00281421567686685,1,1,1.51272037319794e-05,1,1,0.00936669524092215,1,0.238904278953935,1,NA,NA,NA,1,1,NA,1,5.16521153992588e-06,1,hits_per_20_species,OG0005374,0,5,5,15
0.794527706445585,1,1,1,1,NA,1,0.00147004898054226,1,1,1,1,1,1,1,1,NA,NA,NA,0.211885320117376,1,0.644966014653581,NA,1,1,hits_per_20_species,OG0005476,1,0,6,14
1,1,1,1,1,NA,1,1,1,NA,1,0.0572240170288247,0.665976895640913,0.586972973660981,0.673466512808561,1,NA,NA,NA,0.717161788797,1,1,1,0.668014785999136,0.382987457114652,hits_per_20_species,OG0005488,0,0,6,14
0.00179370555596886,NA,1,1,1,1,1,1,3.72877562160312e-10,1,1,1,1,0.0377978929372062,NA,1,NA,NA,NA,1,1,0.037791401077622,2.07694671860992e-06,1,1,hits_per_20_species,OG0005553,1,4,4,16
1,0.0849099915794231,1,1,1,0.0537919845015017,NA,1,1.84071646813777e-11,0.919026552310145,1,1,0.00674699719640182,1,NA,1,NA,NA,NA,1,0.000766171529554383,1,1,0.342772683998205,0.405974897747295,hits_per_20_species,OG0005562,0,3,5,15
0.0183425044587606,NA,1,1,1,1,8.03497268719866e-11,0.557497430219918,0.479224073248918,0.0127780627276558,1,1,0.00197837690404834,2.97702543416989e-06,NA,1,NA,NA,NA,0.000383473713670424,0.864222028335321,1,1,0.000394324880682584,4.25929393008673e-05,hits_per_20_species,OG0005581,0,8,4,16
1,0.411519589714239,1,1,1,0.84395313933548,1,0.835636971821556,1,1,1,NA,NA,1,0.137357802088801,1,NA,NA,1,1,NA,1,1,1,0.00541208806224958,hits_per_20_species,OG0005597,0,1,7,13
1,NA,1,1,1,1,1,1,1,1,0.418708841752955,1,1,1,NA,1,NA,NA,NA,1,1,1,1,0.0866256886096794,1,hits_per_20_species,OG0005654,0,0,4,16
1,NA,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,1,0,1,1,1,0.494104231033429,NA,1,hits_per_20_species,OG0005662,1,0,5,15
0.00353592045793161,1,1,1,1,NA,1,1,1,0.990609603479816,0.769390973984134,1,1,1,NA,1,NA,NA,NA,0.0902694253480583,1,0.813861763976734,4.43226122470719e-10,1,1,hits_per_20_species,OG0005668,0,2,5,15
1,0.0960886194054202,1,1,0.808716566053197,NA,0.123828776599844,1,0.00196453846257882,0.181109479023845,1,1,NA,0.349843445356886,1,1,NA,NA,NA,0.0255893991692203,1,1,1,1,1,hits_per_20_species,OG0005678,0,2,6,14
1,1,1,1,1,1,1,1,1.14596181476911e-05,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,hits_per_20_species,OG0005679,0,1,5,15
1,1,1,1,1,NA,0.273685388587721,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,0.168495700515768,NA,1,0.00113702274949035,hits_per_20_species,OG0005710,0,1,6,14
1,1,0.00106208692867177,1,1,1,0.456880859821688,1,1,1,1,0.0344935429821042,1,NA,NA,1,NA,NA,NA,1,0.0386717101172511,0,2.66187072384127e-12,1,1,hits_per_20_species,OG0005734,2,3,5,15
2.74461937066484e-08,1,1,1,1,NA,1,0.977965898430805,1,0.215096150114435,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,NA,1,hits_per_20_species,OG0005752,0,1,6,14
1,1,1,1,1.49410190020127e-06,NA,1,1,1,1,NA,1,1,1,1,1,NA,NA,NA,1,1,1,1,0.88582042554423,1,hits_per_20_species,OG0005779,0,1,5,15
0.00900356418083315,1,1,1,0.077940293971232,0.277014278325022,0.00106072079239949,NA,1,0.00533123438055888,0.233822980927332,0.0232796460209039,0.778159488116891,NA,1,NA,NA,NA,1,1,0.826207830953102,1,1,0.524018382358128,1,hits_per_20_species,OG0005795,0,4,6,14
1,0.0721931355650904,1,1,1,NA,1,1,1,1,0.95726942533666,1,1,NA,1,1,NA,NA,NA,1,1,1,1,1,0.231421493185193,hits_per_20_species,OG0005809,0,0,6,14
1,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,NA,NA,0.0381219098295185,1,1,1,1,1,hits_per_20_species,OG0005813,0,1,5,15
1,NA,1,1,0.0758907079052522,1,1,0.0487367918564992,1,1,1,1,1,NA,NA,1,NA,NA,0,0.631012157049824,1,1,1,1,1,hits_per_20_species,OG0005875,2,0,5,15
1,NA,1,1,1,NA,1,1,1,0.00509043139499954,0.00480313201776811,1,1,1,1,1,NA,NA,NA,1,1,1,1,3.28142016557953e-05,0.0604559838715559,hits_per_20_species,OG0005877,1,2,5,15
0.156011371146819,0.398767933601502,1,1,1,NA,0.629622704508158,1,1,1,1,1,1,1,NA,1,NA,NA,NA,1,1,1,0.000881389024141477,1,1,hits_per_20_species,OG0005887,0,1,5,15
1,1,1,1,1,0.826993086173007,0.00363744842129105,1,1,0.0859962328331114,1,1,NA,1,1,NA,NA,NA,NA,1,1,1,2.08751331420842e-05,0.0470199674314187,0.152938204854359,hits_per_20_species,OG0005895,0,3,6,14
1,1,1,1,1,NA,1,0.000215128764112005,1,1,1,1,1,1,0.0323927768804824,NA,NA,NA,NA,1,1,0.000293276133960019,1,1,1,hits_per_20_species,OG0005990,3,0,6,14
1,1,1,1,1,0.0704366865374259,1,0,1,1,NA,1,0.0433900546539331,1,NA,1,NA,NA,NA,1,1,1,1,1,0.0404533749829747,hits_per_20_species,OG0006000,1,2,4,16
1,NA,0.00030044977625221,0.555856984731665,1,NA,1,1,1,6.97402469373998e-06,0.440273162760353,1,1,1,0.951106063114314,1,NA,NA,NA,1,1,0.447723300894717,1,1,0.569161493302521,hits_per_20_species,OG0006003,1,1,5,15
1,1,1,0,0.444924525983656,1,0.000624622585768952,0.453788803352023,1.28283232636583e-06,1,1,NA,NA,1,0.627841884936338,0.0326519264104235,NA,NA,1,1,NA,1,0.57827725320354,1,1,hits_per_20_species,OG0006030,0,4,7,13
NA,1,1,1,1,1,0.626432630220676,1,1,1,1,1,0.633019795990014,1,1,1,NA,NA,NA,NA,1,1,1,1,1,hits_per_20_species,OG0006047,0,0,6,14
1,NA,1,1,1,1,1,1,1,0.00563389453998425,1,1,1,1,NA,1,NA,NA,NA,0.0101921990675729,1,1,1,1,1,hits_per_20_species,OG0006054,0,2,4,16
0,NA,0.00142940649706741,1,1,2.54444103009455e-08,9.53645912238343e-08,0.3192909675333,0.106196589489443,0,1.19726240033202e-08,0.636381968349293,0.0156233306174894,0,0,NA,NA,NA,NA,0,0,0.000346564445242059,0,2.38898789639563e-10,2.0546458978643e-10,hits_per_20_species,OG0006065,4,11,5,15
1,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,NA,NA,NA,1,0.901870953945995,1,1,1,1,hits_per_20_species,OG0006067,0,0,6,14
1,1,1.71151093297794e-10,0,1,1,0.339007468850863,1,1,0.083689036005484,1,1,1,1,6.96020183155177e-08,1,NA,NA,NA,NA,1,0.569973378012438,NA,1,0.00223593076437523,hits_per_20_species,OG0006079,2,2,6,14
1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,1,1,hits_per_20_species,OG0006081,0,0,5,15
1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,1,1,1,1,1,0.0434252348618107,hits_per_20_species,OG0006093,0,1,6,14
1,1,1,1,NA,1,1,1,1,0.724699657846357,1,1,1,1,NA,1,NA,NA,NA,1,0.399229579745758,1,1,1,1,hits_per_20_species,OG0006134,0,0,5,15
0.547168151275895,1,1,0.0927190276404439,1,2.44259883266928e-05,1,1,1,1,NA,1,1,1,1,1,NA,NA,NA,0.832997781103606,1.72685782340309e-07,1,NA,0.000157899213917845,1,hits_per_20_species,OG0006136,0,3,5,15
NA,1,1,1,1,1,1,1,1,1,1,0.932779119210025,0.751627110752127,NA,1,1,NA,NA,1,1,0.00345146304564126,1,1,1,NA,hits_per_20_species,OG0006141,0,1,7,13
1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,hits_per_20_species,OG0006150,0,0,5,15
NA,NA,1,1,1,1,1,1,1,1,0.0671317150390578,1,0.720903101525947,1,1,1,NA,NA,NA,1,1,1,0.77146296478359,1,1,hits_per_20_species,OG0006154,0,0,5,15
1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,NA,hits_per_20_species,OG0006157,0,0,6,14
1,1,1,0,1,1,0.00540132036448759,0.66307955182959,0.873094900264391,1,1,0.00747956020675877,1,NA,1,1,NA,NA,NA,0.0354577101648683,1,1,NA,1,1,hits_per_20_species,OG0006164,0,4,6,14
1,NA,1,1,1,1,NA,0,1,1,0.769266977701933,1,1,1,1,1,NA,NA,NA,1,1,1,5.34608357583011e-10,1,8.50994250878312e-06,hits_per_20_species,OG0006171,1,2,5,15
NA,0.00113988597874803,1,0.010038196911476,1,0.0350713874071913,0.142393674520168,1,1,0.0598325618045578,0.34363999937928,0.360142830605726,0.190072565904233,1,NA,1,NA,NA,NA,0.000215859162339238,1,0.191837580138046,1,0.247370264749706,2.18072937647751e-05,hits_per_20_species,OG0006191,1,4,5,15
NA,0.00475074569528938,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,0.10421049548651,1,1,hits_per_20_species,OG0006192,1,0,6,14
1,0.282932667988147,1,1,0.580005897984509,1,1.56196294232025e-08,0.0167445357483287,1,0.0777911792858264,0.85337339597324,0.00580215686727215,NA,1,NA,1,NA,NA,NA,0.191946854369363,1,1,1,3.23919801221706e-05,0.061932120620094,hits_per_20_species,OG0006197,1,3,5,15
1,1,NA,NA,1,1,1,1,1,1,1,0.214154280000785,1,1,0.013343813871415,1,NA,NA,NA,0.60136082037959,1,1,1,0.148150550341791,1,hits_per_20_species,OG0006201,1,0,5,15
1,1,NA,1,1,NA,1,1,1,0.0144003519070479,1,1,0.000151955465065579,1,1,1,NA,NA,NA,1,1,1,1,1,1,hits_per_20_species,OG0006202,0,2,5,15
1,1,1,1,1,NA,1,NA,1,1,1,1,1,0.00469522832675795,1,NA,NA,0.00638940551935119,NA,1,1,1,1,1,1,hits_per_20_species,OG0006211,0,2,5,15
0.789580663815282,NA,1,1,1,2.70323652351578e-10,1,1,1,0.234955936237158,NA,1,NA,1,NA,1,1.18020964485766e-05,NA,1.73129510727677e-09,1,8.86364355245917e-08,1,7.19219299766261e-06,1,1,hits_per_20_species,OG0006228,2,3,5,15
0.116434887307651,1,1,1,1,NA,1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,1,1,0,1,0.0608721070160687,1,hits_per_20_species,OG0006235,1,0,5,15
0.865038838409242,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,1,NA,NA,NA,1,1,1,1,1,1,hits_per_20_species,OG0006244,0,0,5,15
1,1,0.972748192492346,1,1,NA,1,1,1,NA,1,1,1,0.7224894502153,1,1,NA,NA,NA,0.113020035404075,1,1.11687317555509e-06,1,1,0.0289671130146977,hits_per_20_species,OG0006257,1,1,6,14
1,1,1,1,NA,1,1,1,NA,1,1,1,1,0.0196973659126564,0.0104641722766946,NA,NA,1,NA,1,1,1,9.32454113922176e-11,1,1,hits_per_20_species,OG0006279,1,2,6,14
1,NA,1,1,1,1,1,1,0.226622032435246,1,1,1,1,1,NA,1,NA,NA,NA,1,1,1,1,1,1,hits_per_20_species,OG0006286,0,0,4,16
1,1,1,1,1,1,NA,1,1,0.873511954221133,1,1,1,0.134556862564985,1,NA,NA,NA,NA,0.011884403580182,1,1,1,1,0.0953756998743754,hits_per_20_species,OG0006288,0,1,6,14
1,1,1,1,1,NA,1,1,1.01001207397644e-10,1,1,0.558174834269701,1,0.52213041467172,1,1,NA,NA,NA,1,1,NA,1,1,1,hits_per_20_species,OG0006289,0,1,5,15
0.394798575984608,NA,1,1,NA,0.0688687147741042,0.00908051171733454,1,1,0.518040789202049,0.498954995457996,1,1,1,1,1,NA,NA,1,1,1,1,1,0.0563328177385589,NA,hits_per_20_species,OG0006294,0,1,6,14
1,1,0.0745986524520437,1,1,NA,1,1,1,1,0.0247426922680116,NA,1,1,1,1,NA,NA,NA,0.382149669005906,1,0.0688030275439928,4.00512956133525e-13,1,1,hits_per_20_species,OG0006305,1,1,6,14
0.775281885488533,1,1,1,1,1,0.0039309090925283,1,1,0.0118622863967666,0.873075394266515,1,1,0.297638182148108,NA,1,NA,NA,NA,1,1,1,NA,0.00573908649133925,0.0395866262515615,hits_per_20_species,OG0006321,0,4,5,15
1.61500797446479e-05,1,4.79616346638068e-14,1,1,1,1.59842139524358e-11,1,1,0.00106517718512911,NA,0.0323403549797572,0.00139434938162947,NA,1,1,NA,NA,NA,1,1,1,1,0.0286714105138673,1,hits_per_20_species,OG0006325,1,6,5,15
1,NA,1,1,1,NA,1.95408533354424e-07,1,0.401570069404077,0.0252288522967177,0.399518290616208,2.05391259555654e-15,1,NA,NA,1,1,1,1,0.684352813750496,0.40967749595236,NA,0.622906620709029,1,1,hits_per_20_species,OG0006327,0,3,5,15
1,NA,1,1,1.08742231386127e-07,NA,1,1,1,1,1,1,1,0.0545160670389261,1,1,NA,NA,NA,1,1,1,1.15163906411198e-07,1,1,hits_per_20_species,OG0006328,0,2,5,15
1,NA,1,1,1,NA,1,1,1,1,0.0622519477376979,1,1,1,9.47412370777556e-10,1,NA,NA,NA,1,1,0.000157606592491588,1,1,1,hits_per_20_species,OG0006330,2,0,5,15
0.274373462285906,0.0163009452809603,1,1,1,NA,4.65649657721556e-09,0.553856968832823,0.16203692568341,0.00517533345549981,1.25334587153247e-09,0.00825326157860395,0.000626092285043456,0.525853306362628,NA,0.23462637571429,NA,NA,NA,0.319869386894543,0.291556708551912,1,0,1,1.02928632284005e-09,hits_per_20_species,OG0006331,2,6,5,15
1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,1,1,1,1,1,1,hits_per_20_species,OG0006332,0,0,6,14
0.000375308952207665,NA,1,1,1,1,5.48749579110108e-09,1,0.466941020448665,1,0.0305650557547655,1,0.591454896583807,NA,1,1,NA,NA,NA,0.837137961552435,1,0.20640185703418,1,1,0.300079896775957,hits_per_20_species,OG0006334,1,2,5,15
0.212574564588911,1,0.031425997930325,1,1,NA,1,1,1,0.000127454986834641,1,1,1,0.268479879650304,NA,1,NA,NA,NA,1,1,1,1,1,1,hits_per_20_species,OG0006340,1,1,5,15
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.73967490221642,1,NA,NA,NA,1,1,1,0.000623369803563922,NA,NA,hits_per_20_species,OG0006342,0,1,6,14
1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,1,NA,NA,NA,1,1,1,2.63126742616748e-11,0.663771697137786,1,hits_per_20_species,OG0006359,0,1,4,16
0.719603911685484,1.1947394396028e-07,1,1,NA,1,6.26416002402763e-09,0.98029833568846,1,0.00371976363386983,1,1,0.0436868503970166,0.186888920968923,3.08086889333481e-14,1,NA,NA,NA,0.0518511222322493,1,NA,1,0.0168695328012259,4.80694142801497e-06,hits_per_20_species,OG0006365,2,5,5,15
1,NA,1,1,1,1,1,5.47437548165108e-06,1,1,NA,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,hits_per_20_species,OG0006373,1,0,4,16
NA,1,1,1,1,0.00848763099287553,1,1,1,1,1,1,1,1,0.422100800175418,1,NA,NA,1,1,1,NA,NA,1,1,hits_per_20_species,OG0006386,0,1,6,14
1,NA,1,1,1,1,0.437995563895256,0,0.914126624235447,0.123602719490676,0.107432792307673,0.951596685696993,0.141995265145101,0.0409637726673344,NA,1,NA,NA,NA,2.64888964729426e-06,1,1,0.0092384813809076,1,0.00236070224751245,hits_per_20_species,OG0006387,1,4,4,16
1,0.295955791568545,1,1,0.00042226935348022,1,1,1,NA,1,NA,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,hits_per_20_species,OG0006391,0,1,5,15
0.233685031640579,1,1,1,1,1,0.0192667723431625,1,1,1,1,1,1,NA,NA,1,NA,NA,NA,1,0.0478402077718651,1,1,1,1,hits_per_20_species,OG0006456,0,2,5,15
1,1,0.13257728105263,1,1,NA,NA,0.721951300193569,1,1,1,1,1,1,0.000376542618241604,1,NA,NA,NA,1,1,1.48829176760401e-08,1,1,0.0385074896015978,hits_per_20_species,OG0006464,2,1,6,14
NA,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,NA,NA,NA,0.19276317765823,1,1,1,1,0.130698114606204,hits_per_20_species,OG0006465,0,0,5,15
1,NA,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,hits_per_20_species,OG0006469,0,0,5,15
0.117372226085143,NA,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,1,1,1,1,1,NA,1,hits_per_20_species,OG0006471,0,0,6,14
1,NA,1,1,0.048473164137475,1,1,1,1,1,1,1,1,NA,0.131419620533477,1,NA,NA,NA,1,1,1,1,1,1,hits_per_20_species,OG0006478,0,1,5,15
1,1,1,1,1,NA,1,1,1,1,0.187462644700625,1,1,1,NA,1,NA,NA,NA,1,1,1,1,1,1,hits_per_20_species,OG0006480,0,0,5,15
1,NA,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1,1,1,1,hits_per_20_species,OG0006485,0,0,5,15
1,0.751818077401693,NA,0.0484862342000116,1,0.015078457470679,1,1,1,0.433308787544159,1,1,0.00441473380807267,0.971344367706201,NA,1,NA,NA,NA,0.0136117916183393,1,1,1,0.00423005843986568,0.749111756317148,hits_per_20_species,OG0006487,0,5,4,16
1,1,1,1,1,1,0.0108700419667655,NA,1,0.464286942299222,0.563984345955142,1,1,NA,NA,1,NA,NA,1.05671344177716e-05,1,1,1,1,1,1,hits_per_20_species,OG0006488,1,1,5,15
1,1,1,1,1,NA,1,1,9.19433980178797e-06,1,1,1,1,NA,1,1,NA,NA,NA,1,1,0.247390641881309,0.159865195467569,1,1,hits_per_20_species,OG0006490,0,1,6,14
NA,1,1,1,1,0.16279406259614,1,1,1,NA,1,1,NA,NA,1,1,1,1,NA,0.0496570826523897,0.0219530992120659,1,1,1,1,hits_per_20_species,OG0006491,0,2,7,13
1,NA,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,hits_per_20_species,OG0006505,0,0,4,16
1,1,1,1,1,NA,1,0.135059799479609,1,1,1,1,1,1,NA,1,NA,1,NA,1,1,1,1,NA,1,hits_per_20_species,OG0006506,0,0,5,15
0.11946790336742,1,1,1,1,1,1,2.37612389764052e-08,1,1,1,1,1,NA,NA,4.74113056497805e-05,NA,NA,NA,1,1,1,0,1,1,hits_per_20_species,OG0006508,1,2,5,15
1,NA,1,1,1,0.839795250559039,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,0.859114575915543,1,1,hits_per_20_species,OG0006510,0,0,5,15
1,NA,1,1,1,1,0.00974595050012073,1,1,0.000134069596890996,0.626344613491601,1,1,1,NA,1,NA,NA,NA,0.911758084455503,0.930969750760726,0.239897414460596,0,4.61911416380634e-05,0.00187864350958827,hits_per_20_species,OG0006513,0,5,4,16
1,1,0.264490473256028,1,1,NA,0.474869650546939,0.0305850672507169,0.472472043366433,0.91953425534182,0.487417602104351,0.0708376652682463,1,1,NA,0,NA,NA,NA,1,1,0.00124857495649411,1,1,0.0314323977674973,hits_per_20_species,OG0006515,2,2,5,15
