OG_ID,gene_symbol.x,analysis_absrel,gene_symbol.y,analysis_relax_selection,analysis_paml,analysis_cafe_expanded,gene_symbol.x,analysis_relax_relaxed,analysis_cafe_contracted,gene_symbol.y,condition,gene_symbol
OG0006956,NA,NA,NA,NA,NA,NA,MZT1,relaxed,NA,NA,NA,MZT1
OG0006964,NA,NA,KIAA1524,intensified,NA,NA,NA,NA,NA,NA,NA,KIAA1524
OG0006967,NA,NA,NA,NA,NA,NA,CHODL,relaxed,NA,NA,NA,CHODL
OG0006969,NA,NA,NKTR,intensified,paml_selected,NA,NA,NA,NA,NA,NA,NKTR
OG0006971,NA,NA,NA,NA,NA,NA,EIF2S3,relaxed,NA,NA,NA,EIF2S3
OG0006972,NA,NA,MPPE1,intensified,paml_selected,NA,NA,NA,NA,NA,NA,MPPE1
OG0006973,UBR5,selected,NA,NA,paml_selected,NA,UBR5,relaxed,NA,NA,NA,UBR5
OG0006974,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,PROC
OG0006977,NA,NA,NA,NA,paml_selected,NA,ANKRD12,relaxed,NA,NA,NA,ANKRD12
OG0006978,NA,NA,NA,NA,NA,NA,GIGYF2,relaxed,NA,NA,NA,GIGYF2
OG0006979,NA,NA,NA,NA,NA,NA,PASK,relaxed,NA,NA,NA,PASK
OG0006980,NA,NA,NA,NA,NA,NA,YEATS2,relaxed,NA,NA,NA,YEATS2
OG0006982,NA,NA,NA,NA,NA,NA,MRPS22,relaxed,NA,NA,NA,MRPS22
OG0006987,NA,NA,NA,NA,NA,NA,IWS1,relaxed,NA,NA,NA,IWS1
OG0006989,NA,NA,NA,NA,NA,NA,IRF1,relaxed,NA,NA,NA,IRF1
OG0007000,NA,NA,NA,NA,NA,NA,NHP2,relaxed,NA,NA,NA,NHP2
OG0007006,NA,NA,NA,NA,paml_selected,NA,WIPF3,relaxed,NA,NA,NA,WIPF3
OG0007014,NA,NA,KTI12,intensified,paml_selected,NA,NA,NA,NA,NA,NA,KTI12
OG0007019,NA,NA,NOC2L,intensified,paml_selected,NA,NA,NA,NA,NA,NA,NOC2L
OG0007026,NA,NA,NA,NA,NA,NA,SLCO4A1,relaxed,NA,NA,NA,SLCO4A1
OG0007028,NA,NA,LMOD3,intensified,NA,NA,NA,NA,NA,NA,NA,LMOD3
OG0007029,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,CORIN,pigmentation,CORIN
OG0007036,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,CASP9
OG0007045,NA,NA,KIAA1107,intensified,NA,NA,NA,NA,NA,NA,NA,KIAA1107
OG0007050,NA,NA,NA,NA,NA,NA,NDUFA5,relaxed,NA,NA,NA,NDUFA5
OG0007060,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,FBXO18
OG0007063,NA,NA,PARPBP,intensified,NA,NA,NA,NA,NA,NA,NA,PARPBP
OG0007066,NA,NA,RPS16,intensified,NA,NA,NA,NA,NA,NA,NA,RPS16
OG0007067,NA,NA,NA,NA,paml_selected,NA,MDM2,relaxed,NA,MDM2,pigmentation,MDM2
OG0007072,NA,NA,UBE2O,intensified,NA,NA,NA,NA,NA,NA,NA,UBE2O
OG0007077,NA,NA,NA,NA,NA,NA,ASH1L,relaxed,NA,NA,NA,ASH1L
OG0007083,NA,NA,RPA3,intensified,NA,NA,NA,NA,NA,NA,NA,RPA3
OG0007090,NA,NA,NA,NA,NA,NA,RRP7A,relaxed,NA,NA,NA,RRP7A
OG0007098,NA,NA,NA,NA,NA,NA,DBNDD1,relaxed,NA,NA,NA,DBNDD1
OG0007100,NA,NA,GTF2H1,intensified,paml_selected,NA,NA,NA,NA,NA,NA,GTF2H1
OG0007101,NA,NA,COL22A1,intensified,paml_selected,NA,NA,NA,NA,NA,NA,COL22A1
OG0007102,NA,NA,NA,NA,paml_selected,NA,TERT,relaxed,NA,TERT,pigmentation,TERT
OG0007111,NA,NA,NA,NA,NA,NA,C21orf91,relaxed,NA,NA,NA,C21orf91
OG0007112,NA,NA,NA,NA,NA,NA,HIC2,relaxed,NA,NA,NA,HIC2
OG0007118,NA,NA,NA,NA,NA,NA,APC,relaxed,NA,APC,pigmentation,APC
OG0007122,NA,NA,ATF6,intensified,NA,NA,NA,NA,NA,NA,NA,ATF6
OG0007123,NA,NA,NA,NA,NA,NA,SOD2,relaxed,NA,NA,NA,SOD2
OG0007124,NA,NA,SCG5,intensified,NA,NA,NA,NA,NA,NA,NA,SCG5
OG0007129,NA,NA,NA,NA,paml_selected,NA,ERBB2IP,relaxed,NA,NA,NA,ERBB2IP
OG0007133,NA,NA,NA,NA,NA,NA,TRADD,relaxed,NA,NA,NA,TRADD
OG0007139,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,SERPINC1
OG0007142,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,POLRMT
OG0007146,NA,NA,NA,NA,NA,NA,ZMAT3,relaxed,NA,NA,NA,ZMAT3
OG0007147,NA,NA,NA,NA,paml_selected,NA,KIF14,relaxed,NA,NA,NA,KIF14
OG0007151,NA,NA,NA,NA,NA,NA,TMEM259,relaxed,NA,NA,NA,TMEM259
OG0007152,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,ASPM
OG0007158,NA,NA,NA,NA,NA,NA,FANCM,relaxed,NA,NA,NA,FANCM
OG0007162,NA,NA,NA,NA,NA,NA,ASXL2,relaxed,NA,NA,NA,ASXL2
OG0007166,NA,NA,CDC5L,intensified,NA,NA,NA,NA,NA,NA,NA,CDC5L
OG0007169,NA,NA,NA,NA,NA,NA,JADE1,relaxed,NA,NA,NA,JADE1
OG0007171,NA,NA,KIF11,intensified,NA,NA,NA,NA,NA,NA,NA,KIF11
OG0007174,NA,NA,NA,NA,paml_selected,NA,DROSHA,relaxed,NA,NA,NA,DROSHA
OG0007179,NA,NA,NA,NA,NA,NA,SPATA20,relaxed,NA,NA,NA,SPATA20
OG0007182,NA,NA,NA,NA,NA,NA,SNX29,relaxed,NA,NA,NA,SNX29
OG0007185,NA,NA,NA,NA,NA,NA,SPDL1,relaxed,NA,NA,NA,SPDL1
OG0007187,NA,NA,NA,NA,NA,NA,GAL,relaxed,NA,NA,NA,GAL
OG0007188,NA,NA,CEP164,intensified,paml_selected,NA,NA,NA,NA,NA,NA,CEP164
OG0007189,NA,NA,NA,NA,paml_selected,NA,NOX4,relaxed,NA,NA,NA,NOX4
OG0007191,NA,NA,NA,NA,NA,NA,MRPL28,relaxed,NA,NA,NA,MRPL28
OG0007197,NA,NA,NA,NA,NA,NA,MAG,relaxed,NA,NA,NA,MAG
OG0007198,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,SCARF1
OG0007202,NA,NA,NA,NA,NA,NA,TEKT1,relaxed,NA,NA,NA,TEKT1
OG0007206,NA,NA,NA,NA,paml_selected,NA,CERKL,relaxed,NA,NA,NA,CERKL
OG0007211,NA,NA,GTDC1,intensified,NA,NA,NA,NA,NA,NA,NA,GTDC1
OG0007216,NA,NA,NA,NA,NA,NA,DLX1,relaxed,NA,NA,NA,DLX1
OG0007233,NA,NA,NA,NA,NA,NA,GALNT11,relaxed,NA,NA,NA,GALNT11
OG0007238,NA,NA,NA,NA,NA,NA,THEMIS2,relaxed,NA,NA,NA,THEMIS2
OG0007240,NA,NA,CUBN,intensified,paml_selected,NA,NA,NA,NA,NA,NA,CUBN
OG0007241,NA,NA,NA,NA,NA,NA,MRS2,relaxed,NA,NA,NA,MRS2
OG0007242,NA,NA,NA,NA,NA,NA,SCNM1,relaxed,NA,NA,NA,SCNM1
OG0007243,NA,NA,NA,NA,paml_selected,NA,NES,relaxed,NA,NA,NA,NES
OG0007244,NA,NA,NA,NA,NA,NA,TG,relaxed,NA,NA,NA,TG
OG0007245,NA,NA,NA,NA,NA,NA,ADAM15,relaxed,NA,NA,NA,ADAM15
OG0007246,NA,NA,CCDC12,intensified,NA,NA,NA,NA,NA,NA,NA,CCDC12
OG0007249,NA,NA,PEX5,intensified,NA,NA,NA,NA,NA,NA,NA,PEX5
OG0007250,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,RBM12B
OG0007258,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,GBA2
OG0007259,NA,NA,NA,NA,NA,NA,TMEM256,relaxed,NA,NA,NA,TMEM256
OG0007260,NA,NA,NA,NA,NA,NA,POP7,relaxed,NA,NA,NA,POP7
OG0007265,NA,NA,CHCHD7,intensified,NA,NA,NA,NA,NA,NA,NA,CHCHD7
OG0007267,NA,NA,NOL7,intensified,paml_selected,NA,NA,NA,NA,NA,NA,NOL7
OG0007270,NA,NA,NA,NA,NA,NA,DHRS7,relaxed,NA,NA,NA,DHRS7
OG0007273,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,TRIP11
OG0007274,NA,NA,NA,NA,NA,NA,FAM204A,relaxed,NA,NA,NA,FAM204A
OG0007275,NA,NA,NA,NA,NA,NA,ZFYVE21,relaxed,NA,NA,NA,ZFYVE21
OG0007276,NA,NA,NA,NA,NA,NA,PNO1,relaxed,NA,NA,NA,PNO1
OG0007277,NA,NA,LRRC1,intensified,paml_selected,NA,NA,NA,NA,NA,NA,LRRC1
OG0007278,NA,NA,LYST,intensified,NA,NA,NA,NA,NA,LYST,pigmentation,LYST
OG0007279,NA,NA,SYNDIG1,intensified,NA,NA,NA,NA,NA,NA,NA,SYNDIG1
OG0007283,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,STOX1
OG0007289,NA,NA,PRIM2,intensified,NA,NA,NA,NA,NA,NA,NA,PRIM2
OG0007294,NA,NA,SHCBP1,intensified,NA,NA,NA,NA,NA,NA,NA,SHCBP1
OG0007301,NA,NA,SLC39A13,intensified,NA,NA,NA,NA,NA,NA,NA,SLC39A13
OG0007303,NA,NA,MADD,intensified,NA,NA,NA,NA,NA,NA,NA,MADD
OG0007305,NA,NA,NA,NA,NA,NA,HYPK,relaxed,NA,NA,NA,HYPK
OG0007307,NA,NA,NA,NA,paml_selected,NA,TP53BP1,relaxed,NA,NA,NA,TP53BP1
OG0007312,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,HMMR
OG0007313,NA,NA,NA,NA,NA,NA,PIGG,relaxed,NA,NA,NA,PIGG
OG0007324,NA,NA,NA,NA,NA,NA,TRABD,relaxed,NA,NA,NA,TRABD
OG0007325,NA,NA,TTC38,intensified,paml_selected,NA,NA,NA,NA,NA,NA,TTC38
OG0007330,NA,NA,EIF2B2,intensified,NA,NA,NA,NA,NA,NA,NA,EIF2B2
OG0007333,NA,NA,NA,NA,NA,NA,SWT1,relaxed,NA,NA,NA,SWT1
OG0007338,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,SNW1
OG0007345,NA,NA,NA,NA,NA,NA,CLEC16A,relaxed,NA,NA,NA,CLEC16A
OG0007352,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,CNTNAP1
OG0007356,NA,NA,CD2BP2,intensified,paml_selected,NA,NA,NA,NA,NA,NA,CD2BP2
OG0007357,NA,NA,NA,NA,NA,NA,SCAF1,relaxed,NA,NA,NA,SCAF1
OG0007365,NA,NA,NA,NA,NA,NA,CNTN2,relaxed,NA,NA,NA,CNTN2
OG0007372,NA,NA,NA,NA,NA,NA,KIF17,relaxed,NA,NA,NA,KIF17
OG0007374,NA,NA,NA,NA,NA,NA,RPN2,relaxed,NA,NA,NA,RPN2
OG0007380,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,MRPL18
OG0007381,NA,NA,NA,NA,NA,NA,SSH3,relaxed,NA,NA,NA,SSH3
OG0007383,NA,NA,NA,NA,NA,NA,CEP41,relaxed,NA,NA,NA,CEP41
OG0007384,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,CEP290,pigmentation,CEP290
OG0007386,NA,NA,EXOC3L1,intensified,NA,NA,NA,NA,NA,NA,NA,EXOC3L1
OG0007388,NA,NA,PIEZO1,intensified,NA,NA,NA,NA,NA,NA,NA,PIEZO1
OG0007397,NA,NA,NA,NA,NA,exapnded,NA,NA,NA,NA,NA,NA
OG0007405,NA,NA,NA,NA,NA,NA,TBX4,relaxed,NA,NA,NA,TBX4
OG0007437,NA,NA,MLEC,intensified,NA,NA,NA,NA,NA,NA,NA,MLEC
OG0007438,NA,NA,LZTS1,intensified,NA,NA,NA,NA,NA,NA,NA,LZTS1
OG0007444,NA,NA,NA,NA,NA,NA,RFK,relaxed,NA,NA,NA,RFK
OG0007445,NA,NA,ASB4,intensified,NA,NA,NA,NA,NA,NA,NA,ASB4
OG0007446,NA,NA,REN,intensified,paml_selected,NA,NA,NA,NA,NA,NA,REN
OG0007454,NA,NA,LAMP5,intensified,NA,NA,NA,NA,NA,NA,NA,LAMP5
OG0007461,NA,NA,CFAP61,intensified,paml_selected,NA,NA,NA,NA,NA,NA,CFAP61
OG0007463,NA,NA,RNF217,intensified,paml_selected,NA,NA,NA,NA,NA,NA,RNF217
OG0007464,NA,NA,IGF2R,intensified,NA,NA,NA,NA,NA,NA,NA,IGF2R
OG0007466,NA,NA,NUS1,intensified,paml_selected,NA,NA,NA,NA,NA,NA,NUS1
OG0007467,NA,NA,NA,NA,paml_selected,NA,RFX6,relaxed,NA,NA,NA,RFX6
OG0007468,NA,NA,NA,NA,NA,NA,PARP1,relaxed,NA,NA,NA,PARP1
OG0007470,NA,NA,NA,NA,paml_selected,NA,AKAP12,relaxed,NA,NA,NA,AKAP12
OG0007472,NA,NA,NA,NA,NA,NA,DCAF4,relaxed,NA,NA,NA,DCAF4
OG0007476,NA,NA,NA,NA,NA,NA,PPP1R21,relaxed,NA,NA,NA,PPP1R21
OG0007479,NA,NA,NA,NA,NA,NA,MEMO1,relaxed,NA,MEMO1,pigmentation,MEMO1
OG0007480,NA,NA,NA,NA,NA,NA,CLRN2,relaxed,NA,NA,NA,CLRN2
OG0007481,NA,NA,NA,NA,paml_selected,NA,N4BP2,relaxed,NA,NA,NA,N4BP2
OG0007483,NA,NA,NA,NA,NA,NA,FBXO10,relaxed,NA,NA,NA,FBXO10
OG0007484,NA,NA,NA,NA,NA,NA,DNAH6,relaxed,NA,NA,NA,DNAH6
OG0007485,NA,NA,NA,NA,NA,NA,NCAPD3,relaxed,NA,NA,NA,NCAPD3
OG0007488,NA,NA,C4orf27,intensified,paml_selected,NA,NA,NA,NA,NA,NA,C4orf27
OG0007489,NA,NA,NA,NA,NA,NA,FGF7,relaxed,NA,NA,NA,FGF7
OG0007492,NA,NA,TM2D3,intensified,NA,NA,NA,NA,NA,NA,NA,TM2D3
OG0007498,NA,NA,NA,NA,NA,NA,ZBTB38,relaxed,NA,NA,NA,ZBTB38
OG0007500,NA,NA,BCL9L,intensified,paml_selected,NA,NA,NA,NA,NA,NA,BCL9L
OG0007504,NA,NA,NA,NA,NA,NA,ZNF366,relaxed,NA,NA,NA,ZNF366
OG0007505,NA,NA,NA,NA,NA,NA,CDO1,relaxed,NA,NA,NA,CDO1
OG0007506,NA,NA,ATOH1,intensified,NA,NA,NA,NA,NA,NA,NA,ATOH1
OG0007508,NA,NA,NA,NA,NA,NA,CFP,relaxed,NA,NA,NA,CFP
OG0007510,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,DEPDC1
OG0007512,NA,NA,NA,NA,NA,NA,KLHL12,relaxed,NA,NA,NA,KLHL12
OG0007513,NA,NA,NA,NA,NA,NA,MAD2L2,relaxed,NA,NA,NA,MAD2L2
OG0007515,NA,NA,WDR13,intensified,NA,NA,NA,NA,NA,NA,NA,WDR13
OG0007517,NA,NA,ACBD6,intensified,NA,NA,NA,NA,NA,NA,NA,ACBD6
OG0007528,NA,NA,DDX54,intensified,paml_selected,NA,NA,NA,NA,NA,NA,DDX54
OG0007532,NA,NA,TIMM22,intensified,NA,NA,NA,NA,NA,NA,NA,TIMM22
OG0007533,NA,NA,IFT22,intensified,NA,NA,NA,NA,NA,NA,NA,IFT22
OG0007537,NA,NA,GARNL3,intensified,NA,NA,NA,NA,NA,NA,NA,GARNL3
OG0007543,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,LTBP3
OG0007547,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,PSMD3
OG0007548,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,MRPL9
OG0007556,NA,NA,NA,NA,NA,NA,EFCAB1,relaxed,NA,NA,NA,EFCAB1
OG0007558,NA,NA,NA,NA,NA,NA,FAM206A,relaxed,NA,NA,NA,FAM206A
OG0007559,NA,NA,NA,NA,NA,NA,AK2,relaxed,NA,NA,NA,AK2
OG0007560,NA,NA,NA,NA,NA,NA,ILF2,relaxed,NA,NA,NA,ILF2
OG0007564,NA,NA,PSMB2,intensified,NA,NA,NA,NA,NA,NA,NA,PSMB2
OG0007568,NA,NA,NA,NA,NA,NA,CHFR,relaxed,NA,NA,NA,CHFR
OG0007569,NA,NA,NA,NA,NA,NA,DGCR8,relaxed,NA,NA,NA,DGCR8
OG0007570,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,SRRM4
OG0007572,NA,NA,POLE,intensified,NA,NA,NA,NA,NA,NA,NA,POLE
OG0007574,C9orf171,selected,C9orf171,intensified,paml_selected,NA,NA,NA,NA,NA,NA,C9orf171
OG0007576,NA,NA,PIK3IP1,intensified,paml_selected,NA,NA,NA,NA,NA,NA,PIK3IP1
OG0007582,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,CNTRL
OG0007586,NA,NA,NA,NA,NA,NA,UBE3B,relaxed,NA,NA,NA,UBE3B
OG0007589,NA,NA,MYBBP1A,intensified,NA,NA,NA,NA,NA,NA,NA,MYBBP1A
OG0007590,NA,NA,NA,NA,paml_selected,NA,RANBP1,relaxed,NA,NA,NA,RANBP1
OG0007594,NA,NA,NA,NA,NA,NA,OBFC1,relaxed,NA,NA,NA,OBFC1
OG0007595,NA,NA,NA,NA,NA,NA,BCL9,relaxed,NA,NA,NA,BCL9
OG0007600,NA,NA,NA,NA,NA,NA,USP34,relaxed,NA,NA,NA,USP34
OG0007610,NA,NA,LRRC31,intensified,NA,NA,NA,NA,NA,NA,NA,LRRC31
OG0007613,NA,NA,NA,NA,paml_selected,NA,DLEC1,relaxed,NA,NA,NA,DLEC1
OG0007614,NA,NA,SPAG6,intensified,NA,NA,NA,NA,NA,NA,NA,SPAG6
OG0007616,NA,NA,NA,NA,NA,NA,PAN3,relaxed,NA,NA,NA,PAN3
OG0007619,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,RTTN
OG0007622,NA,NA,TMEM108,intensified,NA,NA,NA,NA,NA,NA,NA,TMEM108
OG0007628,NA,NA,NA,NA,NA,NA,RBM8A,relaxed,NA,NA,NA,RBM8A
OG0007632,NA,NA,NA,NA,NA,NA,TBX20,relaxed,NA,NA,NA,TBX20
OG0007634,NA,NA,NA,NA,NA,NA,MTF2,relaxed,NA,NA,NA,MTF2
OG0007636,NA,NA,STK11,intensified,paml_selected,NA,NA,NA,NA,STK11,pigmentation,STK11
OG0007639,NA,NA,VCPIP1,intensified,paml_selected,NA,NA,NA,NA,NA,NA,VCPIP1
OG0007640,NA,NA,LRRC6,intensified,NA,NA,NA,NA,NA,NA,NA,LRRC6
OG0007644,NA,NA,NA,NA,NA,NA,RIOK1,relaxed,NA,NA,NA,RIOK1
OG0007646,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,TGS1
OG0007647,NA,NA,NA,NA,NA,NA,DOPEY1,relaxed,NA,NA,NA,DOPEY1
OG0007648,NA,NA,NA,NA,NA,NA,PDCL,relaxed,NA,NA,NA,PDCL
OG0007651,NA,NA,RIC1,intensified,paml_selected,NA,NA,NA,NA,NA,NA,RIC1
OG0007653,NA,NA,NA,NA,paml_selected,NA,ZNF532,relaxed,NA,NA,NA,ZNF532
OG0007654,NA,NA,AGXT2,intensified,NA,NA,NA,NA,NA,NA,NA,AGXT2
OG0007655,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,SH3PXD2B
OG0007656,NA,NA,NA,NA,NA,NA,NDUFA2,relaxed,NA,NA,NA,NDUFA2
OG0007657,NA,NA,NSRP1,intensified,paml_selected,NA,NA,NA,NA,NA,NA,NSRP1
OG0007659,NA,NA,NA,NA,NA,NA,PWWP2A,relaxed,NA,NA,NA,PWWP2A
OG0007660,NA,NA,TTC1,intensified,NA,NA,NA,NA,NA,NA,NA,TTC1
OG0007661,NA,NA,NA,NA,NA,NA,C17orf85,relaxed,NA,NA,NA,C17orf85
OG0007663,NA,NA,NA,NA,NA,NA,WBSCR27,relaxed,NA,NA,NA,WBSCR27
OG0007664,NA,NA,NA,NA,NA,NA,NFRKB,relaxed,NA,NA,NA,NFRKB
OG0007674,NA,NA,NA,NA,paml_selected,NA,HIVEP1,relaxed,NA,NA,NA,HIVEP1
OG0007679,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,DFFA
OG0007683,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,ATP13A2
OG0007685,NA,NA,NA,NA,NA,NA,ICMT,relaxed,NA,NA,NA,ICMT
OG0007686,NA,NA,NA,NA,paml_selected,NA,UBR4,relaxed,NA,NA,NA,UBR4
OG0007694,NA,NA,MFSD5,intensified,NA,NA,NA,NA,NA,NA,NA,MFSD5
OG0007695,NA,NA,HOXC4,intensified,NA,NA,NA,NA,NA,NA,NA,HOXC4
OG0007697,NA,NA,NA,NA,paml_selected,NA,SALL4,relaxed,NA,NA,NA,SALL4
OG0007701,NA,NA,NA,NA,paml_selected,NA,SSB,relaxed,NA,NA,NA,SSB
OG0007703,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,NCOA5
OG0007704,NA,NA,NA,NA,NA,NA,TFAP2C,relaxed,NA,TFAP2C,pigmentation,TFAP2C
OG0007707,NA,NA,NA,NA,NA,NA,GLI1,relaxed,NA,NA,NA,GLI1
OG0007708,NA,NA,C3orf67,intensified,NA,NA,NA,NA,NA,NA,NA,C3orf67
OG0007711,NA,NA,FANCD2,intensified,paml_selected,NA,NA,NA,NA,FANCD2,pigmentation,FANCD2
OG0007712,NA,NA,TGFA,intensified,NA,NA,NA,NA,NA,NA,NA,TGFA
OG0007714,NA,NA,RYK,intensified,NA,NA,NA,NA,NA,NA,NA,RYK
OG0007716,NA,NA,NA,NA,NA,NA,ZBTB11,relaxed,NA,NA,NA,ZBTB11
OG0007717,NA,NA,NA,NA,NA,NA,PDE6D,relaxed,NA,NA,NA,PDE6D
OG0007719,NA,NA,NA,NA,paml_selected,NA,DNAJC6,relaxed,NA,NA,NA,DNAJC6
OG0007720,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,RAVER2
OG0007722,NA,NA,NA,NA,NA,NA,USP1,relaxed,NA,NA,NA,USP1
OG0007723,NA,NA,NA,NA,NA,NA,ATP6V1F,relaxed,NA,ATP6V1F,pigmentation,ATP6V1F
OG0007724,NA,NA,NA,NA,paml_selected,NA,KIF15,relaxed,NA,NA,NA,KIF15
OG0007726,NA,NA,NA,NA,NA,NA,GEN1,relaxed,NA,NA,NA,GEN1
OG0007727,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,RSPH9
OG0007735,NA,NA,NA,NA,paml_selected,NA,GOLGB1,relaxed,NA,NA,NA,GOLGB1
OG0007737,NA,NA,NELFCD,intensified,NA,NA,NA,NA,NA,NA,NA,NELFCD
OG0007743,NA,NA,NA,NA,NA,NA,NTAN1,relaxed,NA,NA,NA,NTAN1
OG0007744,NA,NA,NA,NA,NA,NA,MBD5,relaxed,NA,NA,NA,MBD5
OG0007747,NA,NA,NA,NA,NA,NA,DFNB59,relaxed,NA,NA,NA,DFNB59
OG0007748,NA,NA,NA,NA,paml_selected,NA,RPTOR,relaxed,NA,NA,NA,RPTOR
OG0007749,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,CCDC40
OG0007751,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,DAXX
OG0007752,NA,NA,NA,NA,NA,NA,OXNAD1,relaxed,NA,NA,NA,OXNAD1
OG0007755,NA,NA,NELFE,intensified,paml_selected,NA,NA,NA,NA,NA,NA,NELFE
OG0007756,NA,NA,NA,NA,NA,NA,INTS3,relaxed,NA,NA,NA,INTS3
OG0007758,NA,NA,TMEM220,intensified,NA,NA,NA,NA,NA,NA,NA,TMEM220
OG0007763,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,ANKS1B
OG0007764,NA,NA,NA,NA,NA,NA,GSAP,relaxed,NA,NA,NA,GSAP
OG0007766,NA,NA,NA,NA,NA,NA,TM7SF3,relaxed,NA,NA,NA,TM7SF3
OG0007767,NA,NA,NA,NA,NA,NA,PTDSS2,relaxed,NA,NA,NA,PTDSS2
OG0007768,NA,NA,NA,NA,paml_selected,NA,CFAP69,relaxed,NA,NA,NA,CFAP69
OG0007769,NA,NA,NA,NA,NA,NA,TUBGCP6,relaxed,NA,NA,NA,TUBGCP6
OG0007771,NA,NA,SPTY2D1,intensified,paml_selected,NA,NA,NA,NA,NA,NA,SPTY2D1
OG0007773,NA,NA,NA,NA,NA,NA,FBXO31,relaxed,NA,NA,NA,FBXO31
OG0007778,NA,NA,NA,NA,NA,NA,AASS,relaxed,NA,NA,NA,AASS
OG0007782,NA,NA,NA,NA,NA,NA,DHTKD1,relaxed,NA,NA,NA,DHTKD1
OG0007787,NA,NA,ROR2,intensified,NA,NA,NA,NA,NA,NA,NA,ROR2
OG0007790,NA,NA,NA,NA,NA,NA,THSD1,relaxed,NA,NA,NA,THSD1
OG0007795,NA,NA,NA,NA,NA,NA,PTRH2,relaxed,NA,NA,NA,PTRH2
OG0007797,NA,NA,CXADR,intensified,NA,NA,NA,NA,NA,NA,NA,CXADR
OG0007798,NA,NA,VPS51,intensified,NA,NA,NA,NA,NA,NA,NA,VPS51
OG0007799,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,UVRAG,pigmentation,UVRAG
OG0007801,NA,NA,NA,NA,NA,NA,CKAP2,relaxed,NA,NA,NA,CKAP2
OG0007804,NA,NA,NA,NA,NA,NA,PTCHD4,relaxed,NA,NA,NA,PTCHD4
OG0007807,NA,NA,NA,NA,paml_selected,NA,FNDC1,relaxed,NA,NA,NA,FNDC1
OG0007810,NA,NA,NA,NA,paml_selected,NA,PCYOX1,relaxed,NA,NA,NA,PCYOX1
OG0007818,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,OGFOD1
OG0007822,NA,NA,NA,NA,NA,NA,PCDH20,relaxed,NA,NA,NA,PCDH20
OG0007825,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,ARMC9
OG0007829,SASS6,selected,SASS6,intensified,paml_selected,NA,NA,NA,NA,NA,NA,SASS6
OG0007833,NA,NA,RPP21,intensified,NA,NA,NA,NA,NA,NA,NA,RPP21
OG0007834,NA,NA,TBXA2R,intensified,NA,NA,NA,NA,NA,NA,NA,TBXA2R
OG0007836,NA,NA,NA,NA,NA,NA,PLEKHB2,relaxed,NA,NA,NA,PLEKHB2
OG0007839,NA,NA,NA,NA,NA,NA,R3HDM4,relaxed,NA,NA,NA,R3HDM4
OG0007840,NA,NA,NA,NA,NA,NA,DAZAP1,relaxed,NA,NA,NA,DAZAP1
OG0007846,NA,NA,PALM,intensified,NA,NA,NA,NA,NA,NA,NA,PALM
OG0007847,NA,NA,GLRX2,intensified,NA,NA,NA,NA,NA,NA,NA,GLRX2
