OG,Preferred_name,Description,count,analysis
OG0007325,TTC38,tetratricopeptide repeat,2,pigmentation_loss
OG0007338,SNW1,regulation of vitamin D receptor signaling pathway,2,pigmentation_loss
OG0007352,CNTNAP1,Contactin associated protein 1,2,pigmentation_loss
OG0007356,CD2BP2,Contains conserved Gly-Tyr-Phe residues,2,pigmentation_loss
OG0007380,MRPL18,"Ribosomal L18 of archaea, bacteria, mitoch. and chloroplast",2,pigmentation_loss
OG0007384,CEP290,Centrosomal protein,2,pigmentation_loss
OG0007446,REN,regulation of angiotensin levels in blood,2,pigmentation_loss
OG0007461,CFAP61,Domain of unknown function (DUF4821),2,pigmentation_loss
OG0007463,RNF217,"IBR domain, a half RING-finger domain",2,pigmentation_loss
OG0007466,NUS1,Putative undecaprenyl diphosphate synthase,2,pigmentation_loss
OG0007467,RFX6,RFX DNA-binding domain,2,pigmentation_loss
OG0007470,AKAP12,WSK motif,2,pigmentation_loss
OG0007500,BCL9L,B-cell lymphoma 9 protein,2,pigmentation_loss
OG0007547,PSMD3,Proteasome regulatory subunit C-terminal,2,pigmentation_loss
OG0007548,MRPL9,"Ribosomal protein L9, N-terminal domain",2,pigmentation_loss
OG0007570,SRRM4,Serine/arginine repetitive matrix protein C-terminus,2,pigmentation_loss
OG0007576,PIK3IP1,negative regulation of phosphatidylinositol 3-kinase activity,2,pigmentation_loss
OG0007582,CNTRL,Leucine-rich repeat,2,pigmentation_loss
OG0007590,RANBP1,RAN binding protein 1,2,pigmentation_loss
OG0007613,DLEC1,Deleted in lung and esophageal cancer,2,pigmentation_loss
OG0007619,RTTN,"Rotatin, an armadillo repeat protein, centriole functioning",2,pigmentation_loss
OG0007639,VCPIP1,Valosin containing protein (p97) p47 complex interacting protein 1,2,pigmentation_loss
OG0007646,TGS1,RNA cap guanine-N2 methyltransferase,2,pigmentation_loss
OG0007653,ZNF532,zinc-finger C2H2-type,2,pigmentation_loss
OG0007655,SH3PXD2B,"PhoX homologous domain, present in p47phox and p40phox.",2,pigmentation_loss
OG0007657,NSRP1,Coiled-coil domain-containing protein 55 (DUF2040),2,pigmentation_loss
OG0007674,HIVEP1,C2H2-type zinc-finger domain,2,pigmentation_loss
OG0007679,DFFA,"DNA Fragmentation factor 45kDa, C terminal domain",2,pigmentation_loss
OG0007683,ATP13A2,P5-type ATPase cation transporter,2,pigmentation_loss
OG0007697,SALL4,Zinc-finger of C2H2 type,2,pigmentation_loss
OG0007701,SSB,Sjogren syndrome antigen B,2,pigmentation_loss
OG0007703,NCOA5,Nuclear receptor coactivator 5,2,pigmentation_loss
OG0007711,FANCD2,Fanconi anaemia protein FancD2 nuclease,2,pigmentation_loss
OG0007720,RAVER2,RNA recognition motif,2,pigmentation_loss
OG0007724,KIF15,Pfam:Kinesin-relat_1,2,pigmentation_loss
OG0007735,GOLGB1,Golgin subfamily B member 1,2,pigmentation_loss
OG0007749,CCDC40,BRE1 E3 ubiquitin ligase,2,pigmentation_loss
OG0007751,DAXX,Daxx N-terminal Rassf1C-interacting domain,2,pigmentation_loss
OG0007755,NELFE,RNA recognition motif,2,pigmentation_loss
OG0007763,ANKS1B,Ankyrin repeat and sterile alpha motif domain containing 1B,2,pigmentation_loss
OG0007771,SPTY2D1,SPT2 chromatin protein,2,pigmentation_loss
OG0007807,FNDC1,Fibronectin type 3 domain,2,pigmentation_loss
OG0007810,PCYOX1,prenylcysteine oxidase activity,2,pigmentation_loss
OG0007818,OGFOD1,2-oxoglutarate and iron-dependent oxygenase domain containing 1,2,pigmentation_loss
OG0007848,ANKRD24,ankyrin repeat,2,pigmentation_loss
OG0007851,SDC4,positive regulation of extracellular exosome assembly,2,pigmentation_loss
OG0007860,LRRC57,Leucine Rich repeats (2 copies),2,pigmentation_loss
OG0007885,CLN8,"TRAM, LAG1 and CLN8 homology domains.",2,pigmentation_loss
OG0007886,ARHGEF10,Rho guanine nucleotide exchange factor,2,pigmentation_loss
OG0007891,NGFR,Death domain,2,pigmentation_loss
OG0007892,POLR3A,RNA polymerase I subunit A N-terminus,2,pigmentation_loss
OG0007894,AFAP1,Pleckstrin homology domain.,2,pigmentation_loss
OG0007899,UNC13D,Munc13 (mammalian uncoordinated) homology domain,2,pigmentation_loss
OG0007915,SLC16A12,Major Facilitator Superfamily,2,pigmentation_loss
OG0007932,JPH3,"Possible plasma membrane-binding motif in junctophilins, PIP-5-kinases and protein kinases.",2,pigmentation_loss
OG0007934,GAP43,axon choice point recognition,2,pigmentation_loss
OG0007939,NYAP2,Neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adapter,2,pigmentation_loss
OG0007943,C2CD3,Protein kinase C conserved region 2 (CalB),2,pigmentation_loss
OG0007947,C11orf57,NF-kappa-B-activating protein,2,pigmentation_loss
OG0007955,SPCS2,Signal peptidase complex subunit 2,2,pigmentation_loss
OG0007958,NUDT8,NUDIX domain,2,pigmentation_loss
OG0007978,F5,"Coagulation factor V (proaccelerin, labile factor)",2,pigmentation_loss
OG0007988,ZNF142,Zinc finger protein 142,2,pigmentation_loss
OG0007993,IFT88,"Anaphase-promoting complex, cyclosome, subunit 3",2,pigmentation_loss
OG0007995,CRYL1,Crystallin lambda 1,2,pigmentation_loss
OG0008000,PUS3,tRNA pseudouridine synthase,2,pigmentation_loss
OG0008022,BVES,Blood vessel epicardial substance,2,pigmentation_loss
OG0008025,TRIM71,NHL repeat,2,pigmentation_loss
OG0008052,SH3TC1,Src homology 3 domains,2,pigmentation_loss
OG0008060,RIPK2,Caspase recruitment domain,2,pigmentation_loss
OG0008071,PERP,apoptosis effector,2,pigmentation_loss
OG0008073,GPATCH11,DUF4187,2,pigmentation_loss
OG0008074,GOLGA4,"golgin-97, RanBP2alpha,Imh1p and p230/golgin-245",2,pigmentation_loss
OG0008079,TJAP1,Protein incorporated later into Tight Junctions,2,pigmentation_loss
OG0008092,MAML3,Mastermind-like 3 (Drosophila),2,pigmentation_loss
OG0008103,UACA,Ankyrin repeat,2,pigmentation_loss
OG0008119,FNTA,Protein prenyltransferase alpha subunit repeat,2,pigmentation_loss
OG0008120,AP1AR,AP-1 complex-associated regulatory protein,2,pigmentation_loss
OG0008121,ENPP6,"Hydrolyzes lysophosphatidylcholine (LPC) to form monoacylglycerol and phosphorylcholine but not lysophosphatidic acid, showing it has a lysophospholipase C activity. Has a preference for LPC with short (12 0 and 14 0) or polyunsaturated (18 2 and 20 4) fatty acids. Also hydrolyzes glycerophosphorylcholine and sphingosylphosphorylcholine efficiently. Hydrolyzes the classical substrate for phospholipase C, p-nitrophenyl phosphorylcholine in vitro, while it does not hydrolyze the classical nucleotide phosphodiesterase substrate",2,pigmentation_loss
OG0008131,ZNF423,C2H2-type zinc finger,2,pigmentation_loss
OG0008149,BUB1,Mad3/BUB1 hoMad3/BUB1 homology region 1,2,pigmentation_loss
OG0008154,CFAP206,Domain of unknown function,2,pigmentation_loss
OG0008165,TTC18,Cilia and flagella associated protein 70,2,pigmentation_loss
OG0008198,SLMAP,Forkhead associated domain,2,pigmentation_loss
OG0008199,MCM2,Mini-chromosome maintenance protein 2,2,pigmentation_loss
OG0008214,PRMT7,Ribosomal protein L11 methyltransferase (PrmA),2,pigmentation_loss
OG0008235,MYOT,Myotilin,2,pigmentation_loss
OG0008244,ZNF827,Zinc finger protein 827,2,pigmentation_loss
OG0008282,DOK2,Phosphotyrosine-binding domain (IRS1-like),2,pigmentation_loss
OG0008283,RTDR1,Rhabdoid tumor deletion region,2,pigmentation_loss
OG0008343,RFC1,Replication factor RFC1 C terminal domain,2,pigmentation_loss
OG0008388,NEXN,Immunoglobulin,2,pigmentation_loss
OG0008391,SAP30BP,HCNGP-like protein,2,pigmentation_loss
OG0008392,ITGB4,"Integrin, beta 4",2,pigmentation_loss
OG0008396,UTP14A,Utp14 protein,2,pigmentation_loss
OG0008404,SIPA1,Rap/ran-GAP,2,pigmentation_loss
OG0008410,LRSAM1,Insulin / insulin-like growth factor / relaxin family.,2,pigmentation_loss
OG0008411,PTCD2,Mitochondrial 28S ribosomal protein S27,2,pigmentation_loss
OG0008418,POU2F3,Found in Pit-Oct-Unc transcription factors,2,pigmentation_loss
OG0008442,RP9,cognition,2,pigmentation_loss
OG0008444,TRIT1,IPP transferase,2,pigmentation_loss
OG0008449,SUSD5,Link (Hyaluronan-binding),2,pigmentation_loss
OG0008455,TOP3A,Bacterial DNA topoisomerase I DNA-binding domain,2,pigmentation_loss
OG0008457,CLSPN,Claspin isoform X1,2,pigmentation_loss
OG0008469,NOXA1,NADPH oxidase activator 1,2,pigmentation_loss
OG0008471,TRAFD1,zinc finger,2,pigmentation_loss
OG0008486,CDK7,Protein tyrosine kinase,2,pigmentation_loss
OG0008493,C9orf85,Chromosome 9 open reading frame 85,2,pigmentation_loss
OG0008498,PLK1,Protein kinase domain,2,pigmentation_loss
OG0008527,ZFAND1,AN1-like Zinc finger,2,pigmentation_loss
OG0008536,KIAA1429,"Virilizer, N-terminal",2,pigmentation_loss
OG0008560,GK5,"FGGY family of carbohydrate kinases, N-terminal domain",2,pigmentation_loss
OG0008569,SIRT6,Sirtuin 6,2,pigmentation_loss
OG0008580,PNISR,Arginine/serine-rich protein PNISR,2,pigmentation_loss
OG0008588,MRE11A,Mre11 DNA-binding presumed domain,2,pigmentation_loss
OG0008593,C9orf114,Chromosome 9 open reading frame 114,2,pigmentation_loss
OG0008607,TXNDC15,Thioredoxin domain containing 15,2,pigmentation_loss
OG0008623,BTC,Human growth factor-like EGF,2,pigmentation_loss
OG0008625,FYB,FYN binding protein,2,pigmentation_loss
OG0008631,DBN1,Drebrin 1,2,pigmentation_loss
OG0008638,KANK2,KN motif,2,pigmentation_loss
OG0008640,HM13,Signal peptide peptidase,2,pigmentation_loss
OG0008650,LZIC,Leucine zipper and CTNNBIP1 domain containing,2,pigmentation_loss
OG0008653,ZBTB17,zinc-finger C2H2-type,2,pigmentation_loss
OG0008666,TM9SF4,Belongs to the nonaspanin (TM9SF) (TC 9.A.2) family,2,pigmentation_loss
OG0008680,SENP1,ubiquitin-like protein-specific isopeptidase activity,2,pigmentation_loss
OG0008687,CS,citrate synthase,2,pigmentation_loss
OG0008700,DCTN2,dynactin,2,pigmentation_loss
OG0008703,CCDC65,Sperm tail,2,pigmentation_loss
OG0008710,TBC1D23,embryonic brain development,2,pigmentation_loss
OG0008711,MFI2,Antigen p97 (melanoma associated) identified by monoclonal antibodies 133.2 and 96.5,2,pigmentation_loss
OG0008717,MYRFL,Chaperone of endosialidase,2,pigmentation_loss
OG0008723,RPAP3,Potential Monad-binding region of RPAP3,2,pigmentation_loss
OG0008732,TERF2,Telomeric repeat binding factor 2,2,pigmentation_loss
OG0008752,OPTN,NF-kappa-B essential modulator NEMO,2,pigmentation_loss
OG0008755,IGF1,Insulin/IGF/Relaxin family,2,pigmentation_loss
OG0008762,SUCLA2,ATP-grasp domain,2,pigmentation_loss
OG0008777,SRD5A1,"Steroid-5-alpha-reductase, alpha polypeptide 1 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 1)",2,pigmentation_loss
OG0008784,MGP,Matrix Gla protein,2,pigmentation_loss
OG0008792,ARID2,"AT rich interactive domain 2 (ARID, RFX-like)",2,pigmentation_loss
OG0008796,PEAK1,Protein tyrosine kinase,2,pigmentation_loss
OG0008820,MYRF,NDT80 / PhoG like DNA-binding  family,2,pigmentation_loss
OG0008827,SH3BP2,Src homology 2 domains,2,pigmentation_loss
OG0008851,USP25,Belongs to the peptidase C19 family,2,pigmentation_loss
OG0008855,EXOC2,Exocyst complex component Sec5,2,pigmentation_loss
OG0008856,SCYL3,SCY1-like 3,2,pigmentation_loss
OG0008865,TCTN1,Tectonic family member 1,2,pigmentation_loss
OG0008884,KARS,lysyl-tRNA synthetase,2,pigmentation_loss
OG0008892,TBCE,post-chaperonin tubulin folding pathway,2,pigmentation_loss
OG0008908,PIAS4,"Protein inhibitor of activated STAT, 4",2,pigmentation_loss
OG0008922,DTD1,deacylase 1,2,pigmentation_loss
OG0008987,ANAPC16,complex subunit 16,2,pigmentation_loss
OG0008990,ENTHD2,ENTH domain,2,pigmentation_loss
OG0008992,AFAP1L2,Actin filament associated protein,2,pigmentation_loss
OG0008997,LCMT1,Leucine carboxyl methyltransferase,2,pigmentation_loss
OG0008998,MEIOB,single-stranded DNA 3'-5' exodeoxyribonuclease activity,2,pigmentation_loss
OG0009002,MYOCD,Myocardin,2,pigmentation_loss
OG0009011,TNMD,Tenomodulin,2,pigmentation_loss
OG0009023,SIK3,SIK family kinase 3,2,pigmentation_loss
OG0009038,KIAA0753,Protein moonraker,2,pigmentation_loss
OG0009044,SLC46A1,Major Facilitator Superfamily,2,pigmentation_loss
OG0009055,CCDC141,Coiled-coil domain containing 141,2,pigmentation_loss
OG0009057,SLC39A10,ZIP Zinc transporter,2,pigmentation_loss
OG0009064,SYTL5,FYVE-type zinc finger,2,pigmentation_loss
OG0009084,C14orf39,Six6 opposite strand transcript 1 family,2,pigmentation_loss
OG0009086,WDR4,"Required for the formation of N(7)-methylguanine at position 46 (m7G46) in tRNA. In the complex, it is required to stabilize and induce conformational changes of the catalytic subunit",2,pigmentation_loss
OG0009092,PIKFYVE,"Phosphoinositide kinase, FYVE finger containing",2,pigmentation_loss
OG0009107,TSNARE1,Myb/SANT-like DNA-binding domain,2,pigmentation_loss
OG0009121,SMPDL3B,Calcineurin-like phosphoesterase,2,pigmentation_loss
OG0009124,ANO10,Anoctamin,2,pigmentation_loss
OG0009129,POLR3C,RNA polymerase III subunit,2,pigmentation_loss
OG0009133,IL6R,Interleukin 6 receptor,2,pigmentation_loss
OG0009138,TBC1D31,Rab-GTPase-TBC domain,2,pigmentation_loss
OG0009159,SEC62,posttranslational protein targeting to endoplasmic reticulum membrane,2,pigmentation_loss
OG0009211,DHX57,Helicase associated domain (HA2)  Add an annotation,2,pigmentation_loss
OG0009219,NIN,Ninein (GSK3B interacting protein),2,pigmentation_loss
OG0009222,CEP68,Centrosomal protein,2,pigmentation_loss
OG0009226,DNA2,DNA replication factor Dna2,2,pigmentation_loss
OG0009241,CNEP1R1,CTD nuclear envelope phosphatase 1 regulatory subunit 1,2,pigmentation_loss
OG0009245,METTL15,methyltransferase activity,2,pigmentation_loss
OG0009256,BEND4,BEN,2,pigmentation_loss
OG0009259,SCYL1,SCY1-like 1 (S. cerevisiae),2,pigmentation_loss
OG0009260,TRPT1,tRNA phosphotransferase 1,2,pigmentation_loss
OG0009261,PPARGC1B,RNA recognition motif,2,pigmentation_loss
OG0009264,TMCO6,Armadillo/beta-catenin-like repeats,2,pigmentation_loss
OG0009273,XPNPEP2,"X-prolyl aminopeptidase (aminopeptidase P) 2, membrane-bound",2,pigmentation_loss
OG0009286,NUP205,"Nuclear pore complex scaffold, nucleoporins 186/192/205",2,pigmentation_loss
OG0009325,HEATR2,HEAT repeat-containing protein 2,2,pigmentation_loss
OG0009331,FBXL16,Leucine Rich repeat,2,pigmentation_loss
OG0009332,METTL22,Methyltransferase like 22,2,pigmentation_loss
OG0009341,CASC3,Cancer susceptibility,2,pigmentation_loss
OG0009367,BYSL,Bystin,2,pigmentation_loss
OG0009393,IL17RD,N-terminus of interleukin 17 receptor D,2,pigmentation_loss
OG0009398,CASS4,Cas scaffolding protein family member 4,2,pigmentation_loss
OG0009401,IPO9,Importin 9,2,pigmentation_loss
OG0009407,CLP1,ATP-dependent polyribonucleotide 5'-hydroxyl-kinase activity,2,pigmentation_loss
OG0009411,DNAJC24,"DnaJ (Hsp40) homolog, subfamily C, member 24",2,pigmentation_loss
OG0009443,DCST1,DC-STAMP domain containing 1,2,pigmentation_loss
OG0009448,OCA2,Arsenical pump membrane protein,2,pigmentation_loss
OG0009498,MAK16,Mak16 protein C-terminal region,2,pigmentation_loss
OG0009502,RENBP,N-acylglucosamine 2-epimerase (GlcNAc 2-epimerase),2,pigmentation_loss
OG0009506,TRH,Thyrotropin-releasing hormone (TRH),2,pigmentation_loss
OG0009515,NUDT14,Nudix (nucleoside diphosphate linked moiety X)-type motif 14,2,pigmentation_loss
OG0009538,ILVBL,"Thiamine pyrophosphate enzyme, C-terminal TPP binding domain",2,pigmentation_loss
OG0009539,MAP9,regulation of mitotic cytokinesis,2,pigmentation_loss
OG0009545,LMBRD1,LMBR1-like membrane protein,2,pigmentation_loss
OG0009574,LRRC2,Leucine Rich Repeat,2,pigmentation_loss
OG0009585,ARIH2,Ariadne RBR E3 ubiquitin protein ligase 2,2,pigmentation_loss
OG0009587,CEP104,Centrosomal protein,2,pigmentation_loss
OG0009611,WDR36,Utp21 specific WD40 associated putative domain,2,pigmentation_loss
OG0009635,FDXACB1,Domain of unknown function (DUF2431),2,pigmentation_loss
OG0009640,IQCD,Short calmodulin-binding motif containing conserved Ile and Gln residues.,2,pigmentation_loss
OG0009644,ANKLE1,Ankyrin repeats (many copies),2,pigmentation_loss
OG0009651,TWISTNB,SHS2 domain found in N terminus of Rpb7p/Rpc25p/MJ0397,2,pigmentation_loss
OG0009664,WASF2,"protein family, member 2",2,pigmentation_loss
OG0009674,ZNF598,Zinc finger protein 598,2,pigmentation_loss
OG0009680,ARHGAP25,Rho GTPase activating protein 25,2,pigmentation_loss
OG0009681,KAT6A,Belongs to the MYST (SAS MOZ) family,2,pigmentation_loss
OG0009689,KANK1,ankyrin repeats,2,pigmentation_loss
OG0009702,KNTC1,Rough deal protein C-terminal region,2,pigmentation_loss
OG0009713,ALKBH5,RNA demethylase,2,pigmentation_loss
OG0009723,ATF7IP,ATF-interacting protein binding domain,2,pigmentation_loss
OG0009737,MYD88,TIR domain binding,2,pigmentation_loss
OG0009755,FRRS1L,Ferric-chelate reductase 1-like,2,pigmentation_loss
OG0009759,FAM171A1,Uncharacterised protein family UPF0560,2,pigmentation_loss
OG0009772,PIF1,"DNA-dependent ATPase and 5'-3' DNA helicase required for the maintenance of both mitochondrial and nuclear genome stability. Efficiently unwinds G-quadruplex (G4) DNA structures and forked RNA-DNA hybrids. Resolves G4 structures, preventing replication pausing and double-strand breaks (DSBs) at G4 motifs. Involved in the maintenance of telomeric DNA. Inhibits telomere elongation, de novo telomere formation and telomere addition to DSBs via catalytic inhibition of telomerase. Reduces the processivity of telomerase by displacing active telomerase from DNA ends. Releases telomerase by unwinding the short telomerase RNA telomeric DNA hybrid that is the intermediate in the telomerase reaction. Possesses an intrinsic strand annealing activity",2,pigmentation_loss
OG0009778,MIB1,Mib_herc2,2,pigmentation_loss
OG0009784,ALG3,"Adds the first Dol-P-Man derived mannose in an alpha-1,3 linkage to Man5GlcNAc2-PP-Dol",2,pigmentation_loss
OG0009799,REXO4,EXOIII,2,pigmentation_loss
OG0009803,STBD1,Starch binding domain,2,pigmentation_loss
OG0009804,IDH3B,"Plays a structural role to facilitate the assembly and ensure the full activity of the enzyme catalyzing the decarboxylation of isocitrate (ICT) into alpha-ketoglutarate. The heterodimer composed of the alpha (IDH3A) and beta (IDH3B) subunits and the heterodimer composed of the alpha (IDH3A) and gamma (IDH3G) subunits, have considerable basal activity but the full activity of the heterotetramer (containing two subunits of IDH3A, one of IDH3B and one of IDH3G) requires the assembly and cooperative function of both heterodimers",2,pigmentation_loss
OG0009809,SLC31A2,Ctr copper transporter family,2,pigmentation_loss
OG0009828,KLF4,"Zinc finger, C2H2 type",2,pigmentation_loss
OG0009829,POLD3,"Polymerase (DNA-directed), delta 3, accessory subunit",2,pigmentation_loss
OG0009842,MPP1,regulation of neutrophil chemotaxis,2,pigmentation_loss
OG0009846,RAD50,Rad50 zinc hook motif,2,pigmentation_loss
OG0009849,BOP1,BOP1NT (NUC169) domain,2,pigmentation_loss
OG0009850,TAZ,cardiolipin acyl-chain remodeling,2,pigmentation_loss
OG0009862,PLEKHN1,Pleckstrin homology domain.,2,pigmentation_loss
OG0009878,ZBTB39,BTB/POZ domain,2,pigmentation_loss
OG0009883,ZFP64,Zinc finger protein,2,pigmentation_loss
OG0009889,ZRANB2,Zinc finger Ran-binding domain-containing protein 2,2,pigmentation_loss
OG0009898,PLTP,BPI/LBP/CETP N-terminal domain,2,pigmentation_loss
OG0009962,LRRC71,Leucine Rich repeat,2,pigmentation_loss
OG0009967,PHF14,PHD-zinc-finger like domain,2,pigmentation_loss
OG0009992,SMYD5,SMYD family member 5,2,pigmentation_loss
OG0010000,LDLRAD3,Low-density lipoprotein receptor domain class A,2,pigmentation_loss
OG0010010,KIAA1033,"WASH complex subunit 7, N-terminal",2,pigmentation_loss
OG0010026,FAM135B,Protein FAM135,2,pigmentation_loss
OG0010033,PHAX,PHAX RNA-binding domain,2,pigmentation_loss
OG0010037,HYOU1,Belongs to the heat shock protein 70 family,2,pigmentation_loss
OG0010039,IFT46,Intraflagellar transport complex B protein 46 C terminal,2,pigmentation_loss
OG0010043,FEZ1,FEZ-like protein,2,pigmentation_loss
OG0010050,RIPK4,Ankyrin repeat,2,pigmentation_loss
OG0010053,SCARB1,"Scavenger receptor class B, member 1",2,pigmentation_loss
OG0010065,EPB41L4A,Erythrocyte membrane protein band 4.1 like 4A,2,pigmentation_loss
OG0010067,DDX56,"Type III restriction enzyme, res subunit",2,pigmentation_loss
OG0010068,FGFR1OP,FOP N terminal dimerisation domain,2,pigmentation_loss
OG0010078,HVCN1,"C-terminal membrane-localisation domain of ion-channel, VCN1",2,pigmentation_loss
OG0010081,SPPL3,Signal peptide peptidase,2,pigmentation_loss
OG0010083,SMC5,AAA ATPase domain,2,pigmentation_loss
OG0010096,KIAA0226,DUF4206,2,pigmentation_loss
OG0010115,AMH,"Anti-Mullerian hormone, N terminal region",2,pigmentation_loss
OG0010129,KIF26B,Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family,2,pigmentation_loss
OG0010152,UNC79,Cation-channel complex subunit UNC-79,2,pigmentation_loss
OG0010187,ZNF518A,zinc finger,2,pigmentation_loss
OG0010199,RNLS,Flavin containing amine oxidoreductase,2,pigmentation_loss
OG0010215,HDX,Homeodomain,2,pigmentation_loss
OG0010219,KLHDC4,kelch domain containing 4,2,pigmentation_loss
OG0010250,NPHS1,CD80-like C2-set immunoglobulin domain,2,pigmentation_loss
OG0010257,AIRE,HSR domain,2,pigmentation_loss
OG0010263,BARD1,zf-RING of BARD1-type protein,2,pigmentation_loss
OG0010270,STK17B,Protein tyrosine kinase,2,pigmentation_loss
OG0010271,ACMSD,Amidohydrolase,2,pigmentation_loss
OG0010275,MAATS1,"Solute carrier (proton/amino acid symporter), TRAMD3 or PAT1",2,pigmentation_loss
OG0010280,SHOX,Homeobox domain,2,pigmentation_loss
OG0010292,CCDC108,Cilia and flagella associated protein 65,2,pigmentation_loss
OG0010294,MCM3AP,Minichromosome maintenance complex component 3 associated protein,2,pigmentation_loss
OG0010308,DOPEY2,"Dopey, N-terminal",2,pigmentation_loss
OG0010331,AOC1,"Copper amine oxidase, N2 domain",2,pigmentation_loss
OG0010335,SYBU,Golgi-localised syntaxin-1-binding clamp,2,pigmentation_loss
OG0010351,RASIP1,Ras association (RalGDS/AF-6) domain,2,pigmentation_loss
OG0010354,NBN,"Component of the MRE11-RAD50-NBN (MRN complex) which plays a critical role in the cellular response to DNA damage and the maintenance of chromosome integrity. The complex is involved in double-strand break (DSB) repair, DNA recombination, maintenance of telomere integrity, cell cycle checkpoint control and meiosis. The complex possesses single-strand endonuclease activity and double-strand-specific 3'-5' exonuclease activity, which are provided by MRE11. RAD50 may be required to bind DNA ends and hold them in close proximity. NBN modulate the DNA damage signal sensing by recruiting PI3 PI4-kinase family members ATM, ATR, and probably DNA-PKcs to the DNA damage sites and activating their functions. It can also recruit MRE11 and RAD50 to the proximity of DSBs by an interaction with the histone H2AX. NBN also functions in telomere length maintenance by generating the 3' overhang which serves as a primer for telomerase dependent telomere elongation. NBN is a major player in the control of intra-S-phase checkpoint and there is some evidence that NBN is involved in G1 and G2 checkpoints. The roles of NBS1 MRN encompass DNA damage sensor, signal transducer, and effector, which enable cells to maintain DNA integrity and genomic stability. Forms a complex with RBBP8 to link DNA double-strand break sensing to resection. Enhances AKT1 phosphorylation possibly by association with the mTORC2 complex",2,pigmentation_loss
OG0010355,RABAC1,PRA1 family protein,2,pigmentation_loss
OG0010359,EIF2B5,"Domain at the C-termini of GCD6, eIF-2B epsilon, eIF-4 gamma and eIF-5",2,pigmentation_loss
OG0010363,C1orf35,Kinase phosphorylation protein,2,pigmentation_loss
OG0010366,NCAPG2,Condensin II non structural maintenance of chromosomes subunit,2,pigmentation_loss
OG0010382,SNX15,Sorting nexin 15,2,pigmentation_loss
OG0010383,SERPINE1,SERine  Proteinase INhibitors,2,pigmentation_loss
OG0010386,TRMT44,Predicted AdoMet-dependent methyltransferase,2,pigmentation_loss
OG0010390,MTA2,"Metastasis associated 1 family, member 2",2,pigmentation_loss
OG0010393,PARP2,Poly (ADP-ribose) polymerase,2,pigmentation_loss
OG0010408,PCNXL4,Pecanex protein (C-terminus),2,pigmentation_loss
OG0010415,BSDC1,domain in transcription factors and synapse-associated proteins,2,pigmentation_loss
OG0010444,SLC17A5,Major Facilitator Superfamily,2,pigmentation_loss
OG0010469,CCNE1,Cyclin_C,2,pigmentation_loss
OG0010495,CENPU,CENP-A nucleosome associated complex (NAC) subunit,2,pigmentation_loss
OG0010496,SNX25,Sorting nexin C terminal,2,pigmentation_loss
OG0010506,KIAA0513,kiaa0513,2,pigmentation_loss
OG0010507,PEX16,Peroxisomal membrane protein (Pex16),2,pigmentation_loss
OG0010511,C19orf47,Chromosome 19 open reading frame 47,2,pigmentation_loss
OG0010513,MTIF2,Mitochondrial translational initiation factor 2,2,pigmentation_loss
OG0010517,RPF2,Ribosome production factor 2 homolog,2,pigmentation_loss
OG0010518,DSE,Dermatan sulfate epimerase,2,pigmentation_loss
OG0010529,STRA13,Stimulated by retinoic acid 13,2,pigmentation_loss
OG0010555,USP36,Ubiquitin carboxyl-terminal hydrolase,2,pigmentation_loss
OG0010560,EPOR,Erythropoietin receptor,2,pigmentation_loss
OG0010564,SPC24,Spc24 subunit of Ndc80,2,pigmentation_loss
OG0010571,DDX42,helicase activity,2,pigmentation_loss
OG0010585,DZANK1,Double zinc ribbon and ankyrin repeat domains 1,2,pigmentation_loss
OG0010594,ZBTB40,Zinc finger and BTB domain containing 40,2,pigmentation_loss
OG0010597,MYOG,Myogenic Basic domain,2,pigmentation_loss
OG0010609,TSEN2,"Constitutes one of the two catalytic subunit of the tRNA-splicing endonuclease complex, a complex responsible for identification and cleavage of the splice sites in pre-tRNA. It cleaves pre-tRNA at the 5'- and 3'-splice sites to release the intron. The products are an intron and two tRNA half-molecules bearing 2',3'-cyclic phosphate and 5'-OH termini. There are no conserved sequences at the splice sites, but the intron is invariably located at the same site in the gene, placing the splice sites an invariant distance from the constant structural features of the tRNA body",2,pigmentation_loss
OG0010636,CCDC62,Coiled-coil domain containing 62,2,pigmentation_loss
OG0010657,IQCE,Short calmodulin-binding motif containing conserved Ile and Gln residues.,2,pigmentation_loss
OG0010701,RCN2,EF-hand domain pair,2,pigmentation_loss
OG0010741,RNF10,RING-type zinc-finger,2,pigmentation_loss
OG0010745,CHMP7,late endosome to vacuole transport,2,pigmentation_loss
OG0010746,VPS13A,"Vacuolar sorting-associated protein 13, N-terminal",2,pigmentation_loss
OG0010768,CFAP36,The ARF-like 2 binding protein BART,2,pigmentation_loss
OG0010769,TMEM154,TMEM154 protein family,2,pigmentation_loss
OG0010770,ALPK1,Alpha-kinase family,2,pigmentation_loss
OG0010783,SLC30A4,Cation efflux family,2,pigmentation_loss
OG0010794,DNER,Follistatin-N-terminal domain-like,2,pigmentation_loss
OG0010798,CUX2,CUT,2,pigmentation_loss
OG0010801,ZNF367,Zinc finger protein,2,pigmentation_loss
OG0010807,DNTTIP2,Fcf2 pre-rRNA processing,2,pigmentation_loss
