Ammel,Ammex,Asmec,Asmes,Bubuf,Chasi,Chlan,Cocri,Darer,Ectel,Elmax,Ereur,Gamor,Geser,Hegla,Jajac,Luden,Miuni,Mymur,Nagal,Orcun,Ornil,Plwal,Prang,Ranor,Sians,Sigra,Sirhi,Soara,Thmac,Trros,Trtib,nSp,og,selectionF,selectionB,allF,allB
1,NA,1,1,1,1,NA,0.673794100893497,NA,1.71757327249722e-08,1,0.0689054344699835,1,1,1,0.0363156853387065,0.251562543168565,1,1,0.0227764888234901,NA,1,NA,1,1,1,1,NA,1,1,1,NA,hits_per_25_species,OG0010700,1,2,11,14
1,1,1,1,1,1,1,1,1,NA,1,1,0.102972887801825,1,0.00285805198012612,1,0.0352769549183085,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,0.00029312776643281,1,1,hits_per_25_species,OG0010715,2,1,9,16
1,1,1,1,0.373697370277155,1,1,2.83165988250733e-05,0.00774871195355464,1.54115474271244e-06,1,1,0.123014466413646,1,1,1,1,0.57720285058868,4.22031997954209e-05,1,NA,1,1,NA,1,NA,NA,NA,NA,1,0.488031238589503,NA,hits_per_25_species,OG0010716,1,3,9,16
1,1,1,1,1,1,0.000482377024097591,2.16884720521948e-06,NA,0.326514390960034,1,NA,1,1,NA,1,0.033378437464904,1,1,1,NA,1,0.223736689650259,1,0.559911678663203,NA,NA,NA,1,1,1,1,hits_per_25_species,OG0010724,2,1,9,16
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0.314095984191162,1,1,1,1,0.00896275902047383,NA,0.035417999928947,1,NA,NA,NA,1,1,1,1,hits_per_25_species,OG0010729,1,1,10,15
0.800320585139867,1,1,1,1,1,1,NA,1,NA,1,1,1,0.00972022362835112,1,1,1,NA,1,1,1,1,NA,1,1,NA,NA,NA,1,1,1,1,hits_per_25_species,OG0010733,1,0,8,17
0.0229710037114651,NA,1,1,1,1,1,8.17193946411332e-05,1,NA,1,1,NA,1,0.0968247103422371,1,1,1,1,1,1,NA,NA,1,1,1,1,NA,1,1,NA,1,hits_per_25_species,OG0010739,1,1,10,15
1,1,1,1,1,NA,1,1,1,1,1,1,1,0,1,1,0.126760060750087,0.250362074302055,1,1,1,1,NA,0.062617169035758,1,NA,NA,NA,NA,1,1,NA,hits_per_25_species,OG0010755,1,0,9,16
0.0703079116501873,0.0149916195576956,1,1,1,0.573181052860205,1,0.0225865688023321,4.12121708981417e-09,0.367844231044655,1,0.0108053774985795,NA,0.0188076786085559,1,0.288080423550896,NA,1,0.692929163148101,1,0.159688641734152,1,1,NA,1,NA,NA,NA,1.51458116846026e-05,2.22490633061678e-06,0.417794999174521,NA,hits_per_25_species,OG0010782,2,5,8,17
0.309973801300323,1,1,1,1,NA,1,1,NA,NA,1,1,0.0060606550858025,1,3.54690447088024e-05,0.00303239592713545,1,1,1,1,0.91360485534232,1,NA,1,2.63851651638447e-09,NA,NA,NA,1,1,1,0.956206185858681,hits_per_25_species,OG0010784,1,3,9,16
1,NA,1,1,1,4.32543357298254e-07,0.0613663605561471,1,NA,1,1,1,1,1,1,1,NA,0.540932266530229,1,1.70626809667951e-05,1,1,NA,NA,1,1,NA,NA,1,1,1,1,hits_per_25_species,OG0010804,2,0,9,16
1,1,1,1,1,1,NA,NA,1,1,1,NA,1,1,0.00154007691616087,1,1,1,1,1,NA,1,NA,1,NA,1,1,1,1,1,1,NA,hits_per_25_species,OG0010806,1,0,10,15
1,NA,0,1,0.233840977520273,0.000127063854635512,0.965830567033875,1,0.0252806785258821,0.937932158271953,0.131321695766887,NA,1,1,1,NA,1,0.244251827572381,0.680869269954857,0.000573986291150463,1,NA,0.107019901004234,0.0301283426747358,1,NA,NA,NA,0.000237830357208812,1,0.0122165886723491,0.0224060408302707,hits_per_25_species,OG0010844,5,3,10,15
1,1,1,1,1,NA,1,NA,1,1,1,1,0.42430574356025,1,1,1,NA,1,NA,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,hits_per_25_species,OG0010858,0,0,7,18
1,0.209391386932186,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,NA,1,1,1,NA,1,1,1,1,NA,NA,NA,1,1,1,1,hits_per_25_species,OG0010860,0,0,8,17
1,1,1,1,1,1,NA,5.67972207599077e-08,1,9.99422701097874e-06,1,1,NA,1,0.881123969399138,0.060955076917415,0.000114359270321218,0.502451974119373,1,1,0.00012993284881313,0.542044063594772,NA,1,1.22131893320887e-06,NA,NA,NA,1,1,NA,0.00845889346325357,hits_per_25_species,OG0010861,2,4,9,16
1,1,1,1,NA,1,0.00797982212834325,NA,1,NA,1,NA,0.566988709904243,1,1,1,0.289593611214141,1,1,1,1,0.568904108735915,1,1,0.533785609484441,NA,NA,NA,1,1,1,1,hits_per_25_species,OG0010868,0,1,9,16
1,NA,1,1,1,1,1,NA,1,1,5.44511102873457e-11,1,1,1,1,1,NA,1,0.524829434339032,1,1,1,NA,1,1,NA,NA,NA,1,1,1,4.70015693032622e-11,hits_per_25_species,OG0010873,0,2,8,17
1,1,1,1,1,1,NA,1,1,1,1,1,0.0651568420281525,1,1,1,NA,0.000614426929287204,0.312998121186638,1,NA,1,NA,1,1,1,NA,1,NA,1,1,NA,hits_per_25_species,OG0010892,1,0,10,15
NA,1,NA,NA,1,1,1,1,NA,1,1,1,0.158021735402092,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,hits_per_25_species,OG0010901,0,0,8,17
NA,NA,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,hits_per_25_species,OG0010905,0,0,10,15
NA,1,NA,1,1,1,1,1,NA,0.516938021202287,1,1,1,1,4.31140671020014e-06,1,1,1,1,1,1,1,NA,0.570275731964416,1,NA,NA,NA,1,1,1,3.23589350059716e-06,hits_per_25_species,OG0010906,1,1,9,16
NA,1,1,1,1,NA,NA,1,1,1,1.10854984208819e-06,NA,1,1,1,NA,0.545330306359803,1,1,NA,1,1,1,1,0.0162124365693359,NA,1,0.554708081386049,0.123337152676366,1,1,1,hits_per_25_species,OG0010908,0,2,8,17
NA,1,NA,1,1,1,1,1,1,NA,1,1,0.0436536084431733,1,1,1,1,1,1,1,1.30451205393456e-14,1,NA,1,1,NA,NA,NA,1,1,1,1,hits_per_25_species,OG0010920,0,2,9,16
NA,1,1,1,NA,1,1,1,1,NA,1,1,1,2.0195579242599e-05,1,1,1,1,0.274692891242646,1,1,1,1,0.00129768044379142,1,NA,NA,NA,0.0169170610225102,1,0.00069538518933554,NA,hits_per_25_species,OG0010921,3,1,10,15
NA,1,1,1,1,1,NA,1,NA,0.226282301205209,1,1,1,1,1,1,1,NA,1,1,1,1,9.25772126962321e-05,1,1,NA,NA,NA,1,1,1,0.0896448354699867,hits_per_25_species,OG0010923,0,1,9,16
NA,1,1,1,1,1,1,1,NA,0.310496332824172,1,1,NA,1,1,1,1,1,1,1,1,1,NA,0.11264699828621,1,NA,NA,NA,0.67792637182744,1,1,0,hits_per_25_species,OG0010926,0,1,10,15
NA,1,1,1,NA,NA,0.572529926305029,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,NA,1,1,NA,1,NA,1,1,1,1,hits_per_25_species,OG0010928,0,0,8,17
NA,0.12967429454375,1,1,1,1,1,1,0.301616995280171,0.0543735709549049,1,NA,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,1,1,1,NA,hits_per_25_species,OG0010932,0,0,10,15
NA,NA,1,1,1,1,1,1,1,1,0.452591845031307,1,1,NA,1,1,1,NA,1,1,1,1,1,0.0166168159615546,3.99697288322454e-07,NA,NA,NA,1,9.31758732358734e-06,1,0.0934282917694154,hits_per_25_species,OG0010933,1,2,8,17
NA,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,0.250982040253438,1,1,NA,1,NA,NA,NA,1,1,1,NA,hits_per_25_species,OG0010935,0,0,9,16
NA,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,NA,NA,NA,1,1,1,1,hits_per_25_species,OG0010936,0,0,9,16
NA,1,1,1,0.631962647302835,1,1,1,NA,1.53453423801242e-07,1,0.430435054560516,1,1,1,1,NA,1,1,1,1,1,NA,0.382368613572919,1,NA,NA,NA,1,1,1,1,hits_per_25_species,OG0010937,0,1,9,16
NA,NA,1,1,1,NA,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,1,1,1,1,1,hits_per_25_species,OG0010950,0,0,9,16
NA,NA,1.98285832198053e-13,1,0.657189308883758,1,1,0.0164855672337224,NA,6.06754704302048e-06,1,1,1,NA,1,1,1,0.262151602161564,0.000428314154473641,1,1,1,1,1,0.00126739251541508,NA,NA,NA,1,1,1,1,hits_per_25_species,OG0010955,2,3,9,16
1,NA,1,1,1,1,1,1,1,1,0.000306606540970811,1,1,NA,1,NA,NA,NA,0.906798742679246,1,0.0135503073615076,1,1,1,NA,1,NA,1,0.05300107618994,1,1,0.0937661601279958,hits_per_25_species,OG0011009,0,2,8,17
1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,NA,NA,1,1,NA,NA,NA,1,1,1,1,hits_per_25_species,OG0011046,0,0,9,16
1,NA,1,1,NA,1,1,1.57344531848125e-08,1,0.0145978359076879,1,1,1,1,7.22699677879746e-13,1,1,1,1,1,NA,1,NA,1,1,NA,NA,NA,0.27939049551621,1,1,1,hits_per_25_species,OG0011059,2,1,10,15
1,1,1,1,1,1,1,1,1,1,1,0.0436428487271248,1,NA,3.4190321684946e-09,1,NA,NA,1,1,1,0.00231560831700883,NA,1,1,NA,NA,NA,1,1,1,1,hits_per_25_species,OG0011073,1,2,7,18
1,1,1,1,1,1,1,1,NA,1,0.0670170235670535,1,1,NA,1,1,1,NA,1,1,0.568890369664024,1,0.644701466687152,NA,1,NA,1,1,1,0.11238039809492,NA,NA,hits_per_25_species,OG0011165,0,0,6,19
1,1,1,1,1,1,1,1,1,1,0.57876969853017,0.0102499145127188,1,1,1,1,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,1,1,1,hits_per_25_species,OG0011223,0,1,8,17
0.225418733992668,NA,1,1,1,1,1,1,NA,NA,1,0.141865392067382,0.332575296554617,1,1,1,1,1,1,1,1,1,NA,1,0.0658044729992302,NA,NA,NA,0.000115694805064348,1,1,1,hits_per_25_species,OG0011227,0,1,10,15
NA,1,1,1,1,1,3.1878055750667e-11,1,1,1,1,1,NA,1,0,1,NA,1,0.086126523451129,1,1,1,NA,NA,0.925390642941256,1,NA,NA,1,1,1,1,hits_per_25_species,OG0011457,1,1,9,16
NA,1,1,1,1,1,1,1,NA,1,1,1,1,1,0.27425710506109,1,1,NA,1,1,1,0.528367251685016,NA,1,1,NA,NA,NA,1,1,0.0154453211717038,1,hits_per_25_species,OG0011466,1,0,9,16
NA,1,1,1,1,1,1,1,1,0.206991796299311,1,0.659616325855566,NA,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,NA,NA,1.01339289779179e-05,0.101139533123555,1,0.054443868592136,hits_per_25_species,OG0011477,0,1,9,16
1,0.238494479748206,0.296295915447925,1,NA,1,1,1,0.381640244365391,1,1,0.281926723824341,1,0.302633015847183,1,1,1,1,0.722127286953161,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,NA,hits_per_25_species,OG0011515,0,0,9,16
0.720407085113934,NA,NA,0.121878037979404,1,1,1,1,1,1,1,1,1.47406655603977e-07,1,1,1,1,NA,1,1,1,1,NA,1,1,NA,NA,NA,1,1,1,0.560027777837158,hits_per_25_species,OG0011524,0,1,8,17
1,1,1,1,NA,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,NA,1,0.71061348277,1,1,NA,1,1,1,1,NA,NA,hits_per_25_species,OG0011530,0,0,9,16
1,1,1,1,1,NA,1,1,1,1,1,1,0.678413316204991,1,NA,1,1,1,1,1,1,1,NA,1,1,NA,1,NA,NA,1,0.734632408350118,NA,hits_per_25_species,OG0011544,0,0,8,17
1,NA,NA,1,1,NA,1,1,0.000130426954559004,1,0.0953754923260304,1,0.448271652365006,1,0.0116937242537851,0.00687369955918049,NA,1,1,8.3938822892371e-08,1,1,1,0.00226986872477403,0.000321159749566979,NA,NA,NA,0.00259840100882958,0.000544086536298671,1,1,hits_per_25_species,OG0011550,3,5,7,18
1,1,1,1,1,1,3.82148718225395e-09,1,1,1,1,1,0.00136303045829966,1,1,1,1,NA,1,NA,1,1,NA,1,1,NA,NA,NA,1,1,1,NA,hits_per_25_species,OG0011551,0,2,8,17
1,1,1,1,1,1,1,1,NA,1,1,1,NA,NA,1.16126109367398e-06,1,1,NA,1,1,1,0.971826991968385,NA,NA,0.201331948674383,1,1,1,1,1,1,NA,hits_per_25_species,OG0011562,1,0,8,17
1,0.153018848374383,1,1,1,0.531685917787572,1,1,NA,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,NA,1,NA,NA,NA,hits_per_25_species,OG0011563,0,0,8,17
0.1556579607376,NA,1,1,1,1,NA,1,NA,1,1,0.0266657810572898,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,NA,1,1,1,NA,hits_per_25_species,OG0011567,0,1,10,15
1,1,1,1,1,NA,1,1,1,NA,NA,0.00641076630358406,4.13590401876496e-05,1,1,1,1,0.00216495723476484,0.0806197317331895,1,1,1,NA,1,0.505745696684621,NA,NA,NA,0.147424355217842,1,1,1.91832268484071e-05,hits_per_25_species,OG0011591,1,3,9,16
0.868051238503131,NA,1,1,1,0.0825225901632828,1,1,1,NA,1,1,1,1,1,1,0.1601736431509,1,1,1,1,1,NA,1,1,NA,NA,NA,1,1,1,NA,hits_per_25_species,OG0011597,0,0,10,15
1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.644036327481962,NA,1,NA,NA,1,NA,NA,NA,1.19718004071845e-05,1,1,1,hits_per_25_species,OG0011598,0,1,9,16
0.320956705674761,1,1,1,1,1,0.159161745253754,NA,1,0.231753010808947,7.23468571600661e-05,1,0.706239325538885,NA,1.68914251398311e-05,NA,0.155702448740503,NA,0.82200487193819,1,1,1,1,1,0.799353922048378,NA,NA,NA,1,0.350585235810973,1,0.717239395147179,hits_per_25_species,OG0011601,1,1,7,18
1,0.683672183544135,1,1,NA,1,1,NA,0.0299486342528002,0.270312374627225,1,1,1,1,NA,1,0.0529656627687125,1,0.547535153354703,0.682384138185815,1,1,1,0.00617197111110829,NA,NA,NA,NA,1.08143890903412e-06,1,0.458768586066115,1,hits_per_25_species,OG0011603,1,2,8,17
1,NA,1,1,0.224333619498056,1,1,NA,1,2.36109996104572e-05,1,9.27560250829629e-10,0.34453151722441,1,1,1,1,1,1,1,1,1,NA,0.0467000053891762,1,NA,0.23972770319659,NA,0.818185675853937,1,NA,NA,hits_per_25_species,OG0011608,1,2,8,17
1,1,1,1,1,NA,0.182710389960707,1,NA,NA,NA,1,NA,1,1,1,0.0359831803435959,1,0.134764609466173,1,NA,1,1,1,1,1,1,NA,0.0570815796784285,1,1,1,hits_per_25_species,OG0011617,1,0,10,15
1,1,NA,1,1,1,1,NA,1,1,0.0107224183210942,1,1,1,1,1,NA,1,1,1,NA,0.0384776970937431,1,1,NA,1,NA,NA,1,1,1,1,hits_per_25_species,OG0011625,0,2,8,17
1,NA,1.16252635296021e-09,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,3.4366484843118e-05,1,NA,NA,1,NA,NA,NA,1,0.225130855183216,1,1,hits_per_25_species,OG0011629,1,1,8,17
1,1,1,1,1,1,1.63797064245408e-08,1,1,1.20002571213362e-06,1,1,1,1,1,NA,NA,1,1,1,1,NA,NA,NA,1,1,NA,1,0.568326173279087,NA,1,1,hits_per_25_species,OG0011639,0,2,9,16
0.395491095953547,1,1,0,1,NA,1,1,0.301752009775689,0.568265430589301,NA,0.0706904633883803,1,1,0.20682833516213,1,0.0149291178509456,0.0722005460561274,1,0.203866355049156,1,0.823156556942289,NA,NA,1,NA,NA,NA,0.00448291578761528,1,1,1,hits_per_25_species,OG0011648,1,2,8,17
1,0.291904114320638,1,NA,0.109448584652231,NA,1,1,1,1,1,0.178945840922732,1,0.723864646460559,0.957536758537513,1,NA,1,0.0307323549395708,1,1,NA,1,1,1,NA,NA,NA,1,1,1.61446571667057e-08,1,hits_per_25_species,OG0011649,1,1,8,17
1,1,1,1,1,1,1,NA,0.903806778651022,1,1,1,0.000463660710799951,1,NA,1,NA,1,1,1,1,1,NA,NA,1,1,1,NA,0.0847720026563789,0.0833407191059006,NA,1,hits_per_25_species,OG0011655,0,1,6,19
1,NA,1,1,0.259856395467256,6.68450829688361e-07,1,7.10512613188996e-08,1,1,1,NA,NA,1,1,0.545889894340322,0.136679824866756,1,0.0489009205097579,0.21013333104766,0.133183815196193,0.0233038097296987,1.11850767092747e-07,0.0546524309006554,1,NA,NA,NA,NA,1,1,1,hits_per_25_species,OG0011669,2,3,10,15
1,NA,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,hits_per_25_species,OG0011671,0,0,8,17
0.642184330406433,1,0,1,1,1,1,NA,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,NA,1,1,NA,NA,NA,NA,1,1,1,hits_per_25_species,OG0011678,1,0,8,17
1,0.443274817814676,1,1,1,1,1,NA,1,NA,NA,1,1,1,1,1,1,1,0.0461862819662939,1,NA,1,NA,1,1,NA,NA,1,1,1,1,2.48419393794608e-06,hits_per_25_species,OG0011681,0,2,9,16
1,NA,1,1,0.313033935775545,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,0.160728210722333,1,1,1,NA,NA,NA,0.315107115791098,1,NA,NA,hits_per_25_species,OG0011689,0,0,8,17
1,1,1,1,1,3.12064818430713e-11,0.00258058898368052,NA,1,NA,0.0485497179167036,1,1,0.0442621785078721,1,1,NA,1,1,0.121845593966829,1,1,NA,NA,1,1,0,NA,0.664677366526127,1,0.000484425866080773,NA,hits_per_25_species,OG0011690,3,3,8,17
1,1,1,1,NA,1,1,1,1,1,1,1,1,1,0.00506348196141315,1,1,0.0151841353905122,1,1,NA,1,NA,NA,4.71059302675769e-11,NA,NA,NA,1,1,0.0244386584091617,6.74229561070661e-11,hits_per_25_species,OG0011695,3,2,9,16
1,1,NA,1,1,1,1,NA,NA,1,1,NA,1,1,1,1,1,1,1,1,0.407724530247485,1,1,NA,NA,1,1,NA,1,1,1,1,hits_per_25_species,OG0011701,0,0,8,17
1,NA,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,0.000518139194280065,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,NA,hits_per_25_species,OG0011726,1,0,10,15
0.990938565895892,0.769951086275512,1,1,0.52936261928505,1,1,NA,1,0.0044902659513249,1,NA,1,1,1,0.0224376558080055,1.46366252451457e-12,1,1,1,1,1,NA,1,1,NA,NA,NA,NA,1,1,1,hits_per_25_species,OG0011732,1,2,9,16
1,NA,1,1,1,1,1,1,1,NA,1,1,1,NA,1,NA,1,1,1,1,NA,1,NA,1,1,1,NA,1,1,1,1,1,hits_per_25_species,OG0011736,0,0,10,15
1,NA,1,1,1,NA,1,1,1,1,1,1,1,1,9.69666439365469e-08,1,NA,1,1,1,1,1,NA,1,8.88174422897237e-08,NA,NA,NA,1,1,1,1,hits_per_25_species,OG0011747,1,1,8,17
1,1,1,1,NA,1,1,NA,1,0.522747714052516,1,1,1,1,1,1,NA,0.90873304620666,1,1,NA,1,NA,1,1,1,NA,NA,1,1,7.76878347680254e-06,0.0703412746220142,hits_per_25_species,OG0011752,1,0,9,16
1,NA,1,1,1,1,1,NA,1,0.0029358349801073,1,NA,0.108363327207566,1,1,1,1,1.78483621272596e-05,1,NA,1,1,1,1,1,NA,1,NA,1,1,1,NA,hits_per_25_species,OG0011756,1,1,8,17
1,1,NA,1,0.949548199216184,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,0.000607679990862253,NA,1,1,NA,NA,NA,1,1,1,1,hits_per_25_species,OG0011771,0,1,7,18
1,1,1,1,1,1,1,1,NA,NA,1,1,1,NA,1,1,1,NA,1,NA,1,1,1,1,1,NA,1,NA,1,1,1,1,hits_per_25_species,OG0011774,0,0,7,18
NA,0.813402299155871,NA,NA,1,1,1,1,1,1,1,1,1,1.37915779907516e-08,1,1,1,1,1,0.214051889572477,1,1,NA,1,1,NA,NA,NA,0.000108638042469078,1,1,1,hits_per_25_species,OG0011782,1,1,9,16
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,1,NA,1,1,NA,NA,NA,1,1,1,1,hits_per_25_species,OG0011786,0,0,8,17
NA,1,NA,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,hits_per_25_species,OG0011797,0,0,9,16
NA,1,NA,0.540413865715928,1,1,1,1,1,NA,1,0.554412863208761,NA,1,1,0.516345716579169,1,1,0.0494220862569246,0.108998489870454,1,0.00128622710301063,1,NA,1,1,NA,NA,1.30451205393456e-14,1,0.0151814902790723,1,hits_per_25_species,OG0011800,1,3,9,16
NA,1,1,1,1,1,0.135003607498078,NA,0.85938637131993,1,1,0.430551455113959,1,1,1,1,1,1,1,1,1,1,0.840878535804795,1,NA,NA,NA,NA,0.259067139479931,1,1,NA,hits_per_25_species,OG0011801,0,0,9,16
NA,1,1,1,1,1,2.39717135031014e-11,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,1,NA,NA,1,NA,NA,1,1,1,0.000330943437094944,1,hits_per_25_species,OG0011809,1,1,8,17
NA,1,NA,1,0.666500612972174,1,1,0.860721632718883,1,0.0204510224053313,1,1,NA,1,1,1,0.0013221351125674,1,0.714171152663539,1,1,1,NA,0.162492480788404,1,NA,NA,NA,0.0758443889148495,0.532106704063133,1,1,hits_per_25_species,OG0011812,1,1,9,16
NA,NA,2.74038020109391e-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,1,1,NA,1,NA,1,1,1,1,hits_per_25_species,OG0011822,1,0,9,16
NA,1,1,1,1,NA,1,1,NA,1,1,NA,1,1,1,1,1,1,1,1,1,1,0.0727824377636357,NA,1,NA,1,1,NA,1,0.952928487093731,4.09574257842493e-09,hits_per_25_species,OG0012014,0,1,8,17
1,1,1,1,1,1,1,1,1,0.604791142960943,1,1,NA,1,1,1,NA,1,NA,0.000148286454279389,1,NA,1,1,0.00405277389542136,NA,NA,1,1,NA,1,1,hits_per_25_species,OG0012062,1,1,9,16
1,1,NA,1,NA,9.8878530901958e-07,1,1,1,NA,1,NA,1,1,1,1,NA,0.0662987623404573,1,1,1.54028802883399e-05,1,NA,1,1,NA,1,1,1,1,1,1,hits_per_25_species,OG0012070,1,1,8,17
1,0.00463583825804392,1,1,1,1,1,NA,1,NA,1,1,NA,1,1,1,1,1,1,1,NA,7.15755643593274e-06,NA,0.653921004668166,0.0270162634080223,NA,1,NA,1,0.0515158898295713,1,1,hits_per_25_species,OG0012086,0,3,9,16
1,1,NA,1,1,1,1,1,NA,1,1,1,0.0758078244811475,1,1,1,1,1,NA,1,5.47895062652515e-14,NA,NA,1,1,NA,1,NA,1,1,1,1,hits_per_25_species,OG0012091,0,1,9,16
1,1,1,4.19838360743441e-08,1,1,1,1,1,NA,NA,1,1,1,1,1,NA,0.000214855137886105,1,1,1,1,1,1,1,NA,NA,NA,1,1,0.278318150195752,NA,hits_per_25_species,OG0012097,1,1,9,16
1,NA,1,1,NA,1,1,NA,1,1,1,1,NA,1,1,1,1,1,1,0.384244132474198,1,1,NA,1,1,1,1,NA,1,1,1,NA,hits_per_25_species,OG0012098,0,0,10,15
1,1,1,1,1,1,NA,NA,1,NA,1,1,0.202093967288177,1,1,1,NA,0.240168945822893,1,1,1,1,NA,1,1,NA,1,NA,2.28715921368749e-07,1,1,1,hits_per_25_species,OG0012102,0,1,8,17
0.0608780974252143,1,1,0.00100761961997997,1,1.09178970308932e-08,0.218002521607396,0.0625848313870316,1,1,0.00653807769293246,NA,0.250050083598829,1,NA,NA,1,1,0.484809241001956,0.443987553036095,1,0.334231815071578,NA,0.203993034491993,NA,1,NA,NA,0.000542750557185057,1,1.36843314457735e-11,1,hits_per_25_species,OG0012126,2,3,10,15
1,1,1,1,1,1,1,1,NA,1,1,1,1,1,0.340843690037463,1,1,1,1,1,1,1,NA,NA,1,NA,0.408628894279593,NA,1,1,NA,NA,hits_per_25_species,OG0012135,0,0,8,17
1,1,5.40335289511695e-07,1,1,1,1,NA,NA,NA,1,1.21025323096546e-09,0.37519847000703,1,1,NA,1,1,0.0902808368408137,1,NA,1,1,NA,1,1,1,1,1,1,1,NA,hits_per_25_species,OG0012145,1,1,9,16
1,NA,1,1,1,1,1,1,1,1,1.16729625965206e-09,1,1,NA,1,1,1,NA,1,1,1,1,NA,NA,1,1.73783590022847e-05,NA,NA,1,4.70357086612694e-12,1,3.45434791881871e-12,hits_per_25_species,OG0012149,1,3,8,17
0.798267431521635,1,1,1,0.958331097660248,1,0.670608397253685,0.171741018197563,1,NA,NA,NA,1,1,0.0657220973053613,0.0284240550350189,1,5.73362007871836e-09,1,NA,1,1,1,1,1,NA,1,NA,NA,1,1,1,hits_per_25_species,OG0012164,1,1,9,16
NA,1,NA,NA,1,1,0.452139498065287,1,NA,2.44747769018172e-05,1,1,NA,1,0.000453852054383419,0.0348630463831385,1,0.00101896236957311,0.150674213088694,0.669591186461586,1,1,1,1.17869979541774e-05,1,1,NA,1,0.0777000868502786,1,1,NA,hits_per_25_species,OG0012169,3,2,10,15
NA,1,NA,NA,0.0916123879766575,1,1,1,1,0.116634489044823,1,1,NA,0.456796508807467,NA,1,0.124778702539939,1,1,1,1,1,1,0.91945616040867,1,NA,1,1,1.72442903358383e-05,1,1,NA,hits_per_25_species,OG0012170,0,1,8,17
NA,0.896630231240529,1,1,1,1,0.906538898739064,1,1,NA,1,1,1,1,1,NA,1,NA,1,1,1,1,1,1,1,NA,NA,NA,0.000103930598704671,1,1,1,hits_per_25_species,OG0012177,0,1,9,16
NA,1,NA,NA,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,4.07241529387647e-09,1,1,NA,1,1,1,NA,NA,1,1,7.60143152833681e-06,1,hits_per_25_species,OG0012183,2,0,10,15
NA,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,1,1,1,1,NA,1,1,1,NA,0.697232880608941,NA,1,NA,1,1,hits_per_25_species,OG0012194,0,0,9,16
NA,NA,1,1,1,1,1,1,0.0196251992073966,1,1,1,1,NA,1,1,1,NA,1,5.38590855534426e-05,1,1,1,1,0.222103604895781,NA,1,NA,1,1,1,NA,hits_per_25_species,OG0012203,1,1,8,17
1,NA,1,1,1,NA,NA,1,1,NA,1,1,1,1,NA,1,1,1,1,NA,1,1,0.26002500582371,1,0.38285834129683,1,1,1,NA,1,1,1,hits_per_25_species,OG0012301,0,0,8,17
1,0.223623083516239,1,1,1,NA,1,NA,1,NA,NA,1,1,1,NA,0.00325636025366494,1,1,0.852524801950097,NA,1,1,1,NA,1,1,1.56541446472147e-14,1,1,1,1,1,hits_per_25_species,OG0012382,0,2,6,19
1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,hits_per_25_species,OG0012385,0,0,9,16
1,NA,1,1,1,1,NA,1,NA,1,1,0.105398279350405,NA,1,0.387113184820343,0.989857372058143,0.555280061076027,1,1,1,NA,1,1,0.728963914741762,1,NA,NA,3.90885633960725e-06,1,1,1,1,hits_per_25_species,OG0012402,0,1,10,15
