OG,Preferred_name,Description,count,analysis
OG0009787,OGFOD3,Prolyl 4-hydroxylase alpha subunit homologues.,4,longevity
OG0009819,CCDC158,Coiled-coil domain containing 158,4,longevity
OG0009857,GALE,UDP-N-acetylglucosamine 4-epimerase activity,4,longevity
OG0009859,PRIMA1,Proline rich membrane anchor 1,4,longevity
OG0009874,RTDR1,Rhabdoid tumor deletion region,4,longevity
OG0009880,C14orf37,Domain of unknown function (DUF4696),4,longevity
OG0009887,IL20RB,"Interferon-alpha/beta receptor, fibronectin type III",4,longevity
OG0009913,C1orf198,Domain of unknown function (DUF4706),4,longevity
OG0009919,CLNK,hematopoietic cell linker,4,longevity
OG0009946,SERINC5,Serine incorporator (Serinc),4,longevity
OG0009951,TPRN,Phostensin PP1-binding and SH3-binding region,4,longevity
OG0009960,MFRP,eye photoreceptor cell development,4,longevity
OG0009985,ANKRD32,Regulator of Ty1 transposition protein 107 BRCT domain,4,longevity
OG0009992,MDP1,Acid Phosphatase,4,longevity
OG0010040,TRAF3IP2,SEFIR domain,4,longevity
OG0010042,CEP290,Centrosomal protein,4,longevity
OG0010070,AFF1,AF-4 proto-oncoprotein,4,longevity
OG0010079,C15orf26,Cilia and flagella associated protein 161,4,longevity
OG0010083,HPS6,"May regulate the synthesis and function of lysosomes and of highly specialized organelles, such as melanosomes and platelet dense granules",4,longevity
OG0010108,TNS4,Phosphotyrosine-binding domain,4,longevity
OG0010124,CASZ1,zinc finger,4,longevity
OG0010149,PEX14,Peroxisomal,4,longevity
OG0010152,QRSL1,Allows the formation of correctly charged Gln-tRNA(Gln) through the transamidation of misacylated Glu-tRNA(Gln) in the mitochondria. The reaction takes place in the presence of glutamine and ATP through an activated gamma-phospho-Glu- tRNA(Gln),4,longevity
OG0010188,TELO2,telomere,4,longevity
OG0010251,MIPOL1,Mirror-image polydactyly,4,longevity
OG0010255,CAPN10,calpain_III,4,longevity
OG0010266,WBSCR22,Methyltransferase involved in Williams-Beuren syndrome,4,longevity
OG0010355,PLA2R1,oxidative stress-induced premature senescence,4,longevity
OG0010362,C1orf109,Chromosome 1 open reading frame,4,longevity
OG0010366,COL9A2,Collagen triple helix repeat (20 copies),4,longevity
OG0010388,DFFA,"DNA Fragmentation factor 45kDa, C terminal domain",4,longevity
OG0010398,MERTK,"MER proto-oncogene, tyrosine kinase",4,longevity
OG0010408,HIRA,for the periodic repression of histone gene transcription during the cell cycle,4,longevity
OG0010409,ATXN10,Spinocerebellar ataxia type 10 protein domain,4,longevity
OG0010416,ENTPD6,GDA1/CD39 (nucleoside phosphatase) family,4,longevity
OG0010422,ENGASE,Glycosyl hydrolase family 85,4,longevity
OG0010432,NUDT14,Nudix (nucleoside diphosphate linked moiety X)-type motif 14,4,longevity
OG0010438,FRMPD3,Band 4.1 homologues,4,longevity
OG0010444,PDE12,Endonuclease/Exonuclease/phosphatase family,4,longevity
OG0010455,KIF27,Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family,4,longevity
OG0010456,PPP1R26,Protein phosphatase 1 regulatory subunit 26 N-terminus,4,longevity
OG0010462,CRAMP1L,"SANT  SWI3, ADA2, N-CoR and TFIIIB'' DNA-binding domains",4,longevity
OG0010503,SLC4A1AP,Forkhead associated domain,4,longevity
OG0010521,PNKD,Hydroxyacylglutathione hydrolase C-terminus,4,longevity
OG0010530,B3GALNT2,"Beta-1,3-N-acetylgalactosaminyltransferase 2",4,longevity
OG0010536,GAS6,Domain containing Gla (gamma-carboxyglutamate) residues.,4,longevity
OG0010540,GPR157,Slime mold cyclic AMP receptor,4,longevity
OG0010564,CHADL,Leucine rich repeat N-terminal domain,4,longevity
OG0010569,TCTN1,Tectonic family member 1,4,longevity
OG0010574,MSTO1,Misato Segment II tubulin-like domain,4,longevity
OG0010575,PGS1,Phosphatidylglycerophosphate synthase 1,4,longevity
OG0010584,CRELD2,Furin-like repeats,4,longevity
OG0010586,GRAMD3,"domain in glucosyltransferases, myotubularins and other putative membrane-associated proteins",4,longevity
OG0010587,FAM166B,"Family with sequence similarity 166, member B",4,longevity
OG0010604,RNF43,Ring finger protein 43,4,longevity
OG0010613,NRAP,anchoring protein,4,longevity
OG0010614,LEMD3,Man1-Src1p-C-terminal domain,4,longevity
OG0010630,NCAPG2,Condensin II non structural maintenance of chromosomes subunit,4,longevity
OG0010634,UPK1B,Tetraspanin family,4,longevity
OG0010645,TMEM194B,Nuclear envelope integral membrane protein 2,4,longevity
OG0010648,MATN1,Trimeric coiled-coil oligomerisation domain of matrilin,4,longevity
OG0010658,RASA4,negative regulation of Ras protein signal transduction,4,longevity
OG0010666,ENTHD2,ENTH domain,4,longevity
OG0010669,RBBP8NL,Tumour-suppressor protein CtIP N-terminal domain,4,longevity
OG0010688,FAM135A,Family with sequence similarity 135 member A,4,longevity
OG0010697,STON2,Stonin 2,4,longevity
OG0010701,KIF11,Kinesin-associated microtubule-binding,4,longevity
OG0010708,COL20A1,Thrombospondin N-terminal -like domains.,4,longevity
OG0010709,ITGB4,"Integrin, beta 4",4,longevity
OG0010712,APAF1,NB-ARC domain,4,longevity
OG0010721,ATR,ATR serine threonine kinase,4,longevity
OG0010725,CEP131,Short calmodulin-binding motif containing conserved Ile and Gln residues.,4,longevity
OG0010729,PROSER1,Domain of unknown function (DUF4476),4,longevity
OG0010749,ZNF106,beta-propeller repeat,4,longevity
OG0010798,SYT17,exocytosis,4,longevity
OG0010801,TMEM259,Transmembrane protein 259,4,longevity
OG0010805,MRPL38,Phosphatidylethanolamine-binding protein,4,longevity
OG0010811,POLA1,DNA Polymerase alpha zinc finger,4,longevity
OG0010832,CD6,Scavenger receptor Cys-rich,4,longevity
OG0010855,PCNXL3,Pecanex-like 3,4,longevity
OG0010875,VPS16,"Vps16, N-terminal region",4,longevity
OG0010891,DEPDC1,"Domain found in Dishevelled, Egl-10, and Pleckstrin",4,longevity
OG0010950,ZSWIM2,"Zinc finger, SWIM-type containing 2",4,longevity
OG0010956,XPNPEP2,"X-prolyl aminopeptidase (aminopeptidase P) 2, membrane-bound",4,longevity
OG0010962,ALPK1,Alpha-kinase family,4,longevity
OG0010975,CD226,Immunoglobulin V-set domain,4,longevity
OG0010978,C2orf61,Sperm-tail PG-rich repeat,4,longevity
OG0011016,SUSD4,Domain abundant in complement control proteins; SUSHI repeat; short complement-like repeat (SCR),4,longevity
OG0011036,C16orf59,Chromosome 16 open reading frame,4,longevity
OG0011042,FAM92B,FAM92 protein,4,longevity
OG0011043,HEBP1,Heme binding protein 1,4,longevity
OG0011049,BTBD19,BTB POZ domain-containing protein 19,4,longevity
OG0011110,IQCG,IQ motif containing G,4,longevity
OG0011114,MICAL1,"Microtubule associated monooxygenase, calponin and LIM domain containing 1",4,longevity
OG0011118,RNASEH2C,"Ribonuclease H2, subunit C",4,longevity
OG0011121,BCAS1,sequence 1,4,longevity
OG0011137,CEP63,centriole replication,4,longevity
OG0011150,RUSC1,RUN and SH3 domain containing 1,4,longevity
OG0011161,POLD3,"Polymerase (DNA-directed), delta 3, accessory subunit",4,longevity
OG0011163,SLC39A7,zinc ion transport,4,longevity
OG0011191,NEFH,Repeat of unknown function (DUF1388),4,longevity
OG0011240,DYNC2H1,Dynein cytoplasmic 2 heavy chain 1,4,longevity
OG0011267,GALNT12,polypeptide N-acetylgalactosaminyltransferase 12,4,longevity
OG0011270,TAPBP,TAP binding protein,4,longevity
OG0011287,NOX4,superoxide-generating NADPH oxidase activity,4,longevity
OG0011302,C20orf96,Chromosome 20 open reading frame,4,longevity
OG0011307,PROSER3,Proline and serine rich 3,4,longevity
OG0011311,GPR180,Rhodopsin-like GPCR transmembrane domain,4,longevity
OG0011330,ZNF511,Zinc finger protein 511,4,longevity
OG0011350,ARL6IP4,Nuclear RNA-splicing-associated protein,4,longevity
OG0011365,NTRK1,Tyrosine-protein kinase receptor C2 Ig-like domain,4,longevity
OG0011391,CLPB,"C-terminal, D2-small domain, of ClpB protein",4,longevity
OG0011394,TCHP,negative regulation of cilium assembly,4,longevity
OG0011404,APOB,DUF1943,4,longevity
OG0011410,EMB,Immunoglobulin,4,longevity
OG0011414,CCDC62,Coiled-coil domain containing 62,4,longevity
OG0011426,PEX6,Peroxisomal biogenesis factor 6,4,longevity
OG0011433,CDH16,Cadherin 16,4,longevity
OG0011441,MAN2C1,"Alpha mannosidase, middle domain",4,longevity
OG0011457,INO80,DNA-binding domain,4,longevity
OG0011498,LYRM9,Complex 1 protein (LYR family),4,longevity
OG0011537,PPP1R3G,Protein phosphatase 1 regulatory subunit 3G,4,longevity
OG0011553,C9orf171,Domain of unknown function (DUF4483),4,longevity
OG0011566,CNNM3,Cyclin and CBS domain divalent metal cation transport mediator 3,4,longevity
OG0011574,PIGL,"Phosphatidylinositol glycan anchor biosynthesis, class L",4,longevity
OG0011616,C6orf118,Translin-associated factor X-interacting N-terminus,4,longevity
OG0011627,ALLC,Allantoicase repeat,4,longevity
OG0011632,MIIP,Migration and invasion-inhibitory,4,longevity
OG0011657,ZNF518B,C2H2-type zinc-finger domain,4,longevity
OG0011663,CSF3R,Ig-like C2-type domain,4,longevity
OG0011670,PARK2,In Between Ring fingers,4,longevity
OG0011681,ERICH1,Glutamate-rich protein 1,4,longevity
OG0011713,CCDC68,microtubule anchoring at centrosome,4,longevity
OG0011720,C10orf54,Immunoglobulin V-set domain,4,longevity
OG0011721,PPCS,DNA / pantothenate metabolism flavoprotein,4,longevity
OG0011737,FAM83E,Protein of unknown function (DUF1669),4,longevity
OG0011785,DHRS1,Dehydrogenase reductase SDR family member 1,4,longevity
OG0011801,NFAM1,Immunoglobulin,4,longevity
OG0011802,C7orf50,Uncharacterised conserved protein (DUF2373),4,longevity
OG0011809,FAM105A,Peptidase family C101,4,longevity
OG0011816,ZNF750,Zinc finger protein 750,4,longevity
OG0011859,CCDC66,regulation of protein localization to cilium,4,longevity
OG0011883,FAM83C,Protein of unknown function (DUF1669),4,longevity
OG0011905,TCTN3,Tectonic family member 3,4,longevity
OG0011957,C5,A-macroglobulin receptor,4,longevity
OG0011989,EFCAB12,EF-hand calcium binding domain 12,4,longevity
OG0012007,PPP1R32,Protein phosphatase 1 regulatory subunit 32,4,longevity
OG0012011,NOXRED1,NADP oxidoreductase coenzyme F420-dependent,4,longevity
OG0012040,MMRN1,EMI domain,4,longevity
OG0012051,VSIG2,Immunoglobulin V-set domain,4,longevity
OG0012071,C14orf93,Chromosome 14 open reading frame,4,longevity
OG0012084,IGSF9,Immunoglobulin C-2 Type,4,longevity
OG0012095,TCTN2,Protein of unknown function (DUF1619),4,longevity
OG0012112,SFXN4,Tricarboxylate carrier,4,longevity
OG0012116,PIK3C2G,"Phosphoinositide 3-kinase, region postulated to contain C2 domain",4,longevity
OG0012144,BASP1,Brain acid soluble protein 1 (BASP1 protein),4,longevity
OG0012188,CCDC167,Coiled-coil domain-containing protein 167,4,longevity
OG0012190,MDGA1,MAM domain containing glycosylphosphatidylinositol anchor 1,4,longevity
OG0012204,SIPA1,Rap/ran-GAP,4,longevity
OG0012211,USP21,Belongs to the peptidase C19 family,4,longevity
OG0012270,KREMEN2,WSC domain,4,longevity
OG0012285,DNAH2,"Dynein heavy chain, N-terminal region 1",4,longevity
OG0012300,IL22RA1,Tissue factor,4,longevity
OG0012328,SRMS,"Tyrosine kinase, catalytic domain",4,longevity
OG0012372,STPG2,Sperm-tail PG-rich repeat containing 2,4,longevity
OG0012468,VSIG10L,Immunoglobulin C-2 Type,4,longevity
OG0012492,ACOX2,Acyl-coenzyme A oxidase N-terminal,4,longevity
OG0012529,IL10RA,Tissue factor,4,longevity
OG0012664,CDC20B,"WD domain, G-beta repeat",4,longevity
OG0012675,RAD51AP2,RAD51 associated protein 2,4,longevity
OG0012727,RFX8,"RFX family member 8, lacking RFX DNA binding domain",4,longevity
OG0002915,AKAP9,Pericentrin-AKAP-450 domain of centrosomal targeting protein,3,longevity
OG0003085,HSPG2,heparan sulfate proteoglycan,3,longevity
OG0003327,GATA1,GATA binding protein 1 (globin transcription factor 1),3,longevity
OG0003417,USP54,Ubiquitin carboxyl-terminal hydrolase,3,longevity
OG0003427,NEFM,Intermediate filament head (DNA binding) region,3,longevity
OG0003444,FANCA,Fanconi anaemia group A protein,3,longevity
OG0003478,FGL2,Fibrinogen-like 2,3,longevity
OG0003491,TNRC18,Trinucleotide repeat containing 18,3,longevity
OG0003513,ZCCHC2,"Zinc finger, CCHC domain containing 2",3,longevity
OG0003558,CCDC80,Domain of unknown function (DUF4174),3,longevity
OG0003561,E2F6,E2F transcription factor 6,3,longevity
OG0003576,MORC3,MORC family CW-type zinc finger,3,longevity
OG0003582,BOK,BCL2-related ovarian killer,3,longevity
OG0003599,HOMEZ,"Homeodomain leucine-zipper encoding, Homez",3,longevity
OG0003601,CFAP54,cilium movement involved in cell motility,3,longevity
OG0003607,UQCRB,"mitochondrial electron transport, ubiquinol to cytochrome c",3,longevity
OG0003633,CTDNEP1,CTD nuclear envelope phosphatase 1,3,longevity
OG0003645,RPRD2,RPR,3,longevity
OG0003690,RACGAP1,Rac GTPase activating protein 1,3,longevity
OG0003696,CASP6,"Caspase 6, apoptosis-related cysteine peptidase",3,longevity
OG0003714,USP19,Linker region of USP19 deubiquitinase,3,longevity
OG0003778,FRAS1,Fraser extracellular matrix complex subunit 1,3,longevity
OG0003779,RGS3,Regulator of G protein signalling domain,3,longevity
OG0003780,NDC80,kinetochore complex component,3,longevity
OG0003785,WIZ,Widely interspaced zinc finger motifs,3,longevity
OG0003819,TPCN2,Ion transport protein,3,longevity
OG0003868,SAP130,Histone deacetylase complex subunit SAP130 C-terminus,3,longevity
OG0003869,DIDO1,Death inducer-obliterator 1,3,longevity
OG0003870,THBD,Thrombomodulin,3,longevity
OG0003875,PECAM1,Immunoglobulin like,3,longevity
OG0003876,F11R,Immunoglobulin V-set domain,3,longevity
OG0003886,CMAS,N-acylneuraminate cytidylyltransferase activity,3,longevity
OG0003928,KCMF1,Potassium channel modulatory factor 1,3,longevity
OG0003948,PDXK,Phosphomethylpyrimidine kinase,3,longevity
OG0003951,CEP162,Centrosomal protein,3,longevity
OG0003970,SNX18,WASP-binding domain of Sorting nexin protein,3,longevity
OG0003975,Wash1,WAHD domain of WASH complex,3,longevity
OG0003981,CCSER2,Coiled-coil serine-rich protein 2,3,longevity
OG0003995,SYT7,Protein kinase C conserved region 2 (CalB),3,longevity
OG0004022,RHBDD2,Rhomboid domain containing 2,3,longevity
OG0004034,PLCE1,"Phospholipase C, catalytic domain (part); domain Y",3,longevity
OG0004064,RNF34,"Negatively regulates p53 TP53 through its direct ubiquitination and targeting to proteasomal degradation. Indirectly, may also negatively regulate p53 TP53 through ubiquitination and degradation of SFN. Mediates PPARGC1A proteasomal degradation probably through ubiquitination thereby indirectly regulating the metabolism of brown fat cells. Possibly involved in innate immunity, through 'Lys-48'-linked polyubiquitination of NOD1 and its subsequent proteasomal degradation",3,longevity
OG0004082,PHF20,Protein of unknown function (DUF3776),3,longevity
OG0004092,FKBP15,FKBP-type peptidyl-prolyl cis-trans isomerase,3,longevity
OG0004098,DENND3,"Domain found in a variety of signalling proteins, always encircled by uDENN and dDENN",3,longevity
OG0004101,GRN,Granulin,3,longevity
OG0004104,DNMBP,Src homology 3 domains,3,longevity
OG0004107,CSPP1,Coiled-coil domain-containing protein 66,3,longevity
OG0004114,COL14A1,Thrombospondin N-terminal -like domains.,3,longevity
OG0004115,L1CAM,Cell adhesion molecule,3,longevity
OG0004132,KIAA0586,Hedgehog signalling target,3,longevity
OG0004134,CBX7,homolog 7,3,longevity
OG0004151,SLC5A6,"Solute carrier family 5 (sodium multivitamin and iodide cotransporter), member 6",3,longevity
OG0004172,PTGER4,prostaglandin E receptor 4 (subtype EP4),3,longevity
OG0004185,HSD3B7,"Hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7",3,longevity
OG0004191,CRTAC1,ASPIC and UnbV,3,longevity
OG0004224,MEI1,chromosome localization to nuclear envelope involved in homologous chromosome segregation,3,longevity
OG0004240,MTFR1,mitochondrial fission,3,longevity
OG0004245,PORCN,"MBOAT, membrane-bound O-acyltransferase family",3,longevity
OG0004259,LPCAT1,Phosphate acyltransferases,3,longevity
OG0004260,HMGXB4,Domain of unknown function (DUF4171),3,longevity
OG0004269,ZNF513,C2H2-type zinc-finger domain,3,longevity
OG0004282,TIMM50,protein serine/threonine phosphatase activity,3,longevity
OG0004286,C11orf30,ENT,3,longevity
OG0004300,GRIN1,"Glutamate receptor, ionotropic, N-methyl D-aspartate 1",3,longevity
OG0004314,MEGF9,Laminin-type epidermal growth factor-like domai,3,longevity
OG0004322,NUSAP1,Nucleolar and spindle-associated protein,3,longevity
OG0004339,SLC30A10,Cation efflux family,3,longevity
OG0004344,IGBP1,TAP42-like family,3,longevity
OG0004349,SCFD2,Sec1 family,3,longevity
OG0004365,RILPL2,Rab interacting lysosomal protein-like 2,3,longevity
OG0004368,CCR6,DN3 thymocyte differentiation,3,longevity
OG0004374,COL23A1,Collagen triple helix repeat (20 copies),3,longevity
OG0004379,PLP2,Membrane-associating domain,3,longevity
OG0004406,DSP,Desmoplakin,3,longevity
OG0004408,C2CD3,Protein kinase C conserved region 2 (CalB),3,longevity
OG0004410,RASSF5,Novel Ras effector 1 C-terminal SARAH (Sav/Rassf/Hpo) domain,3,longevity
OG0004413,USP53,Ubiquitin carboxyl-terminal hydrolase,3,longevity
OG0004414,PLD1,Phospholipase D. Active site motifs.,3,longevity
OG0004416,ZCCHC17,S1 RNA binding domain,3,longevity
OG0004419,GABBR1,7 transmembrane sweet-taste receptor of 3 GCPR,3,longevity
OG0004439,RAPGEF1,Guanine nucleotide exchange factor for Ras-like GTPases; N-terminal motif,3,longevity
OG0004452,DLG5,"Discs, large homolog 5 (Drosophila)",3,longevity
OG0004467,AOC1,"Copper amine oxidase, N2 domain",3,longevity
OG0004483,MARCO,Scavenger receptor Cys-rich,3,longevity
OG0004499,APOH,Apolipoprotein H (beta-2-glycoprotein I),3,longevity
OG0004502,RNF17,Tudor domain,3,longevity
OG0004510,slc23a2,Permease family,3,longevity
OG0004512,COLQ,Collagen-like tail subunit (single strand of homotrimer) of asymmetric acetylcholinesterase,3,longevity
OG0004547,WHSC1L1,Wolf-Hirschhorn syndrome candidate 1-like 1,3,longevity
OG0004554,CEL,Belongs to the type-B carboxylesterase lipase family,3,longevity
OG0004562,AMBP,Alpha-1-microglobulin bikunin precursor,3,longevity
OG0004570,CDCA3,Cell division cycle associated 3,3,longevity
OG0004572,SLC18B1,Solute carrier family 18,3,longevity
OG0004576,CCDC141,Coiled-coil domain containing 141,3,longevity
OG0004586,TTBK2,Protein tyrosine kinase,3,longevity
OG0004587,XKR7,XK-related protein,3,longevity
OG0004595,C2CD2,Protein kinase C conserved region 2 (CalB),3,longevity
OG0004604,LRRK2,"C-terminal of Roc, COR, domain",3,longevity
OG0004638,KCNK5,Ion channel,3,longevity
OG0004649,BDP1,"B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB",3,longevity
OG0004655,BCORL1,BCL-6 corepressor-like,3,longevity
OG0004657,OPLAH,5-oxoprolinase,3,longevity
OG0004663,LEPR,Ig-like C2-type domain,3,longevity
OG0004677,HELB,UvrD-like helicase C-terminal domain,3,longevity
OG0004681,C16orf52,Chromosome 16 open reading frame,3,longevity
OG0004703,RPA1,Replication protein A OB domain,3,longevity
OG0004736,SLC30A1,"Solute carrier family 30 (zinc transporter), member 1",3,longevity
OG0004737,SMC6,telomere maintenance via recombination,3,longevity
OG0004744,PPP1R9B,"Domain present in PSD-95, Dlg, and ZO-1/2.",3,longevity
OG0004748,BUB1B,Mad3/BUB1 hoMad3/BUB1 homology region 1,3,longevity
OG0004752,IWS1,TFIIS helical bundle-like domain,3,longevity
OG0004784,VGLL4,family member 4,3,longevity
OG0004787,CCNB3,Cyclin_C,3,longevity
OG0004798,SPEN,Spen family transcriptional repressor,3,longevity
OG0004815,TULP4,Tub family,3,longevity
OG0004824,ZC3H3,Zinc finger CCCH-type containing 3,3,longevity
OG0004826,OGN,growth factor activity,3,longevity
OG0004828,CEP192,Centrosomal protein,3,longevity
OG0004833,MPDU1,PQ loop repeat,3,longevity
OG0004837,JARID2,Jumonji and AT-rich interaction domain containing 2,3,longevity
OG0004850,SCARA5,Scavenger receptor Cys-rich,3,longevity
OG0004855,FAM184B,"Family with sequence similarity 184, A and B",3,longevity
OG0004868,TTC38,tetratricopeptide repeat,3,longevity
OG0004871,CXXC1,CpG binding protein zinc finger C terminal domain,3,longevity
OG0004887,PRRC2B,coiled-coil 2B,3,longevity
OG0004901,PAPLN,Linking region between Kunitz_BPTI and I-set on papilin,3,longevity
OG0004936,ANKRD10,ankyrin repeat,3,longevity
OG0004963,ZFYVE9,Domain of unknown function (DUF3480),3,longevity
OG0004980,CD36,CD36 family,3,longevity
OG0004984,SRP14,signal recognition particle,3,longevity
OG0005017,LRIT3,"Leucine-rich repeat, immunoglobulin-like and transmembrane domains 3",3,longevity
OG0005028,FGD4,"FYVE, RhoGEF and PH domain containing 4",3,longevity
OG0005044,RGS14,Raf-like Ras-binding domain,3,longevity
OG0005058,GPATCH8,G patch domain containing 8,3,longevity
OG0005063,DHX9,regulation of viral translation,3,longevity
OG0005075,OTOL1,Complement component C1q domain.,3,longevity
OG0005094,GCK,Hexokinase,3,longevity
OG0005099,PAOX,Flavin containing amine oxidoreductase,3,longevity
OG0005114,GDE1,Glycerophosphodiester phosphodiesterase 1,3,longevity
OG0005123,DBF4,DBF4 zinc finger,3,longevity
OG0005124,HDAC5,histone deacetylase activity (H3-K14 specific),3,longevity
OG0005126,DNAJC4,DnaJ molecular chaperone homology domain,3,longevity
OG0005128,C21orf59,Protein of unknown function (DUF2870),3,longevity
OG0005144,FAM86A,methyltransferase activity,3,longevity
OG0005147,C2orf68,Uncharacterised protein family UPF0561,3,longevity
OG0005152,UQCRFS1,ubiquinol-cytochrome-c reductase activity,3,longevity
OG0005156,GOLGB1,Golgin subfamily B member 1,3,longevity
OG0005170,NPHP4,Nephronophthisis 4,3,longevity
OG0005175,MRPS16,Ribosomal protein S16,3,longevity
OG0005177,WNT6,found in Wnt-1,3,longevity
OG0005182,MRPL45,Tim44,3,longevity
OG0005199,ZCCHC10,"zinc finger, CCHC domain containing 10",3,longevity
OG0005207,TYMP,Catalyzes the reversible phosphorolysis of thymidine. The produced molecules are then utilized as carbon and energy sources or in the rescue of pyrimidine bases for nucleotide synthesis,3,longevity
OG0005209,STOX1,Winged helix Storkhead-box1 domain,3,longevity
OG0005210,ZNF518A,zinc finger,3,longevity
OG0005217,ZPR1,zinc finger,3,longevity
OG0005218,MESDC2,positive regulation of skeletal muscle acetylcholine-gated channel clustering,3,longevity
OG0005228,GABBR2,Gamma-aminobutyric acid type B receptor subunit 2,3,longevity
OG0005235,SERPINC1,"Serpin peptidase inhibitor, clade C (antithrombin), member 1",3,longevity
OG0005245,VWA3A,von Willebrand factor type A domain,3,longevity
OG0005259,GCDH,"Acyl-CoA dehydrogenase, N-terminal domain",3,longevity
OG0005263,ABCC10,ABC transporter transmembrane region,3,longevity
OG0005304,NFKBIE,Ankyrin repeats (3 copies),3,longevity
OG0005311,GTPBP8,Ferrous iron transport protein B,3,longevity
OG0005315,NOP58,Nucleolar protein 58,3,longevity
OG0005318,MIR1199,A-kinase anchor protein 2 C-terminus,3,longevity
OG0005325,R3HDM2,R3H domain containing 2,3,longevity
OG0005336,DCAF15,"DDB1-and CUL4-substrate receptor 15, WD repeat",3,longevity
OG0005345,VTI1A,Vesicle transport through interaction with t-SNAREs,3,longevity
OG0005357,C1orf116,Specifically androgen-regulated gene protein,3,longevity
OG0005371,SH3TC1,Src homology 3 domains,3,longevity
OG0005378,ATXN7L2,"SCA7, zinc-binding domain",3,longevity
OG0005380,POLR1A,RNA polymerase I subunit A N-terminus,3,longevity
OG0005381,SLC7A5,"Solute carrier family 7 (amino acid transporter light chain, L system), member 5",3,longevity
OG0005414,KLF7,factor 7,3,longevity
OG0005429,WDR44,WD repeat domain,3,longevity
OG0005448,NFAT5,Rel homology dimerisation domain,3,longevity
OG0005455,GGACT,"Gamma-glutamyl cyclotransferase, AIG2-like",3,longevity
OG0005465,GSTCD,"Glutathione S-transferase, C-terminal domain containing",3,longevity
OG0005466,NFASC,Bravo-like intracellular region,3,longevity
OG0005478,HYLS1,Hydrolethalus syndrome,3,longevity
OG0005480,SPG7,Spastic paraplegia 7 (pure and complicated autosomal recessive),3,longevity
OG0005482,KCNQ2,"Potassium voltage-gated channel, KQT-like subfamily, member 2",3,longevity
OG0005492,ACD,"Shelterin complex subunit, TPP1/ACD",3,longevity
OG0005505,FNDC7,Fibronectin type 3 domain,3,longevity
OG0005506,TNFRSF1B,Tumor necrosis factor receptor / nerve growth factor receptor repeats.,3,longevity
OG0005522,NRP1,C-terminal domain of neuropilin glycoprotein,3,longevity
OG0005525,ANXA11,Annexin repeats,3,longevity
OG0005534,TDG,Uracil DNA glycosylase superfamily,3,longevity
OG0005557,KDF1,Domain of unknown function (DUF4656),3,longevity
OG0005558,MIB2,Mib_herc2,3,longevity
OG0005559,FBLN2,Anaphylatoxin homologous domain,3,longevity
OG0005565,PNISR,Arginine/serine-rich protein PNISR,3,longevity
OG0005576,VAC14,VAC14 homolog,3,longevity
OG0005580,EMILIN2,EMI domain,3,longevity
OG0005601,GEMIN4,Gem nuclear organelle associated protein 4,3,longevity
OG0005616,SPAG5,positive regulation of spindle assembly,3,longevity
OG0005624,PDZD8,PDZ domain,3,longevity
OG0005634,ERMP1,Peptidase family M28,3,longevity
OG0005636,WAPAL,Wings apart-like protein regulation of heterochromatin,3,longevity
OG0005643,ALS2,"ALS2, alsin Rho guanine nucleotide exchange factor",3,longevity
OG0005644,CCDC18,Coiled-coil domain containing 18,3,longevity
OG0005648,FLII,Flightless I homolog (Drosophila),3,longevity
OG0005691,POSTN,"Four repeated domains in the Fasciclin I family of proteins, present in many other contexts.",3,longevity
OG0005736,S1PR4,7 transmembrane receptor (rhodopsin family),3,longevity
OG0005748,LRRC25,Leucine-rich repeat-containing protein 25,3,longevity
OG0005759,BBS10,ATP binding,3,longevity
OG0005766,ZEB1,"Drought induced 19 protein (Di19), zinc-binding",3,longevity
OG0005783,SUSD1,Domain abundant in complement control proteins; SUSHI repeat; short complement-like repeat (SCR),3,longevity
OG0005794,NUP153,Retro-transposon transporting motif,3,longevity
OG0005807,UNC93A,unc-93 homolog A,3,longevity
OG0005809,FAM117A,Protein Family FAM117,3,longevity
OG0005813,CCDC178,Coiled-coil domain containing 178,3,longevity
OG0005816,LYRM7,Complex 1 protein (LYR family),3,longevity
OG0005837,ZBTB48,double-stranded telomeric DNA binding,3,longevity
OG0005861,MPP4,domain in receptor targeting proteins Lin-2 and Lin-7,3,longevity
OG0005862,NUF2,"NUF2, NDC80 kinetochore complex component",3,longevity
OG0005873,VWA1,von Willebrand factor (vWF) type A domain,3,longevity
OG0005877,SYNPO2,"Domain present in PSD-95, Dlg, and ZO-1/2.",3,longevity
OG0005878,SYNGAP1,Synaptic Ras GTPase activating protein 1,3,longevity
OG0005879,CFAP99,Cilia and flagella associated protein 99,3,longevity
OG0005887,OCA2,Arsenical pump membrane protein,3,longevity
OG0005902,FAM161A,Uncharacterised protein family UPF0564,3,longevity
OG0005904,TMEM220,Transmembrane protein 220,3,longevity
OG0005907,ZBTB21,zinc finger and BTB,3,longevity
OG0005914,NFATC2,Rel homology DNA-binding domain,3,longevity
OG0005919,MRPL18,"Ribosomal L18 of archaea, bacteria, mitoch. and chloroplast",3,longevity
OG0005921,WDR65,Cilia and flagella associated protein 57,3,longevity
OG0005929,PAXIP1,Regulator of Ty1 transposition protein 107 BRCT domain,3,longevity
