OG_ID,analysis_absrel,analysis_relax_intens,analysis_PAML,analysis_cafe_expanded,analysis_relax_relaxed,analysis_cafe_contr,condition_pigmentation,condition_eyes,gene_symbol,qname,query,chr,seqStart,seqEnd
OG0002337,NA,NA,NA,NA,NA,NA,pigmentation,NA,CCDC28B,cave_species_candidate_gene_selection_analysis-OG0002337-evm.model.ptg002948l.2_Prang,evm.model.ptg002948l.2_Prang,chr10,386113648,386114017
OG0002337,NA,NA,NA,NA,NA,NA,pigmentation,NA,CCDC28B,cave_species_candidate_gene_selection_analysis-OG0002337-evm.model.ptg004639l.4_Prang,evm.model.ptg004639l.4_Prang,chr10,386113370,386113928
OG0002337,NA,NA,NA,NA,NA,NA,pigmentation,NA,CCDC28B,cave_species_candidate_gene_selection_analysis-OG0002337-evm.model.ptg011256l.1_Prang,evm.model.ptg011256l.1_Prang,chr2,861726343,861726805
OG0002337,NA,NA,NA,NA,NA,NA,pigmentation,NA,CCDC28B,cave_species_candidate_gene_selection_analysis-OG0002337-evm.model.ptg028995l.1_Prang,evm.model.ptg028995l.1_Prang,chr14,23641798,23642356
OG0002402,NA,NA,NA,NA,NA,NA,pigmentation,NA,TSC1,cave_species_candidate_gene_selection_analysis-OG0002402-evm.model.ptg016197l.1_Prang,evm.model.ptg016197l.1_Prang,chr11,99454133,99457760
OG0002419,NA,NA,NA,NA,NA,NA,pigmentation,NA,BACE2,cave_species_candidate_gene_selection_analysis-OG0002419-evm.model.ptg006354l.2_Prang,evm.model.ptg006354l.2_Prang,chr3,3042819039,3042820542
OG0002419,NA,NA,NA,NA,NA,NA,pigmentation,NA,BACE2,cave_species_candidate_gene_selection_analysis-OG0002419-evm.model.ptg012625l.4_Prang,evm.model.ptg012625l.4_Prang,chr5,499686165,499687794
OG0002434,NA,NA,NA,NA,NA,NA,pigmentation,eyeloss,SLC7A11,cave_species_candidate_gene_selection_analysis-OG0002434-evm.model.ptg008619l.2_Prang,evm.model.ptg008619l.2_Prang,chr7,302849148,302850585
OG0002434,NA,NA,NA,NA,NA,NA,pigmentation,eyeloss,SLC7A11,cave_species_candidate_gene_selection_analysis-OG0002434-evm.model.ptg010584l.1_Prang,evm.model.ptg010584l.1_Prang,chr1,1634356882,1634357875
OG0002461,NA,NA,NA,NA,NA,NA,pigmentation,NA,ECE2,cave_species_candidate_gene_selection_analysis-OG0002461-evm.model.ptg011863l.4_Prang,evm.model.ptg011863l.4_Prang,chr18,137446843,137449075
OG0002461,NA,NA,NA,NA,NA,NA,pigmentation,NA,ECE2,cave_species_candidate_gene_selection_analysis-OG0002461-evm.model.ptg013042l.1_Prang,evm.model.ptg013042l.1_Prang,chr7,58841289,58843503
OG0002470,NA,NA,PAML,NA,relaxed,NA,NA,NA,AADACL4,cave_species_candidate_gene_selection_analysis-OG0002470-evm.model.ptg027242l.1_Prang,evm.model.ptg027242l.1_Prang,chr10,1158754,1159999
OG0002479,NA,NA,NA,NA,NA,NA,pigmentation,NA,USP53,cave_species_candidate_gene_selection_analysis-OG0002479-evm.model.ptg000739l.6_Prang,evm.model.ptg000739l.6_Prang,chr1,2527914152,2527917539
OG0002498,NA,NA,NA,NA,NA,NA,NA,eyeloss,ABCD1,cave_species_candidate_gene_selection_analysis-OG0002498-evm.model.ptg000719l.3_Prang,evm.model.ptg000719l.3_Prang,chr7,1364973853,1364976037
OG0002498,NA,NA,NA,NA,NA,NA,NA,eyeloss,ABCD1,cave_species_candidate_gene_selection_analysis-OG0002498-evm.model.ptg006946l.3_Prang,evm.model.ptg006946l.3_Prang,chr10,1235070972,1235073216
OG0002509,NA,NA,NA,NA,NA,NA,pigmentation,NA,RAD21,cave_species_candidate_gene_selection_analysis-OG0002509-evm.model.ptg003497l.3_Prang,evm.model.ptg003497l.3_Prang,chr2,441781181,441782543
OG0002509,NA,NA,NA,NA,NA,NA,pigmentation,NA,RAD21,cave_species_candidate_gene_selection_analysis-OG0002509-evm.model.ptg007021l.13_Prang,evm.model.ptg007021l.13_Prang,chr5,2235010850,2235012578
OG0002509,NA,NA,NA,NA,NA,NA,pigmentation,NA,RAD21,cave_species_candidate_gene_selection_analysis-OG0002509-evm.model.ptg007284l.1_Prang,evm.model.ptg007284l.1_Prang,chr2,442107772,442109404
OG0002511,NA,NA,NA,NA,NA,NA,NA,eyeloss,WSB2,cave_species_candidate_gene_selection_analysis-OG0002511-evm.model.ptg000914l.11_Prang,evm.model.ptg000914l.11_Prang,chr5,237218347,237219616
OG0002511,NA,NA,NA,NA,NA,NA,NA,eyeloss,WSB2,cave_species_candidate_gene_selection_analysis-OG0002511-evm.model.ptg005721l.4_Prang,evm.model.ptg005721l.4_Prang,chr6,1027725460,1027726687
OG0002557,NA,NA,NA,NA,NA,NA,NA,eyeloss,KLHDC2,cave_species_candidate_gene_selection_analysis-OG0002557-evm.model.ptg000107l.7_Prang,evm.model.ptg000107l.7_Prang,chr8,89387530,89388739
OG0002557,NA,NA,NA,NA,NA,NA,NA,eyeloss,KLHDC2,cave_species_candidate_gene_selection_analysis-OG0002557-evm.model.ptg000107l.8_Prang,evm.model.ptg000107l.8_Prang,chr8,89823674,89824898
OG0002568,NA,NA,NA,NA,NA,NA,pigmentation,NA,SLC40A1,cave_species_candidate_gene_selection_analysis-OG0002568-evm.model.ptg003156l.9_Prang,evm.model.ptg003156l.9_Prang,chr19,550472354,550474715
OG0002572,NA,NA,NA,NA,NA,NA,pigmentation,NA,TBX15,cave_species_candidate_gene_selection_analysis-OG0002572-evm.model.ptg004125l.2_Prang,evm.model.ptg004125l.2_Prang,chr4,2260949508,2260951236
OG0002572,NA,NA,NA,NA,NA,NA,pigmentation,NA,TBX15,cave_species_candidate_gene_selection_analysis-OG0002572-evm.model.ptg016779l.1_Prang,evm.model.ptg016779l.1_Prang,chr3,103249310,103250675
OG0002585,NA,NA,NA,NA,NA,NA,NA,eyeloss,PAX6,cave_species_candidate_gene_selection_analysis-OG0002585-evm.model.ptg000806l.2_Prang,evm.model.ptg000806l.2_Prang,chr6,1875744759,1875746241
OG0002585,NA,NA,NA,NA,NA,NA,NA,eyeloss,PAX6,cave_species_candidate_gene_selection_analysis-OG0002585-evm.model.ptg005013l.9_Prang,evm.model.ptg005013l.9_Prang,chr8,1114697140,1114698016
OG0002592,NA,NA,NA,NA,NA,contracted,NA,NA,NA,cave_species_candidate_gene_selection_analysis-OG0002592-evm.model.ptg006413l.5_Prang,evm.model.ptg006413l.5_Prang,chr7,61181686,61182163
OG0002592,NA,NA,NA,NA,NA,contracted,NA,NA,NA,cave_species_candidate_gene_selection_analysis-OG0002592-evm.model.ptg014767l.1_Prang,evm.model.ptg014767l.1_Prang,chr10,15614086,15614437
OG0002592,NA,NA,NA,NA,NA,contracted,NA,NA,NA,cave_species_candidate_gene_selection_analysis-OG0002592-evm.model.ptg015399l.1_Prang,evm.model.ptg015399l.1_Prang,chr9,15585883,15587554
OG0002592,NA,NA,NA,NA,NA,contracted,NA,NA,NA,cave_species_candidate_gene_selection_analysis-OG0002592-evm.model.ptg028180l.1_Prang,evm.model.ptg028180l.1_Prang,chr8,13515359,13515968
OG0002599,NA,NA,NA,NA,NA,NA,NA,eyeloss,DNM1L,cave_species_candidate_gene_selection_analysis-OG0002599-evm.model.ptg000508l.4_Prang,evm.model.ptg000508l.4_Prang,chr7,537370568,537372662
OG0002638,NA,NA,NA,NA,NA,NA,pigmentation,NA,PSEN1,cave_species_candidate_gene_selection_analysis-OG0002638-evm.model.ptg005299l.9_Prang,evm.model.ptg005299l.9_Prang,chr8,156603334,156604732
OG0002638,NA,NA,NA,NA,NA,NA,pigmentation,NA,PSEN1,cave_species_candidate_gene_selection_analysis-OG0002638-evm.model.ptg005450l.2_Prang,evm.model.ptg005450l.2_Prang,chr4,1665805578,1665806943
OG0002665,NA,NA,NA,NA,NA,NA,pigmentation,NA,RAB3IP,cave_species_candidate_gene_selection_analysis-OG0002665-evm.model.ptg006179l.2_Prang,evm.model.ptg006179l.2_Prang,chr8,879454152,879455529
OG0002665,NA,NA,NA,NA,NA,NA,pigmentation,NA,RAB3IP,cave_species_candidate_gene_selection_analysis-OG0002665-evm.model.ptg006615l.5_Prang,evm.model.ptg006615l.5_Prang,chr6,1497140763,1497142128
OG0002688,NA,NA,NA,NA,NA,NA,NA,eyeloss,FREM1,cave_species_candidate_gene_selection_analysis-OG0002688-evm.model.ptg002882l.3_Prang,evm.model.ptg002882l.3_Prang,chr12,378058406,378064835
OG0002688,NA,NA,NA,NA,NA,NA,NA,eyeloss,FREM1,cave_species_candidate_gene_selection_analysis-OG0002688-evm.model.ptg008338l.1_Prang,evm.model.ptg008338l.1_Prang,chr1,2898265968,2898272529
OG0002705,NA,NA,NA,NA,NA,NA,pigmentation,NA,ACTR3,cave_species_candidate_gene_selection_analysis-OG0002705-evm.model.ptg000549l.1_Prang,evm.model.ptg000549l.1_Prang,chr16,158006620,158007877
OG0002705,NA,NA,NA,NA,NA,NA,pigmentation,NA,ACTR3,cave_species_candidate_gene_selection_analysis-OG0002705-evm.model.ptg004589l.1_Prang,evm.model.ptg004589l.1_Prang,chr1,1736667173,1736668430
OG0002705,NA,NA,NA,NA,NA,NA,pigmentation,NA,ACTR3,cave_species_candidate_gene_selection_analysis-OG0002705-evm.model.ptg004956l.2_Prang,evm.model.ptg004956l.2_Prang,chr1,1736667173,1736668265
OG0002724,NA,NA,NA,expanded,NA,NA,NA,NA,NA,cave_species_candidate_gene_selection_analysis-OG0002724-evm.model.ptg000421l.2_Prang,evm.model.ptg000421l.2_Prang,chr4,2277257507,2277258809
OG0002724,NA,NA,NA,expanded,NA,NA,NA,NA,NA,cave_species_candidate_gene_selection_analysis-OG0002724-evm.model.ptg003700l.4_Prang,evm.model.ptg003700l.4_Prang,chr12,187236442,187237744
OG0002724,NA,NA,NA,expanded,NA,NA,NA,NA,NA,cave_species_candidate_gene_selection_analysis-OG0002724-evm.model.ptg004049l.5_Prang,evm.model.ptg004049l.5_Prang,chr14,693878495,693879797
OG0002724,NA,NA,NA,expanded,NA,NA,NA,NA,NA,cave_species_candidate_gene_selection_analysis-OG0002724-evm.model.ptg005070l.1_Prang,evm.model.ptg005070l.1_Prang,chr7,959056052,959057351
OG0002724,NA,NA,NA,expanded,NA,NA,NA,NA,NA,cave_species_candidate_gene_selection_analysis-OG0002724-evm.model.ptg006073l.2_Prang,evm.model.ptg006073l.2_Prang,chr10,251129011,251129230
OG0002724,NA,NA,NA,expanded,NA,NA,NA,NA,NA,cave_species_candidate_gene_selection_analysis-OG0002724-evm.model.ptg006420l.2_Prang,evm.model.ptg006420l.2_Prang,chr12,1060266534,1060267836
OG0002724,NA,NA,NA,expanded,NA,NA,NA,NA,NA,cave_species_candidate_gene_selection_analysis-OG0002724-evm.model.ptg006553l.1_Prang,evm.model.ptg006553l.1_Prang,chr2,2328350597,2328351899
OG0002724,NA,NA,NA,expanded,NA,NA,NA,NA,NA,cave_species_candidate_gene_selection_analysis-OG0002724-evm.model.ptg006679l.1_Prang,evm.model.ptg006679l.1_Prang,chr13,398283431,398284733
OG0002724,NA,NA,NA,expanded,NA,NA,NA,NA,NA,cave_species_candidate_gene_selection_analysis-OG0002724-evm.model.ptg009721l.2_Prang,evm.model.ptg009721l.2_Prang,chr6,1444812057,1444813359
OG0002724,NA,NA,NA,expanded,NA,NA,NA,NA,NA,cave_species_candidate_gene_selection_analysis-OG0002724-evm.model.ptg014882l.3_Prang,evm.model.ptg014882l.3_Prang,chr5,1778066800,1778068093
OG0002724,NA,NA,NA,expanded,NA,NA,NA,NA,NA,cave_species_candidate_gene_selection_analysis-OG0002724-evm.model.ptg020026l.2_Prang,evm.model.ptg020026l.2_Prang,chr5,1086183583,1086183805
OG0002724,NA,NA,NA,expanded,NA,NA,NA,NA,NA,cave_species_candidate_gene_selection_analysis-OG0002724-evm.model.ptg031784l.1_Prang,evm.model.ptg031784l.1_Prang,chr5,1147537768,1147539070
OG0002724,NA,NA,NA,expanded,NA,NA,NA,NA,NA,cave_species_candidate_gene_selection_analysis-OG0002724-evm.model.ptg034495l.2_Prang,evm.model.ptg034495l.2_Prang,chr2,2026865611,2026866913
OG0002732,NA,NA,NA,NA,NA,NA,NA,eyeloss,PLEKHG3,cave_species_candidate_gene_selection_analysis-OG0002732-evm.model.ptg017123l.1_Prang,evm.model.ptg017123l.1_Prang,chr8,139775566,139779979
OG0002736,NA,NA,NA,NA,NA,NA,NA,eyeloss,SORBS2,cave_species_candidate_gene_selection_analysis-OG0002736-evm.model.ptg004635l.1_Prang,evm.model.ptg004635l.1_Prang,chr1,1730869984,1730870896
OG0002736,NA,NA,NA,NA,NA,NA,NA,eyeloss,SORBS2,cave_species_candidate_gene_selection_analysis-OG0002736-evm.model.ptg004693l.1_Prang,evm.model.ptg004693l.1_Prang,chr1,2019937770,2019938676
OG0002736,NA,NA,NA,NA,NA,NA,NA,eyeloss,SORBS2,cave_species_candidate_gene_selection_analysis-OG0002736-evm.model.ptg017819l.3_Prang,evm.model.ptg017819l.3_Prang,chr4,2948718795,2948719908
OG0002736,NA,NA,NA,NA,NA,NA,NA,eyeloss,SORBS2,cave_species_candidate_gene_selection_analysis-OG0002736-evm.model.ptg021211l.3_Prang,evm.model.ptg021211l.3_Prang,chr14,8174023,8174332
OG0002736,NA,NA,NA,NA,NA,NA,NA,eyeloss,SORBS2,cave_species_candidate_gene_selection_analysis-OG0002736-evm.model.ptg022345l.1_Prang,evm.model.ptg022345l.1_Prang,chr1,2017520437,2017520764
OG0002745,NA,NA,NA,expanded,NA,NA,NA,NA,NA,cave_species_candidate_gene_selection_analysis-OG0002745-evm.model.ptg003700l.6_Prang,evm.model.ptg003700l.6_Prang,chr12,188436538,188437150
OG0002745,NA,NA,NA,expanded,NA,NA,NA,NA,NA,cave_species_candidate_gene_selection_analysis-OG0002745-evm.model.ptg003700l.7_Prang,evm.model.ptg003700l.7_Prang,chr12,188458982,188459483
OG0002756,NA,NA,NA,NA,NA,NA,NA,eyeloss,CAP2,cave_species_candidate_gene_selection_analysis-OG0002756-evm.model.ptg009336l.2_Prang,evm.model.ptg009336l.2_Prang,chr2,2131377591,2131379025
OG0002756,NA,NA,NA,NA,NA,NA,NA,eyeloss,CAP2,cave_species_candidate_gene_selection_analysis-OG0002756-evm.model.ptg021518l.2_Prang,evm.model.ptg021518l.2_Prang,chr14,4643619,4645056
OG0002761,NA,NA,NA,NA,NA,NA,pigmentation,NA,CBS,cave_species_candidate_gene_selection_analysis-OG0002761-evm.model.ptg011999l.3_Prang,evm.model.ptg011999l.3_Prang,chr3,3199556354,3199557041
OG0002761,NA,NA,NA,NA,NA,NA,pigmentation,NA,CBS,cave_species_candidate_gene_selection_analysis-OG0002761-evm.model.ptg041909l.1_Prang,evm.model.ptg041909l.1_Prang,chr3,3198605948,3198607541
OG0002764,NA,NA,NA,NA,NA,NA,pigmentation,NA,CRH,cave_species_candidate_gene_selection_analysis-OG0002764-evm.model.ptg003312l.5_Prang,evm.model.ptg003312l.5_Prang,chr5,2216002452,2216002887
OG0002764,NA,NA,NA,NA,NA,NA,pigmentation,NA,CRH,cave_species_candidate_gene_selection_analysis-OG0002764-evm.model.ptg012601l.2_Prang,evm.model.ptg012601l.2_Prang,chr2,838654962,838655472
OG0002802,NA,NA,NA,expanded,NA,NA,NA,NA,MYO9A,cave_species_candidate_gene_selection_analysis-OG0002802-evm.model.ptg011821l.1_Prang,evm.model.ptg011821l.1_Prang,chr14,629243498,629251403
OG0002815,NA,NA,NA,NA,NA,NA,pigmentation,NA,PTEN,cave_species_candidate_gene_selection_analysis-OG0002815-evm.model.ptg021702l.1_Prang,evm.model.ptg021702l.1_Prang,chr15,189393460,189393781
OG0002815,NA,NA,NA,NA,NA,NA,pigmentation,NA,PTEN,cave_species_candidate_gene_selection_analysis-OG0002815-evm.model.ptg023132l.1_Prang,evm.model.ptg023132l.1_Prang,chr15,189237243,189238545
OG0002857,NA,NA,NA,NA,NA,NA,pigmentation,NA,GGT1,cave_species_candidate_gene_selection_analysis-OG0002857-evm.model.ptg010976l.4_Prang,evm.model.ptg010976l.4_Prang,chr6,1164288497,1164290360
OG0002889,NA,NA,NA,NA,NA,NA,NA,eyeloss,JAM2,cave_species_candidate_gene_selection_analysis-OG0002889-evm.model.ptg000742l.4_Prang,evm.model.ptg000742l.4_Prang,chr3,2898379881,2898380829
OG0002896,NA,NA,NA,NA,NA,NA,pigmentation,NA,LIPH,cave_species_candidate_gene_selection_analysis-OG0002896-evm.model.ptg006140l.1_Prang,evm.model.ptg006140l.1_Prang,chr3,2832499008,2832500382
OG0002898,NA,NA,NA,NA,NA,NA,pigmentation,NA,MYRIP,cave_species_candidate_gene_selection_analysis-OG0002898-evm.model.ptg006056l.3_Prang,evm.model.ptg006056l.3_Prang,chr16,381965615,381968216
OG0002905,NA,NA,NA,NA,NA,NA,pigmentation,NA,AFG3L2,cave_species_candidate_gene_selection_analysis-OG0002905-evm.model.ptg002433l.3_Prang,evm.model.ptg002433l.3_Prang,chr2,1569365731,1569368128
OG0002907,NA,NA,NA,NA,NA,NA,NA,eyeloss,ST6GALNAC3,cave_species_candidate_gene_selection_analysis-OG0002907-evm.model.ptg001906l.5_Prang,evm.model.ptg001906l.5_Prang,chr12,609544137,609544977
OG0002930,NA,NA,NA,NA,NA,NA,pigmentation,NA,DDX3X,cave_species_candidate_gene_selection_analysis-OG0002930-evm.model.ptg018375l.1_Prang,evm.model.ptg018375l.1_Prang,chr3,2709805613,2709807635
OG0002930,NA,NA,NA,NA,NA,NA,pigmentation,NA,DDX3X,cave_species_candidate_gene_selection_analysis-OG0002930-evm.model.ptg022976l.1_Prang,evm.model.ptg022976l.1_Prang,chr3,2710180666,2710182847
OG0002931,NA,NA,NA,NA,NA,NA,pigmentation,NA,MLPH,cave_species_candidate_gene_selection_analysis-OG0002931-evm.model.ptg010753l.3_Prang,evm.model.ptg010753l.3_Prang,chr19,632754325,632756212
OG0002959,NA,NA,NA,expanded,NA,NA,NA,NA,GRID2IP,cave_species_candidate_gene_selection_analysis-OG0002959-evm.model.ptg003457l.4_Prang,evm.model.ptg003457l.4_Prang,chr10,1091495760,1091499651
OG0002987,NA,NA,NA,NA,NA,contracted,NA,NA,NA,NA,NA,NA,NA,NA
OG0003000,NA,NA,NA,NA,NA,NA,pigmentation,NA,STAR,cave_species_candidate_gene_selection_analysis-OG0003000-evm.model.ptg013353l.4_Prang,evm.model.ptg013353l.4_Prang,chr15,355238183,355239059
OG0003000,NA,NA,NA,NA,NA,NA,pigmentation,NA,STAR,cave_species_candidate_gene_selection_analysis-OG0003000-evm.model.ptg022480l.2_Prang,evm.model.ptg022480l.2_Prang,chr13,182063251,182064118
OG0003006,NA,NA,NA,NA,NA,NA,pigmentation,NA,KIT,cave_species_candidate_gene_selection_analysis-OG0003006-evm.model.ptg015641l.2_Prang,evm.model.ptg015641l.2_Prang,chr6,924384746,924384923
OG0003006,NA,NA,NA,NA,NA,NA,pigmentation,NA,KIT,cave_species_candidate_gene_selection_analysis-OG0003006-evm.model.ptg027059l.1_Prang,evm.model.ptg027059l.1_Prang,chr1,779226426,779228808
OG0003017,NA,NA,NA,NA,NA,NA,NA,eyeloss,PCDH18,NA,NA,NA,NA,NA
OG0003023,NA,NA,NA,NA,NA,NA,NA,eyeloss,PORCN,cave_species_candidate_gene_selection_analysis-OG0003023-evm.model.ptg040904l.2_Prang,evm.model.ptg040904l.2_Prang,chr10,1185475036,1185476389
OG0003026,NA,NA,NA,NA,NA,NA,NA,eyeloss,TMEM189,cave_species_candidate_gene_selection_analysis-OG0003026-evm.model.ptg011392l.2_Prang,evm.model.ptg011392l.2_Prang,chr5,2401913985,2401914351
OG0003087,NA,NA,NA,NA,NA,NA,pigmentation,NA,SHROOM2,cave_species_candidate_gene_selection_analysis-OG0003087-evm.model.ptg005462l.5_Prang,evm.model.ptg005462l.5_Prang,chr3,1956845420,1956850805
OG0003087,NA,NA,NA,NA,NA,NA,pigmentation,NA,SHROOM2,cave_species_candidate_gene_selection_analysis-OG0003087-evm.model.ptg008723l.4_Prang,evm.model.ptg008723l.4_Prang,chr16,434851493,434852216
OG0003095,NA,NA,NA,NA,NA,NA,pigmentation,eyeloss,ZEB2,cave_species_candidate_gene_selection_analysis-OG0003095-evm.model.ptg006921l.4_Prang,evm.model.ptg006921l.4_Prang,chr19,344073479,344077205
OG0003115,NA,NA,NA,NA,NA,NA,pigmentation,NA,AP1G1,cave_species_candidate_gene_selection_analysis-OG0003115-evm.model.ptg004940l.1_Prang,evm.model.ptg004940l.1_Prang,chr9,812017953,812020335
OG0003115,NA,NA,NA,NA,NA,NA,pigmentation,NA,AP1G1,cave_species_candidate_gene_selection_analysis-OG0003115-evm.model.ptg022182l.1_Prang,evm.model.ptg022182l.1_Prang,chr6,135834593,135837065
OG0003124,NA,NA,NA,NA,NA,NA,pigmentation,NA,COLEC11,cave_species_candidate_gene_selection_analysis-OG0003124-evm.model.ptg006522l.6_Prang,evm.model.ptg006522l.6_Prang,chr2,456088493,456089327
OG0003124,NA,NA,NA,NA,NA,NA,pigmentation,NA,COLEC11,cave_species_candidate_gene_selection_analysis-OG0003124-evm.model.ptg016417l.1_Prang,evm.model.ptg016417l.1_Prang,chr4,1221780165,1221781083
OG0003219,NA,NA,NA,NA,NA,NA,pigmentation,NA,SPIRE1,cave_species_candidate_gene_selection_analysis-OG0003219-evm.model.ptg005086l.6_Prang,evm.model.ptg005086l.6_Prang,chr2,1198105258,1198107493
OG0003226,NA,NA,NA,NA,NA,NA,NA,eyeloss,HTR4,cave_species_candidate_gene_selection_analysis-OG0003226-evm.model.ptg004567l.4_Prang,evm.model.ptg004567l.4_Prang,chr3,460415467,460416724
OG0003228,NA,NA,NA,NA,NA,NA,NA,eyeloss,HSF1,cave_species_candidate_gene_selection_analysis-OG0003228-evm.model.ptg004584l.8_Prang,evm.model.ptg004584l.8_Prang,chr6,1995006086,1995007475
OG0003228,NA,NA,NA,NA,NA,NA,NA,eyeloss,HSF1,cave_species_candidate_gene_selection_analysis-OG0003228-evm.model.ptg005956l.1_Prang,evm.model.ptg005956l.1_Prang,chr2,3418510803,3418512372
OG0003228,NA,NA,NA,NA,NA,NA,NA,eyeloss,HSF1,cave_species_candidate_gene_selection_analysis-OG0003228-evm.model.ptg006429l.1_Prang,evm.model.ptg006429l.1_Prang,chr2,3418210716,3418211055
OG0003228,NA,NA,NA,NA,NA,NA,NA,eyeloss,HSF1,cave_species_candidate_gene_selection_analysis-OG0003228-evm.model.ptg021349l.2_Prang,evm.model.ptg021349l.2_Prang,chr19,634780581,634780809
OG0003237,NA,NA,NA,NA,NA,NA,NA,eyeloss,NHS,cave_species_candidate_gene_selection_analysis-OG0003237-evm.model.ptg013682l.1_Prang,evm.model.ptg013682l.1_Prang,chr3,1586690257,1586694874
OG0003249,NA,NA,NA,NA,NA,NA,NA,eyeloss,RAB11FIP4,cave_species_candidate_gene_selection_analysis-OG0003249-evm.model.ptg001918l.5_Prang,evm.model.ptg001918l.5_Prang,chr13,893915939,893917592
OG0003252,NA,NA,NA,NA,NA,NA,NA,eyeloss,TUFT1,cave_species_candidate_gene_selection_analysis-OG0003252-evm.model.ptg001316l.4_Prang,evm.model.ptg001316l.4_Prang,chr9,540894122,540895289
OG0003264,NA,NA,NA,NA,NA,NA,NA,eyeloss,RFX7,cave_species_candidate_gene_selection_analysis-OG0003264-evm.model.ptg008964l.3_Prang,evm.model.ptg008964l.3_Prang,chr14,706929870,706934118
OG0003267,NA,NA,NA,NA,NA,NA,pigmentation,NA,ALCAM,cave_species_candidate_gene_selection_analysis-OG0003267-evm.model.ptg002997l.3_Prang,evm.model.ptg002997l.3_Prang,chr3,2954138119,2954139886
OG0003285,NA,NA,NA,NA,NA,NA,NA,eyeloss,PCDH15,cave_species_candidate_gene_selection_analysis-OG0003285-evm.model.ptg002617l.1_Prang,evm.model.ptg002617l.1_Prang,chr15,617518376,617522372
OG0003285,NA,NA,NA,NA,NA,NA,NA,eyeloss,PCDH15,cave_species_candidate_gene_selection_analysis-OG0003285-evm.model.ptg006607l.1_Prang,evm.model.ptg006607l.1_Prang,chr15,619622641,619625392
OG0003302,NA,NA,NA,NA,NA,NA,NA,eyeloss,NUTF2,cave_species_candidate_gene_selection_analysis-OG0003302-evm.model.ptg017276l.2_Prang,evm.model.ptg017276l.2_Prang,chr19,641389559,641389943
OG0003306,NA,NA,NA,NA,NA,NA,pigmentation,NA,USP43,cave_species_candidate_gene_selection_analysis-OG0003306-evm.model.ptg014466l.5_Prang,evm.model.ptg014466l.5_Prang,chr13,1013462599,1013466202
OG0003308,NA,NA,NA,NA,NA,NA,pigmentation,NA,POC1B,cave_species_candidate_gene_selection_analysis-OG0003308-evm.model.ptg016838l.1_Prang,evm.model.ptg016838l.1_Prang,chr9,775103666,775104983
OG0003308,NA,NA,NA,NA,NA,NA,pigmentation,NA,POC1B,cave_species_candidate_gene_selection_analysis-OG0003308-evm.model.ptg023444l.1_Prang,evm.model.ptg023444l.1_Prang,chr17,424470249,424471347
OG0003308,NA,NA,NA,NA,NA,NA,pigmentation,NA,POC1B,cave_species_candidate_gene_selection_analysis-OG0003308-evm.model.ptg030484l.1_Prang,evm.model.ptg030484l.1_Prang,chr17,424123222,424124077
OG0003325,NA,NA,NA,NA,NA,NA,pigmentation,NA,GFPT1,cave_species_candidate_gene_selection_analysis-OG0003325-evm.model.ptg039706l.1_Prang,evm.model.ptg039706l.1_Prang,chr3,356874808,356876860
OG0003328,NA,NA,NA,NA,NA,NA,pigmentation,NA,YY1,cave_species_candidate_gene_selection_analysis-OG0003328-evm.model.ptg003398l.11_Prang,evm.model.ptg003398l.11_Prang,chr8,900659356,900660679
OG0003330,NA,NA,NA,NA,NA,NA,pigmentation,NA,POMC,cave_species_candidate_gene_selection_analysis-OG0003330-evm.model.ptg007252l.2_Prang,evm.model.ptg007252l.2_Prang,chr4,2873519027,2873519816
OG0003334,NA,NA,NA,NA,NA,NA,pigmentation,eyeloss,DCTN1,cave_species_candidate_gene_selection_analysis-OG0003334-evm.model.ptg012609l.3_Prang,evm.model.ptg012609l.3_Prang,chr1,3955838258,3955841204
OG0003336,NA,NA,NA,NA,NA,NA,NA,eyeloss,LIMCH1,cave_species_candidate_gene_selection_analysis-OG0003336-evm.model.ptg004530l.7_Prang,evm.model.ptg004530l.7_Prang,chr10,621415575,621419034
OG0003349,NA,NA,NA,NA,NA,NA,pigmentation,NA,MEPCE,cave_species_candidate_gene_selection_analysis-OG0003349-evm.model.ptg002200l.2_Prang,evm.model.ptg002200l.2_Prang,chr5,1955098026,1955099814
OG0003369,NA,NA,NA,NA,NA,NA,pigmentation,NA,TBX10,cave_species_candidate_gene_selection_analysis-OG0003369-evm.model.ptg000553l.1_Prang,evm.model.ptg000553l.1_Prang,chr6,1259742820,1259744335
OG0003385,NA,NA,NA,NA,NA,NA,pigmentation,NA,RAPH1,cave_species_candidate_gene_selection_analysis-OG0003385-evm.model.ptg020492l.2_Prang,evm.model.ptg020492l.2_Prang,chr19,574142793,574146660
OG0003409,NA,NA,NA,NA,NA,NA,pigmentation,NA,STIM1,cave_species_candidate_gene_selection_analysis-OG0003409-evm.model.ptg006087l.1_Prang,evm.model.ptg006087l.1_Prang,chr3,777063656,777065300
OG0003409,NA,NA,NA,NA,NA,NA,pigmentation,NA,STIM1,cave_species_candidate_gene_selection_analysis-OG0003409-evm.model.ptg015495l.2_Prang,evm.model.ptg015495l.2_Prang,chr3,775836725,775836923
OG0003411,NA,NA,NA,NA,NA,NA,pigmentation,NA,JAM3,cave_species_candidate_gene_selection_analysis-OG0003411-evm.model.ptg006190l.2_Prang,evm.model.ptg006190l.2_Prang,chr5,701752057,701752945
