OG_ID	selection
OG0008472	intensified
OG0008474	intensified
OG0008475	none
OG0008476	none
OG0008479	none
OG0008483	none
OG0008485	none
OG0008489	relaxed
OG0008490	none
OG0008492	none
OG0008493	none
OG0008498	intensified
OG0008499	none
OG0008506	none
OG0008508	none
OG0008509	none
OG0008514	none
OG0008518	intensified
OG0008519	intensified
OG0008522	relaxed
OG0008523	none
OG0008525	none
OG0008526	none
OG0008527	none
OG0008528	none
OG0008530	none
OG0008533	none
OG0008535	none
OG0008542	intensified
OG0008543	intensified
OG0008544	none
OG0008553	relaxed
OG0008556	none
OG0008557	none
OG0008559	relaxed
OG0008560	intensified
OG0008561	none
OG0008562	none
OG0008563	none
OG0008564	none
OG0008565	none
OG0008570	none
OG0008573	none
OG0008576	none
OG0008577	intensified
OG0008579	none
OG0008580	none
OG0008582	none
OG0008583	none
OG0008584	relaxed
OG0008585	intensified
OG0008587	intensified
OG0008590	none
OG0008591	none
OG0008592	intensified
OG0008593	none
OG0008596	relaxed
OG0008602	relaxed
OG0008603	relaxed
OG0008605	none
OG0008608	none
OG0008610	none
OG0008622	none
OG0008625	none
OG0008626	none
OG0008628	intensified
OG0008633	none
OG0008640	none
OG0008641	none
OG0008642	relaxed
OG0008645	none
OG0008646	none
OG0008647	none
OG0008648	none
OG0008651	relaxed
OG0008655	intensified
OG0008656	none
OG0008657	none
OG0008662	none
OG0008664	none
OG0008665	none
OG0008671	none
OG0008674	none
OG0008675	none
OG0008677	relaxed
OG0008678	none
OG0008684	none
OG0008690	none
OG0008693	none
OG0008696	none
OG0008699	none
OG0008706	none
OG0008714	none
OG0008717	relaxed
OG0008719	none
OG0008720	none
OG0008723	intensified
OG0008724	none
OG0008728	none
OG0008731	intensified
OG0008735	none
OG0008740	intensified
OG0008741	intensified
OG0008743	relaxed
OG0008755	none
OG0008756	none
OG0008761	intensified
OG0008763	relaxed
OG0008772	intensified
OG0008774	none
OG0008775	none
OG0008777	none
OG0008779	relaxed
OG0008782	none
OG0008783	none
OG0008786	intensified
OG0008788	none
OG0008789	intensified
OG0008793	none
OG0008794	none
OG0008795	none
OG0008799	none
OG0008804	none
OG0008808	none
OG0008809	none
OG0008815	relaxed
OG0008822	none
OG0008826	none
OG0008828	relaxed
OG0008829	relaxed
OG0008830	intensified
OG0008831	none
OG0008832	none
OG0008835	none
OG0008836	none
OG0008838	intensified
OG0008845	intensified
OG0008856	none
OG0008857	none
OG0008858	intensified
OG0008860	relaxed
OG0008862	none
OG0008863	intensified
OG0008865	none
OG0008866	intensified
OG0008867	intensified
OG0008868	none
OG0008874	relaxed
OG0008875	none
OG0008876	none
OG0008877	relaxed
OG0008879	none
OG0008885	none
OG0008895	none
OG0008905	relaxed
OG0008909	none
OG0008915	none
OG0008917	none
OG0008918	relaxed
OG0008921	none
OG0008922	none
OG0008926	relaxed
OG0008927	none
OG0008930	none
OG0008931	none
OG0008934	none
OG0008935	relaxed
OG0008940	none
OG0008941	none
OG0008942	none
OG0008944	none
OG0008945	none
OG0008949	none
OG0008954	relaxed
OG0008955	intensified
OG0008956	none
OG0008957	none
OG0008958	none
OG0008960	relaxed
OG0008963	none
OG0008970	none
OG0008975	none
OG0008978	none
OG0008979	none
OG0008984	none
OG0008988	none
OG0008991	relaxed
OG0008992	none
OG0008996	none
OG0009000	intensified
OG0009001	none
OG0009002	none
OG0009007	intensified
OG0009008	none
OG0009011	intensified
OG0009019	intensified
OG0009021	intensified
OG0009022	none
OG0009035	none
OG0009039	none
OG0009046	none
OG0009047	none
OG0009048	none
OG0009051	relaxed
OG0009053	none
OG0009054	none
OG0009055	none
OG0009062	none
OG0009064	none
OG0009070	intensified
OG0009071	intensified
OG0009078	intensified
OG0009079	none
OG0009080	none
OG0009085	none
OG0009086	none
OG0009087	none
OG0009089	intensified
OG0009095	none
OG0009098	none
OG0009099	none
OG0009108	intensified
OG0009109	relaxed
OG0009110	intensified
OG0009119	none
OG0009125	none
OG0009127	relaxed
OG0009129	none
OG0009131	none
OG0009139	relaxed
OG0009140	none
OG0009147	intensified
OG0009153	none
OG0009155	none
OG0009159	none
OG0009163	intensified
OG0009165	intensified
OG0009166	intensified
OG0009167	intensified
OG0009168	none
OG0009171	none
OG0009175	intensified
OG0009177	none
OG0009182	none
OG0009187	intensified
OG0009189	none
OG0009191	none
OG0009193	none
OG0009196	relaxed
OG0009198	relaxed
OG0009199	none
OG0009201	intensified
OG0009203	intensified
OG0009210	relaxed
OG0009212	relaxed
OG0009213	none
OG0009214	intensified
OG0009215	none
OG0009218	none
OG0009219	none
OG0009226	none
OG0009228	none
OG0009230	none
OG0009233	none
OG0009234	none
OG0009241	none
OG0009243	none
OG0009248	none
OG0009250	none
OG0009254	intensified
OG0009255	none
OG0009256	relaxed
OG0009258	none
OG0009263	none
OG0009264	intensified
OG0009265	relaxed
OG0009274	intensified
OG0009275	none
OG0009279	intensified
OG0009280	none
OG0009285	none
OG0009288	none
OG0009292	none
OG0009293	none
OG0009295	none
OG0009296	none
OG0009301	none
OG0009304	intensified
OG0009310	relaxed
OG0009311	none
OG0009312	none
OG0009315	relaxed
OG0009316	none
OG0009317	relaxed
OG0009318	none
OG0009319	none
OG0009323	none
OG0009325	none
OG0009328	none
OG0009330	none
OG0009333	none
OG0009334	none
OG0009339	none
OG0009340	none
OG0009341	none
OG0009345	intensified
OG0009348	intensified
OG0009351	none
OG0009352	none
OG0009358	relaxed
OG0009359	none
OG0009360	relaxed
OG0009361	none
OG0009363	none
OG0009364	none
OG0009367	intensified
OG0009369	none
OG0009374	none
OG0009375	none
OG0009378	none
OG0009381	none
OG0009383	intensified
OG0009384	relaxed
OG0009385	none
OG0009390	none
OG0009399	none
OG0009400	none
OG0009401	none
OG0009402	none
OG0009403	intensified
OG0009405	intensified
OG0009406	none
OG0009407	none
OG0009409	none
OG0009413	intensified
OG0009415	none
OG0009416	none
OG0009417	none
OG0009418	unknown
OG0009419	none
OG0009420	none
OG0009423	none
OG0009426	relaxed
OG0009431	intensified
OG0009435	unknown
OG0009436	none
OG0009438	none
OG0009443	intensified
OG0009444	none
OG0009449	intensified
OG0009453	none
OG0009460	none
OG0009461	none
OG0009462	none
OG0009467	none
OG0009469	none
OG0009471	relaxed
OG0009473	relaxed
OG0009475	none
OG0009477	none
OG0009480	intensified
OG0009481	none
OG0009482	intensified
OG0009484	none
OG0009488	none
OG0009496	none
OG0009498	intensified
OG0009501	none
OG0009502	none
OG0009506	intensified
OG0009507	none
OG0009511	none
OG0009513	none
OG0009514	intensified
OG0009515	intensified
OG0009520	intensified
OG0009522	intensified
OG0009525	relaxed
OG0009528	intensified
OG0009532	none
OG0009537	none
OG0009540	none
OG0009549	none
OG0009551	none
OG0009558	intensified
OG0009566	none
OG0009574	none
OG0009575	none
OG0009580	intensified
OG0009582	none
OG0009584	intensified
OG0009589	none
OG0009596	none
OG0009669	intensified
OG0009707	none
OG0009734	none
OG0009750	none
OG0009753	intensified
OG0009763	none
OG0009769	none
OG0009802	relaxed
OG0009826	none
OG0009828	intensified
OG0009829	relaxed
OG0009845	intensified
OG0009852	none
OG0009862	none
OG0009863	none
OG0009880	none
OG0009882	intensified
OG0009886	intensified
OG0009896	none
OG0009921	none
OG0009927	none
OG0009932	none
OG0009943	none
OG0009958	relaxed
OG0009964	none
OG0009978	none
OG0009983	none
OG0009991	none
OG0010026	intensified
OG0010057	relaxed
OG0010072	none
OG0010091	intensified
OG0010142	none
OG0010157	none
OG0010188	intensified
OG0010195	none
OG0010206	none
OG0010230	none
OG0010239	none
OG0010246	intensified
OG0010258	none
OG0010262	none
OG0010282	none
OG0010284	none
OG0010294	none
OG0010306	none
OG0010319	relaxed
OG0010379	none
OG0010415	none
OG0010423	none
OG0010428	none
OG0010434	none
OG0010448	none
OG0010481	none
OG0010507	none
OG0010547	none
OG0010553	none
OG0010556	none
OG0010571	intensified
OG0010578	relaxed
OG0010585	none
OG0010602	intensified
OG0010618	none
OG0010620	none
OG0010631	none
OG0010640	intensified
OG0010652	intensified
OG0010657	none
OG0010661	none
OG0010679	none
OG0010702	none
OG0010745	none
OG0010752	none
OG0010764	none
OG0010773	none
OG0010775	none
OG0010776	none
OG0010777	relaxed
OG0010829	none
OG0010846	none
OG0010868	none
OG0010897	relaxed
OG0010902	none
OG0010919	none
OG0010933	none
OG0010937	none
OG0010940	none
OG0010945	none
OG0010946	relaxed
OG0010965	none
OG0010995	intensified
OG0010997	none
OG0011049	none
OG0011054	none
OG0011059	none
OG0011068	none
OG0011069	none
OG0011070	none
OG0011071	none
OG0011073	none
OG0011076	none
OG0011078	none
OG0011080	intensified
OG0011082	none
OG0011083	none
OG0011087	none
OG0011090	none
OG0011091	none
OG0011092	none
OG0011095	none
OG0011100	none
OG0011105	relaxed
OG0011106	relaxed
OG0011108	none
OG0011109	none
OG0011113	none
OG0011114	none
OG0011116	intensified
OG0011121	none
OG0011122	none
OG0011123	none
OG0011124	none
OG0011127	none
OG0011130	relaxed
OG0011132	none
OG0011134	intensified
OG0011140	relaxed
OG0011145	none
OG0011149	relaxed
OG0011154	none
OG0011164	none
OG0011166	none
OG0011167	relaxed
OG0011172	relaxed
OG0011176	none
OG0011177	none
OG0011178	none
OG0011182	intensified
OG0011184	none
OG0011186	none
OG0011188	none
OG0011189	intensified
OG0011193	none
OG0011195	none
OG0011198	none
OG0011199	none
OG0011214	none
OG0011222	unknown
OG0011227	none
OG0011229	none
OG0011232	relaxed
OG0011239	none
OG0011241	none
OG0011245	none
OG0011247	none
OG0011249	none
OG0011251	intensified
OG0011252	none
OG0011262	none
OG0011265	unknown
OG0011266	none
OG0011267	none
OG0011274	none
OG0011277	none
OG0011282	relaxed
OG0011285	none
OG0011287	intensified
OG0011291	relaxed
OG0011295	none
OG0011297	none
OG0011298	intensified
OG0011299	none
OG0011303	intensified
OG0011306	intensified
OG0011307	none
OG0011317	intensified
OG0011319	relaxed
OG0011326	none
OG0011327	intensified
OG0011328	none
OG0011329	intensified
OG0011330	none
OG0011332	none
OG0011335	none
OG0011339	none
OG0011344	none
OG0011353	relaxed
OG0011355	intensified
OG0011360	none
OG0011361	intensified
OG0011363	none
OG0011364	none
OG0011368	none
OG0011369	none
OG0011370	none
OG0011371	none
OG0011372	relaxed
OG0011373	none
OG0011374	none
OG0011376	none
OG0011384	none
OG0011385	none
OG0011386	none
OG0011388	intensified
OG0011389	none
OG0011394	none
OG0011396	none
OG0011398	none
OG0011408	intensified
OG0011410	none
OG0011412	none
OG0011424	intensified
OG0011427	intensified
OG0011429	none
OG0011430	intensified
OG0011431	none
OG0011433	relaxed
OG0011435	relaxed
OG0011437	none
OG0011439	relaxed
OG0011442	none
OG0011444	none
OG0011446	relaxed
OG0011450	none
OG0011451	none
OG0011456	none
OG0011459	none
OG0011460	intensified
OG0011464	none
OG0011465	intensified
OG0011470	none
OG0011476	none
OG0011477	none
OG0011478	none
OG0011480	intensified
OG0011482	relaxed
OG0011484	none
OG0011487	none
OG0011490	none
OG0011498	none
OG0011499	none
OG0011501	none
OG0011503	intensified
OG0011505	none
OG0011518	none
OG0011520	none
OG0011522	none
OG0011530	none
OG0011531	none
OG0011532	none
OG0011533	none
OG0011535	none
OG0011537	none
OG0011543	intensified
OG0011544	intensified
OG0011545	none
OG0011546	none
OG0011549	none
OG0011552	none
OG0011557	intensified
OG0011558	none
OG0011566	none
OG0011567	intensified
OG0011575	none
OG0011577	intensified
OG0011578	none
OG0011582	none
OG0011587	none
OG0011588	intensified
OG0011592	none
OG0011599	none
OG0011600	none
OG0011604	intensified
OG0011606	none
OG0011609	none
OG0011613	none
OG0011616	none
OG0011623	none
OG0011625	relaxed
OG0011627	none
OG0011628	none
OG0011629	none
OG0011630	none
OG0011634	none
OG0011636	intensified
OG0011637	none
OG0011643	none
OG0011645	none
OG0011647	none
OG0011651	intensified
OG0011652	none
OG0011653	none
OG0011655	intensified
OG0011662	none
OG0011664	none
OG0011671	none
OG0011674	none
OG0011675	none
OG0011677	none
OG0011678	none
OG0011683	none
OG0011684	none
OG0011685	relaxed
OG0011686	none
OG0011688	none
OG0011690	intensified
OG0011694	none
OG0011695	none
OG0011702	none
OG0011705	intensified
OG0011710	intensified
OG0011714	none
OG0011723	none
OG0011724	none
OG0011727	none
OG0011728	none
OG0011730	none
OG0011742	none
OG0011745	none
OG0011746	none
OG0011747	none
OG0011756	none
OG0011760	none
OG0011761	intensified
OG0011769	relaxed
OG0011776	none
OG0011777	none
OG0011783	none
OG0011785	relaxed
OG0011786	intensified
OG0011787	none
OG0011788	none
OG0011799	none
OG0011803	none
OG0011806	none
OG0011807	none
OG0011811	intensified
OG0011816	intensified
OG0011817	none
OG0011822	intensified
OG0011832	relaxed
OG0011833	intensified
OG0011834	none
OG0011836	intensified
OG0011838	none
OG0011839	none
OG0011844	none
OG0011849	none
OG0011850	none
OG0011856	none
OG0011857	intensified
OG0011858	none
OG0011862	none
OG0011863	none
OG0011866	none
OG0011867	none
OG0011872	none
OG0011881	none
OG0011882	none
OG0011884	none
OG0011887	none
OG0011889	intensified
OG0011891	intensified
OG0011895	none
OG0011896	none
OG0011899	none
OG0011903	intensified
OG0011906	none
OG0011909	none
OG0011915	none
OG0011919	none
OG0011924	unknown
OG0011929	none
OG0011932	none
OG0011934	none
OG0011939	none
OG0011940	intensified
OG0011943	none
OG0011945	intensified
OG0011947	none
OG0011950	intensified
OG0011952	unknown
OG0011953	none
OG0011955	intensified
OG0011956	none
OG0011958	none
OG0011959	none
OG0011964	none
OG0011966	none
OG0011967	intensified
OG0011968	none
OG0011971	none
OG0011978	none
OG0011981	none
OG0011983	none
OG0011987	none
OG0011990	none
OG0011995	relaxed
OG0011996	intensified
OG0011997	none
OG0011999	none
OG0012001	none
OG0012005	none
OG0012008	intensified
OG0012010	none
OG0012012	none
OG0012017	none
OG0012018	none
OG0012020	intensified
OG0012022	none
OG0012023	none
OG0012024	none
OG0012029	none
OG0012041	none
OG0012047	none
OG0012141	none
OG0012251	none
OG0012281	none
OG0012362	relaxed
OG0012490	none
OG0012526	intensified
OG0012668	relaxed
OG0012678	none
OG0012685	none
OG0012728	relaxed
OG0012758	none
OG0012766	intensified
OG0012808	none
OG0012858	none
OG0012869	none
OG0012898	none
OG0012906	none
OG0012912	relaxed
OG0012914	none
OG0012915	none
OG0012917	none
OG0012919	intensified
OG0012920	none
OG0012922	intensified
OG0012927	intensified
OG0012937	none
OG0012938	none
OG0012939	none
OG0012942	relaxed
OG0012944	none
OG0012952	relaxed
OG0012957	intensified
OG0012967	none
OG0012968	none
OG0012973	relaxed
OG0012975	none
OG0012982	none
OG0012987	none
OG0012988	none
OG0012989	intensified
OG0012990	none
OG0012993	none
OG0012999	relaxed
OG0013001	intensified
OG0013005	none
OG0013009	none
OG0013013	none
OG0013025	intensified
OG0013029	none
OG0013040	none
OG0013042	none
OG0013045	none
OG0013062	none
OG0013067	none
OG0013075	relaxed
OG0013076	none
OG0013092	none
OG0013093	none
OG0013094	none
OG0013104	none
OG0013111	none
OG0013116	relaxed
OG0013123	none
OG0013127	relaxed
OG0013144	none
OG0013145	none
OG0013148	relaxed
OG0013150	none
OG0013154	none
OG0013189	none
OG0013199	none
OG0013206	none
OG0013211	none
OG0013214	none
OG0013223	none
OG0013230	none
OG0013231	none
OG0013234	none
OG0013235	none
OG0013236	intensified
OG0013240	none
OG0013247	none
OG0013251	none
OG0013252	intensified
OG0013254	intensified
OG0013257	intensified
OG0013258	none
OG0013269	none
OG0013272	none
OG0013286	unknown
OG0013558	none
OG0013601	none
OG0013603	none
OG0013613	none
OG0013682	none
OG0013684	intensified
OG0013691	none
OG0013693	none
OG0013707	intensified
OG0013711	none
OG0013716	intensified
OG0013727	none
OG0013741	relaxed
OG0013762	none
OG0013769	none
OG0013772	none
OG0013776	relaxed
OG0013780	none
OG0013797	none
OG0013803	none
OG0013828	intensified
OG0013834	none
OG0013853	none
OG0013855	none
OG0013863	intensified
OG0013869	none
OG0013876	none
OG0013883	none
OG0013887	none
OG0013889	intensified
OG0013893	none
OG0013895	none
OG0013896	none
OG0013898	relaxed
OG0013904	none
OG0013913	relaxed
OG0013918	none
OG0014271	none
OG0014279	none
OG0014288	relaxed
OG0014293	none
OG0014323	none
OG0014327	none
OG0014350	none
OG0014360	none
OG0014371	none
OG0014388	none
OG0014396	none
OG0014400	none
OG0014404	intensified
OG0014415	none
OG0014419	none
OG0014429	none
OG0014438	none
OG0014439	none
OG0014445	none
OG0014447	none
OG0014455	none
OG0014468	none
OG0014480	none
OG0014494	relaxed
OG0003689	none
OG0004975	relaxed
OG0005277	none
OG0005305	intensified
OG0005405	none
OG0005455	none
OG0005474	none
OG0005819	intensified
OG0005883	intensified
OG0005910	intensified
OG0006073	none
OG0006098	intensified
OG0006133	none
OG0006144	none
OG0006157	none
OG0006169	none
OG0006242	intensified
OG0006263	none
OG0006316	none
OG0006324	none
OG0006326	none
OG0006333	intensified
OG0006336	none
OG0006346	none
OG0006404	intensified
OG0006411	none
OG0006429	none
OG0006449	intensified
OG0006469	intensified
OG0006475	none
OG0006476	intensified
OG0006480	none
OG0006494	intensified
OG0006504	none
OG0006512	none
OG0006516	none
OG0006522	none
OG0006525	none
OG0006550	intensified
OG0006552	intensified
OG0006560	intensified
OG0006567	none
OG0006580	intensified
OG0006586	none
OG0006597	none
OG0006610	none
OG0006625	none
OG0006626	none
OG0006633	none
OG0006646	none
OG0006648	relaxed
OG0006667	intensified
OG0006671	none
OG0006689	none
OG0006714	none
OG0006715	intensified
OG0006721	none
OG0006737	none
OG0006747	none
OG0006748	none
OG0006751	none
OG0006763	none
OG0006764	none
OG0006780	none
OG0006835	none
OG0006836	none
OG0006839	intensified
OG0006846	none
OG0006852	none
OG0006853	none
OG0006854	relaxed
OG0006856	none
OG0006862	relaxed
OG0006866	relaxed
OG0006869	none
OG0006874	none
OG0006876	intensified
OG0006879	none
OG0006900	intensified
OG0006902	intensified
OG0006903	intensified
OG0006905	intensified
OG0006906	none
OG0006907	none
OG0006908	none
OG0006910	none
OG0006913	none
OG0006915	none
OG0006925	none
OG0006930	none
OG0006938	none
OG0006939	none
OG0006941	relaxed
OG0006951	intensified
OG0006961	intensified
OG0006967	none
OG0006972	none
OG0006975	relaxed
OG0006980	none
OG0006981	none
OG0006985	none
OG0006986	none
OG0006990	none
OG0006999	none
OG0007005	intensified
OG0007011	none
OG0007012	none
OG0007013	none
OG0007015	intensified
OG0007016	none
OG0007017	intensified
OG0007027	none
OG0007037	none
OG0007039	none
OG0007054	none
OG0007062	none
OG0007080	relaxed
OG0007087	intensified
OG0007088	none
OG0007089	none
OG0007090	intensified
OG0007092	relaxed
OG0007093	none
OG0007095	none
OG0007098	none
OG0007099	none
OG0007106	none
OG0007109	intensified
OG0007117	none
OG0007119	none
OG0007124	intensified
OG0007125	none
OG0007126	relaxed
OG0007130	none
OG0007137	none
OG0007141	none
OG0007156	intensified
OG0007157	none
OG0007158	intensified
OG0007161	none
OG0007163	none
OG0007165	none
OG0007174	none
OG0007188	none
OG0007196	intensified
OG0007203	none
OG0007210	relaxed
OG0007211	none
OG0007227	intensified
OG0007237	none
OG0007238	none
OG0007241	none
OG0007245	relaxed
OG0007252	relaxed
OG0007263	none
OG0007265	none
OG0007267	none
OG0007268	intensified
OG0007270	none
OG0007271	none
OG0007276	none
OG0007279	none
OG0007281	none
OG0007285	none
OG0007287	none
OG0007302	none
OG0007304	none
OG0007305	none
OG0007306	none
OG0007313	none
OG0007314	none
OG0007315	intensified
OG0007316	none
OG0007319	none
OG0007329	intensified
OG0007331	none
OG0007340	none
OG0007347	none
OG0007351	none
OG0007354	relaxed
OG0007409	intensified
OG0007410	intensified
OG0007411	none
OG0007412	relaxed
OG0007414	none
OG0007420	none
OG0007421	none
OG0007422	none
OG0007428	none
OG0007429	none
OG0007438	intensified
OG0007440	intensified
OG0007446	none
OG0007451	unknown
OG0007455	intensified
OG0007458	intensified
OG0007463	none
OG0007467	intensified
OG0007470	none
OG0007472	none
OG0007474	none
OG0007475	none
OG0007476	none
OG0007477	none
OG0007479	intensified
OG0007484	none
OG0007486	none
OG0007491	none
OG0007493	none
OG0007494	intensified
OG0007497	none
OG0007498	relaxed
OG0007500	none
OG0007504	intensified
OG0007506	none
OG0007507	none
OG0007513	none
OG0007518	none
OG0007521	none
OG0007522	relaxed
OG0007523	none
OG0007526	relaxed
OG0007534	none
OG0007535	none
OG0007536	none
OG0007539	none
OG0007540	none
OG0007542	none
OG0007544	none
OG0007545	none
OG0007547	none
OG0007551	none
OG0007552	none
OG0007553	none
OG0007554	relaxed
OG0007556	intensified
OG0007561	none
OG0007562	relaxed
OG0007567	none
OG0007569	intensified
OG0007571	none
OG0007572	none
OG0007579	relaxed
OG0007580	none
OG0007581	none
OG0007586	none
OG0007587	none
OG0007588	none
OG0007590	intensified
OG0007592	intensified
OG0007594	relaxed
OG0007596	none
OG0007597	intensified
OG0007598	intensified
OG0007600	none
OG0007604	none
OG0007609	none
OG0007611	none
OG0007615	relaxed
OG0007622	unknown
OG0007626	none
OG0007627	none
OG0007629	none
OG0007630	relaxed
OG0007633	none
OG0007635	intensified
OG0007636	intensified
OG0007637	none
OG0007638	none
OG0007641	none
OG0007643	none
OG0007647	intensified
OG0007651	none
OG0007652	intensified
OG0007653	intensified
OG0007660	intensified
OG0007661	none
OG0007662	intensified
OG0007666	none
OG0007670	intensified
OG0007672	none
OG0007673	relaxed
OG0007674	none
OG0007675	none
OG0007679	none
OG0007681	intensified
OG0007683	none
OG0007685	none
OG0007688	none
OG0007689	none
OG0007695	none
OG0007697	none
OG0007702	none
OG0007706	none
OG0007707	none
OG0007710	none
OG0007713	none
OG0007716	intensified
OG0007721	relaxed
OG0007726	intensified
OG0007728	none
OG0007729	intensified
OG0007736	none
OG0007746	none
OG0007747	none
OG0007748	none
OG0007751	relaxed
OG0007754	none
OG0007756	none
OG0007757	intensified
OG0007759	unknown
OG0007760	none
OG0007762	none
OG0007772	none
OG0007773	relaxed
OG0007774	relaxed
OG0007778	none
OG0007781	none
OG0007782	none
OG0007785	relaxed
OG0007786	intensified
OG0007790	intensified
OG0007791	intensified
OG0007794	none
OG0007795	intensified
OG0007796	intensified
OG0007798	intensified
OG0007805	none
OG0007810	intensified
OG0007816	none
OG0007819	intensified
OG0007821	none
OG0007825	none
OG0007826	none
OG0007827	none
OG0007828	none
OG0007829	none
OG0007832	none
OG0007834	none
OG0007839	none
OG0007844	intensified
OG0007845	none
OG0007861	intensified
OG0007870	relaxed
OG0007872	none
OG0007874	none
OG0007875	none
OG0007878	none
OG0007882	none
OG0007884	relaxed
OG0007887	unknown
OG0007890	none
OG0007891	intensified
OG0007893	none
OG0007894	none
OG0007896	none
OG0007897	none
OG0007901	none
OG0007902	intensified
OG0007904	intensified
OG0007906	none
OG0007909	none
OG0007910	none
OG0007911	intensified
OG0007915	intensified
OG0007917	intensified
OG0007926	none
OG0007927	none
OG0007929	none
OG0007930	relaxed
OG0007931	none
OG0007935	none
OG0007937	none
OG0007939	none
OG0007944	none
OG0007948	none
OG0007951	none
OG0007961	none
OG0007969	none
OG0007971	intensified
OG0007972	none
OG0007977	none
OG0007987	none
OG0007988	none
OG0007990	none
OG0007997	intensified
OG0008001	none
OG0008007	none
OG0008009	relaxed
OG0008012	none
OG0008019	none
OG0008024	none
OG0008025	none
OG0008028	none
OG0008029	none
OG0008030	relaxed
OG0008031	none
OG0008033	none
OG0008036	none
OG0008037	none
OG0008038	none
OG0008040	none
OG0008043	none
OG0008046	intensified
OG0008050	none
OG0008051	none
OG0008056	none
OG0008061	relaxed
OG0008066	none
OG0008070	none
OG0008071	intensified
OG0008072	none
OG0008075	none
OG0008080	none
OG0008082	intensified
OG0008083	relaxed
OG0008084	intensified
OG0008085	none
OG0008089	intensified
OG0008093	none
OG0008098	intensified
OG0008101	intensified
OG0008102	none
OG0008105	none
OG0008110	none
OG0008112	none
OG0008113	none
OG0008120	none
OG0008126	none
OG0008128	relaxed
OG0008132	none
OG0008134	none
OG0008135	none
OG0008137	relaxed
OG0008143	none
OG0008147	relaxed
OG0008158	none
OG0008163	relaxed
OG0008164	intensified
OG0008165	none
OG0008166	none
OG0008167	unknown
OG0008172	relaxed
OG0008180	none
OG0008183	none
OG0008184	none
OG0008186	intensified
OG0008189	none
OG0008192	none
OG0008194	none
OG0008198	intensified
OG0008201	relaxed
OG0008202	intensified
OG0008209	none
OG0008211	relaxed
OG0008215	none
OG0008221	intensified
OG0008224	none
OG0008225	intensified
OG0008228	intensified
OG0008231	intensified
OG0008233	none
OG0008234	none
OG0008238	none
OG0008241	intensified
OG0008245	relaxed
OG0008247	intensified
OG0008248	relaxed
OG0008252	intensified
OG0008343	none
OG0008363	intensified
OG0008369	relaxed
OG0008385	none
OG0008386	none
OG0008392	intensified
OG0008395	none
OG0008399	relaxed
OG0008413	intensified
OG0008426	intensified
OG0008429	relaxed
OG0008431	none
OG0008435	relaxed
OG0008445	none
OG0008449	none
OG0008467	none
OG0008496	none
OG0008504	none
OG0008512	relaxed
OG0008515	none
OG0008531	none
OG0008534	none
OG0008538	none
OG0008540	none
OG0008545	none
OG0008547	none
OG0008567	intensified
OG0008569	none
OG0008574	none
OG0008581	relaxed
OG0008594	relaxed
OG0008600	intensified
OG0008606	none
OG0008609	none
OG0008612	intensified
OG0008613	none
OG0008614	relaxed
OG0008616	relaxed
OG0008634	none
OG0008643	none
OG0008659	none
OG0008670	none
OG0008680	none
OG0008681	none
OG0008689	none
OG0008695	none
OG0008700	relaxed
OG0008704	none
OG0008705	none
OG0008709	none
OG0008713	unknown
OG0008726	none
OG0008730	none
OG0008736	none
OG0008750	none
OG0008766	none
OG0008802	none
OG0008806	intensified
OG0008810	none
OG0008823	intensified
OG0008839	none
OG0008841	intensified
OG0008844	none
OG0008846	unknown
OG0008849	none
OG0008861	intensified
OG0008873	none
OG0008902	intensified
OG0008904	none
OG0008907	intensified
OG0008911	none
OG0008914	none
OG0008947	none
OG0008948	none
OG0008962	none
OG0008965	none
OG0008966	none
OG0008967	none
OG0008968	intensified
OG0008983	none
OG0008990	none
OG0008994	none
OG0008995	none
OG0009026	none
OG0009030	relaxed
OG0009034	none
OG0009038	none
OG0009045	none
OG0009057	none
OG0009058	none
OG0009059	none
OG0009060	relaxed
OG0009073	none
OG0009091	none
OG0009093	intensified
OG0009094	none
OG0009104	none
OG0009111	relaxed
OG0009117	none
OG0009138	none
OG0009144	none
OG0009145	none
OG0009156	intensified
OG0009157	none
OG0009169	none
OG0009170	none
OG0009173	intensified
OG0009183	intensified
OG0009195	none
OG0009231	none
OG0009245	none
OG0009252	none
OG0009253	none
OG0009260	none
OG0009268	none
OG0009269	intensified
OG0009273	relaxed
OG0009283	intensified
OG0009302	none
OG0009309	none
OG0009321	none
OG0009322	intensified
OG0009329	none
OG0009338	none
OG0009347	none
OG0009365	none
OG0009373	none
OG0009382	none
OG0009388	intensified
OG0009396	none
OG0009411	none
OG0009428	intensified
OG0009440	none
OG0009450	intensified
OG0009454	none
OG0009457	none
OG0009468	none
OG0009478	intensified
OG0009483	intensified
OG0009489	intensified
OG0009503	relaxed
OG0009504	relaxed
OG0009512	none
OG0009521	intensified
OG0009524	intensified
OG0009526	none
OG0009530	none
OG0009544	none
OG0009548	none
OG0009552	intensified
OG0009554	relaxed
OG0009564	intensified
OG0009567	none
OG0009585	none
OG0009586	intensified
OG0009594	none
OG0009637	none
OG0009638	none
OG0009639	intensified
OG0009640	none
OG0009641	relaxed
OG0009642	intensified
OG0009644	none
OG0009645	none
OG0009646	intensified
OG0009647	intensified
OG0009650	none
OG0009652	none
OG0009655	none
OG0009657	none
OG0009658	none
OG0009659	intensified
OG0009660	none
OG0009662	none
OG0009663	none
OG0009665	none
OG0009668	none
OG0009670	none
