qname,query,OG_ID,chr,seqStart,seqEnd
evm.model.ptg031416l.1_Prang-OG0007837.fa,evm.model.ptg031416l.1_Prang,OG0007837,chr13,76423353,76423929
evm.model.ptg005615l.5_Prang-OG0007838.fa,evm.model.ptg005615l.5_Prang,OG0007838,chr4,2570961383,2570967005
evm.model.ptg011989l.4_Prang-OG0007841.fa,evm.model.ptg011989l.4_Prang,OG0007841,chr4,2028653638,2028654880
evm.model.ptg005459l.6_Prang-OG0007844.fa,evm.model.ptg005459l.6_Prang,OG0007844,chr4,2023841162,2023847477
evm.model.ptg004387l.5_Prang-OG0007845.fa,evm.model.ptg004387l.5_Prang,OG0007845,chr4,542481609,542484486
evm.model.ptg012456l.2_Prang-OG0007848.fa,evm.model.ptg012456l.2_Prang,OG0007848,chr6,767607184,767609074
evm.model.ptg012440l.2_Prang-OG0007849.fa,evm.model.ptg012440l.2_Prang,OG0007849,chr13,67084745,67085732
evm.model.ptg021495l.2_Prang-OG0007850.fa,evm.model.ptg021495l.2_Prang,OG0007850,chr11,110715768,110716344
evm.model.ptg000613l.6_Prang-OG0007851.fa,evm.model.ptg000613l.6_Prang,OG0007851,chr11,178462535,178463021
evm.model.ptg012867l.2_Prang-OG0007854.fa,evm.model.ptg012867l.2_Prang,OG0007854,chr6,1619917762,1619920894
evm.model.ptg001193l.5_Prang-OG0007855.fa,evm.model.ptg001193l.5_Prang,OG0007855,chr6,1634765072,1634766536
evi.model.ptg025050l.94_Prang-OG0007856.fa,evi.model.ptg025050l.94_Prang,OG0007856,chr14,515859284,515860490
evm.model.ptg006709l.4_Prang-OG0007857.fa,evm.model.ptg006709l.4_Prang,OG0007857,chr6,136592588,136594751
evm.model.ptg006839l.1_Prang-OG0007860.fa,evm.model.ptg006839l.1_Prang,OG0007860,chr6,43466283,43468404
evm.model.ptg004649l.13_Prang-OG0007861.fa,evm.model.ptg004649l.13_Prang,OG0007861,chr6,206458808,206460836
evm.model.ptg007925l.6_Prang-OG0007863.fa,evm.model.ptg007925l.6_Prang,OG0007863,chr14,812492225,812496218
evm.model.ptg010272l.7_Prang-OG0007864.fa,evm.model.ptg010272l.7_Prang,OG0007864,chr18,180815992,180816331
evm.model.ptg003081l.3_Prang-OG0007865.fa,evm.model.ptg003081l.3_Prang,OG0007865,chr18,255487393,255490216
evm.model.ptg017628l.4_Prang-OG0007866.fa,evm.model.ptg017628l.4_Prang,OG0007866,chr12,737027920,737029060
evm.model.ptg005572l.2_Prang-OG0007867.fa,evm.model.ptg005572l.2_Prang,OG0007867,chr12,1143152676,1143154209
evm.model.ptg000319l.3_Prang-OG0007868.fa,evm.model.ptg000319l.3_Prang,OG0007868,chr12,747333735,747334755
evm.model.ptg007017l.7_Prang-OG0007869.fa,evm.model.ptg007017l.7_Prang,OG0007869,chr9,500528583,500529213
evm.model.ptg000399l.6_Prang-OG0007870.fa,evm.model.ptg000399l.6_Prang,OG0007870,chr13,639903060,639904182
evm.model.ptg003519l.7_Prang-OG0007872.fa,evm.model.ptg003519l.7_Prang,OG0007872,chr2,1119791450,1119792356
evm.model.ptg005766l.2_Prang-OG0007873.fa,evm.model.ptg005766l.2_Prang,OG0007873,chr18,661176726,661177395
evm.model.ptg003499l.2_Prang-OG0007874.fa,evm.model.ptg003499l.2_Prang,OG0007874,chr13,278379432,278379939
evm.model.ptg000984l.7_Prang-OG0007875.fa,evm.model.ptg000984l.7_Prang,OG0007875,chr13,672178298,672182075
evm.model.ptg006633l.2_Prang-OG0007877.fa,evm.model.ptg006633l.2_Prang,OG0007877,chr13,524166555,524168364
evm.model.ptg006639l.1_Prang-OG0007878.fa,evm.model.ptg006639l.1_Prang,OG0007878,chr13,290896342,290897548
evm.model.ptg016532l.5_Prang-OG0007879.fa,evm.model.ptg016532l.5_Prang,OG0007879,chr13,287485436,287486135
evm.model.ptg008778l.6_Prang-OG0007880.fa,evm.model.ptg008778l.6_Prang,OG0007880,chr11,442813995,442815294
evm.model.ptg014546l.1_Prang-OG0007882.fa,evm.model.ptg014546l.1_Prang,OG0007882,chr13,249469812,249470994
evm.model.ptg004157l.2_Prang-OG0007883.fa,evm.model.ptg004157l.2_Prang,OG0007883,chr12,926695896,926696256
evm.model.ptg011642l.8_Prang-OG0007884.fa,evm.model.ptg011642l.8_Prang,OG0007884,chr13,621967642,621970918
evm.model.ptg009362l.1_Prang-OG0007886.fa,evm.model.ptg009362l.1_Prang,OG0007886,chr6,316553862,316555242
evm.model.ptg004822l.3_Prang-OG0007887.fa,evm.model.ptg004822l.3_Prang,OG0007887,chr5,2463495029,2463495998
evm.model.ptg007273l.2_Prang-OG0007888.fa,evm.model.ptg007273l.2_Prang,OG0007888,chr5,2394875543,2394878765
evm.model.ptg012644l.3_Prang-OG0007890.fa,evm.model.ptg012644l.3_Prang,OG0007890,chr19,24533470,24534523
evm.model.ptg010605l.2_Prang-OG0007891.fa,evm.model.ptg010605l.2_Prang,OG0007891,chr3,339733200,339735639
evm.model.ptg000085l.5_Prang-OG0007893.fa,evm.model.ptg000085l.5_Prang,OG0007893,chr8,669859686,669860622
evm.model.ptg006254l.2_Prang-OG0007894.fa,evm.model.ptg006254l.2_Prang,OG0007894,chr8,67272643,67273360
evm.model.ptg000007l.2_Prang-OG0007897.fa,evm.model.ptg000007l.2_Prang,OG0007897,chr8,892124473,892125619
evm.model.ptg002421l.2_Prang-OG0007899.fa,evm.model.ptg002421l.2_Prang,OG0007899,scaffold2445,28332,31551
evm.model.ptg002748l.2_Prang-OG0007901.fa,evm.model.ptg002748l.2_Prang,OG0007901,chr6,957291371,957293282
evm.model.ptg007930l.1_Prang-OG0007902.fa,evm.model.ptg007930l.1_Prang,OG0007902,chr4,2918586586,2918590828
evm.model.ptg001473l.1_Prang-OG0007903.fa,evm.model.ptg001473l.1_Prang,OG0007903,chr4,2916383290,2916383908
evm.model.ptg004774l.3_Prang-OG0007904.fa,evm.model.ptg004774l.3_Prang,OG0007904,chr13,870015132,870017283
evm.model.ptg003615l.4_Prang-OG0007906.fa,evm.model.ptg003615l.4_Prang,OG0007906,chr8,350756407,350758798
evm.model.ptg003383l.1_Prang-OG0007907.fa,evm.model.ptg003383l.1_Prang,OG0007907,chr8,251847662,251850452
evm.model.ptg007790l.6_Prang-OG0007909.fa,evm.model.ptg007790l.6_Prang,OG0007909,chr7,669137964,669139272
evm.model.ptg002049l.1_Prang-OG0007910.fa,evm.model.ptg002049l.1_Prang,OG0007910,chr4,1174707253,1174708279
evm.model.ptg008189l.1_Prang-OG0007912.fa,evm.model.ptg008189l.1_Prang,OG0007912,chr3,78149369,78151139
evm.model.ptg005254l.3_Prang-OG0007914.fa,evm.model.ptg005254l.3_Prang,OG0007914,chr4,262064119,262066678
evm.model.ptg000878l.4_Prang-OG0007915.fa,evm.model.ptg000878l.4_Prang,OG0007915,chr14,125658571,125659795
evm.model.ptg013119l.1_Prang-OG0007916.fa,evm.model.ptg013119l.1_Prang,OG0007916,chr4,1699711059,1699712352
evm.model.ptg016631l.1_Prang-OG0007917.fa,evm.model.ptg016631l.1_Prang,OG0007917,chr4,1278368095,1278368965
evm.model.ptg001866l.1_Prang-OG0007918.fa,evm.model.ptg001866l.1_Prang,OG0007918,chr4,1276222321,1276226338
evm.model.ptg002217l.5_Prang-OG0007919.fa,evm.model.ptg002217l.5_Prang,OG0007919,chr15,89607302,89609225
evm.model.ptg008334l.2_Prang-OG0007920.fa,evm.model.ptg008334l.2_Prang,OG0007920,chr15,613814285,613815032
evm.model.ptg019278l.2_Prang-OG0007921.fa,evm.model.ptg019278l.2_Prang,OG0007921,chr4,1710817808,1710819011
evm.model.ptg000430l.4_Prang-OG0007923.fa,evm.model.ptg000430l.4_Prang,OG0007923,chr2,3495927558,3495931587
evm.model.ptg025516l.1_Prang-OG0007925.fa,evm.model.ptg025516l.1_Prang,OG0007925,chr9,1075032620,1075033904
evm.model.ptg000724l.9_Prang-OG0007926.fa,evm.model.ptg000724l.9_Prang,OG0007926,chr5,1883584889,1883590970
evm.model.ptg005227l.2_Prang-OG0007927.fa,evm.model.ptg005227l.2_Prang,OG0007927,chr1,600968144,600969671
evm.model.ptg005356l.16_Prang-OG0007929.fa,evm.model.ptg005356l.16_Prang,OG0007929,chr13,935809361,935809991
evm.model.ptg009752l.2_Prang-OG0007931.fa,evm.model.ptg009752l.2_Prang,OG0007931,chr13,1018468318,1018469791
evm.model.ptg020590l.2_Prang-OG0007932.fa,evm.model.ptg020590l.2_Prang,OG0007932,chr13,962074856,962075660
evm.model.ptg000491l.1_Prang-OG0007933.fa,evm.model.ptg000491l.1_Prang,OG0007933,chr13,804145200,804147873
evm.model.ptg009766l.1_Prang-OG0007934.fa,evm.model.ptg009766l.1_Prang,OG0007934,chr4,568454524,568457641
evm.model.ptg011978l.3_Prang-OG0007936.fa,evm.model.ptg011978l.3_Prang,OG0007936,chr15,763712187,763713084
evm.model.ptg002370l.3_Prang-OG0007937.fa,evm.model.ptg002370l.3_Prang,OG0007937,chr15,491074761,491076123
evm.model.ptg001638l.2_Prang-OG0007939.fa,evm.model.ptg001638l.2_Prang,OG0007939,chr15,749101991,749104163
evi.model.ptg012951l.33_Prang-OG0007940.fa,evi.model.ptg012951l.33_Prang,OG0007940,chr15,792131398,792132388
evm.model.ptg011781l.3_Prang-OG0007941.fa,evm.model.ptg011781l.3_Prang,OG0007941,chr15,758916853,758919271
evm.model.ptg010315l.4_Prang-OG0007943.fa,evm.model.ptg010315l.4_Prang,OG0007943,chr9,1198554571,1198555372
evm.model.ptg007277l.5_Prang-OG0007944.fa,evm.model.ptg007277l.5_Prang,OG0007944,chr9,1201759859,1201761596
evm.model.ptg003041l.2_Prang-OG0007946.fa,evm.model.ptg003041l.2_Prang,OG0007946,chr5,889493115,889493718
evm.model.ptg008616l.1_Prang-OG0007947.fa,evm.model.ptg008616l.1_Prang,OG0007947,chr5,955616689,955618786
evm.model.ptg003457l.5_Prang-OG0007948.fa,evm.model.ptg003457l.5_Prang,OG0007948,chr10,1091230478,1091231600
evm.model.ptg020946l.1_Prang-OG0007949.fa,evm.model.ptg020946l.1_Prang,OG0007949,chr15,9769709,9770831
evm.model.ptg000008l.4_Prang-OG0007950.fa,evm.model.ptg000008l.4_Prang,OG0007950,chr10,799133792,799136600
evm.model.ptg008632l.3_Prang-OG0007951.fa,evm.model.ptg008632l.3_Prang,OG0007951,chr10,787204764,787206864
evm.model.ptg008632l.4_Prang-OG0007952.fa,evm.model.ptg008632l.4_Prang,OG0007952,chr10,785261178,785263518
evm.model.ptg000788l.5_Prang-OG0007954.fa,evm.model.ptg000788l.5_Prang,OG0007954,chr2,2648241415,2648244247
evm.model.ptg004567l.3_Prang-OG0007955.fa,evm.model.ptg004567l.3_Prang,OG0007955,chr3,458398172,458401679
evm.model.ptg004775l.1_Prang-OG0007958.fa,evm.model.ptg004775l.1_Prang,OG0007958,chr2,205407247,205410487
evm.model.ptg018427l.1_Prang-OG0007959.fa,evm.model.ptg018427l.1_Prang,OG0007959,chr2,2631140601,2631145707
evm.model.ptg007621l.8_Prang-OG0007961.fa,evm.model.ptg007621l.8_Prang,OG0007961,chr1,3213378707,3213379649
evm.model.ptg006619l.5_Prang-OG0007962.fa,evm.model.ptg006619l.5_Prang,OG0007962,chr3,468187681,468188710
evm.model.ptg002142l.2_Prang-OG0007964.fa,evm.model.ptg002142l.2_Prang,OG0007964,chr3,124413687,124415154
evm.model.ptg021488l.2_Prang-OG0007965.fa,evm.model.ptg021488l.2_Prang,OG0007965,chr6,160422035,160424324
evm.model.ptg034374l.1_Prang-OG0007966.fa,evm.model.ptg034374l.1_Prang,OG0007966,chr3,3116732835,3116733450
evm.model.ptg022485l.3_Prang-OG0007967.fa,evm.model.ptg022485l.3_Prang,OG0007967,chr3,2927698692,2927699580
evm.model.ptg016378l.1_Prang-OG0007968.fa,evm.model.ptg016378l.1_Prang,OG0007968,chr3,1121734455,1121737143
evm.model.ptg003294l.2_Prang-OG0007969.fa,evm.model.ptg003294l.2_Prang,OG0007969,chr3,977108434,977110015
evm.model.ptg010737l.4_Prang-OG0007970.fa,evm.model.ptg010737l.4_Prang,OG0007970,chr3,756244638,756245124
evm.model.ptg028024l.1_Prang-OG0007972.fa,evm.model.ptg028024l.1_Prang,OG0007972,chr8,1143099178,1143101134
evm.model.ptg015343l.3_Prang-OG0007973.fa,evm.model.ptg015343l.3_Prang,OG0007973,chr17,313812954,313814976
evm.model.ptg000890l.5_Prang-OG0007974.fa,evm.model.ptg000890l.5_Prang,OG0007974,chr17,76596746,76597355
evm.model.ptg000627l.8_Prang-OG0007976.fa,evm.model.ptg000627l.8_Prang,OG0007976,chr5,258781634,258782963
evm.model.ptg019166l.3_Prang-OG0007977.fa,evm.model.ptg019166l.3_Prang,OG0007977,chr5,323720885,323721782
evm.model.ptg003938l.3_Prang-OG0007979.fa,evm.model.ptg003938l.3_Prang,OG0007979,chr5,705510590,705511376
evm.model.ptg005243l.2_Prang-OG0007982.fa,evm.model.ptg005243l.2_Prang,OG0007982,chr5,337932663,337935564
evm.model.ptg007724l.2_Prang-OG0007985.fa,evm.model.ptg007724l.2_Prang,OG0007985,chr3,1129687127,1129691282
evm.model.ptg006372l.2_Prang-OG0007986.fa,evm.model.ptg006372l.2_Prang,OG0007986,chr5,284868641,284871419
evm.model.ptg001666l.17_Prang-OG0007991.fa,evm.model.ptg001666l.17_Prang,OG0007991,chr5,430321031,430328039
evm.model.ptg002160l.1_Prang-OG0007993.fa,evm.model.ptg002160l.1_Prang,OG0007993,chr2,891807123,891808680
evm.model.ptg002941l.1_Prang-OG0007994.fa,evm.model.ptg002941l.1_Prang,OG0007994,chr12,294400963,294402970
evm.model.ptg041157l.1_Prang-OG0007997.fa,evm.model.ptg041157l.1_Prang,OG0007997,chr19,791200770,791202099
evm.model.ptg008828l.1_Prang-OG0007998.fa,evm.model.ptg008828l.1_Prang,OG0007998,chr1,3117985614,3117987567
evm.model.ptg003492l.7_Prang-OG0008000.fa,evm.model.ptg003492l.7_Prang,OG0008000,chr3,1601601610,1601608321
evm.model.ptg003737l.6_Prang-OG0008002.fa,evm.model.ptg003737l.6_Prang,OG0008002,chr19,515604692,515607239
evm.model.ptg011263l.2_Prang-OG0008003.fa,evm.model.ptg011263l.2_Prang,OG0008003,chr5,1123703104,1123704478
evm.model.ptg001350l.4_Prang-OG0008005.fa,evm.model.ptg001350l.4_Prang,OG0008005,chr19,172577823,172578759
evm.model.ptg010972l.2_Prang-OG0008006.fa,evm.model.ptg010972l.2_Prang,OG0008006,chr3,3064190520,3064192149
evm.model.ptg016744l.1_Prang-OG0008007.fa,evm.model.ptg016744l.1_Prang,OG0008007,chr3,2483354171,2483355431
evm.model.ptg002384l.10_Prang-OG0008009.fa,evm.model.ptg002384l.10_Prang,OG0008009,chr19,592717948,592720252
evm.model.ptg008137l.3_Prang-OG0008011.fa,evm.model.ptg008137l.3_Prang,OG0008011,chr19,175937186,175938563
evm.model.ptg006933l.3_Prang-OG0008013.fa,evm.model.ptg006933l.3_Prang,OG0008013,chr3,2577366468,2577368220
evm.model.ptg003850l.10_Prang-OG0008014.fa,evm.model.ptg003850l.10_Prang,OG0008014,chr3,2742238747,2742244945
evm.model.ptg019895l.1_Prang-OG0008016.fa,evm.model.ptg019895l.1_Prang,OG0008016,chr3,3192242599,3192243568
evm.model.ptg016598l.2_Prang-OG0008017.fa,evm.model.ptg016598l.2_Prang,OG0008017,chr19,687908405,687909494
evm.model.ptg003804l.7_Prang-OG0008018.fa,evm.model.ptg003804l.7_Prang,OG0008018,chr19,731918701,731919484
evm.model.ptg004724l.4_Prang-OG0008019.fa,evm.model.ptg004724l.4_Prang,OG0008019,chr19,722438814,722440614
evm.model.ptg025467l.3_Prang-OG0008022.fa,evm.model.ptg025467l.3_Prang,OG0008022,chr19,83071960,83078182
evm.model.ptg003158l.7_Prang-OG0008023.fa,evm.model.ptg003158l.7_Prang,OG0008023,chr19,85317418,85320289
evm.model.ptg012498l.4_Prang-OG0008024.fa,evm.model.ptg012498l.4_Prang,OG0008024,chr19,52131385,52131895
evm.model.ptg004009l.3_Prang-OG0008026.fa,evm.model.ptg004009l.3_Prang,OG0008026,chr19,497781391,497784253
evm.model.ptg006148l.2_Prang-OG0008027.fa,evm.model.ptg006148l.2_Prang,OG0008027,chr19,113209645,113210566
evm.model.ptg017297l.4_Prang-OG0008028.fa,evm.model.ptg017297l.4_Prang,OG0008028,chr3,3195603028,3195604270
evm.model.ptg001106l.2_Prang-OG0008029.fa,evm.model.ptg001106l.2_Prang,OG0008029,chr3,2537277187,2537277862
evm.model.ptg007459l.4_Prang-OG0008030.fa,evm.model.ptg007459l.4_Prang,OG0008030,chr18,456052564,456055039
evm.model.ptg001247l.4_Prang-OG0008031.fa,evm.model.ptg001247l.4_Prang,OG0008031,chr3,61954427,61955507
evm.model.ptg007459l.5_Prang-OG0008032.fa,evm.model.ptg007459l.5_Prang,OG0008032,chr3,1170760937,1170761891
evm.model.ptg000610l.2_Prang-OG0008034.fa,evm.model.ptg000610l.2_Prang,OG0008034,chr3,2182989464,2182990553
evm.model.ptg002155l.1_Prang-OG0008035.fa,evm.model.ptg002155l.1_Prang,OG0008035,chr3,2197700261,2197701767
evm.model.ptg008778l.5_Prang-OG0008037.fa,evm.model.ptg008778l.5_Prang,OG0008037,chr11,442625266,442626745
evm.model.ptg001048l.2_Prang-OG0008038.fa,evm.model.ptg001048l.2_Prang,OG0008038,chr11,666800245,666800629
evm.model.ptg000213l.2_Prang-OG0008039.fa,evm.model.ptg000213l.2_Prang,OG0008039,chr2,954543104,954547835
evm.model.ptg004321l.6_Prang-OG0008040.fa,evm.model.ptg004321l.6_Prang,OG0008040,chr8,1082108859,1082109636
evm.model.ptg007086l.9_Prang-OG0008042.fa,evm.model.ptg007086l.9_Prang,OG0008042,chr16,285439403,285441071
evm.model.ptg008065l.3_Prang-OG0008044.fa,evm.model.ptg008065l.3_Prang,OG0008044,chr16,197031054,197031930
evm.model.ptg001270l.4_Prang-OG0008045.fa,evm.model.ptg001270l.4_Prang,OG0008045,chr2,668897095,668898064
evm.model.ptg020335l.1_Prang-OG0008046.fa,evm.model.ptg020335l.1_Prang,OG0008046,chr2,45903174,45904056
evm.model.ptg000405l.2_Prang-OG0008047.fa,evm.model.ptg000405l.2_Prang,OG0008047,chr2,646140891,646141914
evm.model.ptg009171l.3_Prang-OG0008051.fa,evm.model.ptg009171l.3_Prang,OG0008051,chr4,2494177998,2494179081
evm.model.ptg007774l.3_Prang-OG0008052.fa,evm.model.ptg007774l.3_Prang,OG0008052,chr1,2306166917,2306168489
evm.model.ptg012646l.1_Prang-OG0008054.fa,evm.model.ptg012646l.1_Prang,OG0008054,chr19,443855470,443856778
evm.model.ptg021007l.1_Prang-OG0008055.fa,evm.model.ptg021007l.1_Prang,OG0008055,chr16,472372925,472374662
evm.model.ptg002564l.3_Prang-OG0008056.fa,evm.model.ptg002564l.3_Prang,OG0008056,chr16,479132823,479135382
evm.model.ptg021007l.5_Prang-OG0008057.fa,evm.model.ptg021007l.5_Prang,OG0008057,chr16,472901012,472902503
evm.model.ptg043478l.1_Prang-OG0008058.fa,evm.model.ptg043478l.1_Prang,OG0008058,chr9,427509028,427510090
evm.model.ptg006482l.2_Prang-OG0008059.fa,evm.model.ptg006482l.2_Prang,OG0008059,chr8,1014708575,1014709205
evm.model.ptg000459l.2_Prang-OG0008060.fa,evm.model.ptg000459l.2_Prang,OG0008060,chr6,88975448,88976027
evm.model.ptg015061l.3_Prang-OG0008061.fa,evm.model.ptg015061l.3_Prang,OG0008061,chr1,3839150610,3839151096
evm.model.ptg003709l.2_Prang-OG0008062.fa,evm.model.ptg003709l.2_Prang,OG0008062,chr11,700537665,700540521
evm.model.ptg007613l.8_Prang-OG0008063.fa,evm.model.ptg007613l.8_Prang,OG0008063,chr11,686288653,686291422
evm.model.ptg007739l.6_Prang-OG0008066.fa,evm.model.ptg007739l.6_Prang,OG0008066,chr9,584370434,584372603
evm.model.ptg013470l.2_Prang-OG0008067.fa,evm.model.ptg013470l.2_Prang,OG0008067,chr9,1404976091,1404978047
evm.model.ptg010008l.1_Prang-OG0008069.fa,evm.model.ptg010008l.1_Prang,OG0008069,chr2,131585434,131589214
evm.model.ptg005772l.5_Prang-OG0008070.fa,evm.model.ptg005772l.5_Prang,OG0008070,chr18,227202300,227205621
evm.model.ptg003873l.6_Prang-OG0008071.fa,evm.model.ptg003873l.6_Prang,OG0008071,chr16,105174856,105176101
evm.model.ptg003873l.21_Prang-OG0008072.fa,evm.model.ptg003873l.21_Prang,OG0008072,chr16,107539227,107541387
evm.model.ptg005850l.1_Prang-OG0008073.fa,evm.model.ptg005850l.1_Prang,OG0008073,chr1,480665358,480669375
evm.model.ptg000267l.3_Prang-OG0008075.fa,evm.model.ptg000267l.3_Prang,OG0008075,chr16,182838107,182841548
evm.model.ptg000267l.8_Prang-OG0008076.fa,evm.model.ptg000267l.8_Prang,OG0008076,chr16,175143486,175146744
evm.model.ptg005232l.6_Prang-OG0008078.fa,evm.model.ptg005232l.6_Prang,OG0008078,chr2,2190917422,2190919516
evm.model.ptg001179l.6_Prang-OG0008080.fa,evm.model.ptg001179l.6_Prang,OG0008080,chr1,409318057,409318909
evm.model.ptg002605l.3_Prang-OG0008082.fa,evm.model.ptg002605l.3_Prang,OG0008082,chr1,697703550,697704375
evm.model.ptg000373l.2_Prang-OG0008083.fa,evm.model.ptg000373l.2_Prang,OG0008083,chr1,612488256,612489837
evm.model.ptg010678l.1_Prang-OG0008084.fa,evm.model.ptg010678l.1_Prang,OG0008084,chr1,2662942413,2662944003
evm.model.ptg009409l.4_Prang-OG0008085.fa,evm.model.ptg009409l.4_Prang,OG0008085,chr1,1703357359,1703357713
evm.model.ptg006090l.3_Prang-OG0008086.fa,evm.model.ptg006090l.3_Prang,OG0008086,chr7,1009205048,1009205309
evm.model.ptg007212l.7_Prang-OG0008087.fa,evm.model.ptg007212l.7_Prang,OG0008087,chr18,664765312,664766914
evm.model.ptg001232l.4_Prang-OG0008088.fa,evm.model.ptg001232l.4_Prang,OG0008088,chr9,390745866,390749541
evm.model.ptg032370l.1_Prang-OG0008091.fa,evm.model.ptg032370l.1_Prang,OG0008091,chr2,651352959,651354012
evm.model.ptg004816l.3_Prang-OG0008093.fa,evm.model.ptg004816l.3_Prang,OG0008093,chr2,2087861123,2087861744
evm.model.ptg005572l.1_Prang-OG0008097.fa,evm.model.ptg005572l.1_Prang,OG0008097,chr12,1143405507,1143406188
evm.model.ptg005572l.4_Prang-OG0008099.fa,evm.model.ptg005572l.4_Prang,OG0008099,chr12,1142716169,1142718128
evm.model.ptg017785l.3_Prang-OG0008100.fa,evm.model.ptg017785l.3_Prang,OG0008100,chr4,189465404,189466613
evm.model.ptg003555l.1_Prang-OG0008102.fa,evm.model.ptg003555l.1_Prang,OG0008102,chr8,515789371,515794924
evm.model.ptg026224l.3_Prang-OG0008106.fa,evm.model.ptg026224l.3_Prang,OG0008106,chr15,182217489,182219259
evm.model.ptg000378l.5_Prang-OG0008107.fa,evm.model.ptg000378l.5_Prang,OG0008107,chr4,942790479,942791034
evm.model.ptg010244l.3_Prang-OG0008110.fa,evm.model.ptg010244l.3_Prang,OG0008110,chr4,264909639,264911583
evm.model.ptg010244l.4_Prang-OG0008111.fa,evm.model.ptg010244l.4_Prang,OG0008111,chr4,264548560,264549481
evm.model.ptg012767l.2_Prang-OG0008112.fa,evm.model.ptg012767l.2_Prang,OG0008112,chr4,612816981,612819060
evm.model.ptg005342l.3_Prang-OG0008116.fa,evm.model.ptg005342l.3_Prang,OG0008116,chr1,252606364,252609880
evm.model.ptg001179l.2_Prang-OG0008117.fa,evm.model.ptg001179l.2_Prang,OG0008117,chr1,403910536,403914658
evm.model.ptg002072l.4_Prang-OG0008118.fa,evm.model.ptg002072l.4_Prang,OG0008118,chr1,337563146,337563896
evm.model.ptg003556l.2_Prang-OG0008119.fa,evm.model.ptg003556l.2_Prang,OG0008119,chr1,236425605,236426217
evm.model.ptg000123l.6_Prang-OG0008120.fa,evm.model.ptg000123l.6_Prang,OG0008120,chr18,122236790,122237894
evm.model.ptg000094l.10_Prang-OG0008125.fa,evm.model.ptg000094l.10_Prang,OG0008125,chr8,100333989,100334907
evm.model.ptg003301l.3_Prang-OG0008127.fa,evm.model.ptg003301l.3_Prang,OG0008127,chr12,1150359034,1150362157
evm.model.ptg005001l.2_Prang-OG0008128.fa,evm.model.ptg005001l.2_Prang,OG0008128,chr4,1369137591,1369138482
evm.model.ptg009409l.11_Prang-OG0008130.fa,evm.model.ptg009409l.11_Prang,OG0008130,chr1,1700126252,1700127308
evm.model.ptg004402l.2_Prang-OG0008131.fa,evm.model.ptg004402l.2_Prang,OG0008131,chr1,976769499,976771566
evm.model.ptg000200l.7_Prang-OG0008132.fa,evm.model.ptg000200l.7_Prang,OG0008132,chr1,2469811889,2469815243
evm.model.ptg005881l.4_Prang-OG0008134.fa,evm.model.ptg005881l.4_Prang,OG0008134,chr1,1239367420,1239371152
evm.model.ptg005133l.3_Prang-OG0008135.fa,evm.model.ptg005133l.3_Prang,OG0008135,chr1,1244331868,1244333095
evm.model.ptg002472l.1_Prang-OG0008137.fa,evm.model.ptg002472l.1_Prang,OG0008137,chr6,607614643,607616956
evm.model.ptg000215l.5_Prang-OG0008138.fa,evm.model.ptg000215l.5_Prang,OG0008138,chr6,438645860,438646523
evm.model.ptg004421l.2_Prang-OG0008139.fa,evm.model.ptg004421l.2_Prang,OG0008139,chr6,408042406,408044362
evm.model.ptg002880l.4_Prang-OG0008140.fa,evm.model.ptg002880l.4_Prang,OG0008140,chr6,386682599,386685875
evm.model.ptg013044l.1_Prang-OG0008143.fa,evm.model.ptg013044l.1_Prang,OG0008143,chr6,719416244,719417657
evm.model.ptg002297l.3_Prang-OG0008144.fa,evm.model.ptg002297l.3_Prang,OG0008144,chr6,665326132,665327638
evm.model.ptg019478l.1_Prang-OG0008146.fa,evm.model.ptg019478l.1_Prang,OG0008146,chr6,1983829951,1983831781
evm.model.ptg000885l.10_Prang-OG0008147.fa,evm.model.ptg000885l.10_Prang,OG0008147,chr6,1719410987,1719412100
evm.model.ptg010924l.2_Prang-OG0008148.fa,evm.model.ptg010924l.2_Prang,OG0008148,scaffold570,2556487,2557468
evm.model.ptg004139l.1_Prang-OG0008149.fa,evm.model.ptg004139l.1_Prang,OG0008149,chr14,950036796,950040993
evm.model.ptg011854l.2_Prang-OG0008150.fa,evm.model.ptg011854l.2_Prang,OG0008150,chr14,826552630,826552993
evm.model.ptg002022l.9_Prang-OG0008153.fa,evm.model.ptg002022l.9_Prang,OG0008153,chr6,247894933,247896055
evm.model.ptg009045l.3_Prang-OG0008154.fa,evm.model.ptg009045l.3_Prang,OG0008154,chr7,1006528432,1006529509
evm.model.ptg008171l.2_Prang-OG0008155.fa,evm.model.ptg008171l.2_Prang,OG0008155,chr14,652614739,652615816
evm.model.ptg015702l.5_Prang-OG0008156.fa,evm.model.ptg015702l.5_Prang,OG0008156,chr12,983155684,983156053
evm.model.ptg016053l.1_Prang-OG0008157.fa,evm.model.ptg016053l.1_Prang,OG0008157,chr3,324239790,324240093
evm.model.ptg005334l.1_Prang-OG0008158.fa,evm.model.ptg005334l.1_Prang,OG0008158,chr2,2703668012,2703671111
evm.model.ptg001498l.4_Prang-OG0008159.fa,evm.model.ptg001498l.4_Prang,OG0008159,chr1,3425432170,3425432569
evm.model.ptg000140l.1_Prang-OG0008160.fa,evm.model.ptg000140l.1_Prang,OG0008160,chr2,2930515446,2930517081
evm.model.ptg014485l.8_Prang-OG0008161.fa,evm.model.ptg014485l.8_Prang,OG0008161,chr12,1161593130,1161593733
