Ammel,Ammex,Asmec,Asmes,Darer,Gamor,Hosap,Leocu,Luden,Mymur,Nebri,Plwal,Prang,Sians,Sigra,Sirhi,Tagut,Thmac,Trros,Trtib,Xetro,Zoviv,nSp,og,selectionF,selectionB,allF,allB
1,1,1,1,1,NA,1,1,NA,1,1,NA,0.623552096892306,NA,NA,NA,1,1,1,1,1,1,hits_per_16_species,OG0012405,0,0,3,13
1,0.253251915423636,1,1,1,1,1,NA,NA,1,NA,NA,1,NA,1,1,1,1,1,NA,1,1,hits_per_16_species,OG0012407,0,0,4,12
1,0.344457132350666,1,1,0.156556265343351,0.942563272128671,1,1,1,1,0.543600110754099,NA,1,NA,1,NA,1,1,NA,NA,NA,1,hits_per_16_species,OG0012413,0,0,3,13
1,NA,1,1,1,NA,1,1,1,1,1,NA,1,NA,NA,NA,0.428659004395142,1,1,1,1,1,hits_per_16_species,OG0012421,0,0,4,12
1,NA,0.118382403419285,1,1,1,1,1,NA,1,1,1,NA,NA,1,NA,1,1,1,NA,1,1,hits_per_16_species,OG0012427,0,0,2,14
1,NA,1,1,1,0.264297742630976,0.00165438479977709,0.00165778152551976,1,1,1,0.0497425408283209,NA,NA,NA,NA,0.7212161142313,0.10877711708316,1,1,NA,1,hits_per_16_species,OG0012429,0,3,3,13
1,1,1,1,1,1,1,1,1,1,1,NA,0.70305120692518,NA,NA,NA,1,1,NA,0.225245757071101,NA,1,hits_per_16_species,OG0012430,0,0,3,13
1,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,hits_per_16_species,OG0012431,0,0,3,13
1,1,1,1,1,1,1,1,0.00800280492479999,0.601833747939939,1,NA,0.0108332561841897,NA,NA,NA,1,0.510287252362925,1,NA,NA,1,hits_per_16_species,OG0012433,2,0,4,12
0.15787610730425,0.496730667836434,1,1,0.712339829239278,1,0.15238949983396,1,1,1,1,NA,0.489172912881291,NA,NA,NA,1,0.650974852646205,NA,NA,0.44811260180247,0.146439531718316,hits_per_16_species,OG0012439,0,0,3,13
1,NA,NA,0.43870330586102,NA,0.00268681561378092,1,1,1,1,1,0.11081342713517,2.73283617957532e-11,1.24625783914922e-07,0.0581807250146738,NA,NA,1,1,NA,1,1,hits_per_16_species,OG0012440,2,1,4,12
1,NA,1,1,1,0.215142291220311,1,0.000319423074568503,NA,1,1,1,1,NA,NA,NA,NA,1,1,1,1,1,hits_per_16_species,OG0012443,0,1,3,13
1,NA,1,1,1,NA,NA,1,1,NA,1,1,NA,1,NA,1,1,1,0.00576846554107818,1,1,1,hits_per_16_species,OG0012448,1,0,5,11
0.537114617015738,NA,3.21964677141295e-15,1,0.0249539064608411,0.0783457112352844,1,0.226662868832367,1,1,0.360837286902006,NA,NA,NA,NA,NA,0.0489294767163229,1,2.77275112420261e-06,1,0.951625633487024,1,hits_per_16_species,OG0012453,2,2,3,13
1,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,hits_per_16_species,OG0012455,0,0,3,13
1,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,0.616901443711637,1,1,0.49567638174395,1,1,hits_per_16_species,OG0012456,0,0,2,14
1,1,0,1,1,1,1,1,NA,1,1,NA,1,NA,NA,NA,1,1,1,1,1,NA,hits_per_16_species,OG0012461,1,0,3,13
1,1,1,1,1,1,NA,1,NA,1,1,1,1,NA,NA,NA,NA,1,1,5.72614178295794e-12,1,1,hits_per_16_species,OG0012462,0,1,3,13
NA,1,1,1,1,1,NA,1,NA,1,1,0.290006583500138,0.567208644764781,1,NA,1,1,0.537261736962102,NA,1,1,NA,hits_per_16_species,OG0012481,0,0,4,12
1,1,1,1,1,0.972995321097195,1,1,NA,1,1,NA,1,NA,NA,NA,1,1,1,NA,1,1,hits_per_16_species,OG0012482,0,0,3,13
1,0.851377452372119,1,1,1,1,1,1,NA,1,1,NA,1,NA,NA,NA,1,1,1,NA,1,1,hits_per_16_species,OG0012484,0,0,3,13
1,1,1,1,1,1,0.176137781735817,NA,NA,1,1,1,NA,NA,NA,NA,1,1,1,1,1,1,hits_per_16_species,OG0012496,0,0,2,14
1,1,NA,1,1,1,NA,1,1,1,1,0.00323622511385158,1,NA,NA,NA,1,1,0.000216538325026772,0.485899272958414,NA,1,hits_per_16_species,OG0012499,1,1,3,13
0.383550360448333,NA,1,1,1,1,1,1,NA,1,1,1,1,NA,NA,1,1,1,1,1,NA,NA,hits_per_16_species,OG0012502,0,0,4,12
1,1,1,1,1,1,0.0359339052294669,0.0357251084105852,NA,1,NA,NA,NA,1,0,NA,1,1,0.00203138105921807,NA,0.00741304828524531,1,hits_per_16_species,OG0012503,1,4,3,13
1,NA,1,1,1,1,1,1,1,1,0.00166561909942153,NA,0.00488843258455907,NA,NA,NA,1,1,NA,0.938956105609299,1,1,hits_per_16_species,OG0012523,1,1,3,13
1,NA,1,1,NA,NA,1,NA,1,1,1,1,1,NA,1,NA,1,1,1,1,1,1,hits_per_16_species,OG0012524,0,0,4,12
1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1.44668388379898e-10,0.0309241840151875,1,1,hits_per_16_species,OG0012532,1,1,3,13
1,1,1,1,1,1,NA,1,NA,1,1,NA,0.0489873598774781,NA,NA,1,NA,1,1,1,1,1,hits_per_16_species,OG0012546,1,0,4,12
1,NA,0,1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,NA,1,1,1,1,1,hits_per_16_species,OG0012547,1,0,4,12
1,1,1,1,NA,1,0.846337333885987,1,1,1,1,1,1,NA,NA,NA,NA,1,1,1,NA,0.273592830043373,hits_per_16_species,OG0012553,0,0,4,12
0.173927141721083,1,1,1,0.440534660200376,1,0.0029838777303568,1,1,1,1,NA,1,NA,NA,NA,NA,3.41027010413164e-05,1,1,1,NA,hits_per_16_species,OG0012557,0,2,4,12
1,0.0238667495132957,1,1,0.737414163242425,1,NA,0.0654707711364153,0.0006196587524121,1,1,0.467822356193248,1,NA,NA,NA,NA,1,1,0.000155274432268149,NA,1,hits_per_16_species,OG0012558,1,2,4,12
1,NA,1,1,1,1,1,1,0.730978150947201,1,0.423650112693223,NA,1,NA,NA,NA,NA,1,1,1,1,1,hits_per_16_species,OG0012559,0,0,4,12
0.16679270676328,1,1,1,1,1,NA,NA,1,1,1,1,0.673930378980183,NA,NA,NA,NA,0.0652645030857484,1,0.639274780888439,1,1,hits_per_16_species,OG0012562,0,0,4,12
1,1,1,1,1,1,1,NA,0.0505059666703621,1,NA,1,1,NA,NA,NA,1,1,1,NA,1,1,hits_per_16_species,OG0012566,0,0,4,12
1,1,1,1,1,0.370747126457903,0.468994598353116,NA,1,1,1,NA,NA,NA,NA,1,NA,1,1,1.93082216881635e-11,1,0.0121442554125165,hits_per_16_species,OG0012569,0,2,4,12
1,1,1,1,1,1,NA,1,0.000562742873617295,1,1,NA,1,NA,NA,NA,NA,1,1,0.545660595614359,1,1,hits_per_16_species,OG0012573,1,0,4,12
1,1,1,1,1,1,1,0.00516807094595728,0.00414056258290318,1,0.254849960662846,NA,1,NA,NA,NA,NA,1,3.91967198287713e-05,0.19764860866418,NA,0.770487599404345,hits_per_16_species,OG0012582,2,1,4,12
1,NA,1,1,1,9.97703451716125e-06,1,0.0251617376957323,1,0.106493323517786,1,NA,1,NA,NA,NA,0.972912576830202,1,1,1,NA,1,hits_per_16_species,OG0012596,0,2,4,12
1,NA,1,1,1,1,NA,1,1,1,1,1,1,NA,1,NA,NA,1,1,1,1,NA,hits_per_16_species,OG0012605,0,0,4,12
1,NA,1,1,NA,0.505292812464192,1,1,1,1,1,NA,NA,NA,1,NA,1,1,1,1,1,1,hits_per_16_species,OG0012612,0,0,3,13
0.759826415589491,NA,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,1,1,1,NA,1,1,hits_per_16_species,OG0012615,0,0,4,12
1,1,1,NA,1,1,0.58251010341589,NA,1,1,1,NA,1,NA,1,NA,0.166072527859739,1,1,1,NA,1,hits_per_16_species,OG0012617,0,0,4,12
1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,NA,NA,NA,1,1,1,NA,1,hits_per_16_species,OG0012633,0,0,4,12
1,0.00845978207525788,1,1,1,0.149569332804847,1,1,1,1,1,1,1,NA,NA,NA,NA,0.0526274952253356,1,NA,1,NA,hits_per_16_species,OG0012639,0,1,4,12
0.646066972076551,1,1,1,1,1,NA,1,1,1,1,1.77080572427712e-14,1,NA,NA,NA,NA,1,1,1,1,NA,hits_per_16_species,OG0012641,0,1,4,12
1,NA,1,1,1,1,1,1,NA,1,1,NA,1,NA,NA,NA,0.578844410240008,1,1,1,1,1,hits_per_16_species,OG0012655,0,0,3,13
1,NA,1,1,NA,1,1,1,1,1,1,NA,1,NA,1,NA,1,1,1,NA,1,0.63549323105625,hits_per_16_species,OG0012661,0,0,4,12
1,1,1,1,1,0.00637591323908765,NA,0.00191684141829235,1,1,1,1,0.0130216473938362,NA,NA,NA,NA,1,1,1,NA,0.554450182255228,hits_per_16_species,OG0012665,1,2,4,12
1,1,1,1,1,1,1,NA,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,1,hits_per_16_species,OG0012669,0,0,4,12
1,NA,1,1,0.683028156799011,1,1,0.963739366774572,1,0.0279235638145305,NA,NA,1,NA,NA,NA,1,0.000140916866743224,1,1.48774648278671e-06,1,1,hits_per_16_species,OG0012671,0,3,4,12
1,1,1,1,1,0.539431729096016,0.403661376040883,NA,1,1,1,NA,1,NA,NA,NA,NA,1,8.08857852918621e-09,1,1,0.0582067295813083,hits_per_16_species,OG0012673,1,0,4,12
1,1,1,1,1,0.0377728046567835,1,1,5.04613721064029e-06,1,0.510232674340982,NA,1,NA,NA,NA,1,1,NA,0.00830277721671102,NA,1,hits_per_16_species,OG0012675,1,2,3,13
1,1,1,1,1,1,1,NA,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,1,hits_per_16_species,OG0012677,0,0,4,12
0.130853224666159,NA,1,1,1,0.162919264890398,0.639739128794305,0.546636793202446,1,0.700188585529637,NA,NA,1,NA,NA,NA,1,1,1,0.747408075480752,1,1,hits_per_16_species,OG0012694,0,0,4,12
1,NA,0.0127988745094865,1,1,1,0.869754540501839,1,NA,1,1,1,1,NA,NA,NA,1,1,1,NA,1,1,hits_per_16_species,OG0012697,1,0,3,13
0.185457863997118,0.386749348943247,1,1,NA,0.0777437604973952,0.271896323950672,0.644326692136937,1,1,1,NA,0.0754506913663704,NA,NA,NA,1,1,0.0319030987123284,1,NA,1,hits_per_16_species,OG0012700,1,0,4,12
1,1,1,1,1,NA,NA,0.338757031684665,1,1,1,NA,1,NA,NA,NA,1,1,1,1,1,1,hits_per_16_species,OG0012706,0,0,4,12
1,NA,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,1,1,NA,1,1,hits_per_16_species,OG0012710,0,0,5,11
1,1,1,1,NA,NA,NA,1,1,1,1,1,1,NA,1,NA,NA,1,1,1,1,1,hits_per_16_species,OG0012718,0,0,4,12
0.400623451857067,NA,3.49107915875724e-06,1,0.00237775614867153,7.99628812608866e-06,0.0359810617469386,NA,0.0896107806826233,1.06904595598145e-06,0.0372204402986107,NA,1.89171612985373e-07,NA,NA,NA,5.77878991259162e-06,0.391609522586305,8.70626617572867e-05,1,0.00875222455924118,0.000818072268170877,hits_per_16_species,OG0012719,3,8,4,12
1,1,8.44331836669099e-07,1,1,1,NA,1,1,1,1,1,1,NA,NA,NA,NA,1,1,3.72852804186863e-09,NA,1,hits_per_16_species,OG0012720,1,1,4,12
NA,1,NA,NA,1,1,1,1,1,1,1,1,0.084622955257091,NA,NA,1,0.22333361773981,1,NA,1,1,1,hits_per_16_species,OG0012725,0,0,3,13
NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,NA,NA,1,1,hits_per_16_species,OG0012730,0,0,3,13
NA,1,1,1,0.281127909564382,NA,1,0.479625724609657,1,1,0.274591792119545,NA,1,NA,NA,NA,1,1,1,9.99614498218837e-05,0.988774059526379,1,hits_per_16_species,OG0012733,0,1,4,12
NA,1,1,1,1,1,1,1,0.919880500342857,1,0.136678734293021,NA,0.000492172049768591,NA,NA,NA,1,1,1,NA,1,1,hits_per_16_species,OG0012741,1,0,4,12
NA,1,1,1,1,0.001964041609685,1,1,NA,0.734837712823942,0.0189122161974775,1,NA,NA,NA,NA,0.0625663557484926,1,1,1,1,0.0013621719580858,hits_per_16_species,OG0012742,0,3,2,14
NA,1,1,1,1,1,0.202916275717111,1,1,1,1,NA,1,NA,NA,NA,NA,1,1,1.0719227949707e-08,1,1,hits_per_16_species,OG0012746,0,1,4,12
NA,1,1,1,1,1,1,1,NA,1,1,NA,1,NA,NA,NA,1,1,1,1,1,1,hits_per_16_species,OG0012749,0,0,3,13
NA,1,1,1,1,NA,0.324034548384975,1,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,1,hits_per_16_species,OG0012755,0,0,4,12
NA,1,NA,1,1,0.692168421392686,1,1,1,0.597173132243939,1,NA,1,NA,NA,NA,1,1,1,1,1,1,hits_per_16_species,OG0012757,0,0,3,13
NA,1,NA,1,NA,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,hits_per_16_species,OG0012764,0,0,3,13
NA,1,1,NA,NA,1,1,1,1,1,1,NA,1,1,NA,NA,1,1,1,1,1,1,hits_per_16_species,OG0012765,0,0,5,11
NA,1,1,1,1,1,1,1,NA,1,1,NA,1,NA,NA,NA,1,1,0.929087412552584,1,1,1,hits_per_16_species,OG0012768,0,0,3,13
NA,1,1,1,1,1,1,1,1,1,1,0.180528385300736,1,NA,NA,NA,1,1,1,NA,1,NA,hits_per_16_species,OG0012771,0,0,4,12
NA,0.233974703822272,1,1,1,1,1,NA,1,1,NA,NA,1,NA,1,NA,1,1,1,1,1,1,hits_per_16_species,OG0012780,0,0,4,12
NA,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,NA,NA,1,1,1,NA,1,hits_per_16_species,OG0012781,0,0,4,12
NA,1,1,1,1,1,1,NA,1,1,0.000393599600191419,NA,1,NA,NA,NA,1,1,1,1,1,1,hits_per_16_species,OG0012782,0,1,4,12
NA,0.190065543831184,1,1,0.79755570221081,1,0.786111425523283,1,1,1,0.79282446722113,NA,1,NA,NA,NA,1,1,1,NA,1,1,hits_per_16_species,OG0012783,0,0,4,12
NA,1,1,1,1,1,NA,1,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,1,hits_per_16_species,OG0012784,0,0,4,12
NA,1,NA,1,1,1,NA,1,1,1,1,NA,1,NA,1,NA,0.270623609944714,1,1,1,1,1,hits_per_16_species,OG0012790,0,0,3,13
NA,1,1,0,1,NA,NA,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,hits_per_16_species,OG0012791,0,1,4,12
NA,1,1,1,1,1,1,1,NA,1,1,NA,1,NA,NA,NA,1,1,1,1,1,1,hits_per_16_species,OG0012793,0,0,3,13
NA,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,NA,1,1,1,0.000114955744259293,1,1,1,hits_per_16_species,OG0012794,1,0,3,13
NA,1,NA,0.00226735214549423,1,1,1,1,1,0.0627950343875416,1,NA,1.37827083079856e-10,NA,NA,NA,1,1,1,0,1,1,hits_per_16_species,OG0012795,1,2,3,13
NA,NA,1,1,NA,NA,1,1,1,1,1,NA,0.147994324475692,1,1,9.0727048074335e-07,NA,1,1,1,0.688143219577347,0.00699580892149915,hits_per_16_species,OG0012802,1,1,6,10
NA,NA,1,1,NA,1,1,1,1,1,1,NA,1,NA,NA,1,1,1,1,1,0.707891189199749,1,hits_per_16_species,OG0012806,0,0,5,11
NA,NA,1,1,1,1,0.658591638613649,1,1,1,1,1,1,NA,NA,NA,0.0516600196997865,1,1,NA,1,0.264077673192133,hits_per_16_species,OG0012807,0,0,4,12
NA,NA,1,1,1,0.314884927983386,0.170887372162068,1,1,1,1,0.205414654116085,NA,NA,NA,NA,0.00916348358750474,1,1,1,1,0.158045319840912,hits_per_16_species,OG0012812,0,1,3,13
NA,NA,1,1,1,1,1,1,NA,1,1,1,1,NA,NA,NA,1,1,1,0.000269625022700892,1,1,hits_per_16_species,OG0012815,0,1,3,13
NA,NA,0.0276827928374431,1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,1,1,1,1,1,1,hits_per_16_species,OG0012816,1,0,4,12
NA,NA,NA,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,0.129431575174853,0.897638579518353,1,hits_per_16_species,OG0012820,0,0,3,13
0.236660886775306,1,1,1,NA,1,NA,NA,NA,1,0.556815180613143,0.078862207868545,0.0752293482916847,2.69498762195397e-07,0.000811353611679166,NA,NA,0.725776231982164,0.0954673203436944,0.458186103919482,1,1,hits_per_16_species,OG0013004,1,1,4,12
0.658232373281758,NA,1,1,1,0.897319405495611,1,1,NA,5.71487301925799e-12,1,NA,0.625010677353291,1,1,NA,NA,0.885650774073308,0.0129282904037288,NA,1,0.00851307106173671,hits_per_16_species,OG0013079,1,2,4,12
1,1,NA,NA,1,0.182899343106156,1,1,1,0.107649357323404,0.219007610519281,0.183650846848705,NA,1,NA,1,NA,1,1,NA,1,0.0138436806790152,hits_per_16_species,OG0013201,0,1,4,12
NA,1,1,1,1,NA,1,1,NA,1,1,NA,1,1,NA,NA,1,1,1,1,1,1,hits_per_16_species,OG0013233,0,0,4,12
NA,NA,1,1,1,1,NA,1,1,1,1,1,0.421567926121943,NA,NA,1,1,0.0154097548884648,0.0224289108344093,1,1,NA,hits_per_16_species,OG0013283,1,1,5,11
NA,NA,NA,1,1,1,1,1,NA,1,1,1,1,1,NA,NA,1,1,0.655219777296324,6.45700160006868e-12,1,1,hits_per_16_species,OG0013291,0,1,3,13
1,1,1,1,1,1,1,NA,1,1,NA,NA,1,NA,1,NA,NA,1,1,0.288867082185743,1,1,hits_per_16_species,OG0013337,0,0,4,12
1,NA,1,1,NA,1,1,1,NA,1,NA,NA,1,1,1,1,1,NA,1,1,1,1,hits_per_16_species,OG0013341,0,0,5,11
1,1,1,1,NA,1,NA,NA,1,1,1,0.103478419066085,1,NA,1,1,1,1,NA,NA,1,1,hits_per_16_species,OG0013343,0,0,4,12
1,1,NA,NA,1,0.0697564051944115,NA,1,0.0714241736006746,0.137008304576435,1,1,0.338747460737628,1,NA,NA,NA,1,1,1,0.166981563137764,1,hits_per_16_species,OG0013368,0,0,4,12
1,NA,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,1,1,1,1,1,NA,hits_per_16_species,OG0013371,0,0,4,12
1,NA,1,1,1,1,NA,0.103975636535069,1,1,1,NA,1,NA,1,NA,NA,1,1,1,1,1,hits_per_16_species,OG0013374,0,0,4,12
0.420044561243229,NA,1,1,NA,1,1,1,0.747562154504999,1,1,NA,1,NA,1,NA,1,1,1,NA,1,1,hits_per_16_species,OG0013377,0,0,4,12
1,1,1,1,1,1,1,NA,NA,0.686440649354225,1,NA,1,NA,1,NA,NA,1,1,1,1,1,hits_per_16_species,OG0013403,0,0,3,13
1,1,1,1,1,1,NA,1,NA,1,1,1,1,1,NA,1,NA,1,1,NA,1,NA,hits_per_16_species,OG0013412,0,0,5,11
1,NA,1,1.90817452949688e-08,NA,1,1,1,NA,0.0855103254713163,0.171807931274571,NA,NA,1,0.00213014704526743,1,1,1,1,1,NA,1,hits_per_16_species,OG0013433,0,2,4,12
1,1,1,1,0.87443317940418,1,1,1,NA,NA,NA,1,1,NA,1,NA,1,NA,1,2.96844139824337e-08,1,1,hits_per_16_species,OG0013436,0,1,3,13
1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,1,NA,1,0.379894117673666,NA,1,1,1,1,hits_per_16_species,OG0013437,0,0,4,12
1,NA,1,1,NA,1,1,0.972393987389188,1,1,1,NA,NA,1,NA,NA,1,1,1,1,1,1,hits_per_16_species,OG0013443,0,0,4,12
1,1,0,1,NA,0.525671564135954,NA,1,0.0643186010134966,1,1,1,1,NA,NA,0.020453254971867,NA,0.279566653023337,1,0.254847839293618,1,NA,hits_per_16_species,OG0013451,2,0,5,11
1,1,1,1,1,1,NA,NA,1,0.340850914589796,0.0279012582113114,NA,1,NA,1,NA,1,1,1,0.0206294047278696,NA,1,hits_per_16_species,OG0013466,0,2,4,12
1,NA,1,1,NA,1,1,1,1,1,1,NA,0.00192097207837111,1,1,1,1,1,NA,NA,1,NA,hits_per_16_species,OG0013468,1,0,5,11
1,NA,1,1,NA,1,NA,0.0276925822041307,1,1,1,1,1,1,NA,1,NA,0.779768860749607,1,1,1,NA,hits_per_16_species,OG0013475,0,1,6,10
1,1,1,1,1,0.19765808576801,NA,1,1,1,NA,1,3.95950292553238e-08,NA,1,NA,NA,1,1,0.84382935408457,1,NA,hits_per_16_species,OG0013482,1,0,4,12
1,1,1,1,1,1,NA,1,1,1,0.000650109669725896,NA,1,1,NA,NA,NA,0.00920448136546104,0.121098177056659,0.00232741270131398,1,NA,hits_per_16_species,OG0013483,0,3,5,11
0.312150232138539,1,1,1,1,NA,1,1,1,1,1,NA,1,NA,1,NA,NA,0.043058397656742,1,1,NA,1,hits_per_16_species,OG0013489,0,1,4,12
NA,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,NA,1,1,NA,NA,1,1,hits_per_16_species,OG0013500,0,0,4,12
1,1,1,1,1,0.489516816180886,NA,0.0181254055480222,1,1,1,NA,1,1,NA,NA,NA,1,1,NA,1,0.842775830222235,hits_per_16_species,OG0013501,0,1,5,11
0.0527771499145146,1,1,0.512887574508815,0.259446775378236,0.338185680161215,0.362810940764996,1,NA,NA,NA,1,0.494264388387013,NA,1,1,NA,1,0.204493024186,1,1,NA,hits_per_16_species,OG0013510,0,0,4,12
1,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,NA,1,1,1,1,1,1,NA,hits_per_16_species,OG0013511,0,0,3,13
0.193221030063251,NA,1,1,NA,NA,1,NA,NA,1,1,1,NA,1,1,1,0.193939220285596,1,2.41473507855971e-14,1,1,1,hits_per_16_species,OG0013514,1,0,4,12
1,1,1,1,NA,1,1,1,NA,1,1,NA,1,NA,1,NA,1,1,1,1,1,NA,hits_per_16_species,OG0013515,0,0,3,13
NA,0.242611965705077,1,1,1,1,1,1,1,0.728346966053374,NA,1,NA,1,0.0350568877151702,1,NA,1,1,0.0574072290584804,NA,NA,hits_per_16_species,OG0013540,0,1,5,11
0.0450444766489961,1,1,1,1,1,1,NA,1,1,1,NA,NA,NA,0.512218180030935,NA,1,1,6.66342568078071e-05,1,1,NA,hits_per_16_species,OG0013557,1,1,3,13
0.343107169734789,1,NA,1,1,1,NA,1,1,1,0.304658395977963,1,1,NA,0.00107753314571402,0,NA,1,NA,1,1,NA,hits_per_16_species,OG0013559,1,1,3,13
1,NA,1,1,1,1,0.803926051863289,1,NA,0.214233588138062,NA,0.000124133174957852,NA,1,NA,NA,1,1,1,1,1,1,hits_per_16_species,OG0013564,0,1,3,13
1,NA,1,1,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,hits_per_16_species,OG0013566,0,0,4,12
1,1,1,1,NA,NA,0.566094544693495,1,NA,1,1,NA,0.569074359525956,NA,1,1,NA,0.327002291818767,1,1,0.55974411600258,0.758250166623544,hits_per_16_species,OG0013567,0,0,4,12
NA,1,NA,1,1,1,1,1,0.207363157789895,1,1,NA,0.577754111905643,NA,1,NA,NA,1,1,1,1,1,hits_per_16_species,OG0013588,0,0,3,13
NA,NA,1,1,1,NA,0.881029669115362,1,1,1,1,1,NA,NA,NA,0.953641078633159,0.362099413705956,1,1,1,1,1,hits_per_16_species,OG0013594,0,0,4,12
NA,1,NA,NA,1,1,1,1,1,1,4.49627238996442e-07,NA,1,1,NA,NA,1,1,1.21374291106591e-06,1,1,1,hits_per_16_species,OG0013596,1,1,4,12
NA,NA,1.17839071833714e-12,1,1,1,NA,1,1,1,1,1,1,NA,1,NA,NA,1,1,1,1,1,hits_per_16_species,OG0013619,1,0,4,12
0.00856650154253646,NA,3.94417338234199e-08,1,1,1,NA,0.00971039966524628,0.00661149469900341,0.893216925929648,3.40985703917163e-06,NA,NA,0.0384178753978992,1,1,NA,1,0.200385698622726,0.742958974415306,NA,1,hits_per_16_species,OG0013712,3,3,5,11
NA,1,1,1,1,1,1,1,NA,NA,0.016069280896905,NA,1,1,NA,1,1,NA,1,1,0.118764534442414,1,hits_per_16_species,OG0013859,0,1,5,11
1,0.266593700023576,1,1,1,0.832417065868728,NA,0.143402183911721,NA,1,1,NA,1,1,1,1,NA,1,3.12694496296118e-07,1,NA,NA,hits_per_16_species,OG0013976,1,0,5,11
1,NA,1,1,1,1,1,1,NA,1,1,NA,NA,1,1,1,1,1,0.00544559359504493,1,NA,NA,hits_per_16_species,OG0013978,1,0,4,12
1,0.0890286225539195,1,1,1,NA,NA,NA,0.155968245898394,1,1,1,1,1,1,NA,NA,0.088927837071463,0.964000315723928,1.18804413695717e-07,NA,1,hits_per_16_species,OG0013986,0,1,5,11
1,1,1,0.247045078597877,1,0.0177410837478977,NA,1,1,1,0.256922014796602,1,1,1,0.170319633298315,NA,NA,NA,1,NA,1,NA,hits_per_16_species,OG0014001,0,1,5,11
1,1,1,1,1,0.760728488874642,NA,NA,NA,1,1,1,1,1,1,NA,NA,0.799846641746316,1,0.00434676133444301,1,NA,hits_per_16_species,OG0014020,0,1,4,12
1,1,1,1,1,NA,1,1,NA,NA,NA,1,1,1,1,NA,1,NA,1,1,1,1,hits_per_16_species,OG0014022,0,0,4,12
0.184271334929082,1,1,1,1,NA,0.34522475329529,1,NA,NA,NA,1,0.0952460141218912,1,1.23210609770386e-07,NA,1,1,1,0.122786673307133,NA,1,hits_per_16_species,OG0014035,0,1,4,12
0.65320007675671,NA,1,1,1,1,NA,NA,1,0.867276635395203,1,NA,1,NA,NA,0.0180383371055284,1,1,1,1,1,1,hits_per_16_species,OG0014046,1,0,5,11
1,1,1,1,0.344358159495468,1,1,1,NA,1,1,NA,NA,1,NA,1,NA,0.515944300634908,1,1,NA,1,hits_per_16_species,OG0014064,0,0,4,12
1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,3.33233440841241e-13,1,1,NA,1,1,1,1,hits_per_16_species,OG0014094,0,1,4,12
1,NA,0,1,1,1,1,1,1,1,8.75761476387682e-06,NA,NA,NA,1,4.6482268727388e-06,1,1,1,0.155465896379627,NA,NA,hits_per_16_species,OG0014106,2,1,4,12
1,NA,1,1,0.710823968400079,0.399455663735576,NA,1,0.309131523508586,NA,1,1,1,1,1,1,NA,0.345142392669153,0.00441062254235114,NA,1,NA,hits_per_16_species,OG0014107,1,0,6,10
1,1,1,1,0.000480035035813509,NA,0.70217793713511,1,NA,NA,NA,1,1,NA,1,1,1,NA,1,1,1,1,hits_per_16_species,OG0014115,0,1,4,12
1,NA,1,1,1,1,NA,1,1,1,1,1,1,NA,0.00293022580415958,1,NA,3.46121847849545e-09,0.000131248143098617,1,NA,NA,hits_per_16_species,OG0014117,1,2,5,11
1,1,1,1,NA,2.66888821092159e-05,1,1,0.260795585287722,1,1,1,1,1,1,NA,NA,1,NA,NA,1,NA,hits_per_16_species,OG0014122,0,1,4,12
1,NA,1,1,1,1,NA,NA,1,1,0.406425807933082,1,1,NA,1,NA,NA,1,1,1,1,1,hits_per_16_species,OG0014127,0,0,4,12
NA,NA,1,1,1,NA,0.659104424887839,1,NA,NA,1,1,0.341840880159537,1,1,1,NA,0.341730728368395,1,1,0.192441412276292,1,hits_per_16_species,OG0014136,0,0,5,11
NA,NA,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,1,hits_per_16_species,OG0014147,0,0,4,12
