OG_ID,analysis_absrel,gene_symbol.x,analysis_relaxed_intensified,analysis_paml,analysis_cafe_expanded,gene_symbol.y,analysis_relax_relaxed,analysis_cafe_contracted,gene_symbol
OG0005244,NA,NA,NA,NA,NA,JADE2,relaxed,NA,JADE2
OG0005245,NA,VWA3A,intensified,paml_selected,NA,NA,NA,NA,VWA3A
OG0005246,NA,NA,NA,NA,NA,TMEM200A,relaxed,NA,TMEM200A
OG0005247,NA,NA,NA,paml_selected,NA,NA,NA,NA,GPALPP1
OG0005248,NA,NA,NA,NA,NA,MOCS2,relaxed,NA,MOCS2
OG0005249,NA,NA,NA,NA,NA,TSPAN13,relaxed,NA,TSPAN13
OG0005250,NA,NA,NA,paml_selected,NA,NCAM1,relaxed,NA,NCAM1
OG0005251,NA,NA,NA,paml_selected,NA,CLU,relaxed,NA,CLU
OG0005254,NA,NA,NA,paml_selected,NA,NA,NA,NA,UFD1L
OG0005255,NA,NA,NA,NA,NA,KLHL20,relaxed,NA,KLHL20
OG0005256,NA,NA,NA,NA,NA,POLR3D,relaxed,NA,POLR3D
OG0005257,NA,NA,NA,NA,NA,PSMD11,relaxed,NA,PSMD11
OG0005258,NA,NA,NA,NA,NA,CPE,relaxed,NA,CPE
OG0005259,NA,NA,NA,paml_selected,NA,NA,NA,NA,GCDH
OG0005260,NA,NA,NA,paml_selected,NA,P2RX3,relaxed,NA,P2RX3
OG0005262,NA,NA,NA,paml_selected,NA,NA,NA,NA,WBP4
OG0005263,NA,NA,NA,paml_selected,NA,NA,NA,NA,ABCC10
OG0005264,NA,NA,NA,NA,NA,CCRN4L,relaxed,NA,CCRN4L
OG0005269,NA,NA,NA,NA,NA,MICU3,relaxed,NA,MICU3
OG0005270,NA,NA,NA,NA,NA,ADCY3,relaxed,NA,ADCY3
OG0005271,NA,NA,NA,NA,NA,MTF1,relaxed,NA,MTF1
OG0005274,NA,NA,NA,NA,NA,HAL,relaxed,NA,HAL
OG0005275,NA,NA,NA,paml_selected,NA,TMEM27,relaxed,NA,TMEM27
OG0005277,NA,DCAF10,intensified,NA,NA,NA,NA,NA,DCAF10
OG0005278,NA,NA,NA,NA,NA,TAF8,relaxed,NA,TAF8
OG0005280,NA,NA,NA,NA,NA,EMD,relaxed,NA,EMD
OG0005281,NA,NA,NA,paml_selected,NA,CGN,relaxed,NA,CGN
OG0005282,NA,NA,NA,NA,NA,TGFBR2,relaxed,NA,TGFBR2
OG0005283,NA,NA,NA,paml_selected,NA,CCNB1,relaxed,NA,CCNB1
OG0005284,NA,NA,NA,paml_selected,NA,NA,NA,NA,FAM193A
OG0005285,NA,NA,NA,paml_selected,NA,NA,NA,NA,PRIMPOL
OG0005288,NA,NA,NA,paml_selected,NA,NA,NA,NA,FBXO18
OG0005290,NA,NA,NA,NA,NA,BCL9,relaxed,NA,BCL9
OG0005291,NA,NA,NA,NA,NA,NEMF,relaxed,NA,NEMF
OG0005292,NA,NA,NA,paml_selected,NA,C7orf57,relaxed,NA,C7orf57
OG0005293,NA,NA,NA,paml_selected,NA,NA,NA,NA,ADAMTS8
OG0005295,NA,MAN2B1,intensified,paml_selected,NA,NA,NA,NA,MAN2B1
OG0005296,NA,NA,NA,NA,NA,MGEA5,relaxed,NA,MGEA5
OG0005297,NA,NA,NA,paml_selected,NA,SPTLC1,relaxed,NA,SPTLC1
OG0005298,NA,ADAMTSL5,intensified,NA,NA,NA,NA,NA,ADAMTSL5
OG0005299,NA,NA,NA,paml_selected,NA,ELK3,relaxed,NA,ELK3
OG0005302,NA,PMEL,intensified,paml_selected,NA,NA,NA,NA,PMEL
OG0005303,NA,NA,NA,NA,NA,VPS45,relaxed,NA,VPS45
OG0005304,NA,NA,NA,paml_selected,NA,NA,NA,NA,NFKBIE
OG0005306,NA,NA,NA,NA,NA,IRF2BP2,relaxed,NA,IRF2BP2
OG0005309,NA,NA,NA,paml_selected,NA,CLN3,relaxed,NA,CLN3
OG0005310,NA,NA,NA,paml_selected,NA,NA,NA,NA,CASP8AP2
OG0005311,NA,NA,NA,paml_selected,NA,NA,NA,NA,GTPBP8
OG0005312,NA,NA,NA,NA,NA,PI4KB,relaxed,NA,PI4KB
OG0005313,NA,NA,NA,paml_selected,NA,ADAMTS15,relaxed,NA,ADAMTS15
OG0005314,NA,NA,NA,paml_selected,NA,ENTPD5,relaxed,NA,ENTPD5
OG0005315,NA,NA,NA,paml_selected,NA,NOP58,relaxed,NA,NOP58
OG0005316,NA,NA,NA,NA,NA,SSB,relaxed,NA,SSB
OG0005317,NA,NA,NA,paml_selected,NA,NA,NA,NA,SLC25A29
OG0005318,NA,NA,NA,paml_selected,NA,MIR1199,relaxed,NA,MIR1199
OG0005320,NA,NA,NA,NA,NA,TCP1,relaxed,NA,TCP1
OG0005321,NA,NA,NA,NA,NA,ACOT13,relaxed,NA,ACOT13
OG0005322,NA,NA,NA,NA,NA,NFYB,relaxed,NA,NFYB
OG0005324,NA,NA,NA,paml_selected,NA,NA,NA,NA,DNAAF1
OG0005325,NA,NA,NA,paml_selected,NA,R3HDM2,relaxed,NA,R3HDM2
OG0005326,NA,NA,NA,NA,NA,THY1,relaxed,NA,THY1
OG0005327,NA,IKBIP,intensified,NA,NA,NA,NA,NA,IKBIP
OG0005328,NA,NA,NA,paml_selected,NA,NA,NA,NA,COBL
OG0005329,NA,NA,NA,paml_selected,NA,NA,NA,NA,TSSC1
OG0005330,NA,NA,NA,paml_selected,NA,ARHGAP27,relaxed,NA,ARHGAP27
OG0005335,NA,NA,NA,NA,NA,PLCB4,relaxed,NA,PLCB4
OG0005336,NA,NA,NA,paml_selected,NA,DCAF15,relaxed,NA,DCAF15
OG0005338,NA,NA,NA,NA,NA,TBC1D30,relaxed,NA,TBC1D30
OG0005339,NA,HMCES,intensified,paml_selected,NA,NA,NA,NA,HMCES
OG0005340,NA,NA,NA,NA,NA,PLP1,relaxed,NA,PLP1
OG0005341,NA,NA,NA,NA,NA,GPI,relaxed,NA,GPI
OG0005342,NA,NA,NA,paml_selected,NA,FOXO1,relaxed,NA,FOXO1
OG0005343,NA,NA,NA,paml_selected,NA,B3GALTL,relaxed,NA,B3GALTL
OG0005344,NA,NA,NA,paml_selected,NA,NA,NA,NA,PFAS
OG0005345,NA,NA,NA,paml_selected,NA,NA,NA,NA,VTI1A
OG0005347,NA,NA,NA,paml_selected,NA,PPIL2,relaxed,NA,PPIL2
OG0005348,NA,RCCD1,intensified,NA,NA,NA,NA,NA,RCCD1
OG0005349,NA,NA,NA,paml_selected,NA,KDM5B,relaxed,NA,KDM5B
OG0005350,NA,NA,NA,NA,NA,MEA1,relaxed,NA,MEA1
OG0005351,NA,NA,NA,paml_selected,NA,SYNPO2L,relaxed,NA,SYNPO2L
OG0005352,NA,NA,NA,NA,NA,TYRO3,relaxed,NA,TYRO3
OG0005353,NA,NA,NA,NA,NA,FMOD,relaxed,NA,FMOD
OG0005354,NA,NA,NA,NA,NA,KIAA2018,relaxed,NA,KIAA2018
OG0005355,NA,NA,NA,paml_selected,NA,PTPRQ,relaxed,NA,PTPRQ
OG0005356,NA,NA,NA,paml_selected,NA,ITM2B,relaxed,NA,ITM2B
OG0005357,NA,NA,NA,paml_selected,NA,NA,NA,NA,C1orf116
OG0005358,NA,NA,NA,paml_selected,NA,ADO,relaxed,NA,ADO
OG0005359,NA,NA,NA,paml_selected,NA,TFPT,relaxed,NA,TFPT
OG0005360,NA,NA,NA,paml_selected,NA,NA,NA,NA,AGXT2
OG0005362,NA,NA,NA,paml_selected,NA,NA,NA,NA,TNFRSF19
OG0005363,NA,NA,NA,paml_selected,NA,NA,NA,NA,ESAM
OG0005364,NA,NA,NA,NA,NA,GNB5,relaxed,NA,GNB5
OG0005365,NA,NA,NA,paml_selected,NA,PIK3R6,relaxed,NA,PIK3R6
OG0005367,NA,NA,NA,NA,NA,TAF5L,relaxed,NA,TAF5L
OG0005368,NA,NA,NA,paml_selected,NA,ZNF622,relaxed,NA,ZNF622
OG0005371,NA,NA,NA,paml_selected,NA,NA,NA,NA,SH3TC1
OG0005372,NA,NA,NA,paml_selected,NA,SYNRG,relaxed,NA,SYNRG
OG0005373,NA,MAP6,intensified,paml_selected,NA,NA,NA,NA,MAP6
OG0005374,NA,NA,NA,paml_selected,NA,NA,NA,NA,C19orf26
OG0005375,NA,NA,NA,paml_selected,NA,NA,NA,NA,GPKOW
OG0005376,NA,NA,NA,NA,NA,G6PD,relaxed,NA,G6PD
OG0005378,NA,NA,NA,paml_selected,NA,ATXN7L2,relaxed,NA,ATXN7L2
OG0005380,NA,NA,NA,paml_selected,NA,NA,NA,NA,POLR1A
OG0005381,NA,NA,NA,paml_selected,NA,NA,NA,NA,SLC7A5
OG0005382,NA,NA,NA,paml_selected,NA,NA,NA,NA,NRG2
OG0005383,NA,NA,NA,paml_selected,NA,STK10,relaxed,NA,STK10
OG0005384,NA,NA,NA,paml_selected,NA,NA,NA,NA,MASTL
OG0005385,NA,NA,NA,paml_selected,NA,NA,NA,NA,SYTL3
OG0005387,NA,NA,NA,paml_selected,NA,NA,NA,NA,SKIV2L
OG0005388,NA,NA,NA,NA,NA,ZCRB1,relaxed,NA,ZCRB1
OG0005389,NA,SLC35E4,intensified,NA,NA,NA,NA,NA,SLC35E4
OG0005390,NA,PMS2,intensified,NA,NA,NA,NA,NA,PMS2
OG0005392,NA,NA,NA,paml_selected,NA,NUP214,relaxed,NA,NUP214
OG0005393,NA,NA,NA,paml_selected,NA,CNKSR1,relaxed,NA,CNKSR1
OG0005394,NA,NA,NA,paml_selected,NA,KCTD16,relaxed,NA,KCTD16
OG0005395,NA,NA,NA,NA,NA,JMY,relaxed,NA,JMY
OG0005396,NA,NA,NA,paml_selected,NA,NA,NA,NA,CCDC85A
OG0005397,NA,NA,NA,paml_selected,NA,NUP88,relaxed,NA,NUP88
OG0005398,NA,NA,NA,NA,NA,ABHD2,relaxed,NA,ABHD2
OG0005399,NA,NA,NA,NA,NA,KHDRBS1,relaxed,NA,KHDRBS1
OG0005400,NA,NA,NA,paml_selected,NA,SEMA6B,relaxed,NA,SEMA6B
OG0005401,NA,NA,NA,NA,NA,RASSF8,relaxed,NA,RASSF8
OG0005402,NA,NA,NA,paml_selected,NA,SCN4B,relaxed,NA,SCN4B
OG0005408,NA,NA,NA,paml_selected,NA,ZBTB17,relaxed,NA,ZBTB17
OG0005410,NA,NA,NA,NA,NA,GPR37L1,relaxed,NA,GPR37L1
OG0005411,NA,NA,NA,paml_selected,NA,NA,NA,NA,NASP
OG0005412,NA,NA,NA,paml_selected,NA,TUFT1,relaxed,NA,TUFT1
OG0005414,NA,NA,NA,paml_selected,NA,KLF7,relaxed,NA,KLF7
OG0005415,NA,NA,NA,paml_selected,NA,NA,NA,NA,FAM83F
OG0005416,NA,NA,NA,paml_selected,NA,SCCPDH,relaxed,NA,SCCPDH
OG0005417,NA,NA,NA,paml_selected,NA,BHLHE41,relaxed,NA,BHLHE41
OG0005418,NA,NA,NA,NA,NA,FIBIN,relaxed,NA,FIBIN
OG0005419,NA,NA,NA,NA,NA,UBAC2,relaxed,NA,UBAC2
OG0005420,NA,NA,NA,NA,NA,SHOC2,relaxed,NA,SHOC2
OG0005421,NA,NA,NA,NA,NA,SIX4,relaxed,NA,SIX4
OG0005422,NA,NA,NA,paml_selected,NA,NA,NA,NA,IP6K2
OG0005423,NA,NA,NA,paml_selected,NA,ADARB2,relaxed,NA,ADARB2
OG0005424,NA,NA,NA,paml_selected,NA,MTSS1L,relaxed,NA,MTSS1L
OG0005426,NA,NA,NA,NA,NA,AMOTL2,relaxed,NA,AMOTL2
OG0005427,NA,NA,NA,paml_selected,NA,NA,NA,NA,CERS1
OG0005428,NA,NA,NA,NA,NA,SH3BP4,relaxed,NA,SH3BP4
OG0005429,NA,NA,NA,paml_selected,NA,WDR44,relaxed,NA,WDR44
OG0005430,NA,NA,NA,NA,NA,TPD52L2,relaxed,NA,TPD52L2
OG0005433,NA,NA,NA,NA,NA,FBXL14,relaxed,NA,FBXL14
OG0005434,NA,FAN1,intensified,paml_selected,NA,NA,NA,NA,FAN1
OG0005435,NA,NA,NA,NA,NA,UBE4B,relaxed,NA,UBE4B
OG0005436,NA,NA,NA,paml_selected,NA,CTDP1,relaxed,NA,CTDP1
OG0005437,NA,NA,NA,NA,NA,PNPLA8,relaxed,NA,PNPLA8
OG0005438,NA,NA,NA,paml_selected,NA,NA,NA,NA,IARS2
OG0005440,NA,NA,NA,paml_selected,NA,NA,NA,NA,ALPK3
OG0005442,NA,NA,NA,NA,NA,PRPF31,relaxed,NA,PRPF31
OG0005444,NA,NA,NA,NA,NA,DHTKD1,relaxed,NA,DHTKD1
OG0005445,NA,LAS1L,intensified,paml_selected,NA,NA,NA,NA,LAS1L
OG0005446,absrel_selected,NA,NA,paml_selected,NA,NA,NA,NA,ST3GAL4
OG0005447,NA,NA,NA,paml_selected,NA,ATMIN,relaxed,NA,ATMIN
OG0005448,NA,NA,NA,paml_selected,NA,NFAT5,relaxed,NA,NFAT5
OG0005449,NA,NA,NA,paml_selected,NA,ANKRD11,relaxed,NA,ANKRD11
OG0005450,NA,NA,NA,NA,NA,MCM6,relaxed,NA,MCM6
OG0005451,NA,NA,NA,NA,NA,PCDH17,relaxed,NA,PCDH17
OG0005452,NA,NA,NA,NA,NA,NSUN2,relaxed,NA,NSUN2
OG0005454,NA,NA,NA,NA,NA,ADPRM,relaxed,NA,ADPRM
OG0005455,NA,NA,NA,paml_selected,NA,NA,NA,NA,GGACT
OG0005458,NA,NA,NA,NA,NA,DNAJC7,relaxed,NA,DNAJC7
OG0005460,NA,NA,NA,paml_selected,NA,NA,NA,NA,SBNO2
OG0005461,NA,NA,NA,paml_selected,NA,GSN,relaxed,NA,GSN
OG0005462,NA,YAP1,intensified,paml_selected,NA,NA,NA,NA,YAP1
OG0005465,NA,NA,NA,paml_selected,NA,NA,NA,NA,GSTCD
OG0005466,NA,NA,NA,paml_selected,NA,NFASC,relaxed,NA,NFASC
OG0005467,NA,NA,NA,NA,NA,TBR1,relaxed,NA,TBR1
OG0005468,NA,NA,NA,paml_selected,NA,CHMP6,relaxed,NA,CHMP6
OG0005469,NA,NA,NA,NA,NA,AKTIP,relaxed,NA,AKTIP
OG0005470,NA,NA,NA,NA,NA,SP3,relaxed,NA,SP3
OG0005471,NA,NA,NA,NA,NA,ARHGEF37,relaxed,NA,ARHGEF37
OG0005472,NA,NA,NA,paml_selected,NA,NA,NA,NA,UBAP1
OG0005473,NA,DLST,intensified,paml_selected,NA,NA,NA,NA,DLST
OG0005474,NA,NAPEPLD,intensified,NA,NA,NA,NA,NA,NAPEPLD
OG0005475,NA,NA,NA,NA,NA,SLC44A1,relaxed,NA,SLC44A1
OG0005476,NA,NA,NA,NA,NA,KAT6B,relaxed,NA,KAT6B
OG0005478,NA,NA,NA,paml_selected,NA,NA,NA,NA,HYLS1
OG0005480,NA,SPG7,intensified,paml_selected,NA,NA,NA,NA,SPG7
OG0005481,NA,HTATSF1,intensified,NA,NA,NA,NA,NA,HTATSF1
OG0005482,NA,NA,NA,paml_selected,NA,KCNQ2,relaxed,NA,KCNQ2
OG0005483,NA,NA,NA,NA,NA,TOR4A,relaxed,NA,TOR4A
OG0005484,NA,NA,NA,NA,NA,ADAMTS5,relaxed,NA,ADAMTS5
OG0005485,NA,NA,NA,NA,NA,FAM91A1,relaxed,NA,FAM91A1
OG0005487,NA,NA,NA,NA,NA,MIER1,relaxed,NA,MIER1
OG0005490,NA,NA,NA,NA,NA,USP2,relaxed,NA,USP2
OG0005492,NA,NA,NA,paml_selected,NA,ACD,relaxed,NA,ACD
OG0005495,NA,NA,NA,paml_selected,NA,NA,NA,NA,EXOC3L4
OG0005496,NA,NA,NA,NA,NA,HERPUD1,relaxed,NA,HERPUD1
OG0005499,NA,STK33,intensified,paml_selected,NA,NA,NA,NA,STK33
OG0005500,NA,NA,NA,NA,NA,AFAP1L1,relaxed,NA,AFAP1L1
OG0005502,NA,NA,NA,NA,NA,PRPF38A,relaxed,NA,PRPF38A
OG0005504,NA,NA,NA,paml_selected,NA,NA,NA,NA,CDKN1B
OG0005505,NA,NA,NA,paml_selected,NA,FNDC7,relaxed,NA,FNDC7
OG0005506,NA,NA,NA,paml_selected,NA,NA,NA,NA,TNFRSF1B
OG0005509,NA,NA,NA,paml_selected,NA,NA,NA,NA,CD2AP
OG0005510,NA,NA,NA,NA,NA,TMEM131,relaxed,NA,TMEM131
OG0005511,NA,SKA3,intensified,paml_selected,NA,NA,NA,NA,SKA3
OG0005513,NA,NA,NA,NA,NA,CLDND1,relaxed,NA,CLDND1
OG0005516,NA,NA,NA,NA,NA,CDCP2,relaxed,NA,CDCP2
OG0005517,NA,NA,NA,paml_selected,NA,NA,NA,NA,MBD1
OG0005518,NA,NA,NA,paml_selected,NA,ARHGEF38,relaxed,NA,ARHGEF38
OG0005519,NA,NA,NA,NA,NA,C7orf60,relaxed,NA,C7orf60
OG0005520,NA,NA,NA,paml_selected,NA,PLA2G4A,relaxed,NA,PLA2G4A
OG0005522,NA,NA,NA,paml_selected,NA,NRP1,relaxed,NA,NRP1
OG0005523,NA,ASAH1,intensified,NA,NA,NA,NA,NA,ASAH1
OG0005524,NA,NA,NA,paml_selected,NA,NA,NA,NA,TRAF4
OG0005525,NA,NA,NA,paml_selected,NA,ANXA11,relaxed,NA,ANXA11
OG0005526,NA,NA,NA,paml_selected,NA,KIF20A,relaxed,NA,KIF20A
OG0005527,NA,NA,NA,NA,NA,ZDHHC16,relaxed,NA,ZDHHC16
OG0005528,NA,PTTG1,intensified,NA,NA,NA,NA,NA,PTTG1
OG0005529,NA,NA,NA,paml_selected,NA,TACC1,relaxed,NA,TACC1
OG0005530,NA,NA,NA,paml_selected,NA,NA,NA,NA,CDHR2
OG0005533,NA,NA,NA,paml_selected,NA,MBP,relaxed,NA,MBP
OG0005534,NA,NA,NA,paml_selected,NA,NA,NA,NA,TDG
OG0005538,NA,NA,NA,NA,NA,EPC1,relaxed,NA,EPC1
OG0005539,NA,NA,NA,paml_selected,NA,NA,NA,NA,RABL6
OG0005541,NA,NA,NA,paml_selected,NA,NA,NA,NA,DLL3
OG0005542,NA,NA,NA,NA,NA,TSC2,relaxed,NA,TSC2
OG0005543,NA,NA,NA,NA,NA,PAMR1,relaxed,NA,PAMR1
OG0005547,NA,NA,NA,NA,NA,WFS1,relaxed,NA,WFS1
OG0005548,NA,NA,NA,NA,NA,TJP1,relaxed,NA,TJP1
OG0005549,NA,OSBPL2,intensified,NA,NA,NA,NA,NA,OSBPL2
OG0005553,NA,NA,NA,paml_selected,NA,NCOA1,relaxed,NA,NCOA1
OG0005554,NA,NA,NA,NA,NA,CAPN7,relaxed,NA,CAPN7
OG0005555,NA,NA,NA,NA,NA,IVNS1ABP,relaxed,NA,IVNS1ABP
OG0005556,NA,NA,NA,NA,NA,PPM1D,relaxed,NA,PPM1D
OG0005557,NA,NA,NA,paml_selected,NA,KDF1,relaxed,NA,KDF1
OG0005558,NA,NA,NA,paml_selected,NA,NA,NA,NA,MIB2
OG0005559,NA,NA,NA,paml_selected,NA,NA,NA,NA,FBLN2
OG0005560,NA,CFI,intensified,NA,NA,NA,NA,NA,CFI
OG0005561,NA,NA,NA,paml_selected,NA,PLEKHA6,relaxed,NA,PLEKHA6
OG0005563,NA,NA,NA,NA,NA,SLC39A10,relaxed,NA,SLC39A10
OG0005564,NA,BLOC1S6,intensified,NA,NA,NA,NA,NA,BLOC1S6
OG0005565,NA,NA,NA,paml_selected,NA,PNISR,relaxed,NA,PNISR
OG0005566,NA,NA,NA,paml_selected,NA,NA,NA,NA,NID1
OG0005569,NA,NA,NA,NA,NA,SETD5,relaxed,NA,SETD5
OG0005571,NA,HMMR,intensified,paml_selected,NA,NA,NA,NA,HMMR
OG0005573,NA,NA,NA,NA,NA,UBE2C,relaxed,NA,UBE2C
OG0005574,NA,NA,NA,NA,NA,SGMS1,relaxed,NA,SGMS1
OG0005575,NA,NA,NA,NA,NA,SPON1,relaxed,NA,SPON1
OG0005576,NA,NA,NA,paml_selected,NA,NA,NA,NA,VAC14
OG0005577,NA,NA,NA,paml_selected,NA,MSL3,relaxed,NA,MSL3
OG0005578,NA,NA,NA,paml_selected,NA,NA,NA,NA,IL17RA
OG0005579,NA,NA,NA,NA,NA,EIF2AK1,relaxed,NA,EIF2AK1
OG0005580,NA,NA,NA,paml_selected,NA,EMILIN2,relaxed,NA,EMILIN2
OG0005581,NA,NA,NA,paml_selected,NA,SPCS2,relaxed,NA,SPCS2
OG0005582,NA,NA,NA,paml_selected,NA,ARHGAP23,relaxed,NA,ARHGAP23
OG0005583,NA,NA,NA,paml_selected,NA,KANSL1L,relaxed,NA,KANSL1L
OG0005584,NA,NA,NA,paml_selected,NA,WDR60,relaxed,NA,WDR60
OG0005585,NA,MFSD6,intensified,paml_selected,NA,NA,NA,NA,MFSD6
OG0005586,NA,GPR37,intensified,NA,NA,NA,NA,NA,GPR37
OG0005587,NA,NA,NA,NA,NA,CPEB4,relaxed,NA,CPEB4
OG0005588,NA,MST1R,intensified,paml_selected,NA,NA,NA,NA,MST1R
OG0005589,NA,NA,NA,paml_selected,NA,NA,NA,NA,TBCD
OG0005590,NA,NA,NA,paml_selected,NA,NA,NA,NA,ELMO3
OG0005591,NA,NA,NA,NA,NA,RCC2,relaxed,NA,RCC2
OG0005592,NA,NA,NA,paml_selected,NA,NA,NA,NA,CD248
OG0005593,NA,NA,NA,paml_selected,NA,NA,NA,NA,BRCA2
OG0005595,NA,NA,NA,NA,NA,PPP1R21,relaxed,NA,PPP1R21
OG0005596,NA,NA,NA,NA,NA,HSPD1,relaxed,NA,HSPD1
OG0005597,NA,NA,NA,paml_selected,NA,NA,NA,NA,MTUS2
OG0005598,NA,GID4,intensified,NA,NA,NA,NA,NA,GID4
OG0005599,NA,NA,NA,NA,NA,SH2B2,relaxed,NA,SH2B2
OG0005601,NA,NA,NA,paml_selected,NA,GEMIN4,relaxed,NA,GEMIN4
OG0005602,NA,NA,NA,NA,NA,PRPF4B,relaxed,NA,PRPF4B
OG0005603,NA,NA,NA,paml_selected,NA,NA,NA,NA,IPO4
OG0005604,NA,NA,NA,NA,NA,CA10,relaxed,NA,CA10
OG0005605,absrel_selected,NA,NA,paml_selected,NA,FRMPD4,relaxed,NA,FRMPD4
OG0005606,NA,NA,NA,NA,NA,DCAF6,relaxed,NA,DCAF6
OG0005607,NA,NA,NA,NA,NA,ARID5B,relaxed,NA,ARID5B
OG0005608,NA,NA,NA,NA,NA,USP48,relaxed,NA,USP48
OG0005609,NA,NA,NA,NA,NA,AMFR,relaxed,NA,AMFR
OG0005610,NA,NA,NA,NA,NA,RBM15B,relaxed,NA,RBM15B
OG0005611,NA,NA,NA,NA,NA,MED14,relaxed,NA,MED14
OG0005612,NA,DNAJA3,intensified,paml_selected,NA,NA,NA,NA,DNAJA3
OG0005613,NA,NA,NA,NA,NA,CDC27,relaxed,NA,CDC27
OG0005614,NA,NA,NA,NA,NA,ARHGAP5,relaxed,NA,ARHGAP5
OG0005616,NA,NA,NA,paml_selected,NA,NA,NA,NA,SPAG5
OG0005617,NA,NA,NA,NA,NA,TTC39C,relaxed,NA,TTC39C
OG0005619,NA,NA,NA,paml_selected,NA,NA,NA,NA,DAB2
OG0005620,NA,NA,NA,NA,NA,STARD7,relaxed,NA,STARD7
OG0005622,NA,NA,NA,paml_selected,NA,NA,NA,NA,CBX2
OG0005623,NA,NA,NA,NA,NA,SUPT5H,relaxed,NA,SUPT5H
OG0005624,NA,PDZD8,intensified,paml_selected,NA,NA,NA,NA,PDZD8
OG0005626,NA,NA,NA,NA,NA,RNF123,relaxed,NA,RNF123
OG0005627,NA,NA,NA,paml_selected,NA,SCAF11,relaxed,NA,SCAF11
OG0005628,NA,NA,NA,NA,NA,SASH1,relaxed,NA,SASH1
OG0005629,NA,NA,NA,NA,NA,NFKB1,relaxed,NA,NFKB1
OG0005630,NA,NA,NA,NA,NA,USP34,relaxed,NA,USP34
OG0005631,NA,NA,NA,paml_selected,NA,SH3PXD2A,relaxed,NA,SH3PXD2A
OG0005632,NA,NA,NA,paml_selected,NA,NA,NA,NA,SH3PXD2B
OG0005634,NA,NA,NA,paml_selected,NA,NA,NA,NA,ERMP1
OG0005635,NA,NA,NA,paml_selected,NA,MDM2,relaxed,NA,MDM2
OG0005636,NA,NA,NA,paml_selected,NA,WAPAL,relaxed,NA,WAPAL
OG0005637,NA,NA,NA,paml_selected,NA,NA,NA,NA,PLEKHG3
OG0005638,NA,NA,NA,paml_selected,NA,NA,NA,NA,MIS18BP1
OG0005639,NA,NA,NA,NA,NA,CNTN1,relaxed,NA,CNTN1
OG0005640,NA,NA,NA,NA,NA,CCDC85C,relaxed,NA,CCDC85C
OG0005641,NA,NA,NA,paml_selected,NA,COL17A1,relaxed,NA,COL17A1
OG0005642,NA,NA,NA,paml_selected,NA,ARHGAP21,relaxed,NA,ARHGAP21
OG0005643,NA,NA,NA,paml_selected,NA,ALS2,relaxed,NA,ALS2
OG0005644,NA,NA,NA,paml_selected,NA,NA,NA,NA,CCDC18
OG0005645,NA,NA,NA,NA,NA,CASK,relaxed,NA,CASK
OG0005646,NA,NA,NA,NA,NA,TBC1D2,relaxed,NA,TBC1D2
OG0005647,NA,NA,NA,NA,NA,LRRC8A,relaxed,NA,LRRC8A
OG0005648,NA,NA,NA,paml_selected,NA,NA,NA,NA,FLII
OG0005649,NA,NA,NA,paml_selected,NA,NA,NA,NA,ATM
OG0005650,NA,NA,NA,paml_selected,NA,VPS33B,relaxed,NA,VPS33B
OG0005652,NA,NA,NA,paml_selected,NA,NA,NA,NA,NCOA4
OG0005653,NA,NA,NA,NA,NA,DOPEY1,relaxed,NA,DOPEY1
OG0005654,NA,NA,NA,paml_selected,NA,LENG8,relaxed,NA,LENG8
OG0005655,NA,NA,NA,paml_selected,NA,RICTOR,relaxed,NA,RICTOR
OG0005656,NA,NA,NA,paml_selected,NA,KIAA1211L,relaxed,NA,KIAA1211L
OG0005660,NA,NA,NA,NA,NA,PARD3,relaxed,NA,PARD3
OG0005661,NA,NA,NA,paml_selected,NA,COBLL1,relaxed,NA,COBLL1
OG0005662,NA,NA,NA,NA,NA,PIKFYVE,relaxed,NA,PIKFYVE
OG0005663,NA,NA,NA,paml_selected,NA,NA,NA,NA,INPP4A
OG0005664,NA,NA,NA,NA,NA,EBAG9,relaxed,NA,EBAG9
OG0005665,NA,NA,NA,paml_selected,NA,ASCC2,relaxed,NA,ASCC2
OG0005666,NA,KIF20B,intensified,paml_selected,NA,NA,NA,NA,KIF20B
OG0005667,NA,ATAD5,intensified,paml_selected,NA,NA,NA,NA,ATAD5
OG0005668,NA,NA,NA,paml_selected,NA,KIAA1217,relaxed,NA,KIAA1217
OG0005669,NA,NA,NA,paml_selected,NA,FN1,relaxed,NA,FN1
OG0005670,NA,NA,NA,NA,NA,LRRK1,relaxed,NA,LRRK1
OG0005671,NA,NA,NA,NA,NA,ACKR3,relaxed,NA,ACKR3
OG0005672,NA,NA,NA,paml_selected,NA,NAB1,relaxed,NA,NAB1
OG0005675,NA,NA,NA,NA,NA,UQCRH,relaxed,NA,UQCRH
OG0005680,NA,NA,NA,paml_selected,NA,ZNF281,relaxed,NA,ZNF281
OG0005681,NA,NA,NA,paml_selected,NA,NA,NA,NA,AKAP12
OG0005686,NA,LSM2,intensified,NA,NA,NA,NA,NA,LSM2
OG0005687,NA,ATP6V1F,intensified,NA,NA,NA,NA,NA,ATP6V1F
OG0005688,NA,NA,NA,paml_selected,NA,ESPL1,relaxed,NA,ESPL1
OG0005689,NA,NA,NA,NA,NA,SIPA1L1,relaxed,NA,SIPA1L1
