Chrom,Start,End,Name
chr12,678165488,678166589,gene
chr3,3192242599,3192243568,gene
chr8,1101327705,1101328293,gene
chr1,1942843422,1942844784,gene
chr2,131585434,131589214,gene
chr11,442145318,442149365,gene
chr10,240279557,240279827,gene
chr3,1048251856,1048252126,gene
chr13,75725725,75727126,gene
chr18,178039630,178040053,gene
chr15,761235357,761237409,gene
chr2,1241317,1242571,gene
chr15,214583398,214584931,gene
chr14,771348695,771349226,gene
chr8,272098812,272099541,gene
chr2,2251876736,2251877228,gene
chr7,1437000792,1437002415,gene
chr4,2673964802,2673965243,gene
chr10,819253045,819264550,gene
chr15,303042988,303044944,gene
chr10,1198969853,1198971878,gene
chr3,986880665,986882273,gene
chr8,103054808,103055534,gene
chr18,423686387,423687392,gene
chr10,776300975,776302058,gene
chr5,1529532487,1529533603,gene
chr5,1440187225,1440187975,gene
chr9,479066722,479068285,gene
chr5,469112623,469113949,gene
chr9,1130535996,1130537634,gene
chr16,791288150,791291861,gene
chr9,1033504074,1033507467,gene
chr2,2405231515,2405232769,gene
chr9,414032922,414033594,gene
chr3,2952534959,2952535832,gene
chr4,363648108,363648660,gene
chr2,575317516,575318227,gene
chr1,3004317126,3004317429,gene
chr14,967222915,967223329,gene
chr7,2455777,2456353,gene
chr12,186131939,186132554,gene
chr2,1351453703,1351454483,gene
chr1,3905648981,3905652539,gene
chr6,80616429,80616969,gene
chr4,955888342,955890595,gene
chr4,2265510609,2265513438,gene
chr7,46345171,46345567,gene
chr5,1232992231,1232993713,gene
chr10,333133254,333134298,gene
chr1,3838534139,3838536731,gene
chr13,59899743,59900223,gene
chr6,1637797431,1637801019,gene
chr1,3132523417,3132525340,gene
chr6,429926139,429926967,gene
chr5,1716799337,1716803099,gene
chr5,1712246836,1712248285,gene
chr7,106444070,106455098,gene
chr4,1220447518,1220448433,gene
chr16,81498852,81504240,gene
chr5,22483359,22484373,gene
chr5,865005515,865006553,gene
chr3,961699907,961700519,gene
chr6,1504174018,1504175155,gene
chr13,139885148,139885436,gene
chr4,2826669310,2826671764,gene
chr10,116620052,116624363,gene
scaffold5711,82521,82893,gene
chr5,395155314,395157408,gene
chr10,11742852,11743260,gene
chr2,2332499271,2332499946,gene
chr19,78462615,78463677,gene
chr4,2118298485,2118298983,gene
chr6,1955786159,1955789312,gene
chr9,1208233562,1208234534,gene
chr17,92887917,92889219,gene
chr14,826643452,826644820,gene
chr17,511298493,511300935,gene
chr10,182366191,182368492,gene
chr13,85478534,85480613,gene
chr13,732707415,732707934,gene
chr3,2213947830,2213948709,gene
chr12,674317923,674318916,gene
chr4,1728424743,1728425682,gene
chr3,2954138119,2954139886,gene
chr4,2106198949,2106199729,gene
chr1,28142596,28144063,gene
chr9,878742422,878745515,gene
chr4,2403689564,2403692423,gene
chr4,700102916,700103783,gene
chr5,2575589503,2575590262,gene
chr7,1484174318,1484175728,gene
chr1,2325703289,2325704444,gene
chr15,45957865,45961105,gene
chr15,690441656,690445988,gene
chr4,1138076118,1138076934,gene
chr11,595368049,595369252,gene
chr5,400325363,400330364,gene
chr2,2433738776,2433740051,gene
chr2,2813951463,2813952018,gene
chr8,79358519,79361435,gene
chr1,3456644725,3456646375,gene
chr3,2196869730,2196872319,gene
chr18,329189293,329190115,gene
chr2,1954168963,1954171663,gene
chr3,1437689511,1437692703,gene
chr17,478428334,478430512,gene
chr2,2831618930,2831619488,gene
chr15,247709524,247710193,gene
chr12,1138643567,1138645043,gene
chr7,315783965,315785480,gene
chr3,491885850,491886543,gene
chr16,3270120,3270594,gene
chr3,3010195274,3010196168,gene
chr6,1170260696,1170262553,gene
chr17,741567621,741570189,gene
chr3,288818250,288819285,gene
chr10,784354234,784355395,gene
chr4,2136947133,2136948600,gene
chr5,1047472845,1047473868,gene
chr1,3634625626,3634626316,gene
chr16,565001866,565002481,gene
chr5,1399499445,1399502742,gene
chr4,2892829802,2892831233,gene
chr6,1267234816,1267235737,gene
chr12,1132405325,1132407203,gene
chr7,318100131,318101292,gene
chr9,995153810,995155079,gene
chr1,1188118968,1188120258,gene
chr5,1215851466,1215852753,gene
chr7,14432833,14434081,gene
chr3,2369374046,2369375381,gene
chr4,267069317,267073958,gene
chr1,852933357,852934614,gene
chr1,1492907003,1492908560,gene
chr4,2871075149,2871078110,gene
chr14,104521558,104523748,gene
chr7,61386615,61388586,gene
chr3,1727951365,1727952073,gene
chr15,104995350,104996895,gene
chr9,276017927,276018869,gene
chr10,1216779752,1216780469,gene
chr9,542485099,542489179,gene
chr16,488202264,488204817,gene
chr1,3493790690,3493792139,gene
chr1,420723209,420727886,gene
chr1,1973614966,1973616502,gene
chr7,1545152661,1545156105,gene
chr3,3061478500,3061482931,gene
chr8,90809434,90812656,gene
chr2,2386889651,2386890557,gene
chr5,1272477614,1272480587,gene
chr15,416434853,416437544,gene
chr1,2966915109,2966916465,gene
chr14,826029768,826031358,gene
chr7,187815537,187816812,gene
chr5,1638167764,1638170101,gene
chr9,471331237,471332950,gene
chr12,1015669226,1015670270,gene
chr4,2774472159,2774473296,gene
chr11,545805316,545806441,gene
chr4,2372612852,2372619308,gene
chr3,3063532950,3063533820,gene
chr9,548352466,548354476,gene
chr5,665377334,665380202,gene
chr8,281557923,281558949,gene
chr19,563451206,563452730,gene
chr12,795293166,795294381,gene
chr8,899223527,899224433,gene
chr5,1310802745,1310805664,gene
chr8,232647488,232648928,gene
chr2,1663277159,1663277588,gene
chr7,15502801,15503572,gene
chr6,1992997151,1993001651,gene
chr5,556658642,556661594,gene
chr5,1509714499,1509714979,gene
chr7,210476018,210476816,gene
chr2,2300342899,2300347195,gene
chr4,1216834752,1216835916,gene
chr9,911191606,911194543,gene
chr4,766615692,766619325,gene
chr5,1305169809,1305171768,gene
chr7,84486564,84488706,gene
chr17,542887496,542888516,gene
chr2,2636716401,2636717532,gene
chr9,735820480,735822133,gene
chr3,2326888953,2326890822,gene
chr2,1880268513,1880269752,gene
chr11,487759579,487763581,gene
chr15,789398013,789398703,gene
chr6,1271990607,1271991081,gene
chr3,1558240974,1558241394,gene
chr4,195337493,195338084,gene
chr15,162422261,162425567,gene
chr8,64037346,64037733,gene
chr9,270937906,270939010,gene
chr3,3136295499,3136302909,gene
chr7,1153540231,1153545754,gene
chr3,2285752339,2285753080,gene
chr9,224421688,224424184,gene
chr15,32868528,32869230,gene
chr8,1082108859,1082109636,gene
chr1,3769009812,3769011144,gene
chr3,1246259300,1246260518,gene
chr5,448712309,448713614,gene
chr14,738456362,738457532,gene
chr13,1008384349,1008386512,gene
chr4,1511383129,1511385043,gene
chr18,37486760,37487720,gene
chr1,493768632,493772787,gene
chr5,257647709,257651954,gene
chr3,875432557,875434387,gene
chr13,277647119,277649516,gene
chr10,1260335575,1260336940,gene
chr10,1270418873,1270420583,gene
chr9,288222158,288224756,gene
chr1,362268288,362273481,gene
chr6,158200060,158201602,gene
chr3,483352845,483355830,gene
chr16,284469682,284471479,gene
chr4,1197793457,1197793856,gene
chr9,1289516322,1289519532,gene
chr7,1802779633,1802780284,gene
chr6,1090189420,1090190485,gene
chr10,798770237,798772856,gene
chr11,80927065,80927470,gene
chr2,3415121093,3415121756,gene
chr3,543839453,543840737,gene
chr1,3483120247,3483122263,gene
chr4,986462837,986464010,gene
chr8,463457255,463458974,gene
chr1,2968907073,2968908420,gene
chr14,455009482,455010673,gene
chr13,560812162,560814886,gene
chr7,832344951,832346211,gene
chr5,506809384,506810029,gene
chr5,2359724415,2359726746,gene
chr9,41016416,41017961,gene
chr12,116515552,116518291,gene
chr9,540894122,540895289,gene
chr19,588592669,588593554,gene
chr5,863961197,863962745,gene
chr4,1767480819,1767482343,gene
chr7,832797821,832799120,gene
chr6,1905771907,1905772525,gene
chr18,275303606,275304638,gene
chr15,811157463,811158978,gene
chr8,707005537,707007832,gene
chr17,530132857,530134129,gene
chr7,274510775,274511354,gene
chr6,295634332,295636420,gene
chr18,738114908,738117104,gene
chr2,2535259537,2535259741,gene
chr19,740255796,740258703,gene
chr2,2907399865,2907402541,gene
chr5,2217474109,2217474718,gene
chr7,446134241,446135444,gene
chr14,695069927,695072693,gene
chr10,236553628,236555692,gene
chr2,1435812998,1435815797,gene
chr7,1784776952,1784778386,gene
chr4,452028443,452031413,gene
chr14,469261752,469267590,gene
chr8,1081911910,1081913407,gene
chr7,884221651,884222515,gene
chr2,3298076537,3298078331,gene
chr8,1319084394,1319085654,gene
chr6,483256020,483258078,gene
chr6,1969130466,1969136112,gene
chr6,74753192,74762387,gene
chr2,2352551444,2352553907,gene
chr3,2419020432,2419023840,gene
chr2,1905458749,1905461467,gene
chr13,1056153902,1056154946,gene
chr3,1357616555,1357617044,gene
chr9,1152298887,1152300315,gene
chr13,274612118,274616423,gene
chr11,242286505,242288824,gene
chr3,1081376951,1081378208,gene
chr1,1684150990,1684152874,gene
chr9,254296942,254300149,gene
chr19,438084874,438086734,gene
chr13,792415655,792416258,gene
chr8,947910569,947911379,gene
chr19,702333293,702335477,gene
chr3,466732748,466735376,gene
chr1,162391950,162393501,gene
chr8,266930320,266931691,gene
chr7,1005227186,1005228566,gene
chr2,3278098902,3278100864,gene
chr15,227274049,227274670,gene
chr11,442813995,442815294,gene
chr17,101643760,101646145,gene
chr2,2953755192,2953756644,gene
chr5,2182624175,2182626575,gene
chr11,391898876,391900136,gene
chr3,2907375592,2907377287,gene
chr2,351888801,351891336,gene
chr12,335473426,335474758,gene
chr5,1510230041,1510231781,gene
chr2,2191708333,2191710190,gene
chr8,752466514,752469565,gene
chr7,1215210188,1215210878,gene
chr6,1634765072,1634766536,gene
chr3,470780632,470782963,gene
chr1,727147191,727148124,gene
chr7,487549536,487550073,gene
chr12,496939521,496942011,gene
chr10,274502516,274503890,gene
chr4,2754721386,2754721857,gene
chr3,2626949357,2626951991,gene
chr3,1260989511,1260991182,gene
chr7,1872312919,1872313777,gene
chr12,296961004,296962444,gene
chr10,1163550352,1163551324,gene
chr1,1683513644,1683515969,gene
chr7,1702776388,1702777582,gene
chr12,874364300,874366490,gene
chr16,246443224,246446056,gene
chr1,1478445930,1478447112,gene
chr5,396472211,396473624,gene
chr15,264640526,264642164,gene
chr3,388383629,388384337,gene
chr15,387711552,387712680,gene
chr8,757292093,757292612,gene
chr17,522902371,522904486,gene
chr3,438997506,439001469,gene
chr2,1392616481,1392617441,gene
chr7,16904255,16905737,gene
chr16,250378292,250380713,gene
chr11,355635527,355636511,gene
chr17,64633077,64635066,gene
chr10,1078251364,1078256782,gene
scaffold9823,69826,71632,gene
chr1,474894844,474897349,gene
chr14,688385362,688390729,gene
chr5,2139310013,2139311456,gene
chr4,2868805544,2868809810,gene
chr16,464017532,464018708,gene
chr12,872560561,872562193,gene
chr5,282467555,282469205,gene
chr14,240092710,240093871,gene
chr2,1137432014,1137432650,gene
chr1,2158099855,2158100224,gene
chr9,263226226,263228017,gene
chr19,515604692,515607239,gene
chr1,1815501357,1815501858,gene
chr4,2293003210,2293005730,gene
chr17,457726712,457729367,gene
chr3,199856920,199857958,gene
chr5,2496250354,2496250900,gene
chr15,106160037,106161291,gene
chr6,1846571880,1846574298,gene
chr6,311878646,311880782,gene
chr11,123683825,123684890,gene
chr7,434066319,434067345,gene
chr10,797157650,797159663,gene
chr2,1183846162,1183849231,gene
chr3,846838400,846839039,gene
chr14,636146684,636148037,gene
chr19,481270080,481270650,gene
chr16,184086247,184089445,gene
chr19,536893758,536896194,gene
chr7,981724928,981726248,gene
chr3,498315182,498317360,gene
chr17,196812593,196817153,gene
chr13,1030707635,1030708961,gene
chr6,90209051,90211106,gene
chr4,2131284962,2131286645,gene
chr12,1028219946,1028222148,gene
chr3,2257020905,2257032971,gene
chr15,298486319,298488569,gene
chr13,759974058,759975792,gene
chr3,2281379656,2281380928,gene
chr10,1006516475,1006517105,gene
chr5,2577173739,2577175740,gene
chr4,2906816724,2906819964,gene
chr2,2198038905,2198041920,gene
chr9,824094312,824095218,gene
chr13,914880663,914881650,gene
chr3,1867810540,1867815802,gene
chr8,136327919,136330430,gene
chr15,28821912,28825389,gene
chr10,147888071,147890183,gene
chr1,1512994255,1512994528,gene
chr14,313397230,313398766,gene
chr3,2699816597,2699820905,gene
chr10,359666628,359668017,gene
chr9,953997923,954000503,gene
chr17,119306765,119307167,gene
chr5,405852372,405853830,gene
chr2,1116426436,1116428194,gene
chr1,3720438634,3720441043,gene
chr13,24757631,24758066,gene
chr13,767728319,767730002,gene
chr17,62940906,62944305,gene
chr15,746296930,746300368,gene
chr17,222786341,222790262,gene
chr7,55097272,55098256,gene
chr4,1995200338,1995203863,gene
chr1,2513562243,2513565342,gene
chr4,1032436956,1032441933,gene
chr15,863284768,863288026,gene
chr3,484221804,484224504,gene
chr1,2915261389,2915264023,gene
chr7,1486345396,1486346815,gene
chr15,320712389,320714921,gene
chr8,139775566,139779979,gene
chr8,74243348,74243969,gene
chr7,1791106032,1791109086,gene
chr8,968280528,968281692,gene
chr15,859107028,859108429,gene
scaffold565,942535,945340,gene
chr19,560905150,560909941,gene
chr12,508916951,508918343,gene
chr3,2712086125,2712088816,gene
chr1,1281394133,1281396989,gene
chr11,55565235,55567392,gene
chr10,1011746202,1011750069,gene
chr3,1132985978,1132991381,gene
chr14,831450559,831452401,gene
chr9,751260399,751260669,gene
chr4,2166277032,2166278427,gene
chr8,1186661428,1186663924,gene
chr1,3725053742,3725057567,gene
chr3,2564206411,2564209447,gene
chr16,233557706,233561156,gene
chr19,771142256,771145703,gene
chr19,596714192,596720576,gene
chr3,2560788690,2560791486,gene
chr2,464601061,464601694,gene
chr6,958374020,958376336,gene
chr15,5694406,5699065,gene
chr13,887477959,887483602,gene
scaffold565,2309708,2315852,gene
chr19,617700874,617705242,gene
chr14,908679126,908682534,gene
chr19,637734642,637735743,gene
chr19,534566828,534568307,gene
chr9,916748769,916751379,gene
chr4,886994864,887002052,gene
chr1,928594577,928594865,gene
chr7,1464297472,1464297832,gene
chr5,1592373319,1592374321,gene
chr8,165859358,165864608,gene
chr3,2358433983,2358436593,gene
chr17,785383245,785385681,gene
chr18,402685938,402687246,gene
chr9,49580746,49585327,gene
chr19,180714293,180714500,gene
chr7,965543780,965545949,gene
chr11,34365581,34366715,gene
chr14,207636228,207636870,gene
chr8,69661745,69665102,gene
chr6,298136166,298136991,gene
chr13,933347821,933348271,gene
chr9,708407601,708408153,gene
chr17,99136114,99136429,gene
chr12,491172795,491173755,gene
chr13,48174223,48175357,gene
chr3,1854307967,1854309023,gene
chr8,803268596,803270408,gene
chr8,521350882,521352349,gene
chr11,240358622,240365768,gene
chr14,667993213,667994245,gene
chr10,208577509,208579762,gene
chr13,507147614,507148667,gene
chr4,471597626,471600335,gene
chr10,228256158,228257448,gene
chr7,498422295,498423300,gene
chr3,1216086848,1216088411,gene
chr5,73284593,73291289,gene
chr2,923272124,923272871,gene
chr17,764100236,764102213,gene
chr2,3031073417,3031073819,gene
chr4,1553415519,1553416254,gene
chr8,248625162,248632059,gene
chr17,312134568,312135204,gene
chr10,745068802,745069678,gene
chr1,1044888442,1044889999,gene
chr16,256973804,256977131,gene
chr5,1214827680,1214828343,gene
chr3,1180151867,1180152557,gene
chr3,3062929356,3062930871,gene
chr3,490926698,490928801,gene
chr5,1649843110,1649846401,gene
chr11,1216115706,1216116222,gene
chr1,1932279431,1932282842,gene
chr5,394782650,394782986,gene
chr14,921200523,921201930,gene
chr14,711010398,711013959,gene
chr1,2716645695,2716646754,gene
chr19,224743548,224745717,gene
chr18,478292074,478293853,gene
chr1,2962840101,2962841487,gene
chr2,1581589627,1581590626,gene
scaffold10656,11018,11570,gene
chr13,1009397238,1009399839,gene
chr9,1086261726,1086262308,gene
chr9,910052581,910055755,gene
chr12,1130515536,1130516463,gene
chr5,275145755,275146277,gene
chr17,515692227,515693964,gene
chr4,2152660518,2152661883,gene
chr9,1067917054,1067917909,gene
chr9,472330595,472331843,gene
chr2,1007353914,1007356572,gene
chr4,1653848919,1653849210,gene
chr1,2968643309,2968643690,gene
chr19,592717948,592720252,gene
chr3,494263073,494264147,gene
chr9,115032856,115034077,gene
chr1,822040987,822042400,gene
chr8,263108711,263109197,gene
chr6,276856515,276859878,gene
chr10,261669707,261673697,gene
chr9,1203164876,1203166709,gene
chr4,1070609033,1070610848,gene
chr16,287516226,287518545,gene
chr8,103328786,103333205,gene
chr10,15521943,15523422,gene
chr1,1712206976,1712208350,gene
chr11,1069618618,1069619077,gene
chr3,392147153,392148995,gene
chr3,3024324534,3024325407,gene
chr2,524826712,524827420,gene
chr6,116624591,116626073,gene
chr15,448601792,448603019,gene
chr3,411378495,411380379,gene
chr1,528372287,528373004,gene
chr16,479132823,479135382,gene
chr12,1143152676,1143154209,gene
chr4,2084718446,2084719442,gene
chr9,511459482,511460688,gene
chr1,1062216356,1062218330,gene
chr19,89067554,89068289,gene
chr5,1604528040,1604530146,gene
chr10,805592902,805596841,gene
chr1,2687395170,2687396490,gene
chr5,705089483,705090218,gene
chr12,1106321866,1106322298,gene
chr6,1905284224,1905285553,gene
chr6,96793236,96793974,gene
chr15,231636446,231637289,gene
chr7,1465617983,1465619387,gene
chr2,905149435,905150488,gene
chr3,2289103807,2289104842,gene
chr6,239001196,239001862,gene
chr10,126041374,126042874,gene
chr7,1002714459,1002715794,gene
chr5,1377020237,1377022577,gene
chr1,2530071877,2530075699,gene
chr9,1360230601,1360234228,gene
chr9,828912729,828914565,gene
chr19,649222540,649223521,gene
chr19,556388656,556390246,gene
chr1,189879645,189880734,gene
chr13,440773821,440780403,gene
chr3,2599347651,2599350021,gene
chr4,1824793353,1824794631,gene
chr18,495423606,495424698,gene
chr13,121025549,121026932,gene
chr7,75704874,75706254,gene
chr1,2258779484,2258782520,gene
chr3,2900355781,2900356861,gene
chr4,830901453,830903505,gene
chr8,61574896,61584454,gene
chr13,1056753819,1056754419,gene
chr4,1835195788,1835200063,gene
chr6,1720669727,1720670585,gene
chr3,3051392293,3051395608,gene
scaffold5788,139825,141733,gene
chr4,468940744,468941983,gene
chr6,1672082345,1672083443,gene
chr5,2380886465,2380889165,gene
chr4,2954796707,2954798138,gene
chr11,590713927,590715424,gene
chr11,551116889,551119808,gene
chr1,3911140856,3911141435,gene
chr12,14950728,14953956,gene
chr8,125999324,126004991,gene
chr5,858782980,858784432,gene
chr18,186190579,186191206,gene
chr13,769909074,769910703,gene
chr10,1205326069,1205327167,gene
chr16,236802154,236805316,gene
chr3,3001111450,3001111633,gene
chr6,149639294,149643035,gene
chr8,818949980,818951513,gene
chr9,1347557794,1347559084,gene
chr5,13678637,13679375,gene
chr8,55375622,55378034,gene
chr9,579092993,579095156,gene
chr5,2394875543,2394878765,gene
chr19,448149167,448149821,gene
chr2,361564836,361567503,gene
chr6,247894933,247896055,gene
chr19,707933925,707935302,gene
chr7,896511067,896512099,gene
chr8,148248584,148251107,gene
chr3,3074308515,3074310411,gene
chr1,3266311389,3266314716,gene
chr19,191210684,191212547,gene
scaffold91,881688,882591,gene
chr17,37984689,37985850,gene
chr1,1275039607,1275041149,gene
chr18,732635231,732637310,gene
chr4,1839597973,1839599599,gene
chr14,692011339,692013451,gene
chr8,868646793,868647957,gene
chr9,27424329,27425064,gene
chr1,3441180364,3441181720,gene
chr13,13601749,13602589,gene
chr16,108037209,108038721,gene
chr11,102365258,102366872,gene
chr2,2137678204,2137680619,gene
chr4,2859860136,2859862161,gene
chr18,654475511,654477296,gene
chr3,1832690364,1832691876,gene
chr13,478373078,478373747,gene
chr4,2746116724,2746118302,gene
chr6,145934771,145938344,gene
chr5,170976357,170976969,gene
chr4,2634549704,2634551327,gene
chr9,1222286896,1222288141,gene
chr8,73210267,73216792,gene
chr1,2728819941,2728820547,gene
chr1,564964699,564965530,gene
chr3,17351919,17353134,gene
chr1,3371363685,3371364663,gene
chr3,67630298,67631507,gene
chr2,775310179,775311607,gene
chr16,408836035,408837334,gene
chr2,100620951,100621974,gene
chr8,380892731,380895905,gene
chr11,2327824,2328328,gene
chr5,2074097719,2074099156,gene
chr13,836495012,836496254,gene
chr9,397637935,397639771,gene
chr9,347226160,347227813,gene
chr5,1312432204,1312433773,gene
chr5,414091065,414092481,gene
chr8,1382568076,1382570116,gene
chr13,59311020,59311359,gene
chr8,966802741,966803920,gene
chr2,1471330473,1471332996,gene
chr1,483309354,483310113,gene
chr6,1571867137,1571869252,gene
chr2,2231075838,2231077881,gene
chr5,420915716,420917189,gene
chr1,1003005334,1003008280,gene
chr5,1182412448,1182413555,gene
chr8,302523287,302534771,gene
chr3,444526850,444527627,gene
chr1,232191490,232192012,gene
chr5,451371563,451373120,gene
chr4,2073949575,2073950280,gene
chr5,759957921,759958251,gene
chr13,1057586635,1057587928,gene
chr11,701207512,701209426,gene
chr11,178462535,178463021,gene
chr10,1005952187,1005953798,gene
chr16,70414198,70416673,gene
chr3,3129851905,3129854725,gene
chr5,1234638435,1234640178,gene
chr16,605093443,605096224,gene
chr14,137145727,137147719,gene
chr5,2390611515,2390612265,gene
chr16,478368222,478369722,gene
chr4,796574410,796575349,gene
chr14,874211760,874212528,gene
chr16,665481399,665484294,gene
chr1,2686608296,2686609796,gene
chr3,3036432678,3036433698,gene
chr15,304705663,304707268,gene
chr9,367090984,367092430,gene
chr9,1028636587,1028637937,gene
chr9,966360710,966361637,gene
chr5,1323702114,1323702834,gene
chr9,583692228,583693206,gene
chr8,896562774,896564601,gene
chr7,27350002,27351424,gene
chr10,1171268952,1171269981,gene
chr3,947132019,947138286,gene
chr9,63222385,63222886,gene
chr9,1261283761,1261285147,gene
chr5,1198588644,1198589781,gene
chr15,358078671,358080402,gene
chr2,484322345,484323239,gene
chr4,1831064096,1831065131,gene
chr9,535232725,535234450,gene
chr18,527801205,527802291,gene
chr1,1366819511,1366829297,gene
chr1,2046127621,2046128536,gene
chr3,840680716,840681400,gene
chr19,568215351,568216623,gene
chr13,173000632,173001034,gene
chr17,405575621,405580709,gene
chr4,1701399543,1701400527,gene
chr15,498829212,498832887,gene
chr6,1695159715,1695160738,gene
chr8,213273895,213274528,gene
chr4,189465404,189466613,gene
chr1,1426154077,1426155988,gene
chr6,1902314622,1902316650,gene
chr7,1168274347,1168274728,gene
chr1,540847380,540849261,gene
chr15,898330586,898331873,gene
chr18,545403767,545405054,gene
chr14,85231300,85233550,gene
chr12,421245358,421247014,gene
chr2,1548425479,1548426205,gene
chr1,3857364432,3857366172,gene
chr12,296237356,296238406,gene
chr1,2532514346,2532515726,gene
chr2,2507581087,2507582419,gene
chr9,1129232980,1129233643,gene
chr18,650905441,650907076,gene
chr3,2031207046,2031209161,gene
chr4,1941931650,1941932649,gene
chr13,731012132,731012867,gene
chr12,740168438,740169764,gene
chr7,77690799,77694792,gene
chr7,1345265600,1345267406,gene
chr1,1398546821,1398547592,gene
chr9,243640476,243641814,gene
chr12,922920236,922921775,gene
chr19,287905267,287906407,gene
chr1,2913982956,2913988968,gene
chr5,838291009,838291939,gene
chr9,291364809,291367290,gene
chr18,662387145,662387733,gene
chr6,1908763294,1908764521,gene
chr2,1898573428,1898573833,gene
chr14,265326724,265334083,gene
chr2,569769109,569772091,gene
chr1,813750167,813751832,gene
chr5,1888374520,1888375711,gene
chr13,493379862,493380552,gene
chr3,2956996668,2956997085,gene
chr6,83494966,83495527,gene
chr2,1119791450,1119792356,gene
chr13,808025345,808026809,gene
chr9,8616059,8617238,gene
chr11,509456095,509458300,gene
chr5,917681558,917682527,gene
chr1,1440969766,1440972481,gene
chr6,829955528,829957070,gene
chr4,2636180847,2636182185,gene
chr13,713064000,713066835,gene
chr4,1139892251,1139893232,gene
chr5,890897619,890897997,gene
chr6,1779694742,1779695870,gene
chr9,1079179836,1079180586,gene
chr11,237256307,237258071,gene
chr3,862141988,862148756,gene
chr10,581231668,581232430,gene
chr7,1258366444,1258367017,gene
chr14,841443392,841447400,gene
chr5,203081413,203082772,gene
chr5,1934577463,1934579287,gene
chr12,276783226,276788092,gene
chr1,2657429181,2657430624,gene
chr1,55618471,55618846,gene
chr18,771930328,771932086,gene
chr9,481602712,481606195,gene
chr3,3073185356,3073186913,gene
chr15,52008255,52008774,gene
scaffold596,2110240,2111551,gene
chr2,1907864866,1907867536,gene
chr8,867993146,867995273,gene
chr1,1094590438,1094591074,gene
chr19,21698406,21699255,gene
chr5,2080449827,2080455020,gene
chr10,255454889,255455366,gene
chr4,2935352856,2935355760,gene
chr3,3130218139,3130219423,gene
chr6,618830265,618831927,gene
chr6,1978939897,1978940392,gene
chr6,734957674,734958484,gene
chr6,1124091837,1124093475,gene
chr13,723200472,723202464,gene
chr14,627199604,627200231,gene
chr9,1111039142,1111040540,gene
chr8,393374497,393375205,gene
chr3,1703864228,1703865281,gene
chr13,944819161,944821129,gene
chr3,2766797433,2766798315,gene
chr14,528822739,528823867,gene
chr6,92711444,92712860,gene
chr1,1754126588,1754126777,gene
chr4,895990274,895992233,gene
chr1,1164993839,1164995432,gene
chr16,564371329,564372682,gene
chr4,1528048047,1528049787,gene
chr5,506548529,506549969,gene
chr14,684040078,684040738,gene
chr18,716026102,716027191,gene
chr5,151546953,151548024,gene
chr7,45471984,45474870,gene
chr1,1411940197,1411943443,gene
chr6,1017673586,1017674231,gene
chr3,408230554,408232546,gene
chr5,1519377111,1519378197,gene
chr1,3449125445,3449127176,gene
chr2,573471351,573473292,gene
chr6,1770373004,1770376544,gene
chr1,3422658108,3422659068,gene
chr2,2954198263,2954198965,gene
chr14,832535518,832538041,gene
chr3,563529465,563530881,gene
chr12,617663910,617664873,gene
chr4,1275314430,1275316488,gene
chr5,2213071611,2213072229,gene
chr1,425289484,425291713,gene
chr3,908031710,908036792,gene
chr1,1438536923,1438539881,gene
chr8,335942262,335943492,gene
chr10,219920496,219923502,gene
chr4,1648754979,1648755912,gene
chr7,566412722,566414474,gene
scaffold2581,137075,137750,gene
chr3,2371365762,2371366332,gene
chr5,775757572,775759648,gene
chr11,348523444,348524329,gene
chr19,523145395,523146514,gene
chr14,947671027,947673958,gene
chr14,832307239,832307992,gene
chr5,774490008,774490506,gene
chr15,448554948,448556418,gene
chr5,300917789,300918932,gene
chr9,244115110,244116565,gene
chr17,557212238,557213339,gene
chr6,1254341152,1254344113,gene
chr6,1621205107,1621208080,gene
chr16,214921288,214922140,gene
chr6,16721717,16722479,gene
chr10,1183493089,1183495792,gene
chr18,706946819,706950557,gene
chr4,1510656602,1510661213,gene
chr6,91007840,91008362,gene
chr16,74877406,74879404,gene
chr9,1143405256,1143406738,gene
chr17,549443213,549444578,gene
chr6,336704365,336704737,gene
chr10,1185635440,1185636157,gene
chr2,3414534971,3414536603,gene
chr8,791400098,791401796,gene
chr13,21218130,21218799,gene
chr10,141408132,141409563,gene
chr10,1192976349,1192977015,gene
chr1,3609500395,3609502981,gene
chr12,17006503,17007430,gene
chr16,463285204,463287079,gene
chr1,3395332683,3395335119,gene
chr3,1927129476,1927130418,gene
chr17,243909085,243910612,gene
chr4,1975380769,1975384477,gene
chr4,740189410,740190574,gene
chr3,243800816,243801734,gene
chr12,312257443,312258979,gene
chr16,384079185,384081153,gene
chr1,2256285614,2256286469,gene
chr15,868704599,868705490,gene
chr1,2205750917,2205752225,gene
chr9,1060594876,1060596517,gene
chr13,73944150,73945788,gene
chr15,820932814,820933552,gene
chr5,370380126,370384149,gene
chr4,1828110258,1828112070,gene
chr17,257765098,257766646,gene
chr17,739094649,739095642,gene
chr2,2782140354,2782141704,gene
chr2,2542097014,2542098562,gene
chr7,1481748443,1481750351,gene
chr1,1490017173,1490018463,gene
chr1,2587014439,2587016275,gene
chr1,2722660504,2722660891,gene
chr14,922529179,922530097,gene
chr4,2510608191,2510609340,gene
chr16,69205164,69207315,gene
chr4,2832271769,2832272573,gene
chr2,1123113851,1123115402,gene
chr6,969369698,969371753,gene
chr8,327548177,327549737,gene
