OG	gene_symbol
OG0006810	LIAS
OG0006811	DCT
OG0006812	ORC6
OG0006813	NDUFV3
OG0006814	TYW3
OG0006815	MLXIP
OG0006816	FSIP1
OG0006817	SMCO3
OG0006818	SIRT5
OG0006819	MYF5
OG0006820	POLR2J
OG0006821	GPATCH11
OG0006822	UTRN
OG0006823	TTC5
OG0006824	HEATR6
OG0006825	B3GAT2
OG0006826	DUS4L
OG0006827	RQCD1
OG0006828	BBX
OG0006829	WDR31
OG0006830	DCLK3
OG0006831	TMEM246
OG0006832	CLDN12
OG0006833	TMEM74
OG0006834	RGS18
OG0006835	CAPZB
OG0006836	RNGTT
OG0006837	CCDC34
OG0006838	SDR42E1
OG0006839	SQLE
OG0006840	JMJD1C
OG0006841	TFAP2D
OG0006842	SHROOM4
OG0006843	PARP1
OG0006844	COPS4
OG0006845	C9orf9
OG0006846	MPP3
OG0006847	MEOX1
OG0006848	C5orf63
OG0006849	NEURL3
OG0006850	EIF3G
OG0006851	DFNB59
OG0006852	HYPK
OG0006853	GUCA1B
OG0006854	TFEC
OG0006855	MAML2
OG0006856	NLRC5
OG0006857	OTP
OG0006858	NDUFA7
OG0006859	NUFIP2
OG0006860	TRAPPC9
OG0006861	POLE4
OG0006862	LRP2BP
OG0006863	NRG1
OG0006864	TFEB
OG0006865	RMI2
OG0006866	SMC2
OG0006867	SRD5A3
OG0006868	C8A
OG0006869	PDHB
OG0006870	CENPQ
OG0006871	DNAJC28
OG0006872	CFAP69
OG0006873	CD79A
OG0006874	SOST
OG0006875	RASAL3
OG0006876	ZCCHC4
OG0006877	GPR143
OG0006878	ITPRIP
OG0006879	HTATIP2
OG0006880	NANP
OG0006881	CASC1
OG0006882	ZNF804A
OG0006883	LRRC29
OG0006884	WARS
OG0006885	HSPB8
OG0006886	CCDC138
OG0006887	MLC1
OG0006888	REP15
OG0006889	TRPA1
OG0006890	ACAT1
OG0006891	BHLHA9
OG0006892	PFDN5
OG0006893	ZGRF1
OG0006894	GAB3
OG0006895	CDK5RAP3
OG0006896	C10orf107
OG0006897	TASP1
OG0006898	NEK1
OG0006899	FHIT
OG0006900	MORN5
OG0006901	ANAPC4
OG0006902	SPATA2L
OG0006903	COL9A3
OG0006904	WDR33
OG0006905	NAA38
OG0006906	FGF7
OG0006907	TMEM147
OG0006908	GTF3C6
OG0006909	MMRN2
OG0006910	GAB2
OG0006911	GOSR2
OG0006912	MTG1
OG0006913	LMLN
OG0006914	CHST10
OG0006915	WDR78
OG0006916	MDN1
OG0006917	APOPT1
OG0006918	COG2
OG0006919	ETFB
OG0006920	CCDC108
OG0006921	ID1
OG0006922	TSEN15
OG0006923	LATS2
OG0006924	TMEM70
OG0006925	TXNL4B
OG0006926	IL13RA2
OG0006927	WDR46
OG0006928	OSTF1
OG0006929	B9D1
OG0006930	FBXL6
OG0006931	PRR16
OG0006932	RIMS4
OG0006933	SLC51B
OG0006934	rnf130
OG0006935	SRR
OG0006936	DYNC2LI1
OG0006937	ECHS1
OG0006938	KIAA1377
OG0006939	SSPO
OG0006940	KLHL32
OG0006941	PARP11
OG0006942	NPL
OG0006943	TGOLN2
OG0006944	ARHGEF40
OG0006945	HDDC3
OG0006946	PECR
OG0006947	CLN5
OG0006948	UBE2F
OG0006949	LRRC40
OG0006950	RAD1
OG0006951	C9orf41
OG0006952	SDCCAG8
OG0006953	NUDT19
OG0006954	SGCE
OG0006955	WDR74
OG0006956	CHRAC1
OG0006957	SLC31A1
OG0006958	SDHAF2
OG0006959	WRAP53
OG0006960	WDR77
OG0006961	IFT46
OG0006962	ECHDC3
OG0006963	SERPINE1
OG0006964	WDR66
OG0006965	CPSF3
OG0006966	SP6
OG0006967	SLC10A1
OG0006968	BRPF1
OG0006969	TRMT11
OG0006970	VSX2
OG0006971	ZBTB46
OG0006972	GPN3
OG0006973	RASAL1
OG0006974	PRPF4
OG0006975	NGEF
OG0006976	LACE1
OG0006977	FAM134A
OG0006978	CDKN2C
OG0006979	IQCK
OG0006980	PSMC5
OG0006981	SVEP1
OG0006982	CCZ1
OG0006983	GPER1
OG0006984	MBOAT4
OG0006985	TMEM200C
OG0006986	FBLN1
OG0006987	LAD1
OG0006988	PSMB1
OG0006989	MCM9
OG0006990	EFNA3
OG0006991	ENKUR
OG0006992	C11orf53
OG0006993	ACAA1
OG0006994	ANKRD12
OG0006995	URM1
OG0006996	PPP2R4
OG0006997	ELMOD1
OG0006998	ERG
OG0006999	CNPPD1
OG0007000	MCEE
OG0007001	CRYZL1
OG0007002	ATG12
OG0007003	MEF2D
OG0007004	ISCA2
OG0007005	UPF1
OG0007006	POLR3B
OG0007007	IKZF1
OG0007008	BLVRA
OG0007009	IDH3A
OG0007010	LZTS1
OG0007011	FUZ
OG0007012	ST5
OG0007013	SYVN1
OG0007014	FBXL4
OG0007015	SPAG17
OG0007016	UPK1A
OG0007017	BARD1
OG0007018	VCPIP1
OG0007019	FAM96B
OG0007020	CLP1
OG0007021	MECP2
OG0007022	VPS72
OG0007023	MRPL17
OG0007024	CD44
OG0007025	AQP11
OG0007026	FRMD8
OG0007027	MEAF6
OG0007028	PGAP2
OG0007029	MYOZ1
OG0007030	AK7
OG0007031	PPP4C
OG0007032	SLC6A6
OG0007033	FAHD1
OG0007034	PLTP
OG0007035	MPL
OG0007036	ERCC4
OG0007037	WDR92
OG0007038	HOXC6
OG0007039	STOML2
OG0007040	KAT5
OG0007041	PXDC1
OG0007042	RYK
OG0007043	TCP11
OG0007044	METTL3
OG0007045	BOLA3
OG0007046	MKRN2
OG0007047	C6orf203
OG0007048	NRIP1
OG0007049	DNAJC11
OG0007050	ZBTB44
OG0007051	GAMT
OG0007052	FAM83H
OG0007053	ZCCHC24
OG0007054	DUSP5
OG0007055	SERPINF2
OG0007056	APOOL
OG0007057	IQUB
OG0007058	GAN
OG0007059	PSMD10
OG0007060	TMEM170A
OG0007061	FAM65B
OG0007062	GPR63
OG0007063	LYRM1
OG0007064	HAUS8
OG0007065	CCDC135
OG0007066	PPIL4
OG0007067	RANBP3
OG0007068	RCHY1
OG0007069	KIAA1244
OG0007070	HSDL2
OG0007071	KIAA1143
OG0007072	PUS10
OG0007073	MAP3K8
OG0007074	AHSA1
OG0007075	EFNA1
OG0007076	YPEL5
OG0007077	SLC35G2
OG0007078	PLPPR1
OG0007079	TMEM128
OG0007080	CPZ
OG0007081	TNFAIP6
OG0007082	HDAC3
OG0007083	DCAF7
OG0007084	RNF152
OG0007085	TMEM192
OG0007086	LZTFL1
OG0007087	RFX5
OG0007088	EMC7
OG0007089	FBXL7
OG0007090	THOC7
OG0007091	WDR16
OG0007092	LRWD1
OG0007093	NKRF
OG0007094	MPHOSPH10
OG0007095	B3GNT5
OG0007096	HIGD2A
OG0007097	CXorf36
OG0007098	YOD1
OG0007099	PALB2
OG0007100	LPCAT3
OG0007101	AUP1
OG0007102	HBS1L
OG0007103	IMMP1L
OG0007104	SGSM3
OG0007105	KIAA2012
OG0007106	ELMOD2
OG0007107	SAMD8
OG0007108	TRMT13
OG0007109	PPT1
OG0007110	MCAT
OG0007111	MDH2
OG0007112	SRBD1
OG0007113	SETD3
OG0007114	TRPS1
OG0007115	OLFML2A
OG0007116	MORN3
OG0007117	DGCR14
OG0007118	TMEM38B
OG0007119	FARSA
OG0007120	TMC3
OG0007121	MRPS7
OG0007122	KLHL11
OG0007123	TBCC
OG0007124	GNL3L
OG0007125	EIF3C
OG0007126	FBXW9
OG0007127	MEX3A
OG0007128	MYEF2
OG0007129	ASH2L
OG0007130	ITFG3
OG0007131	BACH2
OG0007132	SPECC1
OG0007133	RASSF1
OG0007134	ECHDC1
OG0007135	KIAA0895
OG0007136	PSMF1
OG0007137	ARHGEF1
OG0007138	SMG9
OG0007139	NSMF
OG0007140	AP3D1
OG0007141	NUDT21
OG0007142	OSCP1
OG0007143	APOE
OG0007144	CFDP1
OG0007145	IARS
OG0007146	TATDN1
OG0007147	TMEM55A
OG0007148	RUSC2
OG0007149	DIS3L2
OG0007150	KLF4
OG0007151	AGXT
OG0007152	ETFDH
OG0007153	INVS
OG0007154	ELP6
OG0007155	PGAP3
OG0007156	UTP3
OG0007157	GPNMB
OG0007158	FBXO34
OG0007159	BUB3
OG0007160	FBXO8
OG0007161	STK16
OG0007162	HPSE2
OG0007163	COQ9
OG0007164	SLC25A46
OG0007165	DCTN6
OG0007166	FAM149A
OG0007167	PLAU
OG0007168	SCG2
OG0007169	KLHL12
OG0007170	B4GALT4
OG0007171	WIPI2
OG0007172	CCT2
OG0007173	C11orf87
OG0007174	BSCL2
OG0007175	ZNF800
OG0007176	TEX261
OG0007177	EIF3L
OG0007178	NDUFAF2
OG0007179	SGPP2
OG0007180	MRPL16
OG0007181	RCSD1
OG0007182	ARIH2
OG0007183	SPAG6
OG0007184	NPR3
OG0007185	SOCS7
OG0007186	FAM84A
OG0007187	PAK6
OG0007188	HERPUD2
OG0007189	SIVA1
OG0007190	SLC35G1
OG0007191	AMER2
OG0007192	SUGP1
OG0007193	FAM134B
OG0007194	BCO1
OG0007195	METTL18
OG0007196	VPS51
OG0007197	PSMD3
OG0007198	UMPS
OG0007199	SAP30BP
OG0007200	DERA
OG0007201	MYO5C
OG0007202	DDT
OG0007203	KPTN
OG0007204	RCN2
OG0007205	PTAFR
OG0007206	VAT1L
OG0007207	UTP23
OG0007208	MFSD1
OG0007209	SH3BP5L
OG0007210	C4orf27
OG0007211	NOP16
OG0007212	DHPS
OG0007213	NUP50
OG0007214	COG5
OG0007215	YTHDC1
OG0007216	GLDN
OG0007217	JADE1
OG0007218	LUC7L3
OG0007219	RPUSD4
OG0007220	GORAB
OG0007221	ALKBH4
OG0007222	PNN
OG0007223	FBXO46
OG0007224	WWTR1
OG0007225	NT5DC1
OG0007226	MLIP
OG0007227	CASS4
OG0007228	BLVRB
OG0007229	TMEM119
OG0007230	MDH1
OG0007231	DMTN
OG0007232	ZNF462
OG0007233	IGFBP6
OG0007234	TALDO1
OG0007235	CDT1
OG0007236	HIBCH
OG0007237	POT1
OG0007238	LRRC32
OG0007239	ATOH8
OG0007240	ASNA1
OG0007241	TBRG1
OG0007242	C19orf52
OG0007243	ABCD4
OG0007244	YIPF3
OG0007245	OAT
OG0007246	S1PR5
OG0007247	ACBD4
OG0007248	ANKRD54
OG0007249	UBE2S
OG0007250	METTL25
OG0007251	GM2A
OG0007252	IPO9
OG0007253	RAB20
OG0007254	STT3A
OG0007255	CAMSAP3
OG0007256	KLHL28
OG0007257	GPR146
OG0007258	GLTSCR1L
OG0007259	PHEX
OG0007260	CTNND1
OG0007261	AMT
OG0007262	FBXO31
OG0007263	LAMTOR3
OG0007264	VPS41
OG0007265	ULK3
OG0007266	RNMT
OG0007267	MTIF2
OG0007268	SUGT1
OG0007269	FANCC
OG0007270	RAB33A
OG0007271	MARS2
OG0007272	SIGMAR1
OG0007273	PRPF3
OG0007274	ZDHHC21
OG0007275	INTU
OG0007276	TBC1D19
OG0007277	RAI2
OG0007278	UBR7
OG0007279	HAUS7
OG0007280	MOXD1
OG0007281	VAMP7
OG0007282	INTS12
OG0007283	RNF111
OG0007284	ZBTB43
OG0007285	THG1L
OG0007286	SAMM50
OG0007287	EARS2
OG0007288	RP2
OG0007289	SREK1
OG0007290	ETS2
OG0007291	CCDC146
OG0007292	GTF3C1
OG0007293	UBA3
OG0007294	PTPRE
OG0007295	LHFPL2
OG0007296	CCDC40
OG0007297	CCNB2
OG0007298	PLEKHG7
OG0007299	RSPO2
OG0007300	DDIT4
OG0007301	FXN
OG0007302	PHACTR1
OG0007303	RBM7
OG0007304	ACADM
OG0007305	TK1
OG0007306	NARS
OG0007307	TAF6
OG0007308	RPS19BP1
OG0007309	DHCR7
OG0007310	PID1
OG0007311	EXO1
OG0007312	PROZ
OG0007313	DNA2
OG0007314	TG
OG0007315	COX10
OG0007316	TM2D1
OG0007317	PAF1
OG0007318	LRP3
OG0007319	ANKS3
OG0007320	XRCC5
OG0007321	DSN1
OG0007322	INPP5B
OG0007323	KIAA0247
OG0007324	TMEM241
OG0007325	DNAL1
OG0007326	CCDC71
OG0007327	TTK
OG0007328	SMPDL3B
OG0007329	PCSK7
OG0007330	ACAD8
OG0007331	SKIL
OG0007332	SHCBP1
OG0007333	TAC3
OG0007334	ST18
OG0007335	AP1AR
OG0007336	CEP250
OG0007337	NDUFV1
OG0007338	MRPS31
OG0007339	NIPA1
OG0007340	SERTAD2
OG0007341	TRMT10C
OG0007342	KTN1
OG0007343	STRAP
OG0007344	SF3B6
OG0007345	SNX7
OG0007346	CHMP1A
OG0007347	PWWP2A
OG0007348	WDR73
OG0007349	PNPO
OG0007350	CMTR2
OG0007351	UBIAD1
OG0007352	SWT1
OG0007353	UNCX
OG0007354	DOLPP1
OG0007355	RASA1
OG0007356	PPAT
OG0007357	CEBPZ
OG0007358	DLAT
OG0007359	PFDN6
OG0007360	SUPT3H
OG0007361	CHEK2
OG0007362	TRIM32
OG0007363	C19orf43
OG0007364	SUFU
OG0007365	AK2
OG0007366	GPR113
OG0007367	TSC22D1
OG0007368	C18orf54
OG0007369	MSANTD4
OG0007370	POMK
OG0007371	TPGS2
OG0007372	PRPF6
OG0007373	ZBTB41
OG0007374	CCDC126
OG0007375	CROT
OG0007376	IFT20
OG0007377	CCDC174
OG0007378	PIK3C3
OG0007379	NUDT6
OG0007380	XPNPEP3
OG0007381	DUSP12
OG0007382	C17orf53
OG0007383	GJA5
OG0007384	SYT9
OG0007385	PARP16
OG0007386	DHRS3
OG0007387	DNAJC27
OG0007388	UBE2J1
OG0007389	AMER1
OG0007390	PSMD2
OG0007391	RPA2
OG0007392	NFIA
OG0007393	TTC27
OG0007394	OXA1L
OG0007395	SIL1
OG0007396	GET4
OG0007397	NELFCD
OG0007398	TXNDC9
OG0007399	NCSTN
OG0007400	VGF
OG0007401	MLH3
OG0007402	FAM151A
OG0007403	EED
OG0007404	AREG
OG0007405	RAD51AP1
OG0007406	ARL6IP6
OG0007407	FAM193B
OG0007408	SOX13
OG0007409	ABLIM2
OG0007410	TMPRSS2
OG0007411	SERPINI1
OG0007412	GDF9
OG0007413	AAGAB
OG0007414	SORL1
OG0007415	GFRA1
OG0007416	ALDH6A1
OG0007417	DRAXIN
OG0007418	TNNI3K
OG0007419	MPHOSPH8
OG0007420	SMPD2
OG0007421	TEX10
OG0007422	ITM2C
OG0007423	CACUL1
OG0007424	ESCO2
OG0007425	KIAA0196
OG0007426	TTC8
OG0007427	CUTC
OG0007428	SCG3
OG0007429	ALDH8A1
OG0007430	FPGS
OG0007431	TRIP4
OG0007432	SH3TC2
OG0007433	LYSMD3
OG0007434	ZDBF2
OG0007435	RPP40
OG0007436	RNF183
OG0007437	SLC35E2B
OG0007438	NDUFAF6
OG0007439	INPP5F
OG0007440	LMOD3
OG0007441	ALG6
OG0007442	ITGB3BP
OG0007443	TSC22D2
OG0007444	CUL2
OG0007445	MRPL12
OG0007446	DAGLB
OG0007447	SH2B3
OG0007448	VSIG10
OG0007449	USH1C
OG0007450	TIMM44
OG0007451	CEP120
OG0007452	CMPK1
OG0007453	SOWAHC
OG0007454	PUS1
OG0007455	KIAA0226L
OG0007456	ZNF330
OG0007457	PROP1
OG0007458	FBXL8
OG0007459	POLDIP3
OG0007460	LRRC20
OG0007461	TEX30
OG0007462	RTFDC1
OG0007463	HOMER1
OG0007464	SETD6
OG0007465	COL10A1
OG0007466	PRRT4
OG0007467	RBBP5
OG0007468	CCNE1
OG0007469	ATG3
OG0007470	NSMCE1
OG0007471	AQP4
OG0007472	ABAT
OG0007473	NUDT7
OG0007474	MTOR
OG0007475	TNFSF15
OG0007476	CDK5RAP1
OG0007477	SUMF1
OG0007478	NR2E1
OG0007479	POLR2B
OG0007480	CCDC6
OG0007481	POLH
OG0007482	RNF141
OG0007483	PHF5A
OG0007484	LETMD1
OG0007485	SKIV2L2
OG0007486	RALY
OG0007487	GJD4
OG0007488	-
OG0007489	COX17
OG0007490	UBFD1
OG0007491	TBC1D31
OG0007492	FNTA
OG0007493	CDC42EP3
OG0007494	XRCC3
OG0007495	C5orf15
OG0007496	HPSE
OG0007497	DAXX
OG0007498	DOPEY2
OG0007499	HPS3
OG0007500	ATG7
OG0007501	C3orf17
OG0007502	QARS
OG0007503	ARL6IP1
OG0007504	PAWR
OG0007505	CISD3
OG0007506	NEUROD2
OG0007507	ZSWIM8
OG0007508	KANSL2
OG0007509	SLC35E3
OG0007510	BAG4
OG0007511	AI413582
OG0007512	RUNDC1
OG0007513	LYSMD2
OG0007514	NUDCD2
OG0007515	GUCY1B3
OG0007516	SNRPA1
OG0007517	CPN1
OG0007518	TTC19
OG0007519	COTL1
OG0007520	SLCO2B1
OG0007521	GRHL2
OG0007522	PHF21A
OG0007523	CCDC101
OG0007524	FANCD2
OG0007525	RAB15
OG0007526	RFX7
OG0007527	APC2
OG0007528	VEPH1
OG0007529	NUDT13
OG0007530	RFC3
OG0007531	GTF2B
OG0007532	NET1
OG0007533	KLHDC4
OG0007534	SETD4
OG0007535	ZRANB3
OG0007536	EMG1
OG0007537	WDR43
OG0007538	BRI3
OG0007539	PROSC
OG0007540	CCDC130
OG0007541	C10orf11
OG0007542	CYP20A1
OG0007543	TRAPPC5
OG0007544	DAZAP1
OG0007545	ZC2HC1A
OG0007546	NEUROD6
OG0007547	EXOC4
OG0007548	NFKBIB
OG0007549	CBFA2T2
OG0007550	SNUPN
OG0007551	CCPG1
OG0007552	BTBD9
OG0007553	EFTUD1
OG0007554	FAM114A1
OG0007555	ZNF536
OG0007556	ASXL1
OG0007557	FER
OG0007558	NUP93
OG0007559	MNS1
OG0007560	DNTTIP1
OG0007561	COG8
OG0007562	CYP51A1
OG0007563	CRNKL1
OG0007564	HECTD2
OG0007565	PLEKHA2
OG0007566	CDR2L
OG0007567	CGNL1
OG0007568	FAM183A
OG0007569	CHAF1B
OG0007570	AEBP2
OG0007571	CARF
OG0007572	TMEM138
OG0007573	NT5E
OG0007574	MYADML2
OG0007575	HIVEP1
OG0007576	STUB1
OG0007577	GNL2
OG0007578	RNF207
OG0007579	SMYD2
OG0007580	IMP4
OG0007581	DUS1L
OG0007582	MYCBPAP
OG0007583	SDC4
OG0007584	SH3BP5
OG0007585	PRKCH
OG0007586	C1QBP
OG0007587	FAM214A
OG0007588	FAHD2A
OG0007589	POF1B
OG0007590	NPRL2
OG0007591	CENPC
OG0007592	IL13RA1
OG0007593	ERMARD
OG0007594	FBXO30
OG0007595	DNMT1
OG0007596	MRPS12
OG0007597	DNMT3A
OG0007598	RTF1
OG0007599	PTX3
OG0007600	CCAR2
OG0007601	PARPBP
OG0007602	C16orf87
OG0007603	METTL15
OG0007604	PDCD6IP
OG0007605	RCE1
OG0007606	UFC1
OG0007607	HDX
OG0007608	ETFA
OG0007609	C19orf44
OG0007610	VCAN
OG0007611	AGPAT5
OG0007612	GAR1
OG0007613	LRRC18
OG0007614	NSMAF
OG0007615	RBBP8
OG0007616	IGF2R
OG0007617	THAP7
OG0007618	UBE2J2
OG0007619	FAM96A
OG0007620	MRS2
OG0007621	DHX16
OG0007622	ELF2
OG0007623	TBCB
OG0007624	PITX1
OG0007625	LYSMD4
OG0007626	CCDC97
OG0007627	TXNDC5
OG0007628	POLRMT
OG0007629	TSC1
OG0007630	MAT2B
OG0007631	CPSF6
OG0007632	LARS
OG0007633	THUMPD3
OG0007634	METTL9
OG0007635	AKT1S1
OG0007636	ZMYND11
OG0007637	OFD1
OG0007638	PCCA
OG0007639	ZBBX
OG0007640	SLC35A2
OG0007641	TMX3
OG0007642	RIPK1
OG0007643	RPN2
OG0007644	TBRG4
OG0007645	CKAP4
OG0007646	HIF1A
OG0007647	TMEM164
OG0007648	CALCOCO2
OG0007649	SLC25A42
OG0007650	SLC25A26
OG0007651	GCLC
OG0007652	TRIM44
OG0007653	ORC1
OG0007654	SLC46A3
OG0007655	ZBTB8OS
OG0007656	EIF2D
OG0007657	FAM180A
OG0007658	SLC39A13
OG0007659	OLFML3
OG0007660	MYOD1
OG0007661	NMNAT2
OG0007662	BBS2
OG0007663	ESF1
OG0007664	IL1RAP
OG0007665	HNRNPU
OG0007666	PIGA
OG0007667	CLDN20
OG0007668	NECAB2
OG0007669	AFAP1
OG0007670	CASC3
OG0007671	CDKN2AIP
OG0007672	B4GALT7
OG0007673	MTMR12
OG0007674	CTNNBL1
OG0007675	HELQ
OG0007676	TBATA
OG0007677	PM20D1
OG0007678	SLC10A7
OG0007679	CNOT11
OG0007680	DPYSL5
OG0007681	SEC63
OG0007682	NME5
OG0007683	PPP1R15A
OG0007684	ATAT1
OG0007685	DCP1B
OG0007686	NDC1
OG0007687	PRDM4
OG0007688	RFX4
OG0007689	RFWD2
OG0007690	GEMIN6
OG0007691	PLEKHG1
OG0007692	AHDC1
OG0007693	C8orf34
OG0007694	TMEM184C
OG0007695	FAM210B
OG0007696	GPATCH2
OG0007697	KBTBD8
OG0007698	PCSK2
OG0007699	USP8
OG0007700	UBXN4
OG0007701	ALYREF
OG0007702	DEF8
OG0007703	GTF3C2
OG0007704	TAL1
OG0007705	CS
OG0007706	ZNF512
OG0007707	EEF1D
OG0007708	NR2E3
OG0007709	TRIM36
OG0007710	TMEM108
OG0007711	BYSL
OG0007712	SF3B3
OG0007713	KSR1
OG0007714	NOP14
OG0007715	TOLLIP
OG0007716	CPAMD8
OG0007717	GRAMD2
OG0007718	CARKD
OG0007719	CSTF3
OG0007720	TANC2
OG0007721	FAM3B
OG0007722	TIMELESS
OG0007723	ADNP
OG0007724	TBX22
OG0007725	GOLGA1
OG0007726	PDLIM2
OG0007727	C19orf53
OG0007728	IL18
OG0007729	ATXN2
OG0007730	NPNT
OG0007731	SLC16A4
OG0007732	COPA
OG0007733	SLC16A9
OG0007734	STAU2
OG0007735	CNOT4
OG0007736	CCNC
OG0007737	AXDND1
OG0007738	FBXO38
OG0007739	XRCC6
OG0007740	AKAP1
OG0007741	EGFL6
OG0007742	SLCO5A1
OG0007743	BAZ1A
OG0007744	PDZD11
OG0007745	RALYL
OG0007746	SLC2A8
OG0007747	ENPEP
OG0007748	RFTN1
OG0007749	ANGPTL4
OG0007750	PXYLP1
OG0007751	ADARB1
OG0007752	ZNF276
OG0007753	SLC25A19
OG0007754	C14orf80
OG0007755	GNE
OG0007756	FAM198A
OG0007757	SOD3
OG0007758	MN1
OG0007759	ECT2
OG0007760	NUDT9
OG0007761	TLDC1
OG0007762	CWF19L1
OG0007763	USO1
OG0007764	CXCL14
OG0007765	CCDC12
OG0007766	SLC7A6OS
OG0007767	PTDSS2
OG0007768	TMEM201
OG0007769	CCNT2
OG0007770	NOMO1
OG0007771	AVEN
OG0007772	SOCS3
OG0007773	VPS53
OG0007774	PPCDC
OG0007775	ORC4
OG0007776	VPS13D
OG0007777	SH3KBP1
OG0007778	C1orf52
OG0007779	UNC93B1
OG0007780	ADAM17
OG0007781	DDX59
OG0007782	MLYCD
OG0007783	CLMN
OG0007784	CPOX
OG0007785	WIPF1
OG0007786	SNX25
OG0007787	GRHL1
OG0007788	CREBL2
OG0007789	PHLDB3
OG0007790	NOB1
OG0007791	KBTBD4
OG0007792	VPRBP
OG0007793	GLYR1
OG0007794	BAP1
OG0007795	DIS3
OG0007796	TSHZ3
OG0007797	MTBP
OG0007798	ZBED4
OG0007799	COG1
OG0007800	DERL1
OG0007801	RAVER2
OG0007802	KIAA1467
OG0007803	MOSPD2
OG0007804	SUCLG2
OG0007805	NFE2L1
OG0007806	SNX4
OG0007807	DDX23
OG0007808	COMMD4
OG0007809	MRC2
OG0007810	FAM175B
OG0007811	CANT1
OG0007812	BMPER
OG0007813	XPO4
OG0007814	THRAP3
OG0007815	MANBA
OG0007816	NOM1
OG0007817	AIMP2
OG0007818	ANAPC16
OG0007819	FBXO21
OG0007820	ARGLU1
OG0007821	TMPRSS9
OG0007822	MAPRE2
OG0007823	CCNF
OG0007824	TANK
OG0007825	DDHD2
OG0007826	NDUFAF7
OG0007827	PHGDH
OG0007828	MRPL15
OG0007829	CWC22
OG0007830	NUP188
OG0007831	FAM83B
OG0007832	MET
OG0007833	KNOP1
OG0007834	DHX34
OG0007835	IP6K1
OG0007836	FAM160A1
OG0007837	E2F1
OG0007838	RPP21
OG0007839	TMEFF1
OG0007840	MCM2
OG0007841	ECD
OG0007842	SFRP2
OG0007843	ZNF341
OG0007844	C16orf70
OG0007845	RABEP1
OG0007846	ADAM23
OG0007847	PTK7
OG0007848	LRSAM1
OG0007849	TRMT12
OG0007850	DTX2
OG0007851	DOK1
OG0007852	LNX1
OG0007853	TRAF3IP1
OG0007854	SBNO1
OG0007855	SIK2
OG0007856	ZNF451
OG0007857	KIAA0513
OG0007858	SMPD1
OG0007859	ARHGEF2
OG0007860	PDE10A
OG0007861	SPAST
OG0007862	ITGAV
OG0007863	ATF2
OG0007864	DHX38
OG0007865	STT3B
OG0007866	SSPN
OG0007867	TTC9C
OG0007868	NCOA7
OG0007869	RPS6KC1
OG0007870	NCEH1
OG0007871	ACLY
OG0007872	JADE3
OG0007873	ZNF711
OG0007874	FES
OG0007875	C2orf47
OG0007876	IPO13
OG0007877	GOLIM4
OG0007878	RTEL1
OG0007879	TUBGCP4
OG0007880	KPNB1
OG0007881	LSR
OG0007882	PAK7
OG0007883	NELFA
OG0007884	CCDC155
OG0007885	ZBTB24
OG0007886	HSD17B7
OG0007887	NCAN
OG0007888	F8
OG0007889	FILIP1
OG0007890	RECQL
OG0007891	HIC1
OG0007892	SYNJ1
OG0007893	GGT7
OG0007894	SKIDA1
OG0007895	TPP2
OG0007896	POLR3A
OG0007897	LIMD2
OG0007898	ALKBH5
OG0007899	ABCA2
OG0007900	DCTN4
OG0007901	SCYL1
OG0007902	TADA2A
OG0007903	SYF2
OG0007904	CCAR1
OG0007905	MYZAP
OG0007906	TAF1
OG0007907	FAM126A
OG0007908	EPC2
OG0007909	FAM13C
OG0007910	FUBP1
OG0007911	ZMIZ1
OG0007912	WDR37
OG0007913	GPA33
OG0007914	SVOP
OG0007915	CASP9
OG0007916	PRMT7
OG0007917	DACT3
OG0007918	RBM26
OG0007919	LSM1
OG0007920	BAZ1B
OG0007921	EIF5B
OG0007922	ZZZ3
OG0007923	TTPAL
OG0007924	RTCA
OG0007925	ICE2
OG0007926	CEP95
OG0007927	DSTYK
OG0007928	E2F8
OG0007929	NEB
OG0007930	FAM131C
OG0007931	SLC2A13
OG0007932	LATS1
OG0007933	TAF2
OG0007934	TK2
OG0007935	UBA6
OG0007936	SLMAP
OG0007937	FAF2
OG0007938	NRP2
OG0007939	NEXN
OG0007940	COL25A1
OG0007941	POLE
OG0007942	KDSR
OG0007943	MAPKAPK5
OG0007944	PPL
OG0007945	HNRNPUL1
OG0007946	RBM15
OG0007947	ANGPTL7
OG0007948	FAM171B
OG0007949	ADPGK
OG0007950	SMG7
OG0007951	CTNNAL1
OG0007952	NUB1
OG0007953	DNAJC30
OG0007954	SF3B1
OG0007955	SCAI
OG0007956	ELAC2
OG0007957	DCTN1
OG0007958	PPFIBP2
OG0007959	RREB1
OG0007960	SPATA2
OG0007961	TENC1
OG0007962	MPHOSPH9
OG0007963	TTI1
OG0007964	MDC1
OG0007965	ANKS1B
OG0007966	GLCE
OG0007967	BBS1
OG0007968	FRMD4A
OG0007969	FAM8A1
OG0007970	VAV2
OG0007971	PSME4
OG0007972	RPTOR
OG0007973	NDUFB6
OG0007974	TRAPPC8
OG0007975	SECISBP2L
OG0007976	FBXO42
OG0007977	KANK4
OG0007978	ZNF618
OG0007979	DNAJC16
OG0007980	KIAA0355
OG0007981	SLC17A9
OG0007982	GOLGA4
OG0007983	SIPA1L2
OG0007984	WASF2
OG0007985	CKAP5
OG0007986	FAM214B
OG0007987	WDTC1
OG0007988	MADD
OG0007989	RIF1
