Acbae,Ancor,Botau,Cacar,Capor,Chpic,Chsab,Cocri,Darer,Elmax,Ercal,Hegla,Hosap,Lacha,Modom,Myluc,Ororc,Ovari,Prang,Ranor,Rhtyp,Sasal,Scvul,Tagut,Tecar,nSp,og,selectionF,selectionB,allF,allB
1,1,1,1,1,1,0.00884861217884031,1,NA,0.000261852075312485,1,1,8.76427699597615e-06,NA,NA,1,1,1,1,0.0292453331423175,1,NA,1,1,1,hits_per_21_species,OG0006376,2,2,10,11
NA,0.0382593324664868,1,NA,1,1,1,1,NA,1,0.0918820520761764,1,1,1,0.538050956656062,1,1.45537326534662e-06,0.952514408170602,1,1,0.939930007729169,NA,1,1,0.000579708534127199,hits_per_21_species,OG0006384,2,1,9,12
1,1,1,1,1,1,1,NA,1,1,1,1,1,0.0549979024794091,NA,0.186244924151585,1,1,1,1,NA,NA,1,1,1,hits_per_21_species,OG0006404,0,0,10,11
1,0.967643461075731,0.392038016125802,1,1,NA,1,1.15543955563346e-05,NA,1,1,1,1,8.05849640400647e-06,1,NA,1,1,1,1,1,NA,1.01851310718715e-09,0.94486366027536,1,hits_per_21_species,OG0006425,1,2,10,11
1,NA,1,1.24026316189463e-05,0.000845805233291141,1,3.03743730167838e-09,1,NA,NA,1,1.78959221441843e-07,7.01316876794422e-09,0.0737900302223036,1,1,0,1,1,1,1,NA,1,1,1,hits_per_21_species,OG0006441,4,2,10,11
NA,NA,1,1,0.113457234384377,2.94431146130592e-13,1,1,1,1,1,0.0164714602303673,1,0.00760686448758818,0.016284846098808,NA,1,1,0.173625668957569,1,1,NA,1,0.57723878034215,1,hits_per_21_species,OG0006443,2,2,9,12
1,NA,1,0.353365425975463,1,1,1,2.16493489801905e-15,1,1,3.05011835566305e-07,1,1,0.543213023773235,1,NA,1,1,1,1,0.0223674817267467,NA,NA,1,1,hits_per_21_species,OG0006450,1,2,10,11
0.776162221830893,NA,1,1,1,1,1,NA,NA,1,1,1,1,1,0.488209480705707,1,1,1,1,1,1,NA,1,0.583634994252995,1,hits_per_21_species,OG0006452,0,0,11,10
1,0.178238158844033,1,1,1,0.314205228505321,1,1,NA,0.23215304661106,NA,1,1,1,1,1,1,0,1,1,1,NA,1,NA,0.230948979700323,hits_per_21_species,OG0006455,0,1,11,10
1,0.00511775807787718,1,1,0.468820292110257,1,1,NA,NA,1,0.779182466935333,0.0295011161353887,1,0.663884158110255,1,NA,1,1,1,1,1,NA,1,1,4.71514161048958e-10,hits_per_21_species,OG0006461,2,1,10,11
1,1,1,0.887821602365006,1,0.346611755215041,1,1,NA,1,1,1,1,NA,1,1,1,1,1,9.3958174574027e-09,NA,NA,1,1,1,hits_per_21_species,OG0006476,0,1,9,12
NA,2.59278801923446e-05,1,0.0728832147830418,0.500859977713735,1,1,NA,1,1,1,NA,1,0.00601280927684272,1,1,1,1,1,0.277285103193909,0.170343068517584,NA,1,1,1,hits_per_21_species,OG0006490,1,1,9,12
NA,1.25227959220653e-05,1,0.000210945113321259,1,1,1,3.09282094842489e-05,1,1,0.0766167969251192,NA,1,0.0136609868622025,1,1,1,1,NA,1,1,NA,1,1,1,hits_per_21_species,OG0006505,2,2,8,13
1,1,1,1,1,1,1,1,NA,1,1,1,1,NA,1,1,1,1,NA,1,1,NA,0.0086764396354912,1,1,hits_per_21_species,OG0006515,0,1,9,12
1,1,1,0.799358483309346,1,1,1,1,0.0026696676691455,1,1,1,1,NA,1,1,1,1,NA,1,NA,NA,1,0.00537490637536309,1,hits_per_21_species,OG0006520,0,2,8,13
1,0.150845852989791,1,1,0.000402309543299229,1,1,1,NA,1,0.000187326027094536,0.658803223079801,1,0.00536278430550541,1,1,1,1,NA,1,1,NA,1,NA,0,hits_per_21_species,OG0006536,2,2,10,11
1,0.000469697256217205,2.02759792289342e-09,1,1,1,1,0.196987375069507,NA,1,0.00361445682151995,1,1,1,1,NA,1,1,NA,1,0.0423195785496489,4.37432932207105e-05,1,NA,1,hits_per_21_species,OG0006550,1,4,9,12
0.00144657031194778,1,1,1,1,1,0.066379298723765,NA,1,1,1,1,1,1,1,NA,1,1,1,1,NA,NA,1,1,1,hits_per_21_species,OG0006564,1,0,9,12
1,1,1,1,NA,1,0,NA,NA,1,0.267132398228549,1,1,1,1,1,1,1,0.00207612252654088,1,1,NA,1,1,1,hits_per_21_species,OG0006587,1,1,11,10
1,1,1,1,1,1,1,1,1,1,1,4.35706748458387e-09,1.13124176692736e-09,1,NA,1,0,1,1,1,NA,NA,0.00344430833859155,1,NA,hits_per_21_species,OG0006594,3,1,9,12
1,1,1,1,1,1,1,1,NA,1,0.00336689474704344,1,1,1,1,NA,1,1,4.1805401640449e-08,1,1,NA,1,1,NA,hits_per_21_species,OG0006595,1,1,9,12
0.033183927724961,1,0.0449592268862608,0.0171272209108455,1,1,NA,1,1,1,1,0.557595888334246,1,NA,0.0930362631253434,1,1,1,0.151107994153575,NA,1,NA,0.700582599768946,0.0530292373873825,1,hits_per_21_species,OG0006596,2,1,10,11
1,1,1,1,9.31874337140037e-08,1,1,1,0.352173727673542,1,1,1,1,7.55496705195924e-07,1,NA,1,1,1,0,1,NA,NA,NA,1,hits_per_21_species,OG0006603,1,2,10,11
1,1,1,1,1,1,1,1,NA,1,1,9.08505906571655e-06,1,6.34119017604573e-05,1,0.00214454103215034,0.0236623869081573,NA,NA,1,1,NA,1,1,1,hits_per_21_species,OG0006604,4,0,10,11
1,1,1,1,1,1,1,1,NA,1,0.0566023608495205,1,1,1,1,1,1,NA,1,0.190232743519609,1,NA,1,1,NA,hits_per_21_species,OG0006608,0,0,10,11
1,1,0,1,1,1.76872438917286e-09,1,1,NA,1,1,1,1,NA,1,1,1,1,1,1,1,NA,NA,3.39492045719481e-05,1,hits_per_21_species,OG0006638,0,3,10,11
0.689993876076708,1,1,1,1,1,2.32036612146658e-14,0.669753465653987,0.243261727472611,0.916661256235633,3.7239573480452e-08,1,1,NA,1,NA,1,1,NA,1,1,NA,1,1,6.49480469405717e-15,hits_per_21_species,OG0006641,1,2,8,13
1,1,1,1,1,1,NA,1,NA,0.626389739497958,1,1,1,1,1,1,0.753807323967882,1,1,1,1,NA,1,1,NA,hits_per_21_species,OG0006643,0,0,10,11
1,1,1,1,1,1,1,1,NA,1,1,1,1,NA,1,0.000621661130520867,1,1,1,6.54614029672596e-05,NA,NA,1,1,1,hits_per_21_species,OG0006650,1,1,9,12
1,1,1,NA,1,1,1,0.0001747877989694,0.00262355762609939,1,1,1,1,NA,1,NA,1,1,5.64209267139848e-07,1,1,NA,1,1,1,hits_per_21_species,OG0006665,1,2,8,13
NA,1,1,1,1,1,1,1,NA,1,NA,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,hits_per_21_species,OG0006673,0,0,10,11
NA,2.05999277635982e-08,1,1,0,1,1,1,NA,0.287794454294734,1,1,1,1,1,1,1,1,0.00978825498572511,1,0.00985987817077194,NA,1,NA,1,hits_per_21_species,OG0006674,2,2,10,11
NA,1,1,1,NA,0,1,1,NA,0,0.528269121389941,1,1,9.12430465904723e-07,1,1,1.36708422360243e-11,1,0.290954576512508,1,1,NA,1,1,1,hits_per_21_species,OG0006675,3,1,10,11
NA,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,NA,1,1,1,1,NA,1,1,1,hits_per_21_species,OG0006677,0,0,8,13
NA,1,1,1,1,1,1,0.00957317948489178,1,1,0.563306409048299,NA,1,1,1,1,1,1.08246744900953e-13,NA,1,1,NA,1,0.257870065680955,1,hits_per_21_species,OG0006688,0,2,8,13
NA,1,1,1,1,1,1,1,0.174178931362453,0.678779352952832,1,1,1,1.29258864994819e-05,1,0.99839607663688,1,1,0.669005932756506,1,0.729384095658293,NA,1,NA,NA,hits_per_21_species,OG0006690,1,0,9,12
NA,1,1,1,1,1,1.2196688103927e-11,1,NA,1,1,1,9.01695385024937e-12,1,1,1,NA,1,1,1,1,NA,1,1,1,hits_per_21_species,OG0006694,1,1,9,12
NA,1,NA,1,1,1,1,0.179459132207696,1,1,1,1,1,1,1,0.00594387462553914,NA,NA,1,1,1,1,1,1,1,hits_per_21_species,OG0006697,1,0,9,12
NA,1,1,1,1,0,1,1,NA,1,1,1,4.03308293384086e-06,1,3.30875349341397e-09,1,1,0.353202080513696,1,1,NA,NA,1,1,1,hits_per_21_species,OG0006702,1,2,9,12
NA,NA,1,1,1,1,1,1,NA,1,0.196041412144673,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,hits_per_21_species,OG0006703,0,0,10,11
NA,1,1,1,1,1,1,1,NA,1,1,1,1,1,0.0609983238826737,1,1,1,1,1,0.43180047621672,NA,NA,1,0.709584977031743,hits_per_21_species,OG0006704,0,0,10,11
NA,1,1,1,1,1,NA,1,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,hits_per_21_species,OG0006710,0,0,10,11
NA,1,1,1,0.000996057942721118,0,1,NA,NA,1,1,1,1,1,1,0.106584198957141,1,0,1,1,1,NA,1,1,1,hits_per_21_species,OG0006712,0,3,10,11
NA,1,1,1,1,1,1,1,NA,1,0.0371610837393188,0.00620303336828326,1,1,0.00728338457898081,1,1,1,0.675548835984976,1,1,NA,0.0393177870985707,1,NA,hits_per_21_species,OG0006713,1,3,9,12
NA,1,1,1,1,1,1,1,1,1,1,1.89085413992984e-10,1,NA,1,1,1,1,NA,1,NA,0.172041048220885,1,1,1,hits_per_21_species,OG0006715,1,0,7,14
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,hits_per_21_species,OG0006721,0,0,9,12
NA,NA,1,1,1,0,1,1,NA,0.84321244913066,1,1,1,0.000577258216607646,1,1.77593688643896e-08,1,1,0.0170232580081873,1,1.26477124329227e-08,NA,1,0.197860901406193,1,hits_per_21_species,OG0006724,4,1,10,11
NA,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,0.931182435174411,1,1,NA,1,1,1,hits_per_21_species,OG0006725,0,0,9,12
NA,1,1,1,1,1,1,1,NA,3.3719432624979e-06,1,1,1,1,1,1.04849835397269e-06,1,1,1,1,0.00165607992895311,NA,1,NA,1,hits_per_21_species,OG0006733,3,0,10,11
NA,3.269896020619e-10,1,1,NA,1,1,1,NA,1,1,1,1,5.98999054893246e-05,1,2.53604928784901e-05,1,1,0.216269427313646,1,1,NA,1,1,1,hits_per_21_species,OG0006736,2,1,10,11
NA,0.169658046867304,1,NA,1,1,1,1,1,1,0.710056440147223,0.00019555736148813,0,1,1,1,1,1,1,1,NA,NA,0,1,1,hits_per_21_species,OG0006738,2,1,8,13
NA,0.724900167302887,1,1,NA,1,1,1,1,1,0.444572532530289,1,1,1,0.220395267405816,NA,1,1,0.703891269024101,1,0.0214884157335537,NA,1,1,1,hits_per_21_species,OG0006741,1,0,9,12
1,1,1,1,0.620965241909616,1,0.00728613447742776,0.0596570665398663,1,1,1,1,1,NA,0.0691470134787476,0.00104777749798651,1,3.73119513064068e-09,NA,1,1,NA,NA,0.0415947176426648,3.01791924783856e-12,hits_per_21_species,OG0006752,2,3,9,12
1,NA,1,1,1,1,0.000178571565745078,5.63899966354864e-06,1,1,1,NA,1,0.323281970210327,1,1,1,NA,1,1,1,NA,1,1,1,hits_per_21_species,OG0006755,0,2,10,11
1,1,1,1,1,1,1,1,NA,1,1,1,1,NA,1,NA,1,1,0.041098116997489,1,1,NA,1,1,1,hits_per_21_species,OG0006763,1,0,9,12
0.00246318393764744,0.0652676014795883,1,0.0403851120875445,1,1,1,1,NA,1,1,0.744433978834227,1,NA,1,0.214599531805327,1,0.455184130277617,0.191495522936497,1,1,NA,1,NA,6.23501250629488e-13,hits_per_21_species,OG0006764,3,0,10,11
1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,NA,1,1,1,1,NA,hits_per_21_species,OG0006768,0,0,9,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,NA,hits_per_21_species,OG0006769,0,0,9,12
NA,1,1,1,1,1,1,1,1,1,1,1,1,0.0116477629735715,1,0.0180129338546848,1.8981694200948e-05,1,1,1,1,NA,NA,NA,1,hits_per_21_species,OG0006771,3,0,10,11
0.00389061080121866,NA,1,1,1,0.00245628919875551,1,1,NA,0.0328556406675455,1,1,0.0227752112671567,0.0338616123626531,1,0.163775050383596,0.0983058051660438,1,1,1,1,NA,NA,1,1,hits_per_21_species,OG0006780,4,1,11,10
NA,1,1,1,1,1,1,0.857639816871478,1,NA,1,1,NA,1,1,NA,1,1,1,1,1,1,1,1,1,hits_per_21_species,OG0006792,0,0,7,14
1,1,0.0708236390162853,1,1,1,3.69871900773866e-07,1,NA,1,1,1,0.0652678815276937,NA,1,1,1,1,NA,1,0.00127281796435646,NA,1,0.10420210774285,6.15951109672608e-07,hits_per_21_species,OG0006793,2,1,9,12
NA,1,1,1,1,1,0.17530702675421,1,1,1,1,0.727626590909025,1,NA,0.0545053103932922,NA,1.64197928587129e-08,1,1,1,NA,1,0.447999172469852,1,1,hits_per_21_species,OG0006794,1,0,7,14
NA,0.194052164204433,1,1,1,0.358778999496138,1,1,NA,1,NA,1,0.038336415861981,NA,0.000494197667985641,0.860125748928131,1,1,0.00480644070385172,1,1,1,0.00375685227640637,0.130064901589315,0,hits_per_21_species,OG0006796,3,2,9,12
1,1,1,1,1,1,1,NA,1,0.148332399021513,NA,1,1,1,1,NA,1,1,1,1,1,NA,1,1,1,hits_per_21_species,OG0006797,0,0,10,11
0.210074585936037,1,1,1,1,1,1,0.447259034014137,1,1,1,NA,1,1,1,1,1,1,1,1,NA,NA,1,1,NA,hits_per_21_species,OG0006814,0,0,8,13
NA,1,1,NA,NA,1,1,1,NA,1,0.227809069675642,0.433245545662012,1,2.75962866140844e-05,1,0.00120988529119986,1,1,6.55494875045903e-09,0.403241550760411,1,0.26390060778871,1,4.53571734992386e-05,1,hits_per_21_species,OG0006816,3,1,9,12
1,NA,1,0.0122091257585344,1,1,1,1,NA,0.00056844656387256,1,1,1,1,1,1,1,1,1,1,0.000458202552093001,NA,1,1,NA,hits_per_21_species,OG0006823,3,0,10,11
NA,1,1,1,1,NA,1,1,0.554633973358185,1,0.0036257339083372,1,1,1,0.607867534682337,1,1,1,NA,1,1,NA,1,1,1,hits_per_21_species,OG0006828,0,1,9,12
1,NA,1,1,1,1,0.173981639428669,1,0.260314227066769,1,1,1,1,1,1,NA,1,0.342746032401033,NA,1,2.1094237467878e-15,NA,1,0.0325921075015798,1,hits_per_21_species,OG0006835,1,1,9,12
1,1,1,1,1,1,1,4.38664919184539e-05,0.0149044435057616,1,1,1,1,NA,1,NA,1,1,NA,1,NA,1,1,1,1,hits_per_21_species,OG0006843,0,2,7,14
NA,1,1,1,1,1,NA,0,1,1,1,1,1,1,1,1,1,0,1,1,NA,NA,1,1,1,hits_per_21_species,OG0006860,0,2,9,12
0.293850297287935,NA,1,1,1,1,0.0512458688303043,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,3.24740234702858e-14,hits_per_21_species,OG0006861,1,0,10,11
1,1,1,0.457390582871517,1,NA,1,0.500210854675135,1,0.0106676029582321,1,1,1,1,1,NA,1,1,1,1,1,NA,1,0.0027440620809111,NA,hits_per_21_species,OG0006865,1,1,9,12
1,1,1,1,1,1,1,1,NA,1,1,1,1,1,NA,1,1,1,1,1,NA,NA,1,1,1,hits_per_21_species,OG0006873,0,0,10,11
0.123715575854184,1,1,1,0.00660682005608926,1,1,1,NA,0.0323345531996193,1,1,1,NA,1,NA,1,1,1,4.61934164547873e-05,NA,1,1,1,1,hits_per_21_species,OG0006876,1,2,8,13
NA,1,1,1,5.04154884506391e-10,1,1,NA,1,0.478118654935249,1,8.26158594868787e-08,1,1,0.468112536373381,0.0169321705682903,1,1,0.335323439347964,1,1,NA,1,0.578548746040743,NA,hits_per_21_species,OG0006877,2,1,9,12
1,1,1,1,1,1,1,7.74339800463375e-05,NA,1,1,1,1,NA,1,NA,1,1,NA,1,1,1,1,1,1,hits_per_21_species,OG0006884,0,1,8,13
NA,1,0,1,1,NA,0,1,NA,1,1,1,1,NA,1.20015135829377e-07,0.00266152798720443,1,1,1,1,1,1,1,1,1,hits_per_21_species,OG0006886,1,3,9,12
NA,1,1,1,NA,1,1,1,1,1,NA,1,1,1,1,0.822092509378482,1,7.79652503724027e-07,NA,1,1,1,1,1,1,hits_per_21_species,OG0006888,0,1,9,12
NA,1,1,0.0043573781457415,1,1,1,NA,1,1,1,1,1.55780943700279e-11,1,1,1.29896093881143e-14,1,1,2.87292969707864e-05,1,NA,NA,1,1,1,hits_per_21_species,OG0006903,4,0,9,12
1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,NA,0.521888543187393,NA,1,1,NA,0.00059205312863575,1,0.852875524699131,hits_per_21_species,OG0006905,0,1,9,12
1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,NA,1,1,1,hits_per_21_species,OG0006907,0,0,9,12
NA,NA,1,1,1,1,1,1,NA,1,1,1,1,0.0257409234780941,1,0.000921092116589528,1,1,1,1,1,NA,1,1,1,hits_per_21_species,OG0006909,2,0,10,11
1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,0.351613475296037,1,hits_per_21_species,OG0006921,0,0,10,11
NA,NA,0.366915139785077,1,1,1,0.00431620183330117,1,NA,1,1,0.202938414430202,1,1,1,1,1,1,1,1,1,NA,1,1,1,hits_per_21_species,OG0006926,0,1,10,11
1,1,1,1,NA,1,1,1,NA,1,1,NA,1,1,1,1,1,1,1,1,1,NA,1,3.42464767364992e-05,0,hits_per_21_species,OG0006934,1,1,10,11
1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,0.0214275108476226,1,1,NA,1,NA,1,1,1,NA,hits_per_21_species,OG0006937,1,0,8,13
1,1,1,1,1,0.359092296009276,1,1,1,1,1,1,1,1,1,0,0,NA,NA,1,1,1,1,NA,NA,hits_per_21_species,OG0006942,2,0,9,12
NA,0.414540974521691,1,1,1,0.131572949723874,1,1,1,0.639186371075855,NA,1,1,0.235768832767183,1,1,1,1,1,1,1,1,1,NA,NA,hits_per_21_species,OG0006944,0,0,9,12
1,NA,1,1,1,NA,1,1,NA,1,1,0.100197075673397,1,1,0.566952040626187,0.243083773929671,1,1,1,1,1,NA,1,1,1,hits_per_21_species,OG0006958,0,0,11,10
1,1,1,1,1,NA,1,1,1,1,1,1,0.000175000707970385,1,1,1,1,1,1,1,NA,NA,0.000157606684077438,NA,1,hits_per_21_species,OG0006963,1,1,10,11
1,NA,0.257947061181979,0.0976278269455196,7.31747995530441e-13,1,1,9.27680261768593e-05,NA,0.116398869080892,0.729365228954778,1,1,1,9.3480997387374e-09,1,0.409237066307501,0.00911639612257115,NA,0.026851417108094,NA,0.0860529314750869,5.73763259126281e-11,0.096006169629191,0.214081996279366,hits_per_21_species,OG0006964,0,6,9,12
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,0.686491887533281,1,1,NA,NA,hits_per_21_species,OG0006984,0,0,8,13
1,0.184273349017089,1,NA,1,1,1,1,NA,1,1,1,1,1,0.00361465223262414,NA,1,1,0.161706227036074,1,0.00654151013075732,NA,1,1,0.0860211284201923,hits_per_21_species,OG0006985,1,1,9,12
0.178962129468873,0.762067862028806,NA,1,0.0557826555905054,0.07351105985796,1,2.99911767611683e-05,1,NA,0.765633642446777,1,1,0.0570318072637865,0.282155107906331,1,0.00792230288567175,NA,0.0542838858574052,0.413174031296102,1,NA,0.75465986768426,0.319832380904798,1,hits_per_21_species,OG0006987,1,1,10,11
1,0.822130386262484,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,NA,1,0.322299712547388,NA,NA,0.547605521569861,1,hits_per_21_species,OG0006988,0,0,10,11
1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,3.55550455261033e-06,1,1,1,1,NA,NA,1,1,1,hits_per_21_species,OG0006990,1,0,10,11
1,0.864324117716029,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,NA,1,0.572581599310468,NA,0.658323869592692,1,hits_per_21_species,OG0006993,0,0,10,11
1,1,1,1,1,1,1,1,1,1,1,0.0125462726570236,1,NA,1,1,1,1,1,NA,1,NA,1,1,NA,hits_per_21_species,OG0007001,1,0,9,12
1,1,1,1,1,1,0.00536941806122487,0.137078149906699,1,1,1,1,1,NA,1,1,1,1,NA,1,1,NA,1,1,NA,hits_per_21_species,OG0007008,0,1,8,13
NA,1,1,1,NA,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,hits_per_21_species,OG0007014,0,0,10,11
1,1,1,NA,0.0134580671416645,1,1,1,1,1,NA,1,0.0013339267059651,1,1,1.5032302069784e-08,5.82150994077324e-12,1,1,1,1,NA,1,NA,1,hits_per_21_species,OG0007016,3,1,10,11
1,1,0,1,1,1,1,1,NA,1,1,NA,1,1,1,1,1,1,NA,1,1,NA,1,1,1,hits_per_21_species,OG0007019,0,1,9,12
1,NA,0.169306354826483,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,NA,1.00128239033381e-11,1,NA,1,1,1,hits_per_21_species,OG0007028,0,1,9,12
1,1,1,1,1,1,1,1,NA,1,1,1,1,NA,1,1,1,1,1,1,NA,NA,1,1,1,hits_per_21_species,OG0007031,0,0,9,12
0.797857762977251,0.0439399383396469,0.260537487287186,1,1,1,2.32568131419697e-10,1,NA,0.0367579003191158,1,1,0.0180199404063851,NA,0.136972168740497,1,1,1,1,1,NA,NA,1,1,1,hits_per_21_species,OG0007032,2,2,9,12
1,1,1,NA,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,NA,NA,6.66156019235586e-12,1,1,hits_per_21_species,OG0007038,0,1,9,12
1,NA,1,1,1,1,1,1,NA,1,1,1,1,NA,1,0.00978141258360421,1,1,1,1,1,NA,1,1,1,hits_per_21_species,OG0007049,1,0,10,11
1,1,1,0.923566404233854,1,1,1,0.000428605541947569,NA,1,3.30737627202149e-06,1,1,NA,0.622746928084388,NA,1,1,0.0605187843696645,1,0.111270158581544,NA,0.834994296062015,0.41060517258374,1,hits_per_21_species,OG0007052,0,2,9,12
1,NA,1,1,1,1,1,1,NA,1,1,1,0.773945067924442,1,NA,1,0.0600320450609866,1,1,1,1,NA,1,0.000417215105361191,1,hits_per_21_species,OG0007055,0,1,11,10
1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,1,NA,hits_per_21_species,OG0007060,0,0,9,12
1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,2.16493489801905e-15,1,0.00959099671182284,1,NA,NA,1,1,1,hits_per_21_species,OG0007075,2,0,10,11
1,1,1,1,1,1,1,NA,NA,1,1,1,1,0.000972764036264118,1,NA,1,1,1,1,1,NA,1,1,1,hits_per_21_species,OG0007080,1,0,10,11
1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,0.0100805176330895,NA,NA,1,1,hits_per_21_species,OG0007085,1,0,11,10
NA,NA,1,0.446884243456347,1,1,1,1,0.0125004145252335,1,0.00276972831845712,1,1,NA,1,0.28657232682707,1,1,NA,1,1,1,1,1,1,hits_per_21_species,OG0007092,0,2,8,13
1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,NA,NA,1,1,1,hits_per_21_species,OG0007096,0,0,9,12
1,1,1,1,1,1,1,NA,1,1,1,1,1,1,4.51262781758777e-06,1,1,1,0.00114899501089327,1,1,NA,NA,1,NA,hits_per_21_species,OG0007098,1,1,10,11
1,1,1,NA,1,1,1,1,NA,1,1,1,1,NA,1,1,0.285340360674002,1,1,1,0.0199912205156037,NA,1,1,1,hits_per_21_species,OG0007100,1,0,9,12
1,1,1,1,1,1,1,1,NA,1,1,1,5.22831777871602e-12,1,0.0360999340533093,1,NA,1,1,1,1,NA,1,1,NA,hits_per_21_species,OG0007107,1,1,9,12
1,NA,1,1,1,1,1,1,1,1,1,1,1,NA,1,0.18524749531813,1,1,NA,1,2.72998290640203e-12,NA,1,1,1,hits_per_21_species,OG0007113,1,0,9,12
1,0.16806274669777,1,0.092747007022556,1,1.79689596535582e-13,1,1,0.637528470235378,1,0.442533564410629,1,NA,0.0164728328708726,1,1,1,1,0.0797757763167844,0.818603664797656,NA,NA,1,9.94765629869221e-08,NA,hits_per_21_species,OG0007125,1,2,8,13
NA,1,1.2316925257494e-11,1,1,1,1,1,1,1,1,4.25409707460744e-12,1,NA,1,NA,1,1,1,1,1,NA,1,1,0.226701030495555,hits_per_21_species,OG0007126,1,1,8,13
NA,NA,1,1,1,1,1,1,0.125855748935776,0.989863226663867,1,NA,1,1,1,1,1,1,1,1,0.0895029996985279,NA,1,1,1,hits_per_21_species,OG0007132,0,0,9,12
1,NA,1,1,1,0.0242855397935321,1,1,0.00152180049509148,1,0.334360454181383,1,0,0.00517015059658016,NA,1,1,0.0419392045211217,1.16771909601798e-05,1,0.749157312535063,NA,1,0.00361154940705255,NA,hits_per_21_species,OG0007137,3,4,10,11
1,1,1,1,1,1,1,NA,NA,1,0.136913027469553,1,1,1,1,NA,2.9614335115058e-05,6.47969344846899e-10,1,1,1,NA,1,1,1,hits_per_21_species,OG0007139,1,1,10,11
1,0.4100811448277,1,1,1,0.238621938209993,0,1,NA,1,1,1,1,0.704046721628247,1,1,1,1,1,NA,1,NA,1,1,NA,hits_per_21_species,OG0007144,0,1,10,11
NA,NA,1,1,0.0193577265864215,1,1,1,1,1,0.897986855778738,1,1,NA,1,1,1,1,0.000627690338776965,1,1,NA,1,0.0498640570052913,1,hits_per_21_species,OG0007148,1,2,9,12
NA,0.0163129967827965,1,1,1,1,1,1,NA,1,0.868729831498208,1,1,1,NA,0.00259257157641712,1,1,1,1,0.00054599605589617,NA,1,1,1,hits_per_21_species,OG0007173,2,1,10,11
1,1,1,1,1,1,NA,0.0471919970350186,1,1,1,1,1,NA,1,1,1,1,0.921528336796404,0.0499904713805184,NA,NA,1,1,1,hits_per_21_species,OG0007177,0,2,9,12
1,1,1,1,1,1,0,1,0.0422816136336618,0,1,1,1,NA,1,1,1,1,NA,1,NA,NA,1,1,1,hits_per_21_species,OG0007182,1,2,8,13
1,0.71449256579811,1,1,1,1,1,1,NA,1,1,1,1,1,NA,1,1,1,1,1,0.0218159815730373,NA,NA,0.00685482875257659,1,hits_per_21_species,OG0007196,1,1,11,10
1,1,1,1,1,1,1,1,NA,1,1,0.858977480679145,NA,1,1,NA,1,1,1,1,1,NA,1,1,1,hits_per_21_species,OG0007202,0,0,9,12
1,1,1,0.832500432565357,1,1,4.89132401249037e-10,NA,NA,1,1,1,1,1,1,7.8109970828022e-06,1,1,0.766106986808059,1,NA,NA,1,1,1,hits_per_21_species,OG0007217,1,1,10,11
NA,0.0262179576702178,1,NA,1,1,1,1,1,1,0.87767662926195,1,1,0.601750118235083,0.00325462866595516,1,1,1,0.168467761653853,1,0.0390350599737084,NA,1,0.00479581493799053,NA,hits_per_21_species,OG0007223,1,3,8,13
NA,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,0.0174374429589776,1,1,1,1,0.164855617198108,NA,1,1,1,hits_per_21_species,OG0007224,1,0,8,13
NA,1,1,1,1,1,1,1,1,1,1,NA,0.453773760032792,0.57773965332937,0.0268106050709956,NA,0.213854137936168,1,1,1,NA,1,1,1,1.92516835806344e-10,hits_per_21_species,OG0007227,1,1,7,14
1,0.203813827744387,1,1,1,1,1,1,NA,1,0.118848739406358,0.818735643103327,1,0.0229668647893895,NA,NA,0.779668085646039,1,1,1,1,NA,1,1,1,hits_per_21_species,OG0007229,1,0,10,11
