"OG_ID","analysis_absrel","analysis_paml","analysis_relax_intens","analysis_cafe_expanded","analysis_relax_relaxed","analysis_cafe_contr","condition_pigmentation","condition_eyes","gene_symbol","count_NA","count_sel","qname","query","chr","seqStart","seqEnd"
"OG0008428",NA,NA,"intensified",NA,NA,NA,NA,NA,"SEMA3B",3,3,"evm.model.ptg025312l.3_Prang-OG0008428.fa","evm.model.ptg025312l.3_Prang","chr17",155102395,155104801
"OG0008429",NA,NA,"intensified",NA,NA,NA,NA,NA,"TMEM115",3,3,"evm.model.ptg012375l.3_Prang-OG0008429.fa","evm.model.ptg012375l.3_Prang","chr17",187348147,187349191
"OG0008430",NA,NA,"intensified",NA,NA,NA,NA,NA,"IFRD2",3,3,"evm.model.ptg025312l.1_Prang-OG0008430.fa","evm.model.ptg025312l.1_Prang","chr17",156021235,156022651
"OG0008452",NA,NA,"intensified",NA,NA,NA,NA,NA,"ALAD",3,3,"evm.model.ptg000682l.8_Prang-OG0008452.fa","evm.model.ptg000682l.8_Prang","chr11",367868414,367869407
"OG0008477",NA,NA,"intensified",NA,NA,NA,NA,NA,"CCHCR1",3,3,"evm.model.ptg002800l.4_Prang-OG0008477.fa","evm.model.ptg002800l.4_Prang","chr9",1346362554,1346365284
"OG0008489",NA,NA,"intensified",NA,NA,NA,NA,NA,"FAM65B",3,3,"evm.model.ptg001572l.1_Prang-OG0008489.fa","evm.model.ptg001572l.1_Prang","chr2",1657383886,1657387072
"OG0008521",NA,NA,"intensified",NA,NA,NA,NA,NA,"IMP4",3,3,"evm.model.ptg002995l.2_Prang-OG0008521.fa","evm.model.ptg002995l.2_Prang","chr10",1192920915,1192921791
"OG0008522",NA,NA,"intensified",NA,NA,NA,NA,NA,"SCARF2",3,3,NA,NA,NA,NA,NA
"OG0008553",NA,NA,"intensified",NA,NA,NA,NA,NA,"VAMP8",3,3,"evm.model.ptg027124l.1_Prang-OG0008553.fa","evm.model.ptg027124l.1_Prang","chr13",3507511,3507847
"OG0008559",NA,NA,"intensified",NA,NA,NA,NA,NA,"RANBP1",3,3,NA,NA,NA,NA,NA
"OG0008594",NA,NA,"intensified",NA,NA,NA,NA,NA,"ZFAND1",3,3,"evm.model.ptg002789l.7_Prang-OG0008594.fa","evm.model.ptg002789l.7_Prang","chr2",696023455,696024532
"OG0008595",NA,NA,"intensified",NA,NA,NA,"pigmentation",NA,"BLOC1S5",3,3,"evm.model.ptg000896l.7_Prang-OG0008595.fa","evm.model.ptg000896l.7_Prang","chr2",2259092421,2259092955
"OG0008596",NA,NA,"intensified",NA,NA,NA,NA,NA,"NIPAL2",3,3,"evm.model.ptg000558l.8_Prang-OG0008596.fa","evm.model.ptg000558l.8_Prang","chr2",568773666,568774791
"OG0008602",NA,NA,"intensified",NA,NA,NA,NA,NA,"ARHGEF1",3,3,"evm.model.ptg008541l.2_Prang-OG0008602.fa","evm.model.ptg008541l.2_Prang","chr8",1377100287,1377103455
"OG0008603",NA,NA,"intensified",NA,NA,NA,NA,NA,"TMEM145",3,3,"evm.model.ptg001307l.4_Prang-OG0008603.fa","evm.model.ptg001307l.4_Prang","chr8",1390173161,1390174817
"OG0008614",NA,NA,"intensified",NA,NA,NA,NA,NA,"IGLON5",3,3,"evm.model.ptg012091l.10_Prang-OG0008614.fa","evm.model.ptg012091l.10_Prang","chr8",1287887079,1287888003
"OG0008616",NA,NA,"intensified",NA,NA,NA,NA,NA,"MEX3A",3,3,"evm.model.ptg011144l.1_Prang-OG0008616.fa","evm.model.ptg011144l.1_Prang","chr9",432615835,432617317
"OG0008642",NA,NA,"intensified",NA,NA,NA,NA,NA,"AXL",3,3,"evm.model.ptg018268l.3_Prang-OG0008642.fa","evm.model.ptg018268l.3_Prang","chr17",32797191,32798367
"OG0008667",NA,NA,"intensified",NA,NA,NA,NA,NA,"SHC3",3,3,"evm.model.ptg003090l.3_Prang-OG0008667.fa","evm.model.ptg003090l.3_Prang","chr1",2589816428,2589817883
"OG0008677",NA,NA,"intensified",NA,NA,NA,NA,NA,"POMP",3,3,NA,NA,NA,NA,NA
"OG0008703",NA,NA,"intensified",NA,NA,NA,NA,NA,"SLCO2B1",3,3,"evm.model.ptg000609l.1_Prang-OG0008703.fa","evm.model.ptg000609l.1_Prang","chr3",830993146,830995237
"OG0008722",NA,NA,"intensified",NA,NA,NA,NA,NA,"TMEM18",3,3,"evm.model.ptg005153l.1_Prang-OG0008722.fa","evm.model.ptg005153l.1_Prang","chr8",434452812,434453220
"OG0008743",NA,NA,"intensified",NA,NA,NA,NA,NA,"SRPK3",3,3,"evm.model.ptg008890l.8_Prang-OG0008743.fa","evm.model.ptg008890l.8_Prang","chr15",129429897,129431049
"OG0008744",NA,NA,"intensified",NA,NA,NA,NA,NA,"BIRC7",3,3,NA,NA,NA,NA,NA
"OG0008757",NA,NA,"intensified",NA,NA,NA,NA,"eyeloss","PKIG",3,3,"evm.model.ptg017889l.4_Prang-OG0008757.fa","evm.model.ptg017889l.4_Prang","chr6",1019394337,1019394565
"OG0008779",NA,NA,"intensified",NA,NA,NA,NA,NA,"R3HDM2",3,3,"evm.model.ptg015179l.1_Prang-OG0008779.fa","evm.model.ptg015179l.1_Prang","chr5",556658642,556661594
"OG0008815",NA,NA,"intensified",NA,NA,NA,"pigmentation",NA,"BRAF",3,3,NA,NA,NA,NA,NA
"OG0008829",NA,NA,"intensified",NA,NA,NA,NA,NA,"SLC26A8",3,3,"evm.model.ptg006531l.3_Prang-OG0008829.fa","evm.model.ptg006531l.3_Prang","chr7",1002483000,1002485247
"OG0008852",NA,NA,"intensified",NA,NA,NA,NA,NA,"TMEM55A",3,3,"evm.model.ptg010773l.6_Prang-OG0008852.fa","evm.model.ptg010773l.6_Prang","chr2",632269828,632270602
"OG0008860",NA,NA,"intensified",NA,NA,NA,NA,NA,"MGP",3,3,"evm.model.ptg010088l.9_Prang-OG0008860.fa","evm.model.ptg010088l.9_Prang","chr5",759957921,759958251
"OG0008874",NA,NA,"intensified",NA,NA,NA,NA,NA,"EXOSC3",3,3,"evm.model.ptg000529l.6_Prang-OG0008874.fa","evm.model.ptg000529l.6_Prang","chr12",857913312,857914071
"OG0008877",NA,NA,"intensified",NA,NA,NA,NA,NA,"IRF7",3,3,"evm.model.ptg006822l.5_Prang-OG0008877.fa","evm.model.ptg006822l.5_Prang","chr6",1423863340,1423865362
"OG0008905",NA,NA,"intensified",NA,NA,NA,NA,NA,"SH3BP2",3,3,"evm.model.ptg008016l.3_Prang-OG0008905.fa","evm.model.ptg008016l.3_Prang","chr1",423649885,423651529
"OG0008918",NA,NA,"intensified",NA,NA,NA,NA,NA,"ZCCHC9",3,3,"evm.model.ptg011673l.3_Prang-OG0008918.fa","evm.model.ptg011673l.3_Prang","chr1",3381422016,3381422847
"OG0008924",NA,NA,"intensified",NA,NA,NA,NA,NA,"ZNHIT2",3,3,"evi.model.ptg022336l.72_Prang-OG0008924.fa","evi.model.ptg022336l.72_Prang","chr12",1095363725,1095365060
"OG0008925",NA,NA,"intensified",NA,NA,NA,NA,NA,"MRPL49",3,3,"evm.model.ptg022336l.1_Prang-OG0008925.fa","evm.model.ptg022336l.1_Prang","chr12",1095357400,1095357913
"OG0008926",NA,NA,"intensified",NA,NA,NA,NA,NA,"VPS51",3,3,"evm.model.ptg001191l.4_Prang-OG0008926.fa","evm.model.ptg001191l.4_Prang","chr12",1043429680,1043432050
"OG0008933",NA,NA,"intensified",NA,NA,NA,NA,NA,"WDR70",3,3,"evm.model.ptg001640l.1_Prang-OG0008933.fa","evm.model.ptg001640l.1_Prang","chr1",3738258267,3738260130
"OG0008954",NA,NA,"intensified",NA,NA,NA,NA,NA,"MORN5",3,3,"evm.model.ptg021495l.1_Prang-OG0008954.fa","evm.model.ptg021495l.1_Prang","chr11",111013922,111014444
"OG0008960",NA,NA,"intensified",NA,NA,NA,NA,NA,"SMC5",3,3,"evm.model.ptg015504l.1_Prang-OG0008960.fa","evm.model.ptg015504l.1_Prang","chr1",2710370770,2710374040
"OG0008991",NA,NA,"intensified",NA,NA,NA,NA,NA,"UBXN6",3,3,"evm.model.ptg003269l.2_Prang-OG0008991.fa","evm.model.ptg003269l.2_Prang","chr13",563983378,563984707
"OG0009016",NA,NA,"intensified",NA,NA,NA,NA,NA,"KIAA0391",3,3,NA,NA,NA,NA,NA
"OG0009018",NA,NA,"intensified",NA,NA,NA,NA,NA,"FBXO33",3,3,"evm.model.ptg009652l.3_Prang-OG0009018.fa","evm.model.ptg009652l.3_Prang","chr8",128257558,128258968
"OG0009023",NA,NA,"intensified",NA,NA,NA,NA,"eyeloss","SIVA1",3,3,"evm.model.ptg004862l.2_Prang-OG0009023.fa","evm.model.ptg004862l.2_Prang","chr8",830922462,830923011
"OG0009030",NA,NA,"intensified",NA,NA,NA,NA,NA,"ITGB1BP1",3,3,"evm.model.ptg002299l.2_Prang-OG0009030.fa","evm.model.ptg002299l.2_Prang","chr4",1292353953,1292354514
"OG0009036",NA,NA,"intensified",NA,NA,NA,NA,NA,"MSH4",3,3,NA,NA,NA,NA,NA
"OG0009041",NA,NA,"intensified",NA,NA,NA,NA,NA,"FAM161B",3,3,"evm.model.ptg015502l.3_Prang-OG0009041.fa","evm.model.ptg015502l.3_Prang","chr8",282159842,282161762
"OG0009051",NA,NA,"intensified",NA,NA,NA,NA,NA,"FERMT2",3,3,NA,NA,NA,NA,NA
"OG0009060",NA,NA,"intensified",NA,NA,NA,NA,NA,"CCDC177",3,3,"evm.model.ptg010230l.1_Prang-OG0009060.fa","evm.model.ptg010230l.1_Prang","chr8",182559848,182561762
"OG0009082",NA,NA,"intensified",NA,NA,NA,NA,NA,"SNF8",3,3,"evm.model.ptg020241l.2_Prang-OG0009082.fa","evm.model.ptg020241l.2_Prang","chr3",3082442256,3082443039
"OG0009109",NA,NA,"intensified",NA,NA,NA,NA,NA,"ATOH8",3,3,"evm.model.ptg025935l.1_Prang-OG0009109.fa","evm.model.ptg025935l.1_Prang","chr1",364945027,364945864
"OG0009111",NA,NA,"intensified",NA,NA,NA,NA,NA,"MXD3",3,3,"evm.model.ptg002642l.1_Prang-OG0009111.fa","evm.model.ptg002642l.1_Prang","chr3",413593724,413594333
"OG0009115",NA,NA,"intensified",NA,NA,NA,NA,NA,"FOLR1",3,3,"evm.model.ptg010737l.7_Prang-OG0009115.fa","evm.model.ptg010737l.7_Prang","chr3",755204720,755205683
"OG0009127",NA,NA,"intensified",NA,NA,NA,NA,NA,"TIMM50",3,3,"evm.model.ptg000174l.6_Prang-OG0009127.fa","evm.model.ptg000174l.6_Prang","chr17",63904067,63904757
"OG0009180",NA,NA,"intensified",NA,NA,NA,NA,NA,"C14orf39",3,3,NA,NA,NA,NA,NA
"OG0009196",NA,NA,"intensified",NA,NA,NA,NA,NA,"SPIDR",3,3,"evm.model.ptg001812l.2_Prang-OG0009196.fa","evm.model.ptg001812l.2_Prang","chr2",993066648,993069486
"OG0009198",NA,NA,"intensified",NA,NA,NA,NA,NA,"ST18",3,3,"evm.model.ptg002515l.1_Prang-OG0009198.fa","evm.model.ptg002515l.1_Prang","chr2",960160522,960163762
"OG0009202",NA,NA,"intensified",NA,NA,NA,NA,NA,"PRPF31",3,3,"evm.model.ptg004321l.7_Prang-OG0009202.fa","evm.model.ptg004321l.7_Prang","chr8",1081911910,1081913407
"OG0009210",NA,NA,"intensified",NA,NA,NA,NA,NA,"CUL2",3,3,NA,NA,NA,NA,NA
"OG0009212",NA,NA,"intensified",NA,NA,NA,NA,NA,"RECK",3,3,"evm.model.ptg015880l.4_Prang-OG0009212.fa","evm.model.ptg015880l.4_Prang","chr12",942372746,942375677
"OG0009249",NA,NA,"intensified",NA,NA,NA,NA,NA,"DERL1",3,3,"evm.model.ptg000006l.5_Prang-OG0009249.fa","evm.model.ptg000006l.5_Prang","chr2",367843329,367844079
"OG0009256",NA,NA,"intensified",NA,NA,NA,NA,NA,"INTU",3,3,NA,NA,NA,NA,NA
"OG0009257",NA,NA,"intensified",NA,NA,NA,NA,NA,"VAX2",3,3,"evm.model.ptg017277l.2_Prang-OG0009257.fa","evm.model.ptg017277l.2_Prang","chr1",226433700,226434594
"OG0009265",NA,NA,"intensified",NA,NA,NA,NA,NA,"MUS81",3,3,NA,NA,NA,NA,NA
"OG0009284",NA,NA,"intensified",NA,NA,NA,NA,NA,"SMG7",3,3,"evm.model.ptg003201l.1_Prang-OG0009284.fa","evm.model.ptg003201l.1_Prang","chr12",862639913,862643516
"OG0009310",NA,NA,"intensified",NA,NA,NA,NA,NA,"CST7",3,3,"evm.model.ptg020802l.2_Prang-OG0009310.fa","evm.model.ptg020802l.2_Prang","chr4",1740793763,1740794195
"OG0009314",NA,NA,"intensified",NA,NA,NA,NA,NA,"SDCCAG8",3,3,"evm.model.ptg012824l.1_Prang-OG0009314.fa","evm.model.ptg012824l.1_Prang","chr4",1125771542,1125773522
"OG0009315",NA,NA,"intensified",NA,NA,NA,NA,NA,"NPM3",3,3,"evm.model.ptg001607l.3_Prang-OG0009315.fa","evm.model.ptg001607l.3_Prang","chr15",417621052,417621544
"OG0009317",NA,NA,"intensified",NA,NA,NA,NA,NA,"ENPEP",3,3,"evm.model.ptg004742l.2_Prang-OG0009317.fa","evm.model.ptg004742l.2_Prang","chr1",2479063950,2479066821
"OG0009353",NA,NA,"intensified",NA,NA,NA,NA,NA,"FAM193A",3,3,"evm.model.ptg018218l.2_Prang-OG0009353.fa","evm.model.ptg018218l.2_Prang","chr1",420723209,420727886
"OG0009358",NA,NA,"intensified",NA,NA,NA,NA,NA,"PSIP1",3,3,NA,NA,NA,NA,NA
"OG0009360",NA,NA,"intensified",NA,NA,NA,NA,NA,"TK2",3,3,"evm.model.ptg002081l.2_Prang-OG0009360.fa","evm.model.ptg002081l.2_Prang","chr5",68644264,68645047
"OG0009384",NA,NA,"intensified",NA,NA,NA,NA,NA,"NKRF",3,3,"evm.model.ptg007711l.2_Prang-OG0009384.fa","evm.model.ptg007711l.2_Prang","chr2",3121348488,3121351089
"OG0009433",NA,NA,"intensified",NA,NA,NA,NA,NA,"SCARA5",3,3,"evm.model.ptg013546l.1_Prang-OG0009433.fa","evm.model.ptg013546l.1_Prang","chr4",2885498096,2885499377
"OG0009451",NA,NA,"intensified",NA,NA,NA,NA,NA,"HOPX",3,3,"evm.model.ptg000313l.2_Prang-OG0009451.fa","evm.model.ptg000313l.2_Prang","chr1",1378872782,1378873094
"OG0009459",NA,NA,"intensified",NA,NA,NA,NA,NA,"CCNF",3,3,"evm.model.ptg019394l.1_Prang-OG0009459.fa","evm.model.ptg019394l.1_Prang","chr10",411233167,411235354
"OG0009473",NA,NA,"intensified",NA,NA,NA,NA,NA,"DHRS7B",3,3,NA,NA,NA,NA,NA
"OG0009491",NA,NA,"intensified",NA,NA,NA,NA,NA,"CCDC130",3,3,"evm.model.ptg018479l.2_Prang-OG0009491.fa","evm.model.ptg018479l.2_Prang","chr9",1267281125,1267282316
"OG0009503",NA,NA,"intensified",NA,NA,NA,NA,NA,"SUCLG2",3,3,"evm.model.ptg001782l.5_Prang-OG0009503.fa","evm.model.ptg001782l.5_Prang","chr17",778373734,778375030
"OG0009504",NA,NA,"intensified",NA,NA,NA,NA,NA,"LRIG1",3,3,"evm.model.ptg011214l.2_Prang-OG0009504.fa","evm.model.ptg011214l.2_Prang","chr17",774441534,774444612
"OG0009525",NA,NA,"intensified",NA,NA,NA,NA,NA,"CDK2",3,3,"evm.model.ptg003461l.2_Prang-OG0009525.fa","evm.model.ptg003461l.2_Prang","chr9",1365321677,1365322574
"OG0009533",NA,NA,"intensified",NA,NA,NA,NA,NA,"MAEA",3,3,"evm.model.ptg000875l.5_Prang-OG0009533.fa","evm.model.ptg000875l.5_Prang","chr1",376497533,376498724
"OG0009554",NA,NA,"intensified",NA,NA,NA,NA,NA,"GMNC",3,3,"evm.model.ptg000923l.1_Prang-OG0009554.fa","evm.model.ptg000923l.1_Prang","chr18",302185982,302187095
"OG0009641",NA,NA,"intensified",NA,NA,NA,"pigmentation",NA,"HPS4",3,3,"evm.model.ptg000257l.1_Prang-OG0009641.fa","evm.model.ptg000257l.1_Prang","chr6",869395838,869398184
"OG0009661",NA,NA,"intensified",NA,NA,NA,NA,NA,"KIAA1751",3,3,"evm.model.ptg007576l.1_Prang-OG0009661.fa","evm.model.ptg007576l.1_Prang","chr10",186813862,186820087
"OG0009666",NA,NA,"intensified",NA,NA,NA,NA,NA,"DGCR6",3,3,"evm.model.ptg018891l.5_Prang-OG0009666.fa","evm.model.ptg018891l.5_Prang","chr6",1098446034,1098446682
"OG0009681",NA,NA,"intensified",NA,NA,NA,NA,NA,"FAM20B",3,3,"evm.model.ptg014113l.1_Prang-OG0009681.fa","evm.model.ptg014113l.1_Prang","chr12",1137809151,1137810381
"OG0009685",NA,NA,"intensified",NA,NA,NA,NA,NA,"SGCB",3,3,"evm.model.ptg006219l.4_Prang-OG0009685.fa","evm.model.ptg006219l.4_Prang","chr1",758612563,758613508
"OG0009690",NA,NA,"intensified",NA,NA,NA,NA,NA,"TPD52L1",3,3,"evm.model.ptg003364l.1_Prang-OG0009690.fa","evm.model.ptg003364l.1_Prang","chr4",2104496296,2104496920
"OG0009692",NA,NA,"intensified",NA,NA,NA,NA,"eyeloss","TBC1D32",3,3,"evm.model.ptg015403l.1_Prang-OG0009692.fa","evm.model.ptg015403l.1_Prang","chr4",2512804775,2512807784
"OG0009711",NA,NA,"intensified",NA,NA,NA,NA,NA,"LMBRD1",3,3,"evm.model.ptg037615l.1_Prang-OG0009711.fa","evm.model.ptg037615l.1_Prang","chr12",878615100,878616831
"OG0009720",NA,NA,"intensified",NA,NA,NA,NA,NA,"USP8",3,3,NA,NA,NA,NA,NA
"OG0009755",NA,NA,"intensified",NA,NA,NA,NA,NA,"MRPL55",3,3,NA,NA,NA,NA,NA
"OG0009770",NA,NA,"intensified",NA,NA,NA,NA,NA,"SLC35A2",3,3,"evm.model.ptg012265l.1_Prang-OG0009770.fa","evm.model.ptg012265l.1_Prang","chr10",1206498002,1206499142
"OG0009781",NA,NA,"intensified",NA,NA,NA,NA,NA,"NAA38",3,3,NA,NA,NA,NA,NA
"OG0009792",NA,NA,"intensified",NA,NA,NA,NA,NA,"BSPRY",3,3,"evm.model.ptg021544l.5_Prang-OG0009792.fa","evm.model.ptg021544l.5_Prang","chr11",419400833,419402168
"OG0009802",NA,NA,"intensified",NA,NA,NA,NA,NA,"RPL7A",3,3,"evm.model.ptg008785l.1_Prang-OG0009802.fa","evm.model.ptg008785l.1_Prang","chr2",2306488890,2306489289
"OG0009804",NA,NA,"intensified",NA,NA,NA,NA,NA,"C9",3,3,"evm.model.ptg007678l.2_Prang-OG0009804.fa","evm.model.ptg007678l.2_Prang","chr1",3720801798,3720803616
"OG0009823",NA,NA,"intensified",NA,NA,NA,NA,NA,"MRPL24",3,3,"evm.model.ptg006380l.10_Prang-OG0009823.fa","evm.model.ptg006380l.10_Prang","chr18",550976552,550977203
"OG0009832",NA,NA,"intensified",NA,NA,NA,NA,NA,"S1PR2",3,3,"evm.model.ptg008126l.4_Prang-OG0009832.fa","evm.model.ptg008126l.4_Prang","chr5",1182412448,1182413555
"OG0009874",NA,NA,"intensified",NA,NA,NA,NA,NA,"TTC16",3,3,NA,NA,NA,NA,NA
"OG0009887",NA,NA,"intensified",NA,NA,NA,NA,NA,"RNF181",3,3,"evm.model.ptg012552l.1_Prang-OG0009887.fa","evm.model.ptg012552l.1_Prang","chr13",59638109,59638580
"OG0009903",NA,NA,"intensified",NA,NA,NA,NA,NA,"PWP2",3,3,"evm.model.ptg001141l.2_Prang-OG0009903.fa","evm.model.ptg001141l.2_Prang","chr3",3209039615,3209042363
"OG0009909",NA,NA,"intensified",NA,NA,NA,NA,NA,"CENPK",3,3,"evm.model.ptg001820l.5_Prang-OG0009909.fa","evm.model.ptg001820l.5_Prang","chr1",3523557656,3523558505
"OG0009946",NA,NA,"intensified",NA,NA,NA,NA,NA,"TBRG4",3,3,NA,NA,NA,NA,NA
"OG0009954",NA,NA,"intensified",NA,NA,NA,NA,NA,"MIOS",3,3,"evm.model.ptg005220l.5_Prang-OG0009954.fa","evm.model.ptg005220l.5_Prang","chr16",633966768,633969342
"OG0009958",NA,NA,"intensified",NA,NA,NA,NA,NA,"OTUD7B",3,3,"evm.model.ptg009898l.11_Prang-OG0009958.fa","evm.model.ptg009898l.11_Prang","chr9",466126602,466129140
"OG0009987",NA,NA,"intensified",NA,NA,NA,NA,NA,"MFSD1",3,3,"evm.model.ptg001774l.1_Prang-OG0009987.fa","evm.model.ptg001774l.1_Prang","chr18",418694155,418695781
"OG0009990",NA,NA,"intensified",NA,NA,NA,NA,NA,"MMS22L",3,3,"evm.model.ptg012059l.2_Prang-OG0009990.fa","evm.model.ptg012059l.2_Prang","chr4",2312393971,2312397715
"OG0009996",NA,NA,"intensified",NA,NA,NA,NA,NA,"UROD",3,3,"evm.model.ptg014602l.3_Prang-OG0009996.fa","evm.model.ptg014602l.3_Prang","chr12",127942043,127943147
"OG0010024",NA,NA,"intensified",NA,NA,NA,NA,NA,"NSRP1",3,3,"evm.model.ptg009143l.2_Prang-OG0010024.fa","evm.model.ptg009143l.2_Prang","chr5",372951386,372953228
"OG0010053",NA,NA,"intensified",NA,NA,NA,NA,NA,"NEDD9",3,3,"evm.model.ptg000527l.1_Prang-OG0010053.fa","evm.model.ptg000527l.1_Prang","chr2",1471330473,1471332996
"OG0010057",NA,NA,"intensified",NA,NA,NA,NA,NA,"KANK2",3,3,"evm.model.ptg002345l.3_Prang-OG0010057.fa","evm.model.ptg002345l.3_Prang","chr5",1212467259,1212470562
"OG0010060",NA,NA,"intensified",NA,NA,NA,NA,NA,"L3MBTL1",3,3,"evm.model.ptg001288l.1_Prang-OG0010060.fa","evm.model.ptg001288l.1_Prang","chr5",120371196,120372951
"OG0010063",NA,NA,"intensified",NA,NA,NA,NA,NA,"TAF11",3,3,"evm.model.ptg014245l.2_Prang-OG0010063.fa","evm.model.ptg014245l.2_Prang","chr9",87726473,87727202
"OG0010078",NA,NA,"intensified",NA,NA,NA,NA,NA,"lamb2",3,3,"evm.model.ptg003232l.7_Prang-OG0010078.fa","evm.model.ptg003232l.7_Prang","chr17",495955815,495961335
"OG0010095",NA,NA,"intensified",NA,NA,NA,NA,NA,"KLHL21",3,3,"evm.model.ptg019249l.1_Prang-OG0010095.fa","evm.model.ptg019249l.1_Prang","chr10",33340575,33342276
"OG0010141",NA,NA,"intensified",NA,NA,NA,NA,NA,"SSBP1",3,3,NA,NA,NA,NA,NA
"OG0010153",NA,NA,"intensified",NA,NA,NA,NA,NA,"OSGEP",3,3,"evm.model.ptg007905l.1_Prang-OG0010153.fa","evm.model.ptg007905l.1_Prang","chr4",1592953832,1592954894
"OG0010176",NA,NA,"intensified",NA,NA,NA,NA,NA,"ERP27",3,3,"evm.model.ptg010088l.8_Prang-OG0010176.fa","evm.model.ptg010088l.8_Prang","chr5",760482779,760483574
"OG0010184",NA,NA,"intensified",NA,NA,NA,NA,NA,"TCF19",3,3,"evm.model.ptg002800l.3_Prang-OG0010184.fa","evm.model.ptg002800l.3_Prang","chr9",1346293366,1346294851
"OG0010194",NA,NA,"intensified",NA,NA,NA,NA,NA,"ABCF1",3,3,"evm.model.ptg004212l.3_Prang-OG0010194.fa","evm.model.ptg004212l.3_Prang","chr9",1406809358,1406811200
"OG0010228",NA,NA,"intensified",NA,NA,NA,NA,NA,"PDCD2L",3,3,"evm.model.ptg022393l.2_Prang-OG0010228.fa","evm.model.ptg022393l.2_Prang","chr6",1995525448,1995526705
"OG0010232",NA,NA,"intensified",NA,NA,NA,NA,NA,"SIGIRR",3,3,"evm.model.ptg010251l.3_Prang-OG0010232.fa","evm.model.ptg010251l.3_Prang","scaffold570",3920302,3922120
"OG0010253",NA,NA,"intensified",NA,NA,NA,NA,NA,"MEAF6",3,3,"evm.model.ptg007696l.3_Prang-OG0010253.fa","evm.model.ptg007696l.3_Prang","chr14",85189604,85190210
"OG0010256",NA,NA,"intensified",NA,NA,NA,NA,NA,"FAM135B",3,3,NA,NA,NA,NA,NA
"OG0010279",NA,NA,"intensified",NA,NA,NA,NA,NA,"ALG5",3,3,"evm.model.ptg017044l.1_Prang-OG0010279.fa","evm.model.ptg017044l.1_Prang","chr3",2349443072,2349444092
"OG0010290",NA,NA,"intensified",NA,NA,NA,NA,NA,"AP4M1",3,3,"evm.model.ptg009224l.1_Prang-OG0010290.fa","evm.model.ptg009224l.1_Prang","chr5",1787524201,1787525533
"OG0010319",NA,NA,"intensified",NA,NA,NA,NA,NA,"VRK3",3,3,"evm.model.ptg003283l.4_Prang-OG0010319.fa","evm.model.ptg003283l.4_Prang","chr10",374962432,374964040
"OG0010334",NA,NA,"intensified",NA,NA,NA,NA,NA,"DNAJC19",3,3,"evm.model.ptg004030l.1_Prang-OG0010334.fa","evm.model.ptg004030l.1_Prang","chr16",121125045,121125393
"OG0010349",NA,NA,"intensified",NA,NA,NA,NA,NA,"TBR1",3,3,"evm.model.ptg030661l.1_Prang-OG0010349.fa","evm.model.ptg030661l.1_Prang","chr19",438006976,438008425
"OG0010351",NA,NA,"intensified",NA,NA,NA,NA,NA,"LEPREL1",3,3,"evm.model.ptg003634l.8_Prang-OG0010351.fa","evm.model.ptg003634l.8_Prang","chr18",294222183,294224268
"OG0010388",NA,NA,"intensified",NA,NA,NA,NA,NA,"KIF6",3,3,NA,NA,NA,NA,NA
"OG0010391",NA,NA,"intensified",NA,NA,NA,NA,NA,"PGRMC2",3,3,"evm.model.ptg001513l.12_Prang-OG0010391.fa","evm.model.ptg001513l.12_Prang","chr5",2443205502,2443205976
"OG0010404",NA,NA,"intensified",NA,NA,NA,NA,NA,"NEURL4",3,3,"evm.model.ptg007740l.2_Prang-OG0010404.fa","evm.model.ptg007740l.2_Prang","chr5",1895760592,1895765089
"OG0010422",NA,NA,"intensified",NA,NA,NA,NA,NA,"ENTPD1",3,3,"evm.model.ptg009222l.1_Prang-OG0010422.fa","evm.model.ptg009222l.1_Prang","chr15",493395441,493396971
"OG0010464",NA,NA,"intensified",NA,NA,NA,NA,NA,"TMEM25",3,3,"evm.model.ptg013310l.1_Prang-OG0010464.fa","evm.model.ptg013310l.1_Prang","chr5",1529532487,1529533603
"OG0010482",NA,NA,"intensified",NA,NA,NA,NA,NA,"HIC1",3,3,"evm.model.ptg014507l.4_Prang-OG0010482.fa","evm.model.ptg014507l.4_Prang","chr5",418245270,418247220
"OG0010499",NA,NA,"intensified",NA,NA,NA,NA,NA,"MRPS23",3,3,"evm.model.ptg014557l.1_Prang-OG0010499.fa","evm.model.ptg014557l.1_Prang","chr5",249524842,249525424
"OG0010502",NA,NA,"intensified",NA,NA,NA,NA,NA,"ZNF414",3,3,"evm.model.ptg003689l.2_Prang-OG0010502.fa","evm.model.ptg003689l.2_Prang","chr13",610009621,610010887
"OG0010532",NA,NA,"intensified",NA,NA,NA,NA,NA,"AGPS",3,3,"evm.model.ptg003024l.3_Prang-OG0010532.fa","evm.model.ptg003024l.3_Prang","chr19",721683033,721684893
"OG0010542",NA,NA,"intensified",NA,NA,NA,NA,NA,"FASTKD1",3,3,"evm.model.ptg003230l.5_Prang-OG0010542.fa","evm.model.ptg003230l.5_Prang","chr19",673055566,673058080
"OG0010562",NA,NA,"intensified",NA,NA,NA,NA,NA,"COG7",3,3,"evm.model.ptg004647l.6_Prang-OG0010562.fa","evm.model.ptg004647l.6_Prang","chr10",1112942520,1112944830
"OG0010563",NA,NA,"intensified",NA,NA,NA,NA,NA,"WDR24",3,3,"evm.model.ptg012052l.1_Prang-OG0010563.fa","evm.model.ptg012052l.1_Prang","chr10",365411705,365414066
