OG_ID,analysis_absrel,analysis_relax_intens,analysis_PAML,analysis_cafe_expanded,analysis_relax_relaxed,analysis_cafe_contr,condition_pigmentation,condition_eyes,gene_symbol
OG0011324,NA,NA,PAML,NA,NA,NA,NA,NA,CMTR1
OG0011336,NA,NA,PAML,NA,relaxed,NA,NA,NA,USP21
OG0011344,NA,NA,PAML,NA,NA,NA,pigmentation,NA,CTC1
OG0011362,NA,NA,PAML,NA,NA,NA,NA,NA,COL7A1
OG0011367,NA,NA,PAML,NA,NA,NA,NA,NA,SHQ1
OG0011369,NA,NA,PAML,NA,NA,NA,NA,NA,GLYCTK
OG0011392,NA,NA,PAML,NA,NA,NA,NA,NA,NA
OG0011393,NA,NA,PAML,NA,NA,NA,NA,NA,ATG4C
OG0011398,NA,NA,PAML,NA,NA,NA,NA,NA,VEZT
OG0011414,NA,NA,PAML,NA,NA,NA,NA,NA,KMT2E
OG0011418,NA,NA,PAML,NA,relaxed,NA,NA,NA,ACOX1
OG0011470,NA,NA,PAML,NA,NA,NA,NA,NA,PHAX
OG0011474,NA,NA,PAML,NA,NA,NA,NA,NA,HLCS
OG0011522,NA,NA,PAML,NA,NA,NA,NA,NA,APC2
OG0011530,NA,NA,PAML,NA,NA,NA,NA,NA,HAP1
OG0011545,NA,NA,PAML,NA,NA,NA,NA,NA,KIF28P
OG0011577,NA,NA,PAML,NA,relaxed,NA,NA,NA,RLF
OG0011620,NA,NA,PAML,NA,NA,NA,NA,NA,FAM199X
OG0011630,NA,NA,PAML,NA,NA,NA,NA,NA,NUP160
OG0011640,NA,NA,PAML,NA,relaxed,NA,NA,NA,TXNDC17
OG0011682,NA,NA,PAML,NA,NA,NA,NA,NA,OFD1
OG0011702,NA,NA,PAML,NA,NA,NA,NA,NA,DCTN3
OG0011712,NA,NA,PAML,NA,NA,NA,NA,NA,HACE1
OG0011714,NA,NA,PAML,NA,NA,NA,NA,NA,CNOT10
OG0011766,NA,NA,PAML,NA,NA,NA,NA,NA,BLVRA
OG0011791,NA,NA,PAML,NA,NA,NA,NA,NA,CCDC172
OG0011794,NA,NA,PAML,NA,NA,NA,NA,NA,C10orf54
OG0011798,NA,NA,PAML,NA,NA,NA,NA,NA,ANAPC1
OG0011801,NA,NA,PAML,NA,relaxed,NA,NA,NA,DLK2
OG0011805,NA,NA,PAML,NA,relaxed,NA,NA,NA,MANBA
OG0011812,NA,NA,PAML,NA,NA,NA,NA,eyeloss,PROM2
OG0011870,NA,NA,PAML,NA,relaxed,NA,NA,NA,PDPR
OG0011940,NA,NA,PAML,NA,relaxed,NA,NA,NA,ARHGEF3
OG0011952,NA,NA,PAML,NA,NA,NA,pigmentation,NA,FMR1
OG0012017,NA,NA,PAML,NA,NA,NA,NA,NA,NFE2
OG0012158,NA,NA,PAML,NA,NA,NA,pigmentation,NA,SLC31A1
OG0012183,NA,NA,PAML,NA,relaxed,NA,NA,eyeloss,KDM8
OG0012192,NA,NA,PAML,NA,NA,NA,NA,NA,SNRNP27
OG0012193,NA,NA,PAML,NA,relaxed,NA,NA,NA,GNB1L
OG0012209,NA,NA,PAML,NA,NA,NA,NA,NA,ARL6IP4
OG0012211,NA,NA,PAML,NA,relaxed,NA,NA,eyeloss,MVK
OG0012214,NA,NA,PAML,NA,NA,NA,NA,NA,FGB
OG0012216,NA,NA,PAML,NA,relaxed,NA,NA,NA,FASTKD2
OG0012221,NA,NA,PAML,NA,relaxed,NA,NA,NA,TMCO3
OG0012231,NA,NA,PAML,NA,relaxed,NA,NA,NA,MYCBPAP
OG0012250,NA,NA,PAML,NA,NA,NA,NA,NA,HPN
OG0012255,NA,NA,PAML,NA,NA,NA,NA,NA,IL20RB
OG0012259,NA,NA,PAML,NA,relaxed,NA,NA,NA,ZNF236
OG0012260,NA,NA,PAML,NA,NA,NA,NA,NA,RIOK1
OG0012275,NA,NA,PAML,NA,NA,NA,NA,NA,SEMA4D
OG0012287,NA,NA,PAML,NA,NA,NA,NA,NA,NOP14
OG0012307,NA,NA,PAML,NA,relaxed,NA,NA,NA,TTLL9
OG0012379,NA,NA,PAML,NA,relaxed,NA,NA,NA,SLC35B4
OG0012388,NA,NA,PAML,NA,NA,NA,NA,NA,MPI
OG0012437,NA,NA,PAML,NA,relaxed,NA,NA,NA,ZGPAT
OG0012440,NA,NA,PAML,NA,relaxed,NA,NA,NA,SLC6A5
OG0012448,NA,NA,PAML,NA,NA,NA,NA,NA,NA
OG0012454,NA,NA,PAML,NA,NA,NA,NA,NA,C2orf43
OG0012466,NA,NA,PAML,NA,NA,NA,NA,NA,DDX24
OG0012470,NA,NA,PAML,NA,NA,NA,NA,NA,RBKS
OG0012471,NA,NA,PAML,NA,relaxed,NA,NA,NA,NA
OG0012475,NA,NA,PAML,NA,NA,NA,NA,NA,C16orf62
OG0012492,NA,NA,PAML,NA,NA,NA,NA,NA,METTL9
OG0012495,NA,NA,PAML,NA,relaxed,NA,NA,NA,PEMT
OG0012513,NA,NA,PAML,NA,relaxed,NA,NA,eyeloss,MFRP
OG0012520,NA,NA,PAML,NA,NA,NA,NA,NA,ASNSD1
OG0012526,NA,NA,PAML,NA,relaxed,NA,NA,NA,TSC22D1
OG0012534,NA,NA,PAML,NA,NA,NA,NA,NA,BCS1L
OG0012550,NA,NA,PAML,NA,relaxed,NA,NA,NA,TAF2
OG0012577,NA,NA,PAML,NA,NA,NA,NA,eyeloss,ARHGEF11
OG0012587,NA,NA,PAML,NA,NA,NA,pigmentation,NA,LARP7
OG0012603,NA,NA,PAML,NA,NA,NA,NA,NA,WDR35
OG0012616,NA,NA,PAML,NA,NA,NA,NA,NA,GSTCD
OG0012624,NA,NA,PAML,NA,NA,NA,NA,NA,TRPM5
OG0012638,NA,NA,PAML,NA,NA,NA,NA,NA,SF3B3
OG0012652,NA,NA,PAML,NA,relaxed,NA,NA,NA,RPF2
OG0012695,NA,NA,PAML,NA,NA,NA,NA,eyeloss,SETMAR
OG0012712,NA,NA,PAML,NA,NA,NA,NA,eyeloss,NOL8
OG0012719,NA,NA,PAML,NA,NA,NA,NA,NA,KIAA1210
OG0012758,NA,NA,PAML,NA,NA,NA,NA,NA,RGS22
OG0012788,NA,NA,PAML,NA,NA,NA,NA,NA,MAP10
OG0012859,NA,NA,PAML,NA,NA,NA,NA,NA,DDX51
OG0012860,NA,NA,PAML,NA,NA,NA,NA,NA,EIF2D
OG0012862,NA,NA,PAML,NA,relaxed,NA,pigmentation,NA,IFT122
OG0012867,NA,NA,PAML,NA,relaxed,NA,NA,NA,CEBPZ
OG0012868,NA,NA,PAML,NA,NA,NA,NA,NA,PEX7
OG0012909,NA,NA,PAML,NA,NA,NA,NA,NA,FIGLA
OG0012923,NA,NA,PAML,NA,NA,NA,NA,NA,NA
OG0012929,NA,NA,PAML,NA,NA,NA,NA,NA,LIG4
OG0012939,NA,NA,PAML,NA,NA,NA,NA,NA,NA
OG0012997,NA,NA,PAML,NA,NA,NA,NA,NA,RPA3OS
OG0013047,NA,NA,PAML,NA,NA,NA,NA,NA,TFB1M
OG0013058,NA,NA,PAML,NA,NA,NA,NA,NA,RPS6KL1
OG0013060,NA,NA,PAML,NA,NA,NA,NA,NA,MORN2
OG0013069,NA,NA,PAML,NA,relaxed,NA,NA,NA,PRODH2
OG0013090,NA,NA,PAML,NA,NA,NA,NA,NA,AGMO
OG0013095,NA,NA,PAML,NA,NA,NA,NA,NA,EFHC2
OG0013104,NA,NA,PAML,NA,NA,NA,NA,NA,VTCN1
OG0013108,NA,NA,PAML,NA,NA,NA,NA,NA,COG3
OG0013166,NA,NA,PAML,NA,NA,NA,NA,NA,CETP
OG0013176,NA,NA,PAML,NA,NA,NA,pigmentation,NA,FIG4
OG0013192,NA,NA,PAML,NA,NA,NA,NA,NA,MRPL20
OG0013247,NA,NA,PAML,NA,NA,NA,NA,NA,C5
OG0013335,NA,NA,PAML,NA,relaxed,NA,NA,NA,PNPT1
OG0013406,NA,NA,PAML,NA,NA,NA,NA,NA,FBXW12
OG0013417,NA,NA,PAML,NA,NA,NA,NA,NA,TMEM214
OG0013420,NA,NA,PAML,NA,NA,NA,NA,NA,CRELD2
OG0013493,NA,NA,PAML,NA,relaxed,NA,NA,NA,NEK5
OG0013496,NA,NA,PAML,NA,relaxed,NA,NA,eyeloss,RAB3GAP1
OG0013509,NA,NA,PAML,NA,NA,NA,NA,NA,ECHDC1
OG0013544,NA,NA,PAML,NA,NA,NA,NA,NA,NA
OG0013568,NA,NA,PAML,NA,NA,NA,NA,NA,C4orf45
OG0013585,NA,NA,PAML,NA,relaxed,NA,NA,NA,IQCK
OG0013586,NA,NA,PAML,NA,relaxed,NA,NA,NA,NA
OG0013603,NA,NA,PAML,NA,NA,NA,NA,NA,FANCF
OG0013727,NA,NA,PAML,NA,NA,NA,NA,NA,CD8A
OG0013737,NA,NA,PAML,NA,NA,NA,NA,NA,CHD1L
OG0013760,NA,NA,PAML,NA,relaxed,NA,NA,NA,PDCD7
OG0013833,NA,NA,PAML,NA,NA,NA,NA,NA,EVC
OG0013976,NA,NA,PAML,NA,NA,NA,NA,NA,NA
OG0014160,NA,NA,PAML,NA,NA,NA,NA,NA,CCDC185
OG0014439,NA,NA,PAML,NA,NA,NA,NA,NA,NA
OG0000017,NA,NA,NA,NA,NA,NA,pigmentation,NA,PCDH10
OG0000075,NA,NA,NA,NA,NA,contracted,NA,NA,NA
OG0000089,NA,NA,NA,expanded,NA,NA,NA,NA,NA
OG0000137,NA,NA,NA,expanded,NA,NA,NA,NA,CYP2A13
OG0000144,NA,NA,NA,NA,NA,NA,pigmentation,NA,KRT5
OG0000179,NA,NA,NA,expanded,NA,NA,NA,NA,NA
OG0000216,NA,NA,NA,NA,NA,contracted,NA,NA,MUC6
OG0000236,NA,NA,NA,NA,NA,NA,NA,eyeloss,PLAC8
OG0000258,NA,NA,NA,expanded,NA,NA,NA,NA,TPM1
OG0000263,NA,NA,NA,NA,NA,NA,NA,eyeloss,ABI2
OG0000266,NA,NA,NA,NA,NA,NA,pigmentation,NA,RAB11B
OG0000282,NA,NA,NA,expanded,NA,NA,NA,NA,SLC5A9
OG0000288,NA,NA,NA,NA,NA,NA,NA,eyeloss,PIP5K1C
OG0000295,NA,NA,NA,NA,NA,NA,pigmentation,NA,SRC
OG0000316,NA,NA,NA,NA,NA,NA,pigmentation,NA,SLC2A11
OG0000350,NA,NA,NA,NA,NA,NA,pigmentation,NA,MASP1
OG0000363,NA,NA,NA,NA,NA,NA,NA,eyeloss,ACSL5
OG0000373,NA,NA,NA,NA,NA,NA,pigmentation,NA,PKN2
OG0000375,NA,NA,NA,NA,NA,NA,NA,eyeloss,HMGB3
OG0000397,NA,NA,NA,NA,NA,NA,pigmentation,eyeloss,KIF5A
OG0000415,NA,NA,NA,NA,NA,NA,pigmentation,eyeloss,CHD7
OG0000416,NA,NA,NA,NA,NA,NA,pigmentation,NA,RAC1
OG0000454,NA,NA,NA,NA,NA,NA,pigmentation,NA,KRAS
OG0000458,NA,NA,NA,NA,NA,NA,NA,eyeloss,TCF4
OG0000465,NA,NA,NA,NA,NA,NA,NA,eyeloss,SEMA3F
OG0000498,NA,NA,NA,expanded,NA,NA,NA,NA,NA
OG0000503,NA,NA,NA,NA,NA,NA,pigmentation,NA,ALDOA
OG0000527,NA,NA,NA,expanded,NA,NA,NA,NA,SLC22A6
OG0000558,NA,NA,NA,NA,NA,NA,pigmentation,NA,RAB8A
OG0000582,NA,NA,NA,expanded,NA,NA,NA,NA,GPR116
OG0000587,NA,NA,NA,NA,NA,NA,pigmentation,NA,GJA4
OG0000589,NA,NA,NA,NA,NA,NA,NA,eyeloss,NCALD
OG0000594,NA,NA,NA,NA,NA,NA,pigmentation,NA,RAB32
OG0000604,NA,NA,NA,NA,NA,NA,pigmentation,NA,MYO5A
OG0000607,NA,NA,NA,NA,NA,NA,pigmentation,NA,RAB1A
OG0000617,NA,NA,NA,NA,NA,NA,pigmentation,NA,CTBP2
OG0000623,NA,NA,NA,expanded,NA,NA,NA,NA,KCNJ9
OG0000676,NA,NA,NA,NA,NA,NA,pigmentation,NA,NOTCH1
OG0000683,NA,NA,NA,NA,NA,NA,pigmentation,eyeloss,SHH
OG0000698,NA,NA,NA,NA,NA,NA,NA,eyeloss,FAM49B
OG0000707,NA,NA,NA,NA,NA,NA,pigmentation,NA,EDNRB
OG0000708,NA,NA,NA,NA,NA,NA,pigmentation,NA,ITGB1
OG0000710,NA,NA,NA,NA,NA,NA,pigmentation,NA,SLC22A7
OG0000713,NA,NA,NA,expanded,NA,NA,NA,NA,NANOS1
OG0000721,NA,NA,NA,NA,NA,NA,pigmentation,NA,PAK1
OG0000745,NA,NA,NA,NA,NA,NA,pigmentation,NA,DRD2
OG0000776,NA,NA,NA,expanded,NA,NA,NA,NA,NA
OG0000800,NA,NA,NA,NA,NA,NA,pigmentation,NA,CTNNB1
OG0000801,NA,NA,NA,NA,NA,NA,pigmentation,NA,EN1
OG0000823,NA,NA,NA,NA,NA,NA,pigmentation,NA,ACVR2A
OG0000827,NA,NA,NA,NA,NA,NA,pigmentation,NA,PICALM
OG0000856,NA,NA,NA,NA,NA,NA,pigmentation,eyeloss,ZIC2
OG0000863,NA,NA,NA,NA,NA,NA,pigmentation,NA,GNAS
OG0000866,NA,NA,NA,NA,NA,NA,pigmentation,NA,TSHR
OG0000902,NA,NA,NA,NA,NA,NA,pigmentation,NA,PAX7
OG0000927,NA,NA,NA,NA,NA,NA,NA,eyeloss,LAMB1
OG0000953,NA,NA,NA,NA,NA,NA,pigmentation,NA,RAB6A
OG0000955,NA,NA,NA,NA,NA,NA,pigmentation,NA,ERC1
OG0000971,NA,NA,NA,NA,NA,NA,NA,eyeloss,PAX2
OG0000982,NA,NA,NA,NA,NA,NA,NA,eyeloss,COL4A5
OG0001001,NA,NA,NA,NA,NA,NA,NA,eyeloss,MPDZ
OG0001010,NA,NA,NA,NA,NA,NA,pigmentation,NA,SYTL2
OG0001022,NA,NA,NA,expanded,NA,NA,NA,NA,NA
OG0001027,NA,NA,NA,NA,NA,NA,NA,eyeloss,SIX3
OG0001034,NA,NA,NA,NA,NA,NA,pigmentation,NA,FOXD3
OG0001038,NA,NA,NA,NA,NA,NA,pigmentation,NA,SMARCA4
OG0001042,NA,NA,NA,NA,NA,NA,NA,eyeloss,HNF4A
OG0001044,NA,NA,NA,NA,NA,NA,pigmentation,NA,AP1M1
OG0001056,NA,NA,NA,NA,NA,NA,pigmentation,NA,ATRN
OG0001067,NA,NA,NA,NA,NA,NA,NA,eyeloss,CDH4
OG0001086,NA,NA,NA,NA,NA,NA,pigmentation,NA,PTPN6
OG0001091,NA,NA,NA,NA,NA,NA,pigmentation,NA,HDAC2
OG0001093,NA,NA,NA,NA,NA,NA,NA,eyeloss,JMJD1C
OG0001107,NA,NA,NA,NA,NA,NA,NA,eyeloss,BMP2K
OG0001115,NA,NA,NA,NA,NA,NA,NA,eyeloss,FBP2
OG0001116,NA,NA,NA,NA,NA,NA,NA,eyeloss,FGF10
OG0001119,NA,NA,NA,NA,NA,NA,NA,eyeloss,GLI2
OG0001124,NA,NA,NA,NA,NA,NA,pigmentation,NA,SCUBE2
OG0001127,NA,NA,NA,expanded,NA,NA,NA,NA,PPY
OG0001168,NA,NA,NA,NA,NA,NA,pigmentation,NA,TBX19
OG0001185,NA,NA,NA,NA,NA,NA,pigmentation,NA,BNC2
OG0001186,NA,NA,NA,NA,NA,NA,NA,eyeloss,GRM3
OG0001191,NA,NA,NA,NA,NA,NA,NA,eyeloss,ZNF503
OG0001200,NA,NA,NA,NA,NA,NA,pigmentation,eyeloss,MYO10
OG0001203,NA,NA,NA,NA,NA,NA,NA,eyeloss,PRC1
OG0001204,NA,NA,NA,NA,NA,NA,NA,eyeloss,NODAL
OG0001223,NA,NA,NA,NA,NA,NA,pigmentation,NA,HTR2A
OG0001236,NA,NA,NA,NA,NA,NA,pigmentation,NA,TBC1D10B
OG0001243,NA,NA,NA,NA,NA,NA,pigmentation,NA,IMPDH1
OG0001294,NA,NA,NA,NA,NA,NA,pigmentation,NA,PRICKLE2
OG0001306,NA,NA,NA,NA,NA,NA,NA,eyeloss,HIP1R
OG0001308,NA,NA,NA,NA,NA,NA,NA,eyeloss,NDFIP2
OG0001315,NA,NA,NA,NA,NA,NA,pigmentation,NA,ADCY5
OG0001317,NA,NA,NA,NA,NA,NA,pigmentation,NA,HIPK2
OG0001324,NA,NA,NA,expanded,NA,NA,NA,NA,IGLL1
OG0001335,NA,NA,NA,NA,NA,NA,NA,eyeloss,MAPKAPK2
OG0001358,NA,NA,NA,NA,NA,NA,NA,eyeloss,TOMM40
OG0001364,NA,NA,NA,NA,NA,NA,pigmentation,NA,SULF1
OG0001371,NA,NA,NA,NA,NA,NA,NA,eyeloss,FGF2
OG0001372,NA,NA,NA,NA,NA,NA,NA,eyeloss,MAF
OG0001383,NA,NA,NA,NA,NA,NA,pigmentation,eyeloss,FREM2
OG0001393,NA,NA,NA,NA,NA,NA,pigmentation,NA,STX12
OG0001432,NA,NA,NA,NA,NA,NA,pigmentation,NA,MAP2K2
OG0001447,NA,NA,NA,NA,NA,NA,NA,eyeloss,RBFOX1
OG0001479,NA,NA,NA,NA,NA,NA,pigmentation,NA,SPRED1
OG0001487,NA,NA,NA,NA,NA,NA,NA,eyeloss,TMEM63B
OG0001498,NA,NA,NA,NA,NA,NA,pigmentation,NA,RAB36
OG0001520,NA,NA,NA,NA,NA,NA,NA,eyeloss,PIEZO2
OG0001531,NA,NA,NA,NA,NA,contracted,NA,NA,IGLL5
OG0001542,NA,NA,NA,NA,NA,NA,pigmentation,NA,NR0B1
OG0001543,NA,NA,NA,NA,NA,NA,pigmentation,NA,MMP17
OG0001545,NA,NA,NA,NA,NA,NA,pigmentation,eyeloss,RAX
OG0001554,NA,NA,NA,NA,NA,NA,pigmentation,NA,ADAM10
OG0001564,NA,NA,NA,NA,NA,NA,NA,eyeloss,BMP4
OG0001568,NA,NA,NA,NA,NA,NA,pigmentation,NA,HOXA13
OG0001569,NA,NA,NA,NA,NA,NA,NA,eyeloss,PFN1
OG0001582,NA,NA,NA,expanded,NA,NA,NA,NA,ASCC3
OG0001584,NA,NA,NA,NA,NA,NA,pigmentation,NA,SLC12A2
OG0001588,NA,NA,NA,NA,NA,NA,NA,eyeloss,CRIM1
OG0001597,NA,NA,NA,NA,NA,NA,pigmentation,NA,RAB9A
OG0001598,NA,NA,NA,NA,NA,NA,pigmentation,NA,VANGL1
OG0001617,NA,NA,NA,NA,NA,NA,NA,eyeloss,GJA3
OG0001623,NA,NA,NA,expanded,NA,NA,NA,NA,NA
OG0001630,NA,NA,NA,NA,NA,NA,pigmentation,NA,RAPGEF2
OG0001634,NA,NA,NA,NA,NA,NA,pigmentation,NA,LHX2
OG0001646,NA,NA,NA,NA,NA,NA,pigmentation,NA,HTRA1
OG0001647,NA,NA,NA,NA,NA,NA,NA,eyeloss,ATP11A
OG0001663,NA,NA,NA,NA,NA,NA,NA,eyeloss,CLSTN1
OG0001665,NA,NA,NA,expanded,NA,NA,NA,NA,FARP1
OG0001670,NA,NA,NA,expanded,NA,NA,NA,NA,FHL5
OG0001689,NA,NA,NA,expanded,NA,NA,NA,NA,NLRP6
OG0001710,NA,NA,NA,NA,NA,NA,pigmentation,NA,SCARB2
OG0001714,NA,NA,NA,NA,NA,NA,NA,eyeloss,SATB1
OG0001761,NA,NA,NA,NA,NA,NA,pigmentation,NA,POGZ
OG0001784,NA,NA,NA,NA,NA,NA,pigmentation,NA,SAMD9
OG0001796,NA,NA,NA,NA,NA,NA,pigmentation,NA,IKBKB
OG0001803,NA,NA,NA,expanded,NA,NA,NA,NA,NA
OG0001810,NA,NA,NA,NA,NA,NA,pigmentation,NA,CIB2
OG0001813,NA,NA,NA,NA,NA,NA,pigmentation,NA,DOCK7
OG0001824,NA,NA,NA,NA,NA,NA,pigmentation,NA,CYP11A1
OG0001843,NA,NA,NA,NA,NA,NA,pigmentation,NA,MFN2
OG0001848,NA,NA,NA,NA,NA,NA,pigmentation,NA,IDH2
OG0001868,NA,NA,NA,NA,NA,NA,NA,eyeloss,RHBDF1
OG0001869,NA,NA,NA,NA,NA,NA,pigmentation,eyeloss,CDC42
OG0001883,NA,NA,NA,NA,NA,NA,pigmentation,NA,THRA
OG0001884,NA,NA,NA,expanded,NA,NA,NA,NA,ITGA9
OG0001892,NA,NA,NA,NA,NA,NA,pigmentation,NA,RAB7A
OG0001893,NA,NA,NA,NA,NA,NA,pigmentation,NA,TAF4
OG0001915,NA,NA,NA,NA,NA,NA,pigmentation,NA,HES1
OG0001942,NA,NA,NA,NA,NA,NA,pigmentation,NA,DYNLT3
OG0001955,NA,NA,NA,NA,NA,NA,pigmentation,NA,UCHL3
OG0001956,NA,NA,NA,NA,NA,NA,NA,eyeloss,RNF38
OG0001959,NA,NA,NA,NA,NA,NA,NA,eyeloss,RAB35
OG0001980,NA,NA,NA,NA,NA,NA,NA,eyeloss,ELL2
OG0001987,NA,NA,NA,NA,NA,NA,pigmentation,NA,CAV1
OG0001988,NA,NA,NA,NA,NA,NA,NA,eyeloss,RAB19
OG0001993,NA,NA,NA,NA,NA,NA,pigmentation,NA,IRF4
OG0001995,NA,NA,NA,NA,NA,NA,NA,eyeloss,YAP1
OG0002043,NA,NA,NA,NA,NA,NA,NA,eyeloss,SMURF2
OG0002050,NA,NA,NA,NA,NA,NA,pigmentation,eyeloss,RAF1
OG0002091,NA,NA,NA,NA,NA,NA,NA,eyeloss,NFKB1
OG0002094,NA,NA,NA,NA,NA,NA,NA,eyeloss,FOXC1
OG0002110,NA,NA,NA,NA,NA,NA,pigmentation,NA,TP63
OG0002120,NA,NA,NA,NA,NA,NA,pigmentation,eyeloss,PTCH1
OG0002150,NA,NA,NA,NA,NA,NA,pigmentation,NA,ATP6AP1
OG0002156,NA,NA,NA,NA,NA,NA,pigmentation,NA,ATP7A
OG0002161,NA,NA,NA,expanded,NA,NA,NA,NA,NA
OG0002207,NA,NA,NA,NA,NA,NA,pigmentation,NA,RAB27A
OG0002212,NA,NA,NA,NA,NA,NA,NA,eyeloss,LAMC1
OG0002241,NA,NA,NA,NA,NA,NA,pigmentation,NA,CTSD
OG0002244,NA,NA,NA,expanded,NA,NA,NA,NA,GSE1
OG0002253,NA,NA,NA,NA,NA,NA,NA,eyeloss,FOXO3
OG0002260,NA,NA,NA,NA,NA,NA,pigmentation,NA,RIC8B
OG0002268,NA,NA,NA,NA,NA,NA,pigmentation,NA,INPP5B
OG0002270,NA,NA,NA,NA,NA,NA,pigmentation,NA,SLC16A2
OG0002294,NA,NA,NA,NA,NA,NA,NA,eyeloss,FDX1
OG0002300,NA,NA,NA,NA,NA,NA,pigmentation,NA,MAPK3
OG0002310,NA,NA,NA,expanded,NA,NA,NA,NA,HPGD
OG0002316,NA,NA,NA,NA,NA,NA,NA,eyeloss,RERE
OG0002325,NA,NA,NA,NA,NA,NA,NA,eyeloss,LRP5
OG0002333,NA,NA,NA,NA,NA,NA,pigmentation,NA,ADAMTS9
OG0002335,NA,NA,NA,NA,NA,NA,pigmentation,eyeloss,LMNA
OG0002337,NA,NA,NA,NA,NA,NA,pigmentation,NA,CCDC28B
OG0002402,NA,NA,NA,NA,NA,NA,pigmentation,NA,TSC1
OG0002419,NA,NA,NA,NA,NA,NA,pigmentation,NA,BACE2
OG0002434,NA,NA,NA,NA,NA,NA,pigmentation,eyeloss,SLC7A11
OG0002461,NA,NA,NA,NA,NA,NA,pigmentation,NA,ECE2
OG0002479,NA,NA,NA,NA,NA,NA,pigmentation,NA,USP53
OG0002498,NA,NA,NA,NA,NA,NA,NA,eyeloss,ABCD1
OG0002509,NA,NA,NA,NA,NA,NA,pigmentation,NA,RAD21
OG0002511,NA,NA,NA,NA,NA,NA,NA,eyeloss,WSB2
OG0002557,NA,NA,NA,NA,NA,NA,NA,eyeloss,KLHDC2
OG0002568,NA,NA,NA,NA,NA,NA,pigmentation,NA,SLC40A1
OG0002572,NA,NA,NA,NA,NA,NA,pigmentation,NA,TBX15
OG0002585,NA,NA,NA,NA,NA,NA,NA,eyeloss,PAX6
OG0002592,NA,NA,NA,NA,NA,contracted,NA,NA,NA
OG0002599,NA,NA,NA,NA,NA,NA,NA,eyeloss,DNM1L
OG0002638,NA,NA,NA,NA,NA,NA,pigmentation,NA,PSEN1
OG0002665,NA,NA,NA,NA,NA,NA,pigmentation,NA,RAB3IP
OG0002688,NA,NA,NA,NA,NA,NA,NA,eyeloss,FREM1
OG0002705,NA,NA,NA,NA,NA,NA,pigmentation,NA,ACTR3
OG0002724,NA,NA,NA,expanded,NA,NA,NA,NA,NA
OG0002732,NA,NA,NA,NA,NA,NA,NA,eyeloss,PLEKHG3
OG0002736,NA,NA,NA,NA,NA,NA,NA,eyeloss,SORBS2
OG0002745,NA,NA,NA,expanded,NA,NA,NA,NA,NA
OG0002756,NA,NA,NA,NA,NA,NA,NA,eyeloss,CAP2
OG0002761,NA,NA,NA,NA,NA,NA,pigmentation,NA,CBS
OG0002764,NA,NA,NA,NA,NA,NA,pigmentation,NA,CRH
OG0002802,NA,NA,NA,expanded,NA,NA,NA,NA,MYO9A
OG0002815,NA,NA,NA,NA,NA,NA,pigmentation,NA,PTEN
OG0002857,NA,NA,NA,NA,NA,NA,pigmentation,NA,GGT1
OG0002889,NA,NA,NA,NA,NA,NA,NA,eyeloss,JAM2
OG0002896,NA,NA,NA,NA,NA,NA,pigmentation,NA,LIPH
OG0002898,NA,NA,NA,NA,NA,NA,pigmentation,NA,MYRIP
OG0002905,NA,NA,NA,NA,NA,NA,pigmentation,NA,AFG3L2
OG0002907,NA,NA,NA,NA,NA,NA,NA,eyeloss,ST6GALNAC3
OG0002930,NA,NA,NA,NA,NA,NA,pigmentation,NA,DDX3X
OG0002931,NA,NA,NA,NA,NA,NA,pigmentation,NA,MLPH
OG0002959,NA,NA,NA,expanded,NA,NA,NA,NA,GRID2IP
OG0002987,NA,NA,NA,NA,NA,contracted,NA,NA,NA
OG0003000,NA,NA,NA,NA,NA,NA,pigmentation,NA,STAR
OG0003006,NA,NA,NA,NA,NA,NA,pigmentation,NA,KIT
OG0003017,NA,NA,NA,NA,NA,NA,NA,eyeloss,PCDH18
OG0003023,NA,NA,NA,NA,NA,NA,NA,eyeloss,PORCN
OG0003026,NA,NA,NA,NA,NA,NA,NA,eyeloss,TMEM189
OG0003087,NA,NA,NA,NA,NA,NA,pigmentation,NA,SHROOM2
OG0003095,NA,NA,NA,NA,NA,NA,pigmentation,eyeloss,ZEB2
OG0003115,NA,NA,NA,NA,NA,NA,pigmentation,NA,AP1G1
OG0003124,NA,NA,NA,NA,NA,NA,pigmentation,NA,COLEC11
OG0003219,NA,NA,NA,NA,NA,NA,pigmentation,NA,SPIRE1
OG0003226,NA,NA,NA,NA,NA,NA,NA,eyeloss,HTR4
OG0003228,NA,NA,NA,NA,NA,NA,NA,eyeloss,HSF1
OG0003237,NA,NA,NA,NA,NA,NA,NA,eyeloss,NHS
OG0003249,NA,NA,NA,NA,NA,NA,NA,eyeloss,RAB11FIP4
OG0003252,NA,NA,NA,NA,NA,NA,NA,eyeloss,TUFT1
OG0003264,NA,NA,NA,NA,NA,NA,NA,eyeloss,RFX7
OG0003267,NA,NA,NA,NA,NA,NA,pigmentation,NA,ALCAM
OG0003285,NA,NA,NA,NA,NA,NA,NA,eyeloss,PCDH15
OG0003302,NA,NA,NA,NA,NA,NA,NA,eyeloss,NUTF2
OG0003306,NA,NA,NA,NA,NA,NA,pigmentation,NA,USP43
OG0003308,NA,NA,NA,NA,NA,NA,pigmentation,NA,POC1B
OG0003325,NA,NA,NA,NA,NA,NA,pigmentation,NA,GFPT1
OG0003328,NA,NA,NA,NA,NA,NA,pigmentation,NA,YY1
