OG_ID,analysis_absrel,gene_symbol.x,analysis_relaxed_intensified,analysis_paml,analysis_cafe_expanded,gene_symbol.y,analysis_relax_relaxed,analysis_cafe_contracted,gene_symbol,qname,query,chr,seqStart,seqEnd
OG0004540,NA,NA,NA,paml_selected,NA,AK9,relaxed,NA,AK9,longevity_candidate_gene_selection_analysis-OG0004540-evm.model.ptg005615l.5_Prang,evm.model.ptg005615l.5_Prang,chr4,2570961383,2570967005
OG0004541,NA,NA,NA,NA,NA,PSMD4,relaxed,NA,PSMD4,longevity_candidate_gene_selection_analysis-OG0004541-evm.model.ptg018101l.2_Prang,evm.model.ptg018101l.2_Prang,chr9,552331184,552332351
OG0004543,NA,NA,NA,paml_selected,NA,NA,NA,NA,ECI2,longevity_candidate_gene_selection_analysis-OG0004543-evm.model.ptg004584l.1_Prang,evm.model.ptg004584l.1_Prang,chr2,2201481243,2201482434
OG0004545,NA,NA,NA,NA,NA,POLR2C,relaxed,NA,POLR2C,longevity_candidate_gene_selection_analysis-OG0004545-evm.model.ptg000219l.2_Prang,evm.model.ptg000219l.2_Prang,chr6,191417834,191418662
OG0004547,NA,NA,NA,paml_selected,NA,WHSC1L1,relaxed,NA,WHSC1L1,longevity_candidate_gene_selection_analysis-OG0004547-evm.model.ptg001683l.1_Prang,evm.model.ptg001683l.1_Prang,chr13,176337550,176339521
OG0004548,NA,NA,NA,paml_selected,NA,NA,NA,NA,CMTM8,longevity_candidate_gene_selection_analysis-OG0004548-evm.model.ptg012283l.4_Prang,evm.model.ptg012283l.4_Prang,chr16,482804132,482804660
OG0004549,NA,NA,NA,NA,NA,C9orf84,relaxed,NA,C9orf84,longevity_candidate_gene_selection_analysis-OG0004549-evm.model.ptg006150l.1_Prang,evm.model.ptg006150l.1_Prang,chr1,1923345245,1923346316
OG0004550,NA,NA,NA,NA,NA,FEZ1,relaxed,NA,FEZ1,longevity_candidate_gene_selection_analysis-OG0004550-evm.model.ptg001454l.1_Prang,evm.model.ptg001454l.1_Prang,scaffold28,925911,927012
OG0004553,NA,NA,NA,paml_selected,NA,NA,NA,NA,RPF2,longevity_candidate_gene_selection_analysis-OG0004553-evm.model.ptg008127l.1_Prang,evm.model.ptg008127l.1_Prang,chr4,1182490922,1182491816
OG0004554,NA,NA,NA,paml_selected,NA,CEL,relaxed,NA,CEL,longevity_candidate_gene_selection_analysis-OG0004554-evm.model.ptg030528l.3_Prang,evm.model.ptg030528l.3_Prang,chr11,101900941,101902588
OG0004555,NA,NA,NA,NA,NA,MGAT5B,relaxed,NA,MGAT5B,longevity_candidate_gene_selection_analysis-OG0004555-evm.model.ptg030898l.1_Prang,evm.model.ptg030898l.1_Prang,chr13,979292813,979294772
OG0004556,NA,MYCBP,intensified,NA,NA,NA,NA,NA,MYCBP,longevity_candidate_gene_selection_analysis-OG0004556-evm.model.ptg016015l.3_Prang,evm.model.ptg016015l.3_Prang,chr14,114067165,114067468
OG0004560,NA,NA,NA,NA,NA,SPCS3,relaxed,NA,SPCS3,longevity_candidate_gene_selection_analysis-OG0004560-evm.model.ptg016349l.1_Prang,evm.model.ptg016349l.1_Prang,chr1,1242141165,1242141354
OG0004561,NA,NA,NA,paml_selected,NA,ABRA,relaxed,NA,ABRA,longevity_candidate_gene_selection_analysis-OG0004561-evm.model.ptg003404l.2_Prang,evm.model.ptg003404l.2_Prang,chr2,499429281,499430505
OG0004562,NA,NA,NA,paml_selected,NA,NA,NA,NA,AMBP,longevity_candidate_gene_selection_analysis-OG0004562-evm.model.ptg006767l.4_Prang,evm.model.ptg006767l.4_Prang,chr11,360775171,360776257
OG0004563,NA,NA,NA,paml_selected,NA,NA,NA,NA,CHRD,longevity_candidate_gene_selection_analysis-OG0004563-evm.model.ptg012331l.2_Prang,evm.model.ptg012331l.2_Prang,chr18,150473490,150476637
OG0004564,NA,NA,NA,paml_selected,NA,LRGUK,relaxed,NA,LRGUK,longevity_candidate_gene_selection_analysis-OG0004564-evm.model.ptg001620l.2_Prang,evm.model.ptg001620l.2_Prang,chr7,1592823076,1592825593
OG0004568,NA,NA,NA,paml_selected,NA,COL13A1,relaxed,NA,COL13A1,longevity_candidate_gene_selection_analysis-OG0004568-evm.model.ptg012470l.1_Prang,evm.model.ptg012470l.1_Prang,chr15,174869111,174871271
OG0004570,NA,NA,NA,paml_selected,NA,NA,NA,NA,CDCA3,longevity_candidate_gene_selection_analysis-OG0004570-evm.model.ptg007613l.9_Prang,evm.model.ptg007613l.9_Prang,chr11,685902038,685903454
OG0004571,NA,HDHD1,intensified,NA,NA,NA,NA,NA,HDHD1,longevity_candidate_gene_selection_analysis-OG0004571-evm.model.ptg010662l.1_Prang,evm.model.ptg010662l.1_Prang,chr3,1910929779,1910930466
OG0004572,NA,NA,NA,paml_selected,NA,SLC18B1,relaxed,NA,SLC18B1,longevity_candidate_gene_selection_analysis-OG0004572-evm.model.ptg002429l.3_Prang,evm.model.ptg002429l.3_Prang,chr5,1636284437,1636285235
OG0004574,NA,NA,NA,NA,NA,CYP19A1,relaxed,NA,CYP19A1,longevity_candidate_gene_selection_analysis-OG0004574-evm.model.ptg011916l.1_Prang,evm.model.ptg011916l.1_Prang,chr14,746610917,746612456
OG0004575,NA,NA,NA,NA,NA,PDZD7,relaxed,NA,PDZD7,longevity_candidate_gene_selection_analysis-OG0004575-evm.model.ptg009288l.3_Prang,evm.model.ptg009288l.3_Prang,chr15,447673159,447676099
OG0004576,NA,CCDC141,intensified,paml_selected,NA,NA,NA,NA,CCDC141,longevity_candidate_gene_selection_analysis-OG0004576-evm.model.ptg007368l.1_Prang,evm.model.ptg007368l.1_Prang,chr19,776782609,776784481
OG0004577,NA,SLX4,intensified,paml_selected,NA,NA,NA,NA,SLX4,longevity_candidate_gene_selection_analysis-OG0004577-evm.model.ptg000385l.2_Prang,evm.model.ptg000385l.2_Prang,chr10,515731638,515737917
OG0004578,NA,NA,NA,NA,NA,NHS,relaxed,NA,NHS,longevity_candidate_gene_selection_analysis-OG0004578-evm.model.ptg013682l.1_Prang,evm.model.ptg013682l.1_Prang,chr3,1586690257,1586694874
OG0004580,NA,NA,NA,paml_selected,NA,SNW1,relaxed,NA,SNW1,longevity_candidate_gene_selection_analysis-OG0004580-evm.model.ptg008036l.6_Prang,evm.model.ptg008036l.6_Prang,chr8,366995099,366996602
OG0004581,NA,NA,NA,paml_selected,NA,NA,NA,NA,RPL14,longevity_candidate_gene_selection_analysis-OG0004581-evm.model.ptg021007l.3_Prang,evm.model.ptg021007l.3_Prang,chr3,286034592,286035009
OG0004583,NA,NA,NA,NA,NA,SMIM14,relaxed,NA,SMIM14,longevity_candidate_gene_selection_analysis-OG0004583-evm.model.ptg006314l.17_Prang,evm.model.ptg006314l.17_Prang,chr1,714779029,714779410
OG0004584,NA,NA,NA,paml_selected,NA,NA,NA,NA,ATAD3A,longevity_candidate_gene_selection_analysis-OG0004584-evm.model.ptg000516l.4_Prang,evm.model.ptg000516l.4_Prang,chr10,126440869,126442663
OG0004586,NA,NA,NA,paml_selected,NA,NA,NA,NA,TTBK2,longevity_candidate_gene_selection_analysis-OG0004586-evm.model.ptg001475l.1_Prang,evm.model.ptg001475l.1_Prang,chr8,150685574,150687395
OG0004587,NA,NA,NA,paml_selected,NA,NA,NA,NA,XKR7,longevity_candidate_gene_selection_analysis-OG0004587-evm.model.ptg017311l.6_Prang,evm.model.ptg017311l.6_Prang,chr5,2639892356,2639893967
OG0004589,NA,NA,NA,paml_selected,NA,C1orf106,relaxed,NA,C1orf106,longevity_candidate_gene_selection_analysis-OG0004589-evm.model.ptg010038l.1_Prang,evm.model.ptg010038l.1_Prang,chr9,67859513,67861340
OG0004590,NA,NA,NA,paml_selected,NA,NA,NA,NA,ENDOU,longevity_candidate_gene_selection_analysis-OG0004590-evm.model.ptg001269l.2_Prang,evm.model.ptg001269l.2_Prang,chr5,1578155454,1578156384
OG0004592,NA,C15orf27,intensified,NA,NA,NA,NA,NA,C15orf27,longevity_candidate_gene_selection_analysis-OG0004592-evm.model.ptg000042l.5_Prang,evm.model.ptg000042l.5_Prang,chr14,481980358,481981390
OG0004593,NA,NA,NA,paml_selected,NA,MYO9A,relaxed,NA,MYO9A,longevity_candidate_gene_selection_analysis-OG0004593-evm.model.ptg011821l.1_Prang,evm.model.ptg011821l.1_Prang,chr14,629243498,629251403
OG0004595,NA,NA,NA,paml_selected,NA,NA,NA,NA,C2CD2,longevity_candidate_gene_selection_analysis-OG0004595-evm.model.ptg001641l.2_Prang,evm.model.ptg001641l.2_Prang,chr3,3050149854,3050151936
OG0004597,NA,NA,NA,paml_selected,NA,ASH1L,relaxed,NA,ASH1L,longevity_candidate_gene_selection_analysis-OG0004597-evm.model.ptg004195l.1_Prang,evm.model.ptg004195l.1_Prang,chr9,592629745,592635397
OG0004598,NA,NA,NA,paml_selected,NA,YLPM1,relaxed,NA,YLPM1,longevity_candidate_gene_selection_analysis-OG0004598-evm.model.ptg000959l.1_Prang,evm.model.ptg000959l.1_Prang,chr8,270340815,270342810
OG0004600,NA,NA,NA,NA,NA,CDHR1,relaxed,NA,CDHR1,longevity_candidate_gene_selection_analysis-OG0004600-evm.model.ptg008855l.4_Prang,evm.model.ptg008855l.4_Prang,chr15,302610604,302613199
OG0004601,NA,NA,NA,paml_selected,NA,NA,NA,NA,RPS16,longevity_candidate_gene_selection_analysis-OG0004601-evm.model.ptg009998l.3_Prang,evm.model.ptg009998l.3_Prang,chr1,3582496289,3582496634
OG0004602,NA,NA,NA,paml_selected,NA,NA,NA,NA,SHD,longevity_candidate_gene_selection_analysis-OG0004602-evm.model.ptg011642l.4_Prang,evm.model.ptg011642l.4_Prang,chr13,621221918,621223088
OG0004603,NA,NA,NA,NA,NA,SRCIN1,relaxed,NA,SRCIN1,longevity_candidate_gene_selection_analysis-OG0004603-evm.model.ptg007101l.1_Prang,evm.model.ptg007101l.1_Prang,chr9,1212190788,1212195807
OG0004604,NA,NA,NA,paml_selected,NA,NA,NA,NA,LRRK2,longevity_candidate_gene_selection_analysis-OG0004604-evm.model.ptg000576l.1_Prang,evm.model.ptg000576l.1_Prang,chr7,1368204396,1368211938
OG0004605,NA,NA,NA,paml_selected,NA,NA,NA,NA,SMS,longevity_candidate_gene_selection_analysis-OG0004605-evm.model.ptg003177l.2_Prang,evm.model.ptg003177l.2_Prang,chr3,1833846867,1833847275
OG0004606,NA,KIAA1107,intensified,paml_selected,NA,NA,NA,NA,KIAA1107,longevity_candidate_gene_selection_analysis-OG0004606-evm.model.ptg004870l.1_Prang,evm.model.ptg004870l.1_Prang,chr12,522052872,522056079
OG0004607,NA,NA,NA,paml_selected,NA,NA,NA,NA,ARMC8,longevity_candidate_gene_selection_analysis-OG0004607-evm.model.ptg014029l.1_Prang,evm.model.ptg014029l.1_Prang,chr19,460423809,460424337
OG0004608,NA,ASXL2,intensified,paml_selected,NA,NA,NA,NA,ASXL2,longevity_candidate_gene_selection_analysis-OG0004608-evm.model.ptg007930l.1_Prang,evm.model.ptg007930l.1_Prang,chr4,2918586586,2918590828
OG0004609,NA,NA,NA,paml_selected,NA,NA,NA,NA,ECM1,longevity_candidate_gene_selection_analysis-OG0004609-evm.model.ptg013439l.1_Prang,evm.model.ptg013439l.1_Prang,chr9,675753205,675753916
OG0004611,NA,SRCAP,intensified,paml_selected,NA,NA,NA,NA,SRCAP,longevity_candidate_gene_selection_analysis-OG0004611-evm.model.ptg005339l.3_Prang,evm.model.ptg005339l.3_Prang,chr11,451423430,451431377
OG0004612,NA,NA,NA,paml_selected,NA,NA,NA,NA,CISH,longevity_candidate_gene_selection_analysis-OG0004612-evm.model.ptg008880l.4_Prang,evm.model.ptg008880l.4_Prang,chr17,179197281,179198067
OG0004613,NA,NA,NA,paml_selected,NA,GRID2IP,relaxed,NA,GRID2IP,longevity_candidate_gene_selection_analysis-OG0004613-evm.model.ptg003457l.4_Prang,evm.model.ptg003457l.4_Prang,chr10,1091495760,1091499651
OG0004614,NA,TDP2,intensified,NA,NA,NA,NA,NA,TDP2,longevity_candidate_gene_selection_analysis-OG0004614-evm.model.ptg006486l.3_Prang,evm.model.ptg006486l.3_Prang,chr8,181287652,181288831
OG0004617,NA,NA,NA,NA,NA,HADHA,relaxed,NA,HADHA,longevity_candidate_gene_selection_analysis-OG0004617-evm.model.ptg011350l.7_Prang,evm.model.ptg011350l.7_Prang,chr4,2914805395,2914807387
OG0004618,NA,FAM178A,intensified,paml_selected,NA,NA,NA,NA,FAM178A,longevity_candidate_gene_selection_analysis-OG0004618-evm.model.ptg006719l.3_Prang,evm.model.ptg006719l.3_Prang,chr15,454423637,454425530
OG0004621,NA,NA,NA,paml_selected,NA,NA,NA,NA,RBM28,longevity_candidate_gene_selection_analysis-OG0004621-evi.model.ptg017699l.56_Prang,evi.model.ptg017699l.56_Prang,chr13,895647234,895649427
OG0004622,NA,ACSF3,intensified,paml_selected,NA,NA,NA,NA,ACSF3,longevity_candidate_gene_selection_analysis-OG0004622-evm.model.ptg016095l.1_Prang,evm.model.ptg016095l.1_Prang,chr6,76801630,76803370
OG0004623,NA,NA,NA,paml_selected,NA,NA,NA,NA,IKBKAP,longevity_candidate_gene_selection_analysis-OG0004623-evm.model.ptg001417l.1_Prang,evm.model.ptg001417l.1_Prang,chr1,1279712613,1279715883
OG0004626,NA,N4BP2,intensified,paml_selected,NA,NA,NA,NA,N4BP2,longevity_candidate_gene_selection_analysis-OG0004626-evm.model.ptg011864l.2_Prang,evm.model.ptg011864l.2_Prang,chr1,722577783,722583393
OG0004630,NA,NA,NA,NA,NA,PPP1R27,relaxed,NA,PPP1R27,longevity_candidate_gene_selection_analysis-OG0004630-evm.model.ptg007241l.3_Prang,evm.model.ptg007241l.3_Prang,chr13,728033390,728033855
OG0004634,NA,NA,NA,paml_selected,NA,ARHGEF12,relaxed,NA,ARHGEF12,longevity_candidate_gene_selection_analysis-OG0004634-evm.model.ptg013829l.4_Prang,evm.model.ptg013829l.4_Prang,chr5,1486487663,1486489469
OG0004635,NA,NA,NA,paml_selected,NA,DXO,relaxed,NA,DXO,longevity_candidate_gene_selection_analysis-OG0004635-evm.model.ptg004102l.10_Prang,evm.model.ptg004102l.10_Prang,chr9,1287315380,1287315989
OG0004636,NA,NA,NA,NA,NA,SEL1L3,relaxed,NA,SEL1L3,longevity_candidate_gene_selection_analysis-OG0004636-evm.model.ptg001505l.12_Prang,evm.model.ptg001505l.12_Prang,chr3,767627430,767630637
OG0004638,NA,NA,NA,paml_selected,NA,KCNK5,relaxed,NA,KCNK5,longevity_candidate_gene_selection_analysis-OG0004638-evm.model.ptg002269l.4_Prang,evm.model.ptg002269l.4_Prang,chr4,327470707,327472162
OG0004639,NA,LIMCH1,intensified,paml_selected,NA,NA,NA,NA,LIMCH1,longevity_candidate_gene_selection_analysis-OG0004639-evm.model.ptg004530l.7_Prang,evm.model.ptg004530l.7_Prang,chr10,621415575,621419034
OG0004641,NA,FAM72A,intensified,NA,NA,NA,NA,NA,FAM72A,longevity_candidate_gene_selection_analysis-OG0004641-evm.model.ptg008348l.4_Prang,evm.model.ptg008348l.4_Prang,chr9,235862922,235863372
OG0004642,NA,NA,NA,paml_selected,NA,NA,NA,NA,NATD1,longevity_candidate_gene_selection_analysis-OG0004642-evm.model.ptg015168l.1_Prang,evm.model.ptg015168l.1_Prang,chr10,985948639,985948963
OG0004644,NA,NA,NA,paml_selected,NA,NA,NA,NA,CTC1,longevity_candidate_gene_selection_analysis-OG0004644-evm.model.ptg016292l.8_Prang,evm.model.ptg016292l.8_Prang,chr5,1767619757,1767623330
OG0004645,NA,NA,NA,NA,NA,SLC9A3,relaxed,NA,SLC9A3,longevity_candidate_gene_selection_analysis-OG0004645-evm.model.ptg004521l.1_Prang,evm.model.ptg004521l.1_Prang,chr2,1971070252,1971072709
OG0004648,NA,NA,NA,NA,NA,ACKR4,relaxed,NA,ACKR4,longevity_candidate_gene_selection_analysis-OG0004648-evm.model.ptg007621l.1_Prang,evm.model.ptg007621l.1_Prang,chr16,441099467,441100547
OG0004649,NA,NA,NA,paml_selected,NA,NA,NA,NA,BDP1,longevity_candidate_gene_selection_analysis-OG0004649-evm.model.ptg003665l.1_Prang,evm.model.ptg003665l.1_Prang,chr1,3402539311,3402542995
OG0004650,NA,NA,NA,NA,NA,ASTN2,relaxed,NA,ASTN2,longevity_candidate_gene_selection_analysis-OG0004650-evm.model.ptg007024l.1_Prang,evm.model.ptg007024l.1_Prang,chr11,137441952,137445252
OG0004651,NA,NA,NA,NA,NA,NSFL1C,relaxed,NA,NSFL1C,longevity_candidate_gene_selection_analysis-OG0004651-evm.model.ptg015845l.4_Prang,evm.model.ptg015845l.4_Prang,chr16,385746412,385747525
OG0004654,NA,NA,NA,paml_selected,NA,PLEKHA5,relaxed,NA,PLEKHA5,longevity_candidate_gene_selection_analysis-OG0004654-evm.model.ptg000955l.1_Prang,evm.model.ptg000955l.1_Prang,chr7,763702637,763703384
OG0004655,NA,NA,NA,paml_selected,NA,BCORL1,relaxed,NA,BCORL1,longevity_candidate_gene_selection_analysis-OG0004655-evm.model.ptg005385l.1_Prang,evm.model.ptg005385l.1_Prang,chr2,2792416078,2792420851
OG0004656,NA,NA,NA,paml_selected,NA,NA,NA,NA,C9orf91,longevity_candidate_gene_selection_analysis-OG0004656-evm.model.ptg013258l.3_Prang,evm.model.ptg013258l.3_Prang,chr9,1295202576,1295203596
OG0004657,NA,NA,NA,paml_selected,NA,NA,NA,NA,OPLAH,longevity_candidate_gene_selection_analysis-OG0004657-evm.model.ptg000430l.4_Prang,evm.model.ptg000430l.4_Prang,chr2,3495927558,3495931587
OG0004658,NA,NA,NA,NA,NA,IGFBP2,relaxed,NA,IGFBP2,longevity_candidate_gene_selection_analysis-OG0004658-evm.model.ptg009451l.5_Prang,evm.model.ptg009451l.5_Prang,chr19,109016838,109017750
OG0004659,NA,NA,NA,paml_selected,NA,NA,NA,NA,GGA3,longevity_candidate_gene_selection_analysis-OG0004659-evm.model.ptg012500l.4_Prang,evm.model.ptg012500l.4_Prang,chr13,945208532,945210734
OG0004663,NA,NA,NA,paml_selected,NA,LEPR,relaxed,NA,LEPR,longevity_candidate_gene_selection_analysis-OG0004663-evm.model.ptg020236l.1_Prang,evm.model.ptg020236l.1_Prang,chr12,344067466,344070661
OG0004666,NA,NA,NA,paml_selected,NA,NA,NA,NA,DENND2D,longevity_candidate_gene_selection_analysis-OG0004666-evm.model.ptg013043l.1_Prang,evm.model.ptg013043l.1_Prang,chr9,16597361,16598801
OG0004671,NA,NA,NA,NA,NA,BIN2,relaxed,NA,BIN2,longevity_candidate_gene_selection_analysis-OG0004671-evm.model.ptg022000l.4_Prang,evm.model.ptg022000l.4_Prang,chr5,1595382367,1595384356
OG0004672,NA,NA,NA,paml_selected,NA,NA,NA,NA,TMX2,longevity_candidate_gene_selection_analysis-OG0004672-evm.model.ptg010109l.4_Prang,evm.model.ptg010109l.4_Prang,chr7,1962317690,1962318584
OG0004674,NA,NA,NA,NA,NA,KIAA1279,relaxed,NA,KIAA1279,longevity_candidate_gene_selection_analysis-OG0004674-evm.model.ptg000756l.1_Prang,evm.model.ptg000756l.1_Prang,chr15,55481337,55483350
OG0004675,NA,NA,NA,paml_selected,NA,NA,NA,NA,FERD3L,longevity_candidate_gene_selection_analysis-OG0004675-evm.model.ptg005478l.1_Prang,evm.model.ptg005478l.1_Prang,chr16,649460720,649461221
OG0004677,NA,NA,NA,paml_selected,NA,NA,NA,NA,HELB,longevity_candidate_gene_selection_analysis-OG0004677-evm.model.ptg009763l.1_Prang,evm.model.ptg009763l.1_Prang,chr7,93961318,93964870
OG0004680,NA,NA,NA,paml_selected,NA,NA,NA,NA,DLGAP5,longevity_candidate_gene_selection_analysis-OG0004680-evm.model.ptg009916l.2_Prang,evm.model.ptg009916l.2_Prang,chr6,45638880,45641397
OG0004681,NA,C16orf52,intensified,paml_selected,NA,NA,NA,NA,C16orf52,longevity_candidate_gene_selection_analysis-OG0004681-evm.model.ptg006454l.1_Prang,evm.model.ptg006454l.1_Prang,chr10,777182713,777183178
OG0004685,NA,NA,NA,paml_selected,NA,NA,NA,NA,CCP110,longevity_candidate_gene_selection_analysis-OG0004685-evm.model.ptg004294l.3_Prang,evm.model.ptg004294l.3_Prang,chr10,775520317,775523344
OG0004687,NA,NA,NA,NA,NA,TM7SF3,relaxed,NA,TM7SF3,longevity_candidate_gene_selection_analysis-OG0004687-evm.model.ptg000862l.3_Prang,evm.model.ptg000862l.3_Prang,chr7,839410933,839412667
OG0004688,NA,LSM6,intensified,NA,NA,NA,NA,NA,LSM6,longevity_candidate_gene_selection_analysis-OG0004688-evm.model.ptg004062l.4_Prang,evm.model.ptg004062l.4_Prang,chr1,987136824,987137067
OG0004689,NA,NA,NA,NA,NA,C3orf70,relaxed,NA,C3orf70,longevity_candidate_gene_selection_analysis-OG0004689-evm.model.ptg004009l.8_Prang,evm.model.ptg004009l.8_Prang,chr19,498486965,498487712
OG0004690,NA,NA,NA,NA,NA,HINT3,relaxed,NA,HINT3,longevity_candidate_gene_selection_analysis-OG0004690-evm.model.ptg000113l.1_Prang,evm.model.ptg000113l.1_Prang,chr3,2793325694,2793326219
OG0004694,NA,NA,NA,NA,NA,S1PR1,relaxed,NA,S1PR1,longevity_candidate_gene_selection_analysis-OG0004694-evm.model.ptg017628l.4_Prang,evm.model.ptg017628l.4_Prang,chr12,737027920,737029060
OG0004695,NA,NA,NA,NA,NA,EOMES,relaxed,NA,EOMES,longevity_candidate_gene_selection_analysis-OG0004695-evm.model.ptg000069l.7_Prang,evm.model.ptg000069l.7_Prang,chr16,497381655,497383650
OG0004696,NA,NA,NA,paml_selected,NA,DIEXF,relaxed,NA,DIEXF,longevity_candidate_gene_selection_analysis-OG0004696-evm.model.ptg001068l.6_Prang,evm.model.ptg001068l.6_Prang,chr4,560459382,560461668
OG0004699,NA,NA,NA,NA,NA,RDH10,relaxed,NA,RDH10,longevity_candidate_gene_selection_analysis-OG0004699-evm.model.ptg008881l.2_Prang,evm.model.ptg008881l.2_Prang,chr2,770440976,770442020
OG0004700,NA,NA,NA,NA,NA,GSAP,relaxed,NA,GSAP,longevity_candidate_gene_selection_analysis-OG0004700-evm.model.ptg001741l.2_Prang,evm.model.ptg001741l.2_Prang,chr7,1012590317,1012592822
OG0004701,NA,NA,NA,paml_selected,NA,NA,NA,NA,GCC2,longevity_candidate_gene_selection_analysis-OG0004701-evm.model.ptg003492l.7_Prang,evm.model.ptg003492l.7_Prang,chr3,1601601610,1601608321
OG0004702,NA,NA,NA,NA,NA,KLHL8,relaxed,NA,KLHL8,longevity_candidate_gene_selection_analysis-OG0004702-evm.model.ptg005028l.3_Prang,evm.model.ptg005028l.3_Prang,chr1,1348039660,1348041355
OG0004703,NA,NA,NA,paml_selected,NA,NA,NA,NA,RPA1,longevity_candidate_gene_selection_analysis-OG0004703-evm.model.ptg001666l.4_Prang,evm.model.ptg001666l.4_Prang,chr5,426202366,426204226
OG0004706,NA,NA,NA,paml_selected,NA,NA,NA,NA,MIPEP,longevity_candidate_gene_selection_analysis-OG0004706-evm.model.ptg000874l.7_Prang,evm.model.ptg000874l.7_Prang,chr2,953249557,953250055
OG0004708,NA,NA,NA,paml_selected,NA,NA,NA,NA,CIITA,longevity_candidate_gene_selection_analysis-OG0004708-evm.model.ptg002709l.1_Prang,evm.model.ptg002709l.1_Prang,chr10,756257043,756260388
OG0004711,NA,NA,NA,NA,NA,SOSTDC1,relaxed,NA,SOSTDC1,longevity_candidate_gene_selection_analysis-OG0004711-evm.model.ptg013024l.3_Prang,evm.model.ptg013024l.3_Prang,chr16,562833775,562834432
OG0004712,NA,NA,NA,paml_selected,NA,NA,NA,NA,PARD3B,longevity_candidate_gene_selection_analysis-OG0004712-evm.model.ptg007424l.1_Prang,evm.model.ptg007424l.1_Prang,chr19,580962830,580965629
OG0004713,NA,NA,NA,NA,NA,ACO2,relaxed,NA,ACO2,longevity_candidate_gene_selection_analysis-OG0004713-evm.model.ptg002930l.2_Prang,evm.model.ptg002930l.2_Prang,chr5,841046191,841047505
OG0004715,NA,NA,NA,paml_selected,NA,PPT2,relaxed,NA,PPT2,longevity_candidate_gene_selection_analysis-OG0004715-evm.model.ptg013378l.2_Prang,evm.model.ptg013378l.2_Prang,chr9,1293973445,1293974291
OG0004716,NA,NA,NA,NA,NA,ATP5A1,relaxed,NA,ATP5A1,longevity_candidate_gene_selection_analysis-OG0004716-evm.model.ptg014302l.1_Prang,evm.model.ptg014302l.1_Prang,chr7,1064451073,1064452690
OG0004718,NA,NA,NA,paml_selected,NA,PLEKHS1,relaxed,NA,PLEKHS1,longevity_candidate_gene_selection_analysis-OG0004718-evm.model.ptg006817l.1_Prang,evm.model.ptg006817l.1_Prang,chr15,778050187,778051639
OG0004720,NA,NA,NA,NA,NA,OLA1,relaxed,NA,OLA1,longevity_candidate_gene_selection_analysis-OG0004720-evm.model.ptg000358l.2_Prang,evm.model.ptg000358l.2_Prang,chr19,703528504,703529011
OG0004722,NA,HAO2,intensified,NA,NA,NA,NA,NA,HAO2,longevity_candidate_gene_selection_analysis-OG0004722-evm.model.ptg001862l.5_Prang,evm.model.ptg001862l.5_Prang,chr3,111474682,111475534
OG0004723,NA,NA,NA,NA,NA,TCERG1,relaxed,NA,TCERG1,longevity_candidate_gene_selection_analysis-OG0004723-evm.model.ptg008269l.1_Prang,evm.model.ptg008269l.1_Prang,chr3,525453879,525457623
OG0004724,NA,NA,NA,NA,NA,Pole3,relaxed,NA,Pole3,longevity_candidate_gene_selection_analysis-OG0004724-evm.model.ptg021544l.2_Prang,evm.model.ptg021544l.2_Prang,chr11,419649965,419650400
OG0004725,NA,NA,NA,paml_selected,NA,MAP3K14,relaxed,NA,MAP3K14,longevity_candidate_gene_selection_analysis-OG0004725-evm.model.ptg013257l.1_Prang,evm.model.ptg013257l.1_Prang,chr9,998982704,998984027
OG0004726,NA,NA,NA,NA,NA,TRIM13,relaxed,NA,TRIM13,longevity_candidate_gene_selection_analysis-OG0004726-evm.model.ptg008040l.4_Prang,evm.model.ptg008040l.4_Prang,chr3,2307680314,2307681544
OG0004728,NA,NA,NA,paml_selected,NA,SRSF2,relaxed,NA,SRSF2,longevity_candidate_gene_selection_analysis-OG0004728-evm.model.ptg009844l.7_Prang,evm.model.ptg009844l.7_Prang,chr17,365412838,365413504
OG0004731,NA,NA,NA,NA,NA,SSR1,relaxed,NA,SSR1,longevity_candidate_gene_selection_analysis-OG0004731-evm.model.ptg001848l.4_Prang,evm.model.ptg001848l.4_Prang,chr2,2220195985,2220196690
OG0004732,NA,NA,NA,NA,NA,CAT,relaxed,NA,CAT,longevity_candidate_gene_selection_analysis-OG0004732-evm.model.ptg004688l.1_Prang,evm.model.ptg004688l.1_Prang,chr6,10323623,10325198
OG0004733,NA,NA,NA,NA,NA,TP53I11,relaxed,NA,TP53I11,longevity_candidate_gene_selection_analysis-OG0004733-evm.model.ptg005904l.4_Prang,evm.model.ptg005904l.4_Prang,chr6,1775343650,1775344220
OG0004735,NA,NA,NA,paml_selected,NA,GPHN,relaxed,NA,GPHN,longevity_candidate_gene_selection_analysis-OG0004735-evm.model.ptg001934l.1_Prang,evm.model.ptg001934l.1_Prang,chr2,2708738369,2708741195
OG0004736,NA,NA,NA,paml_selected,NA,NA,NA,NA,SLC30A1,longevity_candidate_gene_selection_analysis-OG0004736-evm.model.ptg008440l.8_Prang,evm.model.ptg008440l.8_Prang,chr4,545358930,545360439
OG0004737,NA,SMC6,intensified,paml_selected,NA,NA,NA,NA,SMC6,longevity_candidate_gene_selection_analysis-OG0004737-evm.model.ptg015919l.1_Prang,evm.model.ptg015919l.1_Prang,chr4,2686179039,2686180785
